Fecha,T_Amb_Avg(ºC),H_Relat_Avg (%),Rad_Glob_Avg (W/m²),Rad_Par_Avg (µmol/m²/s),R_Neta_Avg (W/m²),VPD_Avg (kPa),Lluvia (mm)
2011-11-12 09:00:00.000,16.08,62.54,131.8,200.2,NAN,0.684,0
2011-11-12 09:30:00.000,16.75,62.4,173.9,263.7,-364.3,0.717,0
2011-11-12 10:00:00.000,17.72,60.34,244.2,371.5,-333.5,0.804,0
2011-11-12 10:30:00.000,19.13,57.52,433.0,658.0,-332.4,0.942,0
2011-11-12 11:00:00.000,20.17,54.32,340.3,522.0,-346.8,1.079,0
2011-11-12 11:30:00.000,22.62,46.02,710.4,1054.0,-331.2,1.487,0
2011-11-12 12:00:00.000,24.85,35.37,656.8,978.0,NAN,2.029,0
2011-11-12 12:30:00.000,25.65,31.44,653.2,973.0,-346.2,2.258,0
2011-11-12 13:00:00.000,26.39,29.86,525.4,791.3,-359,2.413,0
2011-11-12 13:30:00.000,25.65,31.95,464.5,699.9,-346.5,2.241,0
2011-11-12 14:00:00.000,25.85,30.7,474.8,705.8,-354.7,2.309,0
2011-11-12 14:30:00.000,25.58,30.54,345.7,517.3,NAN,2.277,0
2011-11-12 15:00:00.000,25.39,32.69,224.7,346.5,NAN,2.182,0
2011-11-12 15:30:00.000,25.35,33.56,261.9,383.5,NAN,2.149,0
2011-11-12 16:00:00.000,26.01,31.14,266.2,372.2,NAN,2.316,0
2011-11-12 16:30:00.000,25.33,33.05,126.4,183.2,NAN,2.165,0
2011-11-12 17:00:00.000,23.63,41.24,41.74,63.88,NAN,1.716,0
2011-11-12 17:30:00.000,22.54,46.21,6.989,11.16,-391.8,1.473,0
2011-11-12 18:00:00.000,21.39,48.68,0.097,0.138,-426.1,1.308,0
2011-11-12 18:30:00.000,20.05,53.86,0.0,0.0,NAN,1.083,0
2011-11-12 19:00:00.000,20.3,50.28,0.0,0.0,-370.8,1.188,0
2011-11-12 19:30:00.000,18.67,58.9,0.0,0.0,NAN,0.89,0
2011-11-12 20:00:00.000,17.4,64.56,0.0,0.0,NAN,0.704,0
2011-11-12 20:30:00.000,16.99,59.27,0.0,0.0,NAN,0.788,0
2011-11-12 21:00:00.000,16.56,59.11,0.0,0.0,-398.9,0.77,0
2011-11-12 21:30:00.000,16.51,58.88,0.0,0.0,NAN,0.772,0
2011-11-12 22:00:00.000,16.55,60.23,0.0,0.0,NAN,0.749,0
2011-11-12 22:30:00.000,16.71,60.2,0.0,0.0,NAN,0.757,0
2011-11-12 23:00:00.000,16.05,61.34,0.0,0.0,NAN,0.705,0
2011-11-12 23:30:00.000,15.52,62.28,0.0,0.0,NAN,0.665,0
2011-11-13 00:00:00.000,14.94,65.25,0.0,0.0,-384.3,0.59,0
2011-11-13 00:30:00.000,14.84,65.68,0.0,0.0,NAN,0.579,0
2011-11-13 01:00:00.000,14.59,67.33,0.0,0.0,NAN,0.542,0
2011-11-13 01:30:00.000,14.54,67.67,0.0,0.0,NAN,0.535,0
2011-11-13 02:00:00.000,14.32,69.42,0.0,0.0,-408.1,0.499,0
2011-11-13 02:30:00.000,15.0,64.62,0.0,0.0,NAN,0.603,0
2011-11-13 03:00:00.000,14.78,66.32,0.0,0.0,NAN,0.566,0
2011-11-13 03:30:00.000,14.42,69.9,0.0,0.0,NAN,0.494,0
2011-11-13 04:00:00.000,14.89,66.51,0.0,0.0,-398.6,0.567,0
2011-11-13 04:30:00.000,15.44,64.41,0.0,0.0,-382.6,0.624,0
2011-11-13 05:00:00.000,15.64,64.17,0.0,0.0,-361.1,0.636,0
2011-11-13 05:30:00.000,16.96,55.39,0.0,0.0,-365,0.866,0
2011-11-13 06:00:00.000,17.41,52.95,0.0,0.0,-396.4,0.935,0
2011-11-13 06:30:00.000,16.5,58.74,0.0,0.0,-387.7,0.775,0
2011-11-13 07:00:00.000,16.71,57.56,0.248,0.52,NAN,0.807,0
2011-11-13 07:30:00.000,16.24,60.54,3.12,5.332,-393.6,0.729,0
2011-11-13 08:00:00.000,15.87,63.66,20.13,31.64,-403.6,0.655,0
2011-11-13 08:30:00.000,16.23,62.86,69.54,104.3,-421.6,0.685,0
2011-11-13 09:00:00.000,17.44,60.57,262.8,386.8,NAN,0.787,0
2011-11-13 09:30:00.000,18.3,59.12,214.5,322.3,-363.5,0.859,0
2011-11-13 10:00:00.000,18.81,58.14,298.5,449.2,-340.4,0.909,0
2011-11-13 10:30:00.000,19.68,53.64,219.2,330.8,-357.4,1.062,0
2011-11-13 11:00:00.000,20.53,50.68,279.6,424.1,-375.2,1.191,0
2011-11-13 11:30:00.000,20.96,48.75,257.6,394.4,-365.6,1.272,0
2011-11-13 12:00:00.000,21.7,46.75,290.4,438.6,-402.3,1.382,0
2011-11-13 12:30:00.000,22.93,41.99,418.4,627.6,NAN,1.624,0
2011-11-13 13:00:00.000,23.78,37.87,343.3,518.3,NAN,1.829,0
2011-11-13 13:30:00.000,23.68,40.14,350.1,524.1,NAN,1.752,0
2011-11-13 14:00:00.000,24.31,36.76,455.3,674.7,NAN,1.923,0
2011-11-13 14:30:00.000,24.37,36.28,349.6,521.8,NAN,1.944,0
2011-11-13 15:00:00.000,23.71,40.02,210.8,322.9,NAN,1.758,0
2011-11-13 15:30:00.000,23.7,42.82,186.7,281.5,NAN,1.676,0
2011-11-13 16:00:00.000,24.43,40.39,249.9,355.2,NAN,1.826,0
2011-11-13 16:30:00.000,23.02,46.84,48.28,80.4,NAN,1.498,0
2011-11-13 17:00:00.000,21.68,52.96,15.0,23.12,-456.5,1.221,0
2011-11-13 17:30:00.000,20.45,58.11,5.171,7.524,NAN,1.007,0
2011-11-13 18:00:00.000,19.79,58.54,0.006,0.05,-396,0.956,0
2011-11-13 18:30:00.000,18.92,60.83,0.0,0.0,NAN,0.857,0
2011-11-13 19:00:00.000,18.91,50.7,0.0,0.0,-407.2,1.077,0
2011-11-13 19:30:00.000,18.67,46.41,0.0,0.0,-416.9,1.154,0
2011-11-13 20:00:00.000,18.5,45.39,0.0,0.0,-418,1.163,0
2011-11-13 20:30:00.000,18.0,46.43,0.0,0.0,-385.4,1.106,0
2011-11-13 21:00:00.000,17.87,43.99,0.0,0.0,-420.6,1.146,0
2011-11-13 21:30:00.000,18.56,38.91,0.0,0.0,NAN,1.305,0
2011-11-13 22:00:00.000,17.21,47.73,0.0,0.0,NAN,1.038,0
2011-11-13 22:30:00.000,15.86,54.26,0.0,0.0,NAN,0.824,0
2011-11-13 23:00:00.000,16.16,50.47,0.0,0.0,NAN,0.909,0
2011-11-13 23:30:00.000,15.97,51.56,0.0,0.0,-416.7,0.879,0
2011-11-14 00:00:00.000,16.33,48.91,0.0,0.0,-430,0.948,0
2011-11-14 00:30:00.000,16.41,47.96,0.0,0.0,-396.9,0.971,0
2011-11-14 01:00:00.000,15.58,54.36,0.0,0.0,-403.5,0.809,0
2011-11-14 01:30:00.000,15.04,58.88,0.0,0.0,-410,0.703,0
2011-11-14 02:00:00.000,15.51,55.77,0.0,0.0,NAN,0.779,0
2011-11-14 02:30:00.000,15.13,59.13,0.0,0.0,-389.8,0.703,0
2011-11-14 03:00:00.000,15.81,55.09,0.0,0.0,-390.6,0.807,0
2011-11-14 03:30:00.000,15.36,61.31,0.0,0.0,-375.5,0.676,0
2011-11-14 04:00:00.000,15.08,65.09,0.0,0.0,-384.1,0.598,0
2011-11-14 04:30:00.000,15.18,64.38,0.0,0.0,-398.5,0.614,0
2011-11-14 05:00:00.000,15.52,62.0,0.0,0.0,-384.2,0.67,0
2011-11-14 05:30:00.000,15.26,63.55,0.0,0.0,NAN,0.632,0
2011-11-14 06:00:00.000,15.38,62.22,0.0,0.0,NAN,0.66,0
2011-11-14 06:30:00.000,15.69,58.9,0.0,0.0,NAN,0.732,0
2011-11-14 07:00:00.000,15.35,61.93,0.207,0.378,NAN,0.664,0
2011-11-14 07:30:00.000,16.55,55.68,6.881,11.02,-373.1,0.844,0
2011-11-14 08:00:00.000,17.89,52.85,32.62,47.88,-340.6,0.966,0
2011-11-14 08:30:00.000,18.25,54.08,52.41,76.56,-353.4,0.962,0
2011-11-14 09:00:00.000,18.14,52.65,106.0,158.5,-371.5,0.986,0
2011-11-14 09:30:00.000,17.59,55.86,25.1,40.53,-364.7,0.889,0.198
2011-11-14 10:00:00.000,13.71,82.3,4.249,10.37,-315.6,0.281,3.168
2011-11-14 10:30:00.000,12.13,87.9,22.52,41.78,-278.3,0.171,2.574
2011-11-14 11:00:00.000,12.5,89.6,31.59,56.77,-271.6,0.15,2.97
2011-11-14 11:30:00.000,13.24,89.8,57.88,99.2,-282.9,0.155,0.396
2011-11-14 12:00:00.000,13.6,90.3,104.6,168.7,-256.2,0.151,0
2011-11-14 12:30:00.000,14.4,89.6,132.8,215.6,-271,0.171,0
2011-11-14 13:00:00.000,14.61,82.1,188.0,298.6,-264.7,0.298,0
2011-11-14 13:30:00.000,15.27,78.02,126.2,206.5,-276,0.381,0
2011-11-14 14:00:00.000,14.44,79.91,166.2,266.5,-274.1,0.33,0.396
2011-11-14 14:30:00.000,14.12,79.33,210.6,329.4,-270.5,0.333,0.198
2011-11-14 15:00:00.000,14.43,83.5,319.1,489.2,-259.7,0.272,0
2011-11-14 15:30:00.000,15.27,80.6,151.4,246.6,-267.9,0.337,0
2011-11-14 16:00:00.000,16.36,74.91,192.6,289.0,-271.7,0.469,0
2011-11-14 16:30:00.000,17.12,71.6,118.0,173.2,-277.2,0.555,0
2011-11-14 17:00:00.000,16.35,74.73,34.01,54.66,-282.7,0.47,0
2011-11-14 17:30:00.000,15.38,78.15,4.889,7.518,-291,0.383,0
2011-11-14 18:00:00.000,13.92,83.0,0.059,0.075,-295,0.27,0
2011-11-14 18:30:00.000,13.42,84.9,0.0,0.0,-300.3,0.232,0
2011-11-14 19:00:00.000,13.0,85.6,0.0,0.0,-297.1,0.215,0
2011-11-14 19:30:00.000,12.71,85.3,0.0,0.0,-300.9,0.216,0
2011-11-14 20:00:00.000,12.35,85.9,0.0,0.0,-307.6,0.202,0
2011-11-14 20:30:00.000,12.0,86.0,0.0,0.0,-328.4,0.196,0
2011-11-14 21:00:00.000,11.85,86.6,0.0,0.0,-338.3,0.186,0
2011-11-14 21:30:00.000,12.04,85.4,0.0,0.0,-314.7,0.205,0
2011-11-14 22:00:00.000,12.25,82.9,0.0,0.0,-292.5,0.244,0
2011-11-14 22:30:00.000,11.95,83.6,0.0,0.0,-307.1,0.229,0
2011-11-14 23:00:00.000,11.85,84.8,0.0,0.0,-290.7,0.211,1.188
2011-11-14 23:30:00.000,11.52,87.8,0.0,0.0,-239,0.166,0.198
2011-11-15 00:00:00.000,11.17,88.7,0.0,0.0,-249.9,0.15,0
2011-11-15 00:30:00.000,10.77,88.9,0.0,0.0,-526.4,0.143,0
2011-11-15 01:00:00.000,10.57,89.3,0.0,0.0,-279,0.137,0
2011-11-15 01:30:00.000,10.61,89.4,0.0,0.0,-254.7,0.136,0
2011-11-15 02:00:00.000,10.38,89.8,0.0,0.0,-349.5,0.129,0
2011-11-15 02:30:00.000,10.37,90.1,0.0,0.0,-297.6,0.125,0
2011-11-15 03:00:00.000,10.28,90.1,0.0,0.0,-236.1,0.123,0
2011-11-15 03:30:00.000,10.14,90.1,0.0,0.0,-358.2,0.122,0
2011-11-15 04:00:00.000,10.14,90.1,0.0,0.0,-518.5,0.122,0
2011-11-15 04:30:00.000,10.05,90.0,0.0,0.0,-617.8,0.123,0
2011-11-15 05:00:00.000,9.87,90.1,0.0,0.0,-335.4,0.12,0
2011-11-15 05:30:00.000,9.76,90.3,0.0,0.0,-337,0.117,0
2011-11-15 06:00:00.000,9.62,90.4,0.0,0.0,-705.1,0.115,0
2011-11-15 06:30:00.000,9.54,90.5,0.0,0.0,-1219,0.113,0
2011-11-15 07:00:00.000,9.54,90.8,1.05,1.498,-450,0.109,0
2011-11-15 07:30:00.000,9.04,90.6,20.51,32.89,-365.6,0.108,0.198
2011-11-15 08:00:00.000,8.99,90.9,83.8,127.5,-383.6,0.104,0
2011-11-15 08:30:00.000,9.89,91.2,169.0,263.8,-233.1,0.107,0
2011-11-15 09:00:00.000,11.02,90.9,239.6,396.0,-311.4,0.119,0
2011-11-15 09:30:00.000,12.08,90.4,313.3,533.6,-494.5,0.135,0
2011-11-15 10:00:00.000,13.41,87.2,400.2,667.5,-254.4,0.197,0
2011-11-15 10:30:00.000,14.1,78.68,490.2,760.8,-252.7,0.343,0
2011-11-15 11:00:00.000,15.46,72.48,546.3,842.0,-251.5,0.484,0
2011-11-15 11:30:00.000,16.53,69.41,610.8,925.0,-239.1,0.575,0
2011-11-15 12:00:00.000,16.85,67.23,490.1,736.7,-253,0.629,0
2011-11-15 12:30:00.000,16.54,66.5,298.1,471.3,-236.9,0.63,0
2011-11-15 13:00:00.000,16.96,64.3,516.6,782.7,-245.6,0.69,0
2011-11-15 13:30:00.000,17.7,60.62,626.8,930.0,-250.9,0.797,0
2011-11-15 14:00:00.000,17.99,59.99,571.4,840.0,-260.6,0.825,0
2011-11-15 14:30:00.000,18.09,57.89,477.1,703.9,-270.1,0.874,0
2011-11-15 15:00:00.000,17.49,60.41,168.7,275.7,-271.2,0.791,0
2011-11-15 15:30:00.000,17.87,55.17,301.3,432.7,-266.5,0.919,0
2011-11-15 16:00:00.000,17.21,61.09,72.12,129.5,-268.4,0.765,0
2011-11-15 16:30:00.000,16.45,67.41,36.22,72.36,-294.7,0.61,0
2011-11-15 17:00:00.000,16.53,65.84,23.85,36.42,-290.3,0.642,0
2011-11-15 17:30:00.000,15.07,74.42,4.714,5.125,-267.2,0.442,0.396
2011-11-15 18:00:00.000,14.62,77.52,0.038,0.047,-267.1,0.374,0
2011-11-15 18:30:00.000,14.28,78.52,0.0,0.0,-297.3,0.35,0
2011-11-15 19:00:00.000,13.87,80.4,0.0,0.0,-302.7,0.311,0
2011-11-15 19:30:00.000,13.03,83.3,0.0,0.0,-284.5,0.25,0
2011-11-15 20:00:00.000,12.93,83.2,0.0,0.0,-278.2,0.25,0
2011-11-15 20:30:00.000,12.7,83.6,0.0,0.0,-304,0.241,0
2011-11-15 21:00:00.000,12.25,84.3,0.0,0.0,-305.6,0.224,0
2011-11-15 21:30:00.000,11.56,86.1,0.0,0.0,-333.1,0.189,0
2011-11-15 22:00:00.000,11.21,86.7,0.0,0.0,-313.5,0.177,0
2011-11-15 22:30:00.000,11.05,86.8,0.0,0.0,-306,0.173,0
2011-11-15 23:00:00.000,10.7,87.0,0.0,0.0,-306.8,0.167,0
2011-11-15 23:30:00.000,10.4,87.7,0.0,0.0,-842,0.155,0
2011-11-16 00:00:00.000,10.62,87.6,0.0,0.0,-637.1,0.159,0
2011-11-16 00:30:00.000,10.07,86.7,0.0,0.0,-435.3,0.164,0
2011-11-16 01:00:00.000,9.46,88.1,0.0,0.0,-773.7,0.14,0
2011-11-16 01:30:00.000,9.56,88.6,0.0,0.0,-1079,0.136,0
2011-11-16 02:00:00.000,9.53,88.7,0.0,0.0,-1060,0.134,0
2011-11-16 02:30:00.000,9.81,89.0,0.0,0.0,-89.4,0.134,0
2011-11-16 03:00:00.000,10.0,88.2,0.0,0.0,-517.3,0.145,0
2011-11-16 03:30:00.000,9.48,88.3,0.0,0.0,-466.3,0.139,0
2011-11-16 04:00:00.000,9.47,88.5,0.0,0.0,-824,0.136,0
2011-11-16 04:30:00.000,8.21,88.7,0.0,0.0,-293.8,0.123,0
2011-11-16 05:00:00.000,7.849,89.5,0.0,0.0,125,0.111,0
2011-11-16 05:30:00.000,7.749,90.0,0.0,0.0,-138.6,0.105,0.198
2011-11-16 06:00:00.000,7.695,90.6,0.0,0.0,-150.1,0.099,0
2011-11-16 06:30:00.000,7.736,90.7,0.0,0.0,-810,0.098,0
2011-11-16 07:00:00.000,7.188,90.8,1.075,1.42,-579.5,0.094,0
2011-11-16 07:30:00.000,7.032,91.1,14.44,24.96,-319.1,0.089,0
2011-11-16 08:00:00.000,7.281,91.3,61.91,99.3,-340.6,0.089,0
2011-11-16 08:30:00.000,7.818,91.4,128.7,203.6,-392.2,0.091,0
2011-11-16 09:00:00.000,8.55,91.6,212.2,337.3,-397,0.094,0
2011-11-16 09:30:00.000,9.43,91.5,298.3,459.6,-351.8,0.1,0
2011-11-16 10:00:00.000,9.92,91.6,254.8,394.9,-327.7,0.102,0
2011-11-16 10:30:00.000,10.81,91.7,364.6,569.7,-345,0.108,0
2011-11-16 11:00:00.000,11.13,91.4,265.0,418.3,-392.6,0.113,0
2011-11-16 11:30:00.000,11.26,91.4,299.2,449.7,-340.6,0.115,0
2011-11-16 12:00:00.000,11.83,90.4,341.2,515.6,-343.1,0.133,0
2011-11-16 12:30:00.000,12.76,86.5,562.7,842.0,-370,0.2,0
2011-11-16 13:00:00.000,13.63,81.2,601.8,892.0,-416.9,0.293,0
2011-11-16 13:30:00.000,14.03,78.15,576.3,851.0,-417,0.35,0
2011-11-16 14:00:00.000,15.12,73.58,534.7,783.4,-462.6,0.456,0
2011-11-16 14:30:00.000,16.59,64.66,480.4,697.4,-438.8,0.667,0
2011-11-16 15:00:00.000,17.04,61.45,408.4,587.9,-457.9,0.748,0
2011-11-16 15:30:00.000,17.32,56.46,326.8,463.3,NAN,0.86,0
2011-11-16 16:00:00.000,17.39,57.31,236.7,329.0,NAN,0.847,0
2011-11-16 16:30:00.000,17.06,59.79,141.9,192.4,-452.1,0.782,0
2011-11-16 17:00:00.000,16.28,62.76,40.42,59.2,-375.4,0.69,0
2011-11-16 17:30:00.000,15.2,67.59,4.112,7.103,-235.3,0.56,0
2011-11-16 18:00:00.000,14.38,73.07,0.013,0.031,-325.4,0.441,0
2011-11-16 18:30:00.000,13.47,77.05,0.0,0.0,-294.1,0.354,0
2011-11-16 19:00:00.000,13.44,75.18,0.0,0.0,-322.6,0.383,0
2011-11-16 19:30:00.000,13.49,73.65,0.0,0.0,-334.4,0.408,0
2011-11-16 20:00:00.000,12.74,76.01,0.0,0.0,-358.8,0.353,0
2011-11-16 20:30:00.000,12.06,78.29,0.0,0.0,NAN,0.306,0
2011-11-16 21:00:00.000,11.7,79.81,0.0,0.0,NAN,0.278,0
2011-11-16 21:30:00.000,11.73,78.96,0.0,0.0,-762.2,0.29,0
2011-11-16 22:00:00.000,10.13,83.9,0.0,0.0,-516.9,0.2,0
2011-11-16 22:30:00.000,9.91,85.0,0.0,0.0,-381.6,0.183,0
2011-11-16 23:00:00.000,9.87,84.2,0.0,0.0,-625.1,0.192,0
2011-11-16 23:30:00.000,9.17,85.9,0.0,0.0,-1021,0.163,0
2011-11-17 00:00:00.000,8.61,87.7,0.0,0.0,-615,0.138,0
2011-11-17 00:30:00.000,8.92,87.8,0.0,0.0,-371.7,0.14,0
2011-11-17 01:00:00.000,8.82,87.6,0.0,0.0,-261.3,0.14,0
2011-11-17 01:30:00.000,8.43,88.3,0.0,0.0,-271.3,0.13,0
2011-11-17 02:00:00.000,8.17,88.9,0.0,0.0,-235.5,0.12,0
2011-11-17 02:30:00.000,7.909,89.0,0.0,0.0,-264.4,0.117,0
2011-11-17 03:00:00.000,7.649,89.6,0.0,0.0,-296.6,0.109,0
2011-11-17 03:30:00.000,7.725,89.8,0.0,0.0,-320.4,0.108,0
2011-11-17 04:00:00.000,7.463,89.6,0.0,0.0,-327,0.107,0
2011-11-17 04:30:00.000,7.379,89.5,0.0,0.0,-295.7,0.108,0
2011-11-17 05:00:00.000,7.349,89.2,0.0,0.0,-286.2,0.111,0
2011-11-17 05:30:00.000,7.447,88.5,0.0,0.0,-292.9,0.119,0
2011-11-17 06:00:00.000,7.161,88.6,0.0,0.0,-300.8,0.116,0.198
2011-11-17 06:30:00.000,7.156,88.9,0.0,0.0,-293,0.112,0
2011-11-17 07:00:00.000,7.482,88.6,0.877,1.114,-287.2,0.118,0
2011-11-17 07:30:00.000,7.607,88.3,18.05,27.95,-320.3,0.123,0
2011-11-17 08:00:00.000,7.941,87.4,81.4,121.1,-414.2,0.135,0
2011-11-17 08:30:00.000,8.37,86.5,156.6,243.8,-383.4,0.148,0
2011-11-17 09:00:00.000,9.2,83.6,236.4,374.3,-367.1,0.191,0
2011-11-17 09:30:00.000,10.0,81.0,354.7,569.0,-337,0.234,0
2011-11-17 10:00:00.000,11.5,78.9,432.0,668.9,-363.4,0.286,0
2011-11-17 10:30:00.000,12.57,77.37,485.1,739.7,-401.1,0.33,0
2011-11-17 11:00:00.000,13.87,73.88,541.3,819.0,-495.1,0.414,0
2011-11-17 11:30:00.000,14.84,70.46,547.5,827.0,NAN,0.498,0
2011-11-17 12:00:00.000,15.83,66.62,603.2,899.0,NAN,0.601,0
2011-11-17 12:30:00.000,16.58,63.14,599.2,893.0,NAN,0.695,0
2011-11-17 13:00:00.000,17.22,59.37,581.2,864.0,NAN,0.798,0
2011-11-17 13:30:00.000,17.78,56.5,564.5,834.0,NAN,0.886,0
2011-11-17 14:00:00.000,18.13,54.26,515.2,758.7,NAN,0.952,0
2011-11-17 14:30:00.000,18.51,52.47,457.1,669.8,NAN,1.012,0
2011-11-17 15:00:00.000,18.84,51.22,389.8,566.4,NAN,1.061,0
2011-11-17 15:30:00.000,18.86,50.0,278.8,405.1,NAN,1.089,0
2011-11-17 16:00:00.000,18.43,51.53,165.9,244.7,NAN,1.027,0
2011-11-17 16:30:00.000,17.98,54.79,105.8,150.6,NAN,0.931,0
2011-11-17 17:00:00.000,17.47,57.49,44.03,56.76,-497,0.849,0
2011-11-17 17:30:00.000,16.71,61.32,3.875,5.019,-494.1,0.736,0
2011-11-17 18:00:00.000,16.04,63.86,0.016,0.021,-513.4,0.659,0
2011-11-17 18:30:00.000,15.26,67.14,0.0,0.0,-459.2,0.57,0
2011-11-17 19:00:00.000,14.76,68.43,0.0,0.0,-467.2,0.53,0
2011-11-17 19:30:00.000,14.5,68.54,0.0,0.0,-471.8,0.519,0
2011-11-17 20:00:00.000,14.5,67.37,0.0,0.0,-444.8,0.538,0
2011-11-17 20:30:00.000,14.52,68.08,0.0,0.0,-500.4,0.528,0
2011-11-17 21:00:00.000,13.57,74.31,0.0,0.0,NAN,0.4,0
2011-11-17 21:30:00.000,12.53,79.88,0.0,0.0,NAN,0.292,0
2011-11-17 22:00:00.000,12.01,82.3,0.0,0.0,NAN,0.248,0
2011-11-17 22:30:00.000,11.82,82.7,0.0,0.0,-517.5,0.239,0
2011-11-17 23:00:00.000,11.69,82.3,0.0,0.0,NAN,0.243,0
2011-11-17 23:30:00.000,11.33,83.2,0.0,0.0,NAN,0.225,0
2011-11-18 00:00:00.000,10.8,83.7,0.0,0.0,NAN,0.211,0
2011-11-18 00:30:00.000,10.33,84.3,0.0,0.0,-517,0.197,0
2011-11-18 01:00:00.000,9.86,85.2,0.0,0.0,NAN,0.18,0
2011-11-18 01:30:00.000,9.72,85.3,0.0,0.0,NAN,0.177,0
2011-11-18 02:00:00.000,9.74,85.3,0.0,0.0,NAN,0.178,0
2011-11-18 02:30:00.000,9.56,86.0,0.0,0.0,NAN,0.167,0
2011-11-18 03:00:00.000,9.32,86.7,0.0,0.0,NAN,0.155,0
2011-11-18 03:30:00.000,9.59,86.6,0.0,0.0,-485.1,0.16,0
2011-11-18 04:00:00.000,9.46,87.0,0.0,0.0,NAN,0.154,0
2011-11-18 04:30:00.000,9.1,87.4,0.0,0.0,NAN,0.145,0
2011-11-18 05:00:00.000,8.85,88.2,0.0,0.0,NAN,0.134,0
2011-11-18 05:30:00.000,9.07,88.1,0.0,0.0,-398.4,0.137,0
2011-11-18 06:00:00.000,8.8,87.9,0.0,0.0,-456.5,0.136,0
2011-11-18 06:30:00.000,8.68,88.1,0.0,0.0,-434.6,0.134,0
2011-11-18 07:00:00.000,8.5,88.0,0.33,0.567,-471.6,0.133,0
2011-11-18 07:30:00.000,8.39,88.1,7.716,16.22,-437.8,0.131,0
2011-11-18 08:00:00.000,8.82,86.9,63.43,99.4,-471.1,0.148,0
2011-11-18 08:30:00.000,9.81,82.8,153.4,236.7,NAN,0.209,0
2011-11-18 08:30:00.000,9.81,82.8,153.4,236.7,NAN,0.209,0
2011-11-18 09:00:00.000,11.61,77.86,212.5,344.4,NAN,0.303,0
2011-11-18 09:30:00.000,12.6,76.57,221.1,356.5,-503.9,0.342,0
2011-11-18 10:00:00.000,13.71,74.2,405.5,616.1,NAN,0.405,0
2011-11-18 10:30:00.000,14.69,72.88,511.7,769.4,NAN,0.454,0
2011-11-18 11:00:00.000,15.36,72.58,372.1,576.8,NAN,0.478,0
2011-11-18 11:30:00.000,16.99,68.42,574.7,864.0,NAN,0.612,0
2011-11-18 12:00:00.000,17.99,65.35,588.1,879.0,NAN,0.715,0
2011-11-18 12:30:00.000,18.94,60.83,606.1,900.0,NAN,0.858,0
2011-11-18 13:00:00.000,19.3,52.74,521.3,780.0,NAN,1.057,0
2011-11-18 13:30:00.000,19.79,52.01,519.3,765.0,NAN,1.107,0
2011-11-18 14:00:00.000,19.97,49.68,437.8,647.3,NAN,1.174,0
2011-11-18 14:30:00.000,20.27,49.46,387.7,569.2,NAN,1.202,0
2011-11-18 15:00:00.000,20.47,50.68,375.2,540.1,NAN,1.187,0
2011-11-18 15:30:00.000,20.32,52.34,255.9,359.1,NAN,1.138,0
2011-11-18 16:00:00.000,19.61,55.84,143.8,203.0,NAN,1.007,0
2011-11-18 16:30:00.000,19.69,56.62,101.8,144.1,NAN,0.995,0
2011-11-18 17:00:00.000,18.52,61.95,36.22,54.75,NAN,0.812,0
2011-11-18 17:30:00.000,17.39,68.8,3.002,5.153,-614.5,0.62,0
2011-11-18 18:00:00.000,16.47,72.91,0.0,0.019,-553.8,0.508,0
2011-11-18 18:30:00.000,16.06,74.52,0.0,0.0,-613.1,0.465,0
2011-11-18 19:00:00.000,15.58,76.98,0.0,0.0,NAN,0.407,0
2011-11-18 19:30:00.000,15.01,79.31,0.0,0.0,-576.8,0.354,0
2011-11-18 20:00:00.000,14.31,82.5,0.0,0.0,NAN,0.285,0
2011-11-18 20:30:00.000,14.59,80.2,0.0,0.0,NAN,0.328,0
2011-11-18 21:00:00.000,14.42,80.3,0.0,0.0,NAN,0.323,0
2011-11-18 21:30:00.000,14.4,80.4,0.0,0.0,-513.9,0.322,0
2011-11-18 22:00:00.000,14.49,80.1,0.0,0.0,NAN,0.328,0
2011-11-18 22:30:00.000,14.84,78.37,0.0,0.0,-565.4,0.365,0
2011-11-18 23:00:00.000,14.85,77.68,0.0,0.0,-478.4,0.377,0
2011-11-18 23:30:00.000,13.72,83.2,0.0,0.0,-564,0.263,0
2011-11-19 00:00:00.000,13.37,84.7,0.0,0.0,NAN,0.235,0
2011-11-19 00:30:00.000,12.97,85.8,0.0,0.0,NAN,0.212,0
2011-11-19 01:00:00.000,12.5,86.5,0.0,0.0,NAN,0.196,0
2011-11-19 01:30:00.000,12.32,86.8,0.0,0.0,NAN,0.188,0
2011-11-19 02:00:00.000,12.25,87.2,0.0,0.0,NAN,0.183,0
2011-11-19 02:30:00.000,12.14,87.6,0.0,0.0,NAN,0.175,0
2011-11-19 03:00:00.000,12.11,87.9,0.0,0.0,NAN,0.171,0
2011-11-19 03:30:00.000,12.02,88.0,0.0,0.0,NAN,0.168,0
2011-11-19 04:00:00.000,11.99,87.9,0.0,0.0,NAN,0.17,0
2011-11-19 04:30:00.000,11.83,87.9,0.0,0.0,NAN,0.168,0
2011-11-19 05:00:00.000,11.61,88.3,0.0,0.0,NAN,0.16,0
2011-11-19 05:30:00.000,11.68,88.5,0.0,0.0,NAN,0.157,0
2011-11-19 06:00:00.000,11.7,88.5,0.0,0.0,NAN,0.158,0
2011-11-19 06:30:00.000,11.67,88.3,0.0,0.0,NAN,0.16,0
2011-11-19 07:00:00.000,11.84,87.5,0.039,0.06,NAN,0.173,0
