Fecha,P3 TDV Control (µm),P14 TDV Control (µm),P7 TDV 60RDI (µm),P9 TDV 60RDI (µm),P10 TDV 30RDI (µm),P11 TDV 30RDI (µm)
2011-06-12 00:00:33,0,0,0,0,0,0
2011-06-12 00:15:33,9.4,7.6,3.8,5.6,5.6,3.7
2011-06-12 00:30:33,1.9,11.4,11.3,11.3,7.5,11.1
2011-06-12 00:45:33,20.7,17,11.3,16.9,11.3,14.8
2011-06-12 01:00:33,33.9,22.7,15.1,20.7,13.2,16.6
2011-06-12 01:15:33,32,26.4,18.9,22.6,16.9,22.2
2011-06-12 01:30:33,64.1,30.2,20.7,28.2,15,25.9
2011-06-12 01:45:33,62.2,32.1,24.5,32,20.7,27.7
2011-06-12 02:00:33,49,35.9,26.4,33.9,20.7,31.4
2011-06-12 02:15:33,39.6,35.9,28.3,37.7,22.6,31.4
2011-06-12 02:30:33,43.3,39.6,26.4,39.5,22.6,35.1
2011-06-12 02:45:33,43.3,41.5,30.2,41.4,24.5,37
2011-06-12 03:00:33,50.9,43.4,32,43.3,24.5,38.8
2011-06-12 03:15:33,56.5,45.3,33.9,50.8,28.2,40.7
2011-06-12 03:30:33,58.4,50.9,37.7,54.6,30.1,44.4
2011-06-12 03:45:33,69.7,49.1,39.6,56.5,32,46.2
2011-06-12 04:00:33,75.4,54.7,39.6,58.4,32,49.9
2011-06-12 04:15:33,56.5,52.8,41.5,62.2,35.8,53.6
2011-06-12 04:30:33,62.2,56.6,41.5,65.9,35.8,51.8
2011-06-12 04:45:33,90.5,60.4,45.3,69.7,35.8,57.3
2011-06-12 05:00:33,84.8,62.2,45.3,73.5,37.7,64.7
2011-06-12 05:15:33,69.7,66,49,77.2,41.4,66.6
2011-06-12 05:30:33,94.2,69.8,52.8,82.9,45.2,74
2011-06-12 05:45:33,109.3,75.4,56.5,86.7,49,77.7
2011-06-12 06:00:33,84.8,75.4,60.3,86.7,50.9,79.5
2011-06-12 06:15:33,79.1,71.7,60.3,82.9,49,81.4
2011-06-12 06:30:33,67.8,62.2,52.8,73.5,43.3,74
2011-06-12 06:45:33,82.9,52.8,47.1,62.2,32,66.6
2011-06-12 07:00:33,56.5,39.6,43.4,56.5,22.6,62.9
2011-06-12 07:15:33,54.6,32.1,33.9,39.5,13.2,55.5
2011-06-12 07:30:33,35.8,20.8,26.4,20.7,-3.8,51.8
2011-06-12 07:45:33,24.5,3.8,20.7,0,-18.9,38.8
2011-06-12 08:00:33,11.3,-24.5,5.7,-18.9,-32.1,27.7
2011-06-12 08:15:33,-33.9,-54.6,-5.6,-49,-39.6,18.5
2011-06-12 08:30:33,-62.2,-77.2,-17,-69.8,-49,14.8
2011-06-12 08:45:33,-71.6,-99.8,-26.4,-88.6,-58.5,1.9
2011-06-12 09:00:33,-98,-120.6,-39.6,-103.7,-71.7,-12.9
2011-06-12 09:15:33,-118.7,-137.5,-52.8,-115,-86.7,-27.7
2011-06-12 09:30:33,-145.1,-158.3,-71.6,-132,-101.8,-49.9
2011-06-12 09:45:33,-154.6,-175.2,-94.2,-145.2,-116.9,-68.4
2011-06-12 10:00:33,-179.1,-190.3,-118.7,-162.1,-133.9,-85
2011-06-12 10:15:33,-211.1,-201.6,-150.8,-179.1,-152.7,-105.4
2011-06-12 10:30:33,-211.1,-214.8,-177.2,-197.9,-171.5,-125.7
2011-06-12 10:45:33,-241.3,-224.2,-211.1,-218.7,-190.4,-147.9
2011-06-12 11:00:33,-263.9,-235.5,-248.8,-237.5,-211.1,-171.9
2011-06-12 11:15:33,-277.1,-256.3,-277,-258.3,-231.9,-197.8
2011-06-12 11:30:33,-295.9,-263.8,-299.7,-280.9,-256.4,-216.3
2011-06-12 11:45:33,-305.3,-280.8,-316.6,-305.4,-286.5,-242.2
2011-06-12 12:00:33,-329.8,-292.1,-333.6,-329.9,-312.9,-268.1
2011-06-12 12:15:33,-322.3,-309.1,-350.5,-354.4,-346.8,-292.1
2011-06-12 12:30:33,-352.5,-324.1,-369.4,-375.1,-367.6,-316.1
2011-06-12 12:45:33,-354.3,-339.2,-386.4,-399.6,-390.2,-342
2011-06-12 13:00:33,-375.1,-348.6,-403.3,-418.5,-410.9,-366.1
2011-06-12 13:15:33,-384.5,-359.9,-412.7,-441.1,-427.9,-380.9
2011-06-12 13:30:33,-390.2,-371.2,-420.3,-467.5,-450.5,-397.5
2011-06-12 13:45:33,-403.3,-382.6,-437.3,-497.6,-482.5,-414.1
2011-06-12 14:00:33,-410.9,-393.9,-448.6,-529.7,-505.2,-434.5
2011-06-12 14:15:33,-418.4,-403.3,-456.1,-554.2,-522.1,-458.5
2011-06-12 14:30:33,-441,-414.6,-463.6,-582.4,-529.7,-473.3
2011-06-12 14:45:33,-437.3,-422.1,-467.4,-614.5,-542.8,-486.2
2011-06-12 15:00:33,-456.1,-427.8,-467.4,-648.4,-554.2,-493.6
2011-06-12 15:15:33,-467.4,-435.3,-471.2,-680.4,-567.3,-495.5
2011-06-12 15:30:33,-469.3,-435.3,-480.6,-704.9,-584.3,-495.5
2011-06-12 15:45:33,-480.6,-439.1,-488.1,-721.9,-591.8,-495.5
2011-06-12 16:00:33,-471.2,-433.4,-495.7,-735.1,-591.8,-499.2
2011-06-12 16:15:33,-475,-431.6,-495.7,-738.9,-586.2,-491.8
2011-06-12 16:30:33,-484.4,-425.9,-495.7,-737,-576.8,-486.2
2011-06-12 16:45:33,-495.7,-424,-480.6,-727.6,-559.8,-482.5
2011-06-12 17:00:33,-501.4,-422.1,-465.5,-712.5,-542.8,-477
2011-06-12 17:15:33,-501.4,-418.4,-450.4,-693.6,-522.1,-460.4
2011-06-12 17:30:33,-486.3,-414.6,-429.7,-665.4,-499.5,-440
2011-06-12 17:45:33,-478.7,-408.9,-416.5,-635.2,-467.4,-419.7
2011-06-12 18:00:33,-461.8,-405.2,-399.5,-593.7,-435.4,-386.4
2011-06-12 18:15:33,-441,-392,-373.2,-546.6,-397.7,-349.4
2011-06-12 18:30:33,-426,-375,-343,-497.6,-363.8,-306.9
2011-06-12 18:45:33,-395.8,-356.2,-312.9,-450.5,-324.2,-275.5
2011-06-12 19:00:33,-371.3,-335.4,-280.8,-405.3,-284.6,-249.6
2011-06-12 19:15:33,-333.6,-309.1,-250.7,-361.9,-245.1,-225.6
2011-06-12 19:30:33,-299.7,-286.4,-218.6,-314.8,-211.1,-199.7
2011-06-12 19:45:33,-254.5,-258.2,-188.5,-273.3,-177.2,-181.2
2011-06-12 20:00:33,-228.1,-228,-162.1,-235.6,-150.8,-153.5
2011-06-12 20:15:33,-194.1,-199.7,-139.5,-205.5,-124.4,-135
2011-06-12 20:30:33,-169.6,-180.9,-120.6,-179.1,-107.5,-112.8
2011-06-12 20:45:33,-152.7,-156.4,-105.5,-156.5,-92.4,-98
2011-06-12 21:00:33,-120.6,-135.6,-90.5,-135.7,-77.3,-85
2011-06-12 21:15:33,-105.6,-120.6,-81,-118.8,-66,-70.3
2011-06-12 21:30:33,-84.8,-105.5,-71.6,-103.7,-54.7,-61
2011-06-12 21:45:33,-81.1,-92.3,-64.1,-90.5,-47.2,-51.8
2011-06-12 22:00:33,-56.6,-79.1,-54.7,-75.4,-37.7,-40.7
2011-06-12 22:15:33,-58.4,-65.9,-47.1,-64.1,-32.1,-31.4
2011-06-12 22:30:33,-49,-58.4,-41.5,-52.8,-26.4,-22.2
2011-06-12 22:45:33,-39.6,-47.1,-35.8,-45.3,-22.7,-14.8
2011-06-12 23:00:33,-32.1,-39.5,-28.3,-35.9,-18.9,-11.1
2011-06-12 23:15:33,-15.1,-28.2,-24.5,-32.1,-15.1,-1.8
2011-06-12 23:30:33,-15.1,-26.3,-20.7,-28.3,-11.3,3.7
2011-06-12 23:45:33,-20.7,-20.7,-15.1,-18.9,-7.6,7.4
2011-06-13 00:00:33,-3.8,-16.9,-11.3,-15.1,-3.8,11.1
2011-06-13 00:15:33,3.8,-9.4,-9.4,-7.6,-3.8,14.8
2011-06-13 00:30:33,17,-3.7,-7.5,-3.8,1.8,20.3
2011-06-13 00:45:33,7.5,1.9,-1.9,1.8,5.6,22.2
2011-06-13 01:00:33,18.8,9.5,1.9,9.4,9.4,25.9
2011-06-13 01:15:33,18.8,11.4,7.5,16.9,11.3,29.6
2011-06-13 01:30:33,26.4,17,9.4,18.8,15,37
2011-06-13 01:45:33,32,20.8,11.3,24.5,16.9,38.8
2011-06-13 02:00:33,32,22.7,13.2,26.3,18.8,40.7
2011-06-13 02:15:33,35.8,26.4,17,32,20.7,44.4
2011-06-13 02:30:33,41.5,28.3,18.9,33.9,24.5,46.2
2011-06-13 02:45:33,52.8,34,20.7,37.7,24.5,51.8
2011-06-13 03:00:33,43.3,37.7,24.5,45.2,26.3,55.5
2011-06-13 03:15:33,58.4,41.5,28.3,49,30.1,59.2
2011-06-13 03:30:33,56.5,45.3,30.2,54.6,32,64.7
2011-06-13 03:45:33,67.8,47.2,33.9,58.4,33.9,64.7
2011-06-13 04:00:33,71.6,52.8,37.7,62.2,35.8,70.3
2011-06-13 04:15:33,73.5,54.7,39.6,65.9,39.5,74
2011-06-13 04:30:33,79.1,56.6,41.5,71.6,41.4,77.7
2011-06-13 04:45:33,82.9,60.4,43.4,77.2,43.3,83.2
2011-06-13 05:00:33,86.7,62.2,45.3,81,47.1,88.7
2011-06-13 05:15:33,82.9,67.9,49,84.8,47.1,94.3
2011-06-13 05:30:33,103.7,73.6,50.9,86.7,49,96.1
2011-06-13 05:45:33,107.4,75.4,56.5,92.3,52.7,103.5
2011-06-13 06:00:33,113.1,75.4,62.2,94.2,56.5,103.5
2011-06-13 06:15:33,88.6,75.4,62.2,88.5,54.6,109.1
2011-06-13 06:30:33,79.1,60.4,50.9,75.3,45.2,94.3
2011-06-13 06:45:33,82.9,47.2,43.4,62.2,35.8,85
2011-06-13 07:00:33,64.1,39.6,39.6,56.5,26.3,79.5
2011-06-13 07:15:33,71.6,32.1,33.9,50.8,22.6,85
2011-06-13 07:30:33,62.2,26.4,32,35.8,13.2,81.4
2011-06-13 07:45:33,35.8,13.2,30.2,22.6,1.8,68.4
2011-06-13 08:00:33,24.5,-7.5,17,3.7,-7.6,57.3
2011-06-13 08:15:33,0,-26.3,7.5,-11.4,-18.9,55.5
2011-06-13 08:30:33,1.9,-47.1,-1.9,-28.3,-28.3,48.1
2011-06-13 08:45:33,-41.5,-67.8,-9.4,-41.5,-34,38.8
2011-06-13 09:00:33,-54.7,-82.9,-20.7,-52.8,-43.4,27.7
2011-06-13 09:15:33,-77.3,-98,-32,-66,-54.7,12.9
2011-06-13 09:30:33,-103.7,-116.8,-50.9,-75.4,-66,-1.8
2011-06-13 09:45:33,-118.7,-135.6,-71.6,-88.6,-83,-14.8
2011-06-13 10:00:33,-137.6,-154.5,-96.1,-101.8,-98,-37
2011-06-13 10:15:33,-162.1,-165.8,-128.2,-120.7,-118.8,-59.2
2011-06-13 10:30:33,-192.2,-182.8,-154.5,-135.7,-137.6,-77.6
2011-06-13 10:45:33,-192.2,-197.8,-186.6,-156.5,-154.6,-96.1
2011-06-13 11:00:33,-218.6,-211,-218.6,-175.3,-173.4,-118.3
2011-06-13 11:15:33,-229.9,-226.1,-246.9,-199.8,-196,-142.4
2011-06-13 11:30:33,-233.7,-237.4,-271.4,-222.4,-220.6,-166.4
2011-06-13 11:45:33,-256.3,-256.3,-286.5,-245.1,-252.6,-186.7
2011-06-13 12:00:34,-282.7,-267.6,-299.7,-269.6,-277.1,-210.8
2011-06-13 12:15:34,-282.7,-284.6,-320.4,-294.1,-311,-233
2011-06-13 12:30:34,-299.7,-303.4,-335.5,-316.7,-331.8,-257
2011-06-13 12:45:34,-324.2,-320.4,-352.4,-341.2,-354.4,-290.3
2011-06-13 13:00:34,-339.3,-333.6,-371.3,-367.6,-380.7,-319.8
2011-06-13 13:15:34,-358.1,-348.6,-386.4,-394,-407.1,-343.9
2011-06-13 13:30:34,-373.2,-361.8,-401.4,-424.1,-433.5,-364.2
2011-06-13 13:45:34,-390.2,-375,-420.3,-458,-473.1,-384.6
2011-06-13 14:00:34,-405.2,-392,-437.3,-488.2,-497.6,-408.6
2011-06-13 14:15:34,-412.8,-401.4,-448.6,-520.2,-518.3,-434.5
2011-06-13 14:30:34,-426,-408.9,-454.2,-546.6,-529.7,-449.3
2011-06-13 14:45:34,-441,-420.3,-459.9,-580.5,-537.2,-465.9
2011-06-13 15:00:34,-439.2,-427.8,-461.7,-608.8,-544.7,-473.3
2011-06-13 15:15:34,-450.5,-433.4,-469.3,-635.2,-556,-473.3
2011-06-13 15:30:34,-461.8,-435.3,-478.7,-657.8,-567.3,-477
2011-06-13 15:45:34,-465.5,-435.3,-488.1,-669.1,-573,-475.1
2011-06-13 16:00:34,-473.1,-433.4,-491.9,-676.7,-571.1,-473.3
2011-06-13 16:15:34,-471.2,-429.7,-491.9,-680.4,-567.3,-465.9
2011-06-13 16:30:34,-471.2,-424,-490,-674.8,-556,-462.2
2011-06-13 16:45:34,-484.4,-422.1,-476.8,-665.4,-539.1,-454.8
2011-06-13 17:00:34,-478.7,-416.5,-458,-646.5,-518.3,-445.6
2011-06-13 17:15:34,-471.2,-410.8,-439.1,-627.7,-497.6,-427.1
2011-06-13 17:30:34,-461.8,-408.9,-422.2,-605,-471.2,-410.4
2011-06-13 17:45:34,-441,-401.4,-405.2,-571.1,-437.3,-386.4
2011-06-13 18:00:34,-444.8,-393.9,-384.5,-537.2,-403.4,-355
2011-06-13 18:15:34,-420.3,-380.7,-360,-486.3,-371.3,-318
2011-06-13 18:30:34,-403.3,-361.8,-331.7,-435.4,-333.6,-273.6
2011-06-13 18:45:34,-375.1,-344.9,-301.5,-390.2,-295.9,-240.3
2011-06-13 19:00:34,-358.1,-324.1,-269.5,-346.8,-258.2,-216.3
2011-06-13 19:15:34,-301.6,-297.7,-241.2,-307.3,-222.4,-190.4
2011-06-13 19:30:34,-284.6,-277,-211.1,-265.8,-188.5,-173.8
2011-06-13 19:45:34,-248.8,-250.6,-184.7,-230,-160.2,-151.6
2011-06-13 20:00:34,-209.2,-218.6,-158.3,-194.2,-132,-131.3
2011-06-13 20:15:34,-171.5,-194.1,-137.6,-165.9,-113.1,-107.2
2011-06-13 20:30:34,-152.7,-171.5,-116.8,-141.4,-90.5,-88.7
2011-06-13 20:45:34,-133.8,-152.6,-101.8,-120.7,-77.3,-74
2011-06-13 21:00:34,-98,-133.8,-90.5,-103.7,-64.1,-59.2
2011-06-13 21:15:34,-77.3,-118.7,-77.3,-86.7,-52.8,-44.4
2011-06-13 21:30:34,-86.7,-101.7,-69.7,-71.7,-43.4,-33.3
2011-06-13 21:45:34,-66,-90.4,-60.3,-58.5,-35.8,-22.2
2011-06-13 22:00:34,-54.7,-77.2,-52.8,-47.2,-28.3,-14.8
2011-06-13 22:15:34,-33.9,-64,-45.2,-39.6,-22.7,-7.4
2011-06-13 22:30:34,-35.8,-58.4,-39.6,-30.2,-18.9,1.9
2011-06-13 22:45:34,-30.2,-47.1,-35.8,-26.4,-15.1,7.4
2011-06-13 23:00:34,-22.6,-41.4,-30.1,-18.9,-9.5,11.1
2011-06-13 23:15:34,-7.5,-32,-26.4,-11.4,-5.7,16.6
2011-06-13 23:30:34,-1.9,-26.3,-22.6,-7.6,-5.7,20.3
2011-06-13 23:45:34,-11.3,-24.5,-20.7,-1.9,-1.9,25.9
2011-06-14 00:00:34,3.8,-16.9,-17,1.8,1.8,29.6
2011-06-14 00:15:34,13.2,-13.1,-13.2,9.4,3.7,33.3
2011-06-14 00:30:34,15.1,-5.6,-9.4,13.2,7.5,38.8
2011-06-14 00:45:34,11.3,-3.7,-7.5,18.8,9.4,42.5
2011-06-14 01:00:34,30.1,1.9,-3.8,26.3,13.2,44.4
2011-06-14 01:15:34,22.6,9.5,0,32,16.9,48.1
2011-06-14 01:30:34,33.9,11.4,3.8,37.7,18.8,55.5
2011-06-14 01:45:34,37.7,20.8,7.5,41.4,26.3,59.2
2011-06-14 02:00:34,37.7,26.4,11.3,47.1,28.2,61
2011-06-14 02:15:34,47.1,26.4,15.1,54.6,30.1,66.6
2011-06-14 02:30:34,54.6,30.2,17,58.4,33.9,72.1
2011-06-14 02:45:34,49,32.1,20.7,62.2,35.8,75.8
2011-06-14 03:00:34,71.6,37.7,24.5,64,37.7,77.7
2011-06-14 03:15:34,66,45.3,26.4,71.6,39.5,83.2
2011-06-14 03:30:34,64.1,43.4,30.2,73.5,41.4,83.2
2011-06-14 03:45:34,71.6,49.1,32,77.2,43.3,90.6
2011-06-14 04:00:34,69.7,50.9,35.8,79.1,45.2,90.6
2011-06-14 04:15:34,92.3,54.7,35.8,84.8,47.1,92.4
2011-06-14 04:30:34,84.8,56.6,37.7,84.8,49,92.4
2011-06-14 04:45:34,90.5,58.5,39.6,88.5,49,96.1
2011-06-14 05:00:34,84.8,62.2,43.4,92.3,49,101.7
2011-06-14 05:15:34,92.3,66,45.3,96.1,50.9,105.4
2011-06-14 05:30:34,96.1,69.8,47.1,99.8,52.7,105.4
2011-06-14 05:45:34,96.1,71.7,52.8,101.7,56.5,112.8
2011-06-14 06:00:34,92.3,75.4,52.8,103.6,56.5,114.6
2011-06-14 06:15:34,84.8,69.8,52.8,98,56.5,110.9
2011-06-14 06:30:34,84.8,60.4,49,92.3,50.9,107.2
2011-06-14 06:45:34,81,52.8,45.3,82.9,43.3,112.8
2011-06-14 07:00:34,77.3,43.4,41.5,73.5,37.7,105.4
2011-06-14 07:15:34,73.5,34,37.7,62.2,32,99.8
2011-06-14 07:30:34,60.3,20.8,30.2,43.3,18.8,92.4
2011-06-14 07:45:34,43.3,5.7,24.5,26.3,5.6,79.5
2011-06-14 08:00:34,20.7,-16.9,9.4,3.7,-7.6,66.6
2011-06-14 08:15:34,0,-39.5,-3.8,-11.4,-18.9,64.7
2011-06-14 08:30:34,-45.2,-62.1,-15.1,-32.1,-30.2,55.5
2011-06-14 08:45:34,-58.4,-86.6,-30.1,-45.3,-43.4,44.4
2011-06-14 09:00:34,-94.2,-103.6,-43.3,-62.2,-54.7,25.9
2011-06-14 09:15:34,-98,-122.5,-58.4,-75.4,-67.9,9.2
2011-06-14 09:30:34,-118.7,-137.5,-77.3,-90.5,-84.8,-12.9
2011-06-14 09:45:34,-145.1,-158.3,-101.8,-109.4,-101.8,-38.8
2011-06-14 10:00:34,-171.5,-175.2,-133.8,-126.3,-124.4,-62.9
2011-06-14 10:15:34,-179.1,-190.3,-162.1,-147.1,-145.2,-83.2
2011-06-14 10:30:34,-218.6,-207.3,-192.2,-173.4,-169.7,-110.9
2011-06-14 10:45:34,-248.8,-222.4,-228,-194.2,-196,-133.1
2011-06-14 11:00:34,-256.3,-243.1,-263.8,-220.6,-222.4,-166.4
2011-06-14 11:15:34,-278.9,-258.2,-299.7,-248.8,-250.7,-190.4
2011-06-14 11:30:34,-301.6,-277,-327.9,-279,-280.9,-220
2011-06-14 11:45:34,-333.6,-292.1,-350.5,-307.3,-318.6,-251.4
2011-06-14 12:00:34,-352.5,-316.6,-373.2,-339.3,-356.2,-286.6
2011-06-14 12:15:34,-365.7,-333.6,-397.7,-367.6,-395.8,-316.1
2011-06-14 12:30:34,-382.6,-352.4,-420.3,-399.6,-427.9,-351.3
2011-06-14 12:45:34,-399.6,-371.2,-441,-427.9,-456.1,-379
2011-06-14 13:00:34,-426,-388.2,-461.7,-461.8,-492,-412.3
2011-06-14 13:15:34,-441,-403.3,-476.8,-493.8,-522.1,-440
2011-06-14 13:30:34,-471.2,-420.3,-493.8,-531.5,-557.9,-469.6
2011-06-14 13:45:34,-493.8,-437.2,-516.4,-569.2,-603.2,-495.5
2011-06-14 14:00:34,-501.4,-452.3,-529.6,-606.9,-629.5,-523.2
2011-06-14 14:15:34,-516.4,-467.4,-540.9,-640.9,-650.3,-554.7
2011-06-14 14:30:34,-539,-480.6,-550.3,-672.9,-671,-576.8
2011-06-14 14:45:34,-550.4,-490,-556,-712.5,-684.2,-593.5
2011-06-14 15:00:34,-565.4,-499.4,-557.9,-748.3,-697.4,-606.4
2011-06-14 15:15:34,-573,-505.1,-563.5,-782.2,-712.5,-613.8
2011-06-14 15:30:34,-580.5,-510.7,-576.7,-810.5,-729.4,-619.4
2011-06-14 15:45:34,-588,-514.5,-586.1,-833.1,-742.6,-626.8
2011-06-14 16:00:34,-597.5,-514.5,-593.7,-851.9,-750.2,-630.5
2011-06-14 16:15:34,-595.6,-516.4,-601.2,-859.5,-753.9,-628.6
2011-06-14 16:30:34,-612.5,-516.4,-603.1,-861.4,-746.4,-626.8
2011-06-14 16:45:34,-618.2,-514.5,-593.7,-855.7,-733.2,-619.4
2011-06-14 17:00:34,-620.1,-510.7,-584.3,-842.5,-714.4,-610.1
2011-06-14 17:15:34,-622,-505.1,-572.9,-825.6,-697.4,-602.7
2011-06-14 17:30:34,-610.7,-503.2,-565.4,-808.6,-674.8,-591.6
2011-06-14 17:45:34,-593.7,-495.6,-556,-780.3,-644.6,-571.3
2011-06-14 18:00:34,-595.6,-490,-548.4,-750.2,-618.2,-551
2011-06-14 18:15:34,-589.9,-480.6,-531.5,-708.7,-588.1,-515.8
2011-06-14 18:30:34,-574.9,-471.1,-512.6,-671,-556,-484.4
2011-06-14 18:45:34,-552.2,-459.8,-488.1,-633.3,-516.4,-453
2011-06-14 19:00:34,-518.3,-441,-458,-588.1,-475,-425.2
2011-06-14 19:15:34,-480.6,-414.6,-422.2,-541,-427.9,-390.1
2011-06-14 19:30:34,-442.9,-384.4,-382.6,-490.1,-377,-353.1
2011-06-14 19:45:34,-397.7,-352.4,-339.2,-433.5,-326.1,-316.1
2011-06-14 20:00:34,-346.8,-320.4,-299.7,-382.6,-280.9,-275.5
2011-06-14 20:15:34,-301.6,-288.3,-262,-333.6,-239.4,-234.8
2011-06-14 20:30:34,-271.4,-258.2,-229.9,-288.4,-203.6,-203.4
2011-06-14 20:45:34,-246.9,-229.9,-199.8,-248.8,-169.7,-173.8
2011-06-14 21:00:34,-199.8,-207.3,-177.2,-213,-145.2,-142.4
2011-06-14 21:15:34,-177.2,-186.5,-156.4,-181,-122.5,-120.2
2011-06-14 21:30:34,-162.1,-165.8,-135.7,-154.6,-99.9,-98
2011-06-14 21:45:34,-143.3,-148.8,-120.6,-132,-86.7,-79.5
2011-06-14 22:00:34,-122.5,-131.9,-109.3,-111.2,-73.5,-64.7
2011-06-14 22:15:34,-94.2,-116.8,-96.1,-92.4,-62.2,-49.9
2011-06-14 22:30:34,-75.4,-103.6,-82.9,-73.5,-52.8,-31.4
2011-06-14 22:45:34,-67.9,-90.4,-75.4,-58.5,-41.5,-20.3
2011-06-14 23:00:34,-54.7,-82.9,-62.2,-45.3,-32.1,-11.1
2011-06-14 23:15:34,-56.6,-71.6,-54.7,-32.1,-26.4,3.7
2011-06-14 23:30:34,-54.7,-62.1,-49,-22.7,-18.9,11.1
2011-06-14 23:45:34,-37.7,-54.6,-41.5,-9.5,-13.2,16.6
2011-06-15 00:00:34,-39.6,-47.1,-33.9,-1.9,-9.5,25.9
2011-06-15 00:15:34,-13.2,-41.4,-30.1,7.5,-3.8,33.3
2011-06-15 00:30:34,-3.8,-33.9,-22.6,16.9,0,44.4
2011-06-15 00:45:34,-15.1,-26.3,-17,28.2,9.4,51.8
2011-06-15 01:00:34,-1.9,-18.8,-11.3,33.9,11.3,59.2
2011-06-15 01:15:34,0,-15,-7.5,41.4,15,62.9
2011-06-15 01:30:34,13.2,-11.3,-1.9,47.1,18.8,66.6
2011-06-15 01:45:34,22.6,-5.6,1.9,52.7,22.6,72.1
2011-06-15 02:00:34,32,5.7,5.7,60.3,22.6,81.4
2011-06-15 02:15:34,22.6,5.7,9.4,64,24.5,81.4
2011-06-15 02:30:34,24.5,7.6,13.2,71.6,28.2,85
2011-06-15 02:45:34,37.7,11.4,17,77.2,32,90.6
2011-06-15 03:00:34,35.8,15.1,20.7,81,33.9,94.3
2011-06-15 03:15:34,43.3,20.8,22.6,86.7,35.8,98
2011-06-15 03:30:34,50.9,28.3,32,92.3,43.3,107.2
2011-06-15 03:45:34,56.5,30.2,39.6,92.3,45.2,105.4
2011-06-15 04:00:34,66,28.3,39.6,88.5,45.2,105.4
2011-06-15 04:15:34,69.7,26.4,35.8,86.7,37.7,101.7
2011-06-15 04:30:34,52.8,26.4,33.9,86.7,35.8,101.7
2011-06-15 04:45:34,50.9,24.6,33.9,92.3,35.8,101.7
2011-06-15 05:00:34,52.8,32.1,33.9,99.8,37.7,105.4
2011-06-15 05:15:34,67.8,37.7,43.4,103.6,45.2,112.8
2011-06-15 05:30:34,71.6,39.6,45.3,107.4,45.2,112.8
2011-06-15 05:45:34,60.3,32.1,43.4,103.6,43.3,112.8
2011-06-15 06:00:34,60.3,26.4,39.6,99.8,41.4,110.9
2011-06-15 06:15:34,54.6,20.8,33.9,92.3,35.8,107.2
2011-06-15 06:30:34,41.5,15.1,32,86.7,32,101.7
2011-06-15 06:45:34,33.9,5.7,26.4,77.2,26.3,103.5
2011-06-15 07:00:34,24.5,-5.6,18.9,64,15,92.4
2011-06-15 07:15:34,5.6,-22.6,5.7,49,5.6,86.9
2011-06-15 07:30:34,3.8,-37.6,-1.9,30.1,-11.3,75.8
2011-06-15 07:45:34,-9.4,-50.8,-13.2,11.3,-26.4,66.6
2011-06-15 08:00:34,-43.4,-79.1,-30.1,-9.5,-39.6,53.6
2011-06-15 08:15:34,-58.4,-105.5,-47.1,-26.4,-54.7,46.2
2011-06-15 08:30:34,-96.1,-130,-58.4,-49,-64.1,31.4
2011-06-15 08:45:34,-139.5,-158.3,-71.6,-69.8,-77.3,14.8
2011-06-15 09:00:34,-160.2,-177.1,-86.7,-92.4,-94.3,-5.5
2011-06-15 09:15:34,-164,-194.1,-103.7,-107.5,-111.2,-24
2011-06-15 09:30:34,-184.7,-212.9,-128.2,-124.4,-130.1,-49.9
2011-06-15 09:45:34,-218.6,-235.5,-154.5,-143.3,-148.9,-74
2011-06-15 10:00:34,-224.3,-256.3,-186.6,-164,-167.8,-98
2011-06-15 10:15:34,-262,-263.8,-213,-181,-188.5,-116.5
2011-06-15 10:30:34,-277.1,-278.9,-243.1,-205.5,-211.1,-140.5
2011-06-15 10:45:34,-307.2,-292.1,-275.2,-224.3,-235.6,-164.5
2011-06-15 11:00:34,-311,-301.5,-309.1,-246.9,-254.5,-190.4
2011-06-15 11:15:34,-324.2,-314.7,-335.5,-273.3,-279,-212.6
2011-06-15 11:30:34,-344.9,-331.7,-361.9,-299.7,-311,-240.3
2011-06-15 11:45:34,-358.1,-346.7,-375,-324.2,-343.1,-264.4
2011-06-15 12:00:34,-375.1,-363.7,-390.1,-348.7,-373.2,-290.3
2011-06-15 12:15:34,-390.2,-376.9,-410.9,-375.1,-409,-318
2011-06-15 12:30:34,-414.7,-392,-425.9,-399.6,-429.8,-343.9
2011-06-15 12:45:34,-414.7,-408.9,-442.9,-424.1,-456.1,-371.6
2011-06-15 13:00:34,-442.9,-422.1,-463.6,-452.4,-486.3,-403
2011-06-15 13:15:34,-465.5,-437.2,-476.8,-478.8,-512.7,-427.1
2011-06-15 13:30:34,-471.2,-452.3,-493.8,-512.7,-544.7,-454.8
2011-06-15 13:45:34,-490,-465.5,-510.7,-552.3,-584.3,-478.8
2011-06-15 14:00:34,-512.7,-482.4,-527.7,-588.1,-618.2,-508.4
2011-06-15 14:15:34,-499.5,-491.9,-537.1,-620.1,-640.9,-532.5
2011-06-15 14:30:34,-537.2,-505.1,-546.6,-650.3,-659.7,-552.8
2011-06-15 14:45:34,-544.7,-518.3,-552.2,-686.1,-671,-569.4
2011-06-15 15:00:34,-552.2,-522,-552.2,-723.8,-682.3,-578.7
2011-06-15 15:15:34,-565.4,-529.6,-559.8,-761.5,-703,-586.1
