Fecha,P3 TDV Control (µm),P14 TDV Control (µm),P7 TDV 60RDI (µm),P9 TDV 60RDI (µm),P10 TDV 30RDI (µm),P11 TDV 30RDI (µm)
2011-09-01 17:30:56,753.8,1304.2,243.2,727.5,-86.7,44.4
2011-09-01 17:45:56,780.2,1325,250.7,736.9,-75.4,55.5
2011-09-01 18:00:56,787.8,1330.6,263.9,746.3,-60.3,70.3
2011-09-01 18:15:56,799.1,1341.9,275.2,753.9,-45.3,83.2
2011-09-01 18:30:56,814.2,1357,284.7,755.8,-34,94.3
2011-09-01 18:45:56,816,1364.6,296,763.3,-22.6,103.5
2011-09-01 19:00:56,819.8,1360.8,303.5,767.1,-13.2,112.8
2011-09-01 19:15:56,823.6,1374,311,770.8,-5.7,118.3
2011-09-01 19:30:56,831.1,1370.2,316.7,770.8,1.9,125.7
2011-09-01 19:45:56,836.8,1375.9,320.5,776.5,11.3,133.1
2011-09-01 20:00:56,842.4,1381.5,326.1,778.4,18.8,142.4
2011-09-01 20:15:56,838.7,1381.5,333.7,778.4,26.4,149.8
2011-09-01 20:30:56,844.3,1385.3,337.4,782.1,32,157.2
2011-09-01 20:45:56,848.1,1390.9,341.2,782.1,37.7,162.7
2011-09-01 21:00:56,848.1,1392.8,343.1,784,41.4,170.1
2011-09-01 21:15:56,851.8,1392.8,346.8,784,49,175.6
2011-09-01 21:30:56,853.7,1392.8,348.7,785.9,54.6,181.2
2011-09-01 21:45:56,861.3,1390.9,352.5,787.8,58.4,186.7
2011-09-01 22:00:56,859.4,1387.2,356.3,789.7,62.2,192.3
2011-09-01 22:15:56,865,1402.2,360,793.5,71.6,199.7
2011-09-01 22:30:56,866.9,1402.2,363.8,793.5,75.4,207.1
2011-09-01 22:45:56,868.8,1400.4,371.3,793.5,81,210.8
2011-09-01 23:00:56,872.6,1402.2,371.3,797.2,84.8,216.3
2011-09-01 23:15:56,872.6,1398.5,371.3,797.2,90.4,221.9
2011-09-01 23:30:56,876.3,1406,375.1,797.2,94.2,225.6
2011-09-01 23:45:56,876.3,1402.2,375.1,799.1,99.9,231.1
2011-09-02 00:00:56,878.2,1400.4,377,801,103.6,236.7
2011-09-02 00:15:56,876.3,1406,378.9,802.9,107.4,242.2
2011-09-02 00:30:56,880.1,1404.1,380.8,806.7,113.1,245.9
2011-09-02 00:45:56,880.1,1407.9,382.7,804.8,118.7,251.4
2011-09-02 01:00:56,883.9,1402.2,384.5,806.7,120.6,255.1
2011-09-02 01:15:56,887.7,1413.6,384.5,806.7,126.2,260.7
2011-09-02 01:30:56,882,1413.6,386.4,808.5,131.9,266.2
2011-09-02 01:45:56,895.2,1417.3,388.3,810.4,139.4,268.1
2011-09-02 02:00:56,895.2,1415.4,390.2,812.3,141.3,271.8
2011-09-02 02:15:56,895.2,1417.3,392.1,810.4,145.1,277.3
2011-09-02 02:30:56,887.7,1421.1,392.1,812.3,147,279.2
2011-09-02 02:45:56,899,1421.1,394,814.2,152.6,284.7
2011-09-02 03:00:56,906.5,1424.9,395.8,814.2,156.4,288.4
2011-09-02 03:15:56,897.1,1424.9,395.8,816.1,158.3,290.3
2011-09-02 03:30:56,904.6,1424.9,397.7,819.8,162.1,297.7
2011-09-02 03:45:56,902.7,1423,399.6,818,165.8,295.8
2011-09-02 04:00:56,908.4,1423,399.6,819.8,167.7,301.4
2011-09-02 04:15:56,908.4,1432.4,401.5,818,169.6,305.1
2011-09-02 04:30:56,912.2,1428.6,403.4,821.7,177.1,310.6
2011-09-02 04:45:57,908.4,1436.2,405.3,823.6,177.1,312.5
2011-09-02 05:00:57,917.8,1430.5,405.3,825.5,180.9,314.3
2011-09-02 05:15:57,917.8,1434.3,405.3,827.4,184.7,316.2
2011-09-02 05:30:57,919.7,1436.2,407.2,827.4,186.6,321.7
2011-09-02 05:45:57,929.1,1436.2,409,827.4,192.2,323.5
2011-09-02 06:00:57,929.1,1438.1,412.8,829.3,194.1,327.2
2011-09-02 06:15:57,919.7,1441.8,416.6,831.2,197.9,329.1
2011-09-02 06:30:57,925.4,1447.5,418.5,829.3,201.6,336.5
2011-09-02 06:45:57,925.4,1445.6,420.4,831.2,203.5,338.3
2011-09-02 07:00:57,932.9,1451.3,426,834.9,209.2,343.9
2011-09-02 07:15:57,938.5,1462.6,437.3,834.9,216.7,351.3
2011-09-02 07:30:57,942.3,1458.8,441.1,834.9,218.6,355
2011-09-02 07:45:57,942.3,1460.7,443,834.9,222.4,356.8
2011-09-02 08:00:57,944.2,1462.6,446.7,834.9,226.1,358.7
2011-09-02 08:15:57,946.1,1464.4,452.4,834.9,229.9,367.9
2011-09-02 08:30:57,953.6,1462.6,456.2,834.9,231.8,371.6
2011-09-02 08:45:57,940.4,1472,454.3,829.3,229.9,371.6
2011-09-02 09:00:57,934.8,1464.4,446.7,818,224.3,367.9
2011-09-02 09:15:57,917.8,1451.3,439.2,816.1,218.6,362.4
2011-09-02 09:30:57,917.8,1443.7,439.2,806.7,209.2,358.7
2011-09-02 09:45:57,902.7,1428.6,422.2,791.6,190.3,345.7
2011-09-02 10:00:57,893.3,1421.1,412.8,782.1,177.1,334.6
2011-09-02 10:15:57,889.5,1411.7,399.6,776.5,162.1,321.7
2011-09-02 10:30:57,876.3,1407.9,392.1,774.6,147,316.2
2011-09-02 10:45:57,868.8,1394.7,384.5,763.3,133.8,306.9
2011-09-02 11:00:57,859.4,1390.9,377,755.8,122.5,303.2
2011-09-02 11:15:57,840.5,1385.3,361.9,746.3,103.6,288.4
2011-09-02 11:30:57,836.8,1381.5,354.4,742.6,94.2,281
2011-09-02 11:45:57,825.5,1370.2,341.2,735,81,268.1
2011-09-02 12:00:57,808.5,1357,322.3,720,64,258.8
2011-09-02 12:15:57,801,1349.5,299.7,712.4,45.2,247.7
2011-09-02 12:30:57,784,1330.6,275.2,697.3,30.1,231.1
2011-09-02 12:45:57,761.4,1311.8,248.8,682.3,7.5,207.1
2011-09-02 13:00:57,746.3,1306.1,224.3,676.6,-15.1,186.7
2011-09-02 13:15:57,731.2,1291.1,199.8,667.2,-32.1,170.1
2011-09-02 13:30:57,716.1,1274.1,171.6,655.9,-52.8,155.3
2011-09-02 13:45:57,699.2,1257.1,143.3,640.8,-75.4,133.1
2011-09-02 14:00:57,670.9,1232.6,116.9,618.2,-103.7,109.1
2011-09-02 14:15:57,648.3,1210,94.3,601.2,-128.2,92.4
2011-09-02 14:30:57,633.2,1194.9,69.8,584.3,-148.9,70.3
2011-09-02 14:45:57,614.4,1185.5,49.1,563.5,-165.9,53.6
2011-09-02 15:00:57,597.4,1166.7,28.3,544.7,-173.4,42.5
2011-09-02 15:15:57,580.4,1151.6,11.4,533.4,-181,31.4
2011-09-02 15:30:57,567.3,1138.4,-7.5,520.2,-194.2,24
2011-09-02 15:45:57,557.8,1121.4,-22.6,514.5,-214.9,25.9
2011-09-02 16:00:57,548.4,1112,-33.9,508.9,-231.9,-14.8
2011-09-02 16:15:57,542.7,1106.3,-35.8,507,-252.6,-18.5
2011-09-02 16:30:57,542.7,1108.2,-28.2,505.1,-260.1,-22.2
2011-09-02 16:45:57,539,1100.7,-18.8,507,-271.4,-29.6
2011-09-02 17:00:57,539,1108.2,-11.3,510.7,-275.2,-22.2
2011-09-02 17:15:57,569.1,1134.6,-7.5,522.1,-273.3,-7.4
2011-09-02 17:30:57,601.2,1166.7,0.1,531.5,-265.8,1.9
2011-09-02 17:45:57,588,1170.4,13.2,544.7,-256.4,11.1
2011-09-02 18:00:57,616.3,1191.2,30.2,559.8,-245,22.2
2011-09-02 18:15:57,616.3,1208.1,49.1,574.8,-235.6,33.3
2011-09-02 18:30:57,633.2,1227,67.9,589.9,-216.8,46.2
2011-09-02 18:45:57,648.3,1227,88.6,608.8,-203.6,61
2011-09-02 19:00:57,669,1259,107.5,621.9,-188.5,75.8
2011-09-02 19:15:57,678.5,1276,122.6,633.3,-173.4,88.7
2011-09-02 19:30:57,689.8,1281.6,137.6,644.6,-156.5,101.7
2011-09-02 19:45:57,712.4,1296.7,150.8,654,-141.4,112.8
2011-09-02 20:00:57,725.6,1302.4,162.1,663.4,-128.2,123.9
2011-09-02 20:15:57,744.4,1328.7,169.7,669.1,-113.1,135
2011-09-02 20:30:57,763.3,1332.5,179.1,680.4,-99.9,146.1
2011-09-02 20:45:57,776.5,1355.1,186.6,687.9,-88.6,153.5
2011-09-02 21:00:57,780.2,1355.1,192.3,691.7,-79.2,159
2011-09-02 21:15:57,763.3,1364.6,199.8,697.3,-67.9,170.1
2011-09-02 21:30:57,759.5,1340.1,205.5,701.1,-56.6,173.8
2011-09-02 21:45:57,772.7,1349.5,213,706.8,-47.2,179.3
2011-09-02 22:00:57,797.2,1366.4,216.8,710.5,-39.6,186.7
2011-09-02 22:15:57,789.7,1360.8,222.5,716.2,-32.1,196
2011-09-02 22:30:57,801,1374,228.1,720,-20.8,199.7
2011-09-02 22:45:57,795.3,1372.1,231.9,723.7,-11.3,205.2
2011-09-02 23:00:57,808.5,1372.1,235.6,727.5,-3.8,210.8
2011-09-02 23:15:57,804.7,1374,241.3,731.3,0,216.3
2011-09-02 23:30:57,808.5,1379.6,243.2,733.1,9.4,218.2
2011-09-02 23:45:57,817.9,1392.8,247,736.9,15,221.9
2011-09-03 00:00:57,810.4,1379.6,252.6,736.9,22.6,225.6
2011-09-03 00:15:57,817.9,1383.4,254.5,740.7,28.2,233
2011-09-03 00:30:57,810.4,1385.3,258.3,746.3,35.8,234.8
2011-09-03 00:45:57,827.3,1390.9,263.9,746.3,43.3,238.5
2011-09-03 01:00:57,833,1398.5,267.7,748.2,50.9,242.2
2011-09-03 01:15:57,838.7,1402.2,267.7,752,54.6,245.9
2011-09-03 01:30:57,823.6,1396.6,273.3,752,60.3,247.7
2011-09-03 01:45:57,842.4,1404.1,275.2,755.8,64,255.1
2011-09-03 02:00:57,840.5,1423,277.1,759.5,71.6,257
2011-09-03 02:15:57,851.8,1419.2,277.1,763.3,75.4,258.8
2011-09-03 02:30:57,865,1428.6,280.9,765.2,81,260.7
2011-09-03 02:45:57,846.2,1413.6,284.7,765.2,86.7,264.4
2011-09-03 03:00:57,876.3,1426.8,286.5,767.1,88.6,266.2
2011-09-03 03:15:57,848.1,1428.6,288.4,770.8,96.1,266.2
2011-09-03 03:30:57,859.4,1423,290.3,772.7,99.9,268.1
2011-09-03 03:45:57,870.7,1445.6,290.3,772.7,103.6,271.8
2011-09-03 04:00:57,865,1430.5,294.1,774.6,109.3,275.5
2011-09-03 04:15:57,872.6,1434.3,297.8,778.4,114.9,279.2
2011-09-03 04:30:57,866.9,1434.3,296,778.4,118.7,281
2011-09-03 04:45:57,900.9,1423,301.6,780.3,120.6,281
2011-09-03 05:00:57,895.2,1445.6,301.6,782.1,126.2,282.9
2011-09-03 05:15:57,912.2,1445.6,301.6,785.9,128.1,288.4
2011-09-03 05:30:57,899,1453.1,301.6,785.9,131.9,288.4
2011-09-03 05:45:57,927.2,1464.4,301.6,789.7,135.7,290.3
2011-09-03 06:00:57,914,1443.7,309.2,789.7,139.4,294
2011-09-03 06:15:57,925.4,1451.3,312.9,793.5,143.2,297.7
2011-09-03 06:30:57,921.6,1460.7,312.9,795.3,147,299.5
2011-09-03 06:45:57,914,1468.2,322.3,795.3,152.6,305.1
2011-09-03 07:00:57,910.3,1464.4,329.9,797.2,156.4,308.8
2011-09-03 07:15:57,940.4,1470.1,333.7,797.2,160.2,308.8
2011-09-03 07:30:57,923.5,1470.1,341.2,793.5,163.9,312.5
2011-09-03 07:45:57,932.9,1481.4,346.8,789.7,162.1,318
2011-09-03 08:00:57,906.5,1470.1,345,774.6,154.5,312.5
2011-09-03 08:15:57,902.7,1460.7,335.5,761.4,141.3,301.4
2011-09-03 08:30:57,870.7,1443.7,328,748.2,128.1,284.7
2011-09-03 08:45:57,857.5,1424.9,316.7,740.7,109.3,269.9
2011-09-03 09:00:57,840.5,1398.5,311,729.4,96.1,255.1
2011-09-03 09:15:57,821.7,1381.5,297.8,720,81,240.4
2011-09-03 09:30:57,801,1358.9,280.9,703,64,218.2
2011-09-03 09:45:57,795.3,1347.6,263.9,691.7,50.9,201.5
2011-09-03 10:00:57,778.3,1340.1,243.2,682.3,35.8,179.3
2011-09-03 10:15:57,770.8,1321.2,230,669.1,20.7,162.7
2011-09-03 10:30:57,744.4,1304.2,201.7,655.9,5.6,142.4
2011-09-03 10:45:57,736.9,1306.1,177.2,644.6,-9.5,123.9
2011-09-03 11:00:57,731.2,1298.6,156.5,631.4,-24.5,105.4
2011-09-03 11:15:57,699.2,1264.7,141.4,614.4,-41.5,81.4
2011-09-03 11:30:57,680.3,1260.9,122.6,603.1,-60.3,62.9
2011-09-03 11:45:57,669,1253.4,103.7,588,-75.4,44.4
2011-09-03 12:00:57,657.7,1228.9,81.1,569.2,-96.2,22.2
2011-09-03 12:15:57,640.8,1234.5,60.4,559.8,-120.7,1.9
2011-09-03 12:30:57,633.2,1215.7,58.5,561.6,-135.7,-12.9
2011-09-03 12:45:57,621.9,1213.8,52.8,552.2,-147,-22.2
2011-09-03 13:00:57,580.4,1181.7,30.2,533.4,-173.4,-46.2
2011-09-03 13:15:57,561.6,1164.8,3.8,518.3,-199.8,-62.9
2011-09-03 13:30:57,540.9,1130.8,-22.6,501.3,-228.1,-85
2011-09-03 13:45:57,529.6,1119.5,-43.3,488.1,-254.5,-101.7
2011-09-03 14:00:57,510.7,1091.3,-65.9,473.1,-277.1,-114.6
2011-09-03 14:15:57,499.4,1083.7,-82.9,458,-294.1,-129.4
2011-09-03 14:30:57,474.9,1061.1,-98,439.1,-303.5,-140.5
2011-09-03 14:45:57,474.9,1051.7,-113,425.9,-314.8,-153.5
2011-09-03 15:00:57,452.3,1038.5,-130,409,-320.4,-160.8
2011-09-03 15:15:57,427.8,1027.2,-141.3,397.7,-320.4,-164.5
2011-09-03 15:30:57,422.1,1008.3,-148.8,397.7,-326.1,-164.5
2011-09-03 15:45:57,416.5,991.4,-160.1,392,-333.6,-157.1
2011-09-03 16:00:57,422.1,993.3,-171.5,388.2,-344.9,-162.7
2011-09-03 16:15:57,405.2,978.2,-171.5,386.4,-358.1,-164.5
2011-09-03 16:30:57,405.2,982,-162,384.5,-371.3,-168.2
2011-09-03 16:45:57,395.7,968.8,-150.7,390.1,-377,-170.1
2011-09-03 17:00:57,401.4,995.1,-139.4,397.7,-380.7,-168.2
2011-09-03 17:15:57,418.4,1014,-133.8,407.1,-378.9,-162.7
2011-09-03 17:30:57,424,1010.2,-118.7,422.2,-377,-153.5
2011-09-03 17:45:57,429.7,1029.1,-98,444.8,-363.8,-136.8
2011-09-03 18:00:57,448.5,1055.5,-73.4,467.4,-346.8,-122
2011-09-03 18:15:57,476.8,1087.5,-48.9,488.1,-331.7,-112.8
2011-09-03 18:30:57,503.2,1106.3,-20.7,510.7,-314.8,-101.7
2011-09-03 18:45:57,512.6,1142.2,5.7,533.4,-299.7,-92.4
2011-09-03 19:00:57,537.1,1166.7,30.2,550.3,-282.7,-83.2
2011-09-03 19:15:57,563.5,1185.5,50.9,567.3,-265.8,-72.1
2011-09-03 19:30:57,584.2,1206.2,71.7,582.4,-252.6,-62.9
2011-09-03 19:45:57,603.1,1223.2,86.8,595.6,-239.4,-55.5
2011-09-03 20:00:57,620,1236.4,101.8,605,-226.2,-48.1
2011-09-03 20:15:57,638.9,1251.5,113.1,618.2,-213,-42.5
2011-09-03 20:30:57,642.6,1266.5,124.4,627.6,-199.8,-33.3
2011-09-03 20:45:57,669,1296.7,132,635.1,-190.4,-22.2
2011-09-03 21:00:57,667.1,1298.6,141.4,640.8,-179.1,-18.5
2011-09-03 21:15:57,678.5,1308,150.8,650.2,-167.8,-9.2
2011-09-03 21:30:57,676.6,1298.6,160.3,655.9,-156.5,-5.5
2011-09-03 21:45:57,686,1311.8,165.9,661.5,-147,3.7
2011-09-03 22:00:57,703,1323.1,171.6,667.2,-137.6,11.1
2011-09-03 22:15:57,703,1326.9,177.2,672.8,-128.2,14.8
2011-09-03 22:30:57,716.1,1326.9,182.9,678.5,-116.9,20.3
2011-09-03 22:45:57,729.3,1347.6,188.5,684.1,-107.5,29.6
2011-09-03 23:00:57,742.5,1353.2,194.2,689.8,-98,33.3
2011-09-03 23:15:57,744.4,1353.2,199.8,695.5,-88.6,38.8
2011-09-03 23:30:57,750.1,1362.7,205.5,699.2,-77.3,48.1
2011-09-03 23:45:57,755.7,1353.2,211.1,706.8,-66,51.8
2011-09-04 00:00:57,761.4,1377.7,216.8,708.6,-62.2,59.2
2011-09-04 00:15:57,768.9,1381.5,220.6,714.3,-52.8,62.9
2011-09-04 00:30:57,772.7,1377.7,226.2,718.1,-45.3,66.6
2011-09-04 00:45:57,787.8,1402.2,228.1,721.8,-37.7,72.1
2011-09-04 01:00:57,785.9,1402.2,233.8,727.5,-28.3,77.7
2011-09-04 01:15:57,776.5,1389.1,237.5,729.4,-22.6,83.2
2011-09-04 01:30:57,785.9,1404.1,241.3,731.3,-17,86.9
2011-09-04 01:45:57,804.7,1426.8,243.2,733.1,-7.6,92.4
2011-09-04 02:00:57,806.6,1423,247,738.8,-3.8,94.3
2011-09-04 02:15:57,789.7,1404.1,248.8,742.6,1.9,96.1
2011-09-04 02:30:57,784,1413.6,250.7,746.3,7.5,96.1
2011-09-04 02:45:57,780.2,1421.1,252.6,748.2,13.2,99.8
2011-09-04 03:00:57,797.2,1423,260.1,750.1,18.8,103.5
2011-09-04 03:15:57,808.5,1421.1,263.9,748.2,18.8,103.5
2011-09-04 03:30:57,797.2,1419.2,260.1,750.1,18.8,98
2011-09-04 03:45:57,797.2,1421.1,258.3,748.2,20.7,98
2011-09-04 04:00:57,806.6,1428.6,256.4,746.3,20.7,94.3
2011-09-04 04:15:57,791.5,1415.4,256.4,750.1,22.6,98
2011-09-04 04:30:57,799.1,1419.2,256.4,752,26.4,98
2011-09-04 04:45:57,801,1424.9,256.4,752,30.1,99.8
2011-09-04 05:00:57,799.1,1417.3,256.4,755.8,33.9,101.7
2011-09-04 05:15:57,817.9,1423,256.4,757.6,37.7,103.5
2011-09-04 05:30:57,825.5,1434.3,256.4,757.6,41.4,103.5
2011-09-04 05:45:57,834.9,1443.7,258.3,763.3,47.1,107.2
2011-09-04 06:00:57,831.1,1439.9,258.3,763.3,50.9,110.9
2011-09-04 06:15:57,834.9,1445.6,262,767.1,54.6,110.9
2011-09-04 06:30:57,831.1,1428.6,267.7,767.1,60.3,116.5
2011-09-04 06:45:57,840.5,1434.3,271.5,767.1,60.3,118.3
2011-09-04 07:00:57,829.2,1423,269.6,761.4,62.2,118.3
2011-09-04 07:15:57,821.7,1421.1,267.7,755.8,58.4,114.6
2011-09-04 07:30:57,819.8,1413.6,265.8,744.5,50.9,109.1
2011-09-04 07:45:57,808.5,1411.7,262,733.1,41.4,98
2011-09-04 08:00:57,799.1,1402.2,252.6,720,26.4,86.9
2011-09-04 08:15:57,778.3,1402.2,243.2,706.8,11.3,74
2011-09-04 08:30:57,767,1366.4,230,691.7,-9.5,55.5
2011-09-04 08:45:57,755.7,1332.5,218.7,680.4,-26.4,38.8
2011-09-04 09:00:57,735,1317.4,201.7,665.3,-41.5,25.9
2011-09-04 09:15:57,712.4,1302.4,192.3,657.8,-60.3,14.8
2011-09-04 09:30:57,714.3,1283.5,182.9,650.2,-71.7,1.9
2011-09-04 09:45:57,697.3,1285.4,160.3,638.9,-86.7,-9.2
2011-09-04 10:00:57,670.9,1255.2,145.2,625.7,-101.8,-22.2
2011-09-04 10:15:57,670.9,1262.8,133.9,614.4,-113.1,-33.3
2011-09-04 10:30:57,637,1238.3,111.3,601.2,-128.2,-46.2
2011-09-04 10:45:57,610.6,1215.7,90.5,586.1,-141.4,-55.5
2011-09-04 11:00:57,614.4,1206.2,69.8,571.1,-158.3,-66.6
2011-09-04 11:15:57,593.6,1211.9,54.7,552.2,-173.4,-85
2011-09-04 11:30:57,572.9,1181.7,34,537.1,-186.6,-94.3
2011-09-04 11:45:57,555.9,1153.5,17,518.3,-203.6,-109.1
2011-09-04 12:00:57,535.2,1140.3,-3.7,495.7,-218.7,-118.3
2011-09-04 12:15:57,510.7,1127.1,-24.4,478.7,-241.3,-131.3
2011-09-04 12:30:57,490,1100.7,-43.3,459.9,-260.1,-149.8
2011-09-04 12:45:57,465.5,1093.2,-64,439.1,-280.9,-173.8
2011-09-04 13:00:57,446.6,1055.5,-90.4,424,-305.4,-190.4
2011-09-04 13:15:57,424,1019.6,-118.7,405.2,-333.6,-203.4
2011-09-04 13:30:57,393.9,995.1,-147,384.5,-352.5,-216.3
2011-09-04 13:45:57,371.2,980.1,-175.2,367.5,-377,-223.7
2011-09-04 14:00:57,352.4,949.9,-197.8,346.8,-393.9,-233
2011-09-04 14:15:57,327.9,925.4,-224.2,320.4,-405.3,-242.2
2011-09-04 14:30:57,303.4,897.1,-245,299.7,-416.6,-249.6
2011-09-04 14:45:57,275.1,876.4,-261.9,278.9,-424.1,-258.8
2011-09-04 15:00:57,263.8,867,-280.8,260.1,-426,-262.5
2011-09-04 15:15:57,250.6,850,-295.8,246.9,-426,-268.1
2011-09-04 15:30:57,233.7,825.5,-310.9,239.3,-426,-268.1
2011-09-04 15:45:57,214.8,812.3,-327.9,231.8,-433.5,-262.5
2011-09-04 16:00:57,211,804.8,-341.1,228,-442.9,-273.6
2011-09-04 16:15:57,194.1,784.1,-343,222.4,-458,-282.9
2011-09-04 16:30:57,188.4,772.7,-335.4,224.3,-469.3,-284.7
2011-09-04 16:45:57,182.8,769,-329.8,226.2,-473.1,-284.7
2011-09-04 17:00:57,196,774.6,-322.2,229.9,-476.9,-284.7
2011-09-04 17:15:57,184.6,791.6,-320.4,237.5,-480.6,-281
2011-09-04 17:30:57,199.7,801,-305.3,252.5,-475,-279.2
2011-09-04 17:45:57,222.3,829.3,-284.5,273.3,-473.1,-275.5
2011-09-04 18:00:57,228,853.8,-258.2,292.1,-469.3,-275.5
2011-09-04 18:15:57,245,882.1,-228,318.5,-463.7,-271.8
2011-09-04 18:30:57,280.8,914.1,-194.1,350.5,-452.4,-271.8
2011-09-04 18:45:57,310.9,946.1,-160.1,386.4,-437.3,-262.5
2011-09-04 19:00:57,350.5,987.6,-122.5,424,-416.6,-253.3
2011-09-04 19:15:57,399.5,1025.3,-90.4,456.1,-393.9,-236.6
2011-09-04 19:30:57,410.8,1055.5,-58.4,488.1,-373.2,-225.6
2011-09-04 19:45:57,454.2,1102.6,-32,516.4,-354.4,-214.5
2011-09-04 20:00:57,471.1,1115.8,-5.6,537.1,-333.6,-205.2
2011-09-04 20:15:57,501.3,1147.8,15.1,557.9,-316.7,-196
2011-09-04 20:30:57,518.2,1168.5,34,576.7,-303.5,-188.6
2011-09-04 20:45:57,546.5,1189.3,52.8,589.9,-288.4,-181.2
2011-09-04 21:00:57,567.3,1211.9,69.8,603.1,-279,-173.8
2011-09-04 21:15:57,578.6,1223.2,83,610.6,-271.4,-170.1
2011-09-04 21:30:57,588,1228.9,92.4,616.3,-265.8,-170.1
2011-09-04 21:45:57,595.5,1238.3,98.1,623.8,-260.1,-173.8
2011-09-04 22:00:57,603.1,1245.8,105.6,629.5,-254.5,-171.9
2011-09-04 22:15:57,618.1,1251.5,111.3,635.1,-250.7,-170.1
2011-09-04 22:30:57,620,1259,116.9,638.9,-246.9,-171.9
2011-09-04 22:45:57,627.6,1260.9,118.8,642.7,-248.8,-168.2
2011-09-04 23:00:57,640.8,1255.2,124.4,648.3,-241.3,-166.4
2011-09-04 23:15:57,650.2,1277.9,130.1,655.9,-233.7,-166.4
2011-09-04 23:30:57,650.2,1289.2,135.8,663.4,-226.2,-160.8
2011-09-04 23:45:57,657.7,1281.6,143.3,667.2,-216.8,-157.1
2011-09-05 00:00:57,670.9,1304.2,147.1,676.6,-209.2,-155.3
2011-09-05 00:15:57,680.3,1309.9,154.6,680.4,-201.7,-147.9
2011-09-05 00:30:57,678.5,1306.1,160.3,686,-196,-144.2
2011-09-05 00:45:57,693.5,1321.2,164,691.7,-190.4,-142.4
2011-09-05 01:00:57,693.5,1311.8,171.6,693.6,-184.7,-140.5
2011-09-05 01:15:57,714.3,1323.1,175.3,697.3,-179.1,-136.8
2011-09-05 01:30:57,710.5,1334.4,177.2,703,-175.3,-135
2011-09-05 01:45:57,716.1,1330.6,182.9,704.9,-169.7,-133.1
2011-09-05 02:00:57,714.3,1336.3,186.6,706.8,-165.9,-133.1
2011-09-05 02:15:57,733.1,1347.6,188.5,712.4,-162.1,-127.6
2011-09-05 02:30:57,731.2,1345.7,196.1,714.3,-156.5,-125.7
2011-09-05 02:45:57,735,1357,201.7,714.3,-152.7,-123.9
2011-09-05 03:00:57,729.3,1343.8,201.7,714.3,-152.7,-125.7
2011-09-05 03:15:57,727.5,1345.7,198,712.4,-150.8,-127.6
2011-09-05 03:30:57,733.1,1358.9,194.2,716.2,-150.8,-127.6
2011-09-05 03:45:57,735,1355.1,194.2,718.1,-147,-127.6
2011-09-05 04:00:57,735,1357,198,723.7,-141.4,-123.9
2011-09-05 04:15:57,738.8,1366.4,199.8,729.4,-133.8,-120.2
2011-09-05 04:30:57,748.2,1375.9,205.5,733.1,-126.3,-112.8
2011-09-05 04:45:57,748.2,1387.2,211.1,733.1,-122.5,-109.1
2011-09-05 05:00:57,755.7,1377.7,211.1,736.9,-118.8,-109.1
2011-09-05 05:15:57,757.6,1381.5,211.1,736.9,-116.9,-107.2
2011-09-05 05:30:57,757.6,1394.7,211.1,738.8,-115,-109.1
2011-09-05 05:45:57,757.6,1390.9,216.8,744.5,-109.3,-103.5
2011-09-05 06:00:57,768.9,1389.1,218.7,742.6,-105.6,-101.7
2011-09-05 06:15:57,767,1385.3,218.7,744.5,-101.8,-99.8
2011-09-05 06:30:57,776.5,1387.2,222.5,742.6,-98,-94.3
2011-09-05 06:45:57,774.6,1406,222.5,736.9,-98,-92.4
2011-09-05 07:00:57,767,1389.1,222.5,733.1,-99.9,-99.8
2011-09-05 07:15:57,776.5,1372.1,222.5,723.7,-105.6,-105.4
2011-09-05 07:30:57,770.8,1379.6,220.6,714.3,-111.2,-114.6
2011-09-05 07:45:57,765.1,1375.9,216.8,699.2,-118.8,-122
2011-09-05 08:00:57,759.5,1370.2,207.4,686,-132,-131.3
2011-09-05 08:15:57,752,1383.4,194.2,669.1,-147,-140.5
2011-09-05 08:30:57,718,1336.3,179.1,655.9,-162.1,-155.3
2011-09-05 08:45:57,697.3,1311.8,165.9,640.8,-177.2,-168.2
2011-09-05 09:00:57,682.2,1279.7,152.7,627.6,-184.7,-170.1
2011-09-05 09:15:57,674.7,1277.9,135.8,616.3,-196,-175.6
2011-09-05 09:30:57,650.2,1243.9,118.8,599.3,-205.5,-183
2011-09-05 09:45:57,618.1,1219.4,92.4,580.5,-213,-190.4
2011-09-05 10:00:57,595.5,1211.9,71.7,559.8,-220.5,-194.1
2011-09-05 10:15:57,572.9,1174.2,43.4,540.9,-226.2,-197.8
2011-09-05 10:30:57,546.5,1166.7,11.4,520.2,-230,-201.5
2011-09-05 10:45:57,522,1142.2,-16.9,501.3,-237.5,-199.7
2011-09-05 11:00:57,505.1,1121.4,-41.4,476.8,-243.2,-210.8
2011-09-05 11:15:57,476.8,1106.3,-67.8,450.4,-246.9,-220
2011-09-05 11:30:57,454.2,1074.3,-96.1,424,-254.5,-231.1
2011-09-05 11:45:57,424,1049.8,-124.3,392,-262,-242.2
2011-09-05 12:00:57,397.6,1029.1,-152.6,365.6,-273.3,-242.2
2011-09-05 12:15:57,365.6,998.9,-179,339.2,-288.4,-247.7
2011-09-05 12:30:57,324.1,968.8,-207.3,311,-301.6,-260.7
2011-09-05 12:45:57,286.4,923.5,-239.3,284.6,-312.9,-275.5
2011-09-05 13:00:57,252.5,887.7,-277,256.3,-329.9,-282.9
