4.461753603170996193e-05,9.999553824639683119e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.566327076366777133e-70,0.000000000000000000e+00
1.000000000000000000e+00,1.494364510841724405e-70,0.000000000000000000e+00
1.000000000000000000e+00,4.776130685241543703e-69,0.000000000000000000e+00
1.000000000000000000e+00,1.224806297967510572e-57,0.000000000000000000e+00
1.000000000000000000e+00,3.504069790797905066e-20,0.000000000000000000e+00
1.000000000000000000e+00,4.272239839305576004e-38,0.000000000000000000e+00
1.000000000000000000e+00,4.277667228564073907e-62,0.000000000000000000e+00
1.000000000000000000e+00,2.056555562262911024e-39,0.000000000000000000e+00
1.000000000000000000e+00,1.738772780595263200e-70,0.000000000000000000e+00
1.000000000000000000e+00,3.490602035485505284e-58,0.000000000000000000e+00
9.995955314645286194e-01,4.044685354713651692e-04,0.000000000000000000e+00
1.000000000000000000e+00,1.144020175062575462e-50,0.000000000000000000e+00
5.413664142492871124e-03,9.945863358575071089e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.840069245688193177e-49,0.000000000000000000e+00
1.400250101065886576e-15,9.999999999999986677e-01,0.000000000000000000e+00
1.069506207473220781e-11,9.999999999893048885e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.523070592158405292e-65,0.000000000000000000e+00
1.000000000000000000e+00,8.384783192110404166e-31,0.000000000000000000e+00
1.000000000000000000e+00,3.477259127336145816e-66,0.000000000000000000e+00
1.000000000000000000e+00,2.084225235053831850e-50,0.000000000000000000e+00
1.000000000000000000e+00,8.739411705694495012e-69,0.000000000000000000e+00
1.000000000000000000e+00,7.063137743159104165e-24,0.000000000000000000e+00
1.000000000000000000e+00,1.914441355186886531e-64,0.000000000000000000e+00
1.000000000000000000e+00,5.681534338073642195e-54,0.000000000000000000e+00
1.000000000000000000e+00,1.876809165753028855e-60,0.000000000000000000e+00
1.000000000000000000e+00,6.635726590844490759e-34,0.000000000000000000e+00
1.000000000000000000e+00,2.274670993175102907e-26,0.000000000000000000e+00
1.000000000000000000e+00,1.630719269377101991e-70,0.000000000000000000e+00
1.000000000000000000e+00,1.696447352428511214e-70,0.000000000000000000e+00
1.308471870108636847e-31,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.444523005762525199e-66,0.000000000000000000e+00
1.000000000000000000e+00,2.328701553288335859e-47,0.000000000000000000e+00
1.000000000000000000e+00,1.110843609353701912e-48,0.000000000000000000e+00
9.999999999957192021e-01,4.280719825127915585e-12,0.000000000000000000e+00
1.000000000000000000e+00,7.124537377737487225e-39,0.000000000000000000e+00
1.000000000000000000e+00,3.491049181710112960e-30,0.000000000000000000e+00
1.000000000000000000e+00,6.566151095345916019e-21,0.000000000000000000e+00
1.000000000000000000e+00,2.724200835960192501e-47,0.000000000000000000e+00
1.000000000000000000e+00,1.963341282147509140e-37,0.000000000000000000e+00
1.000000000000000000e+00,2.295093421220598722e-24,0.000000000000000000e+00
1.000000000000000000e+00,2.368492716829459227e-55,0.000000000000000000e+00
