,TDVrawTrain20143,TDVrawTrain20146,TDVrawTrain20149,TDVmeteorawTrain20143,TDVmeteorawTrain20146,TDVmeteorawTrain20149
CNN,0.6174329679378313,0.4306009018972356,0.5519310873192836,0.5847336086665638,0.5563813103328197,0.6352328739017407
LDA,0.7193194187123669,0.7773563022176281,0.8106368202198814,0.7815004374453193,0.7928824207275574,0.8151741122769728
Nearest Neighbors,0.801554732129072,0.7751084956718065,0.7772014815551995,0.8036550164685297,0.7754186209833186,0.7781123521167862
Neural Net,0.6027852079151871,0.6777920188392322,0.6958766959909798,0.6778970459574906,0.349410628071515,0.4760202258379311
Naive Bayes,0.6159450427152487,0.6073280052706127,0.6025390392555466,0.5535207593536101,0.5857577538548409,0.5636454992690009
QDA,0.7866541866090268,0.8073029199189065,0.8121540405608808,0.8161091168750966,0.8041890696466636,0.804461752581218
BEST,0.801554732129072,0.8073029199189065,0.8121540405608808,0.8161091168750966,0.8041890696466636,0.8151741122769728
