Dataset,QDA accuracy,Dissim accuracy
iris,0.9385964912280702,0.9298245614035089
digits,0.9627001964023372,0.10367655010098117
wine,0.9144219977553311,0.9219977553310886
breast_cancer,0.9459541913076128,0.6380597014925373
covtype,0.4556730460765424,0.21354937242858035
