Dataset,QDA accuracy,Dissim accuracy
iris,0.9866666666666667,0.9866666666666667
digits,0.9563154798677769,0.9561647125548041
wine,0.9626984126984127,0.9670634920634921
breast_cancer,0.9538842626752397,0.6229050279329609
