Dataset,QDA accuracy,Dissim accuracy
iris,0.9385964912280702,0.9298245614035089
digits,0.9627001964023372,0.9581484105268938
wine,0.9144219977553311,0.9219977553310886
breast_cancer,0.9459541913076128,0.855650990331362
