Dataset,QDA accuracy,Dissim accuracy
iris,0.9777777777777779,0.9888888888888889
digits,0.9616785163352602,0.961634087012485
wine,0.9615076182838812,0.9615076182838812
breast_cancer,0.9559787584691448,0.7914118293352865
