Dataset,QDA accuracy,Dissim accuracy
iris,0.9866666666666667,0.9733333333333333
digits,0.9563154798677769,0.12989398949479306
wine,0.9626984126984127,0.915079365079365
breast_cancer,0.9538842626752397,0.8388584378623379
covtype,0.5039627933459344,0.40374655342913435
