Dataset,QDA accuracy,Dissim accuracy
iris,0.9224806201550387,0.9147286821705426
digits,0.9221791970799007,0.6866893718827016
wine,0.3333333333333333,0.3333333333333333
breast_cancer,0.9535087719298245,0.6348684210526316
