Dataset,QDA accuracy,Dissim accuracy
iris,0.9866666666666667,0.9866666666666667
digits,0.9563154798677769,0.9563154798677769
wine,0.9626984126984127,0.9626984126984127
breast_cancer,0.9538842626752397,0.9538842626752397
covtype,0.5039627933459344,0.5024945526741948
