Dataset,QDA accuracy,Dissim accuracy
iris,0.9866666666666667,0.9866666666666667
digits,0.9563154798677769,0.9630584630654961
wine,0.9626984126984127,0.9765873015873017
breast_cancer,0.9538842626752397,0.9291135237693686
covtype,0.5039627933459344,0.39128401991930295
