Dataset,QDA accuracy,Dissim accuracy
iris,0.9777777777777779,0.9777777777777779
digits,0.9616785163352602,0.9607093138551516
wine,0.9615076182838812,0.9692595562683773
breast_cancer,0.9559787584691448,0.6395348837209303
