Dataset,QDA accuracy,Dissim accuracy
iris,0.9385964912280702,0.9385964912280702
digits,0.9627001964023372,0.9556997653081467
wine,0.9144219977553311,0.9144219977553311
breast_cancer,0.9459541913076128,0.7959494977940487
