Dataset,QDA accuracy,Dissim accuracy
iris,0.8592592592592593,0.3333333333333333
digits,0.8571133496762122,0.8477892864798175
wine,0.6322452115494569,0.3333333333333333
breast_cancer,0.9500422750479659,0.7313664596273292
