Dataset,QDA accuracy,Dissim accuracy
iris,0.9866666666666667,0.9866666666666667
digits,0.9563154798677769,0.95495172056595
wine,0.9626984126984127,0.9575396825396826
breast_cancer,0.9538842626752397,0.5698324022346368
