Dataset,QDA accuracy,Dissim accuracy
iris,0.9866666666666667,0.9733333333333333
digits,0.9563154798677769,0.1010989010989011
wine,0.9626984126984127,0.7261904761904763
breast_cancer,0.9538842626752397,0.8109254769684832
covtype,0.5039627933459344,0.4079673846952539
