Fecha,TDV Control_1,TDV Control_2,TDV 60RDI_1,TDV 60RDI_2,TDV 30RDI_1,TDV 30RDI_2
2011-09-29 3:46,1145.9,1881,290.3,1277.8,-471.2,-791.3
2011-09-29 4:01,1149.6,1892.3,292.2,1279.7,-469.3,-791.3
2011-09-29 4:16,1149.6,1896.1,294.1,1281.6,-467.4,-789.5
2011-09-29 4:31,1153.4,1890.4,296,1283.5,-463.7,-789.5
2011-09-29 4:46,1155.3,1897.9,296,1289.1,-459.9,-791.3
2011-09-29 5:01,1159.1,1896.1,297.8,1287.3,-458,-789.5
2011-09-29 5:16,1160.9,1903.6,301.6,1291,-454.3,-789.5
2011-09-29 5:31,1164.7,1909.2,303.5,1292.9,-452.4,-783.9
2011-09-29 5:46,1172.3,1911.1,301.6,1294.8,-448.6,-785.8
2011-09-29 6:01,1174.1,1913,301.6,1296.7,-444.8,-782.1
2011-09-29 6:16,1177.9,1913,303.5,1296.7,-442.9,-783.9
2011-09-29 6:31,1179.8,1918.7,301.6,1300.5,-439.2,-783.9
2011-09-29 6:46,1183.6,1920.6,301.6,1304.2,-435.4,-780.2
2011-09-29 7:01,1181.7,1926.2,307.3,1309.9,-429.8,-778.4
2011-09-29 7:16,1185.4,1926.2,307.3,1306.1,-424.1,-774.7
2011-09-29 7:31,1183.6,1920.6,309.2,1298.6,-420.3,-772.8
2011-09-29 7:46,1181.7,1914.9,307.3,1289.1,-422.2,-765.4
2011-09-29 8:01,1172.3,1905.5,307.3,1276,-424.1,-767.3
2011-09-29 8:16,1162.8,1897.9,301.6,1262.8,-424.1,-771
2011-09-29 8:31,1155.3,1881,296,1247.7,-431.6,-776.5
2011-09-29 8:46,1138.3,1867.8,286.5,1230.7,-441.1,-782.1
2011-09-29 9:01,1127,1848.9,275.2,1213.8,-450.5,-789.5
2011-09-29 9:16,1108.2,1828.2,260.1,1196.8,-459.9,-795
2011-09-29 9:31,1093.1,1807.5,247,1179.8,-469.3,-798.7
2011-09-29 9:46,1072.4,1788.6,231.9,1162.9,-478.8,-804.2
2011-09-29 10:01,1081.8,1805.6,214.9,1147.8,-486.3,-802.4
2011-09-29 10:16,1047.9,1777.3,196.1,1125.2,-491.9,-802.4
2011-09-29 10:31,1030.9,1756.6,175.3,1104.4,-495.7,-804.2
2011-09-29 10:46,1012,1737.7,160.3,1083.7,-499.5,-809.8
2011-09-29 11:01,989.4,1726.4,143.3,1066.7,-503.3,-811.6
2011-09-29 11:16,972.5,1718.9,126.3,1051.7,-503.3,-813.5
2011-09-29 11:31,951.7,1685,101.8,1027.2,-507,-815.3
2011-09-29 11:46,914,1656.7,69.8,995.1,-514.6,-820.9
2011-09-29 12:01,885.8,1632.2,41.5,968.7,-522.1,-822.7
2011-09-29 12:16,855.6,1594.5,11.4,938.6,-537.2,-828.3
2011-09-29 12:31,829.2,1568.1,-11.3,916,-550.4,-832
2011-09-29 12:46,801,1541.7,-32,893.3,-557.9,-839.4
2011-09-29 13:01,787.8,1521,-45.2,876.4,-561.7,-841.2
2011-09-29 13:16,761.4,1500.3,-54.6,857.5,-565.5,-843.1
2011-09-29 13:31,746.3,1477.6,-71.6,840.6,-571.1,-850.5
2011-09-29 13:46,712.4,1447.5,-92.3,818,-574.9,-850.5
2011-09-29 14:01,695.4,1423,-111.1,801,-576.8,-850.5
2011-09-29 14:16,676.6,1424.9,-131.9,784,-578.6,-856
2011-09-29 14:31,659.6,1394.7,-135.6,776.5,-578.6,-861.6
2011-09-29 14:46,638.9,1368.3,-141.3,759.5,-569.2,-856
2011-09-29 15:01,623.8,1355.1,-143.2,748.2,-571.1,-856
2011-09-29 15:16,618.1,1349.5,-137.5,744.5,-567.3,-854.2
2011-09-29 15:31,604.9,1332.5,-126.2,738.8,-565.5,-859.7
2011-09-29 15:46,603.1,1326.9,-114.9,740.7,-569.2,-856
2011-09-29 16:01,601.2,1315.6,-105.5,746.3,-573,-857.9
2011-09-29 16:16,601.2,1321.2,-98,753.9,-574.9,-857.9
2011-09-29 16:31,603.1,1309.9,-88.5,761.4,-576.8,-857.9
2011-09-29 16:46,612.5,1323.1,-75.3,772.7,-576.8,-857.9
2011-09-29 17:01,629.4,1349.5,-58.4,785.9,-574.9,-854.2
2011-09-29 17:16,638.9,1355.1,-39.5,806.7,-573,-852.3
2011-09-29 17:31,665.3,1383.4,-18.8,831.2,-567.3,-846.8
2011-09-29 17:46,689.8,1421.1,5.7,863.2,-561.7,-841.2
2011-09-29 18:01,729.3,1447.5,30.2,895.2,-556,-837.5
2011-09-29 18:16,763.3,1488.9,54.7,927.3,-550.4,-833.8
2011-09-29 18:31,791.5,1530.4,79.2,963.1,-539.1,-822.7
2011-09-29 18:46,825.5,1556.8,99.9,991.4,-527.8,-817.2
2011-09-29 19:01,855.6,1594.5,118.8,1019.6,-522.1,-811.6
2011-09-29 19:16,868.8,1609.6,135.8,1044.1,-512.7,-804.2
2011-09-29 19:31,904.6,1637.8,150.8,1070.5,-503.3,-796.8
2011-09-29 19:46,921.6,1671.8,164,1089.4,-493.8,-789.5
2011-09-29 20:01,938.5,1683.1,175.3,1104.4,-486.3,-782.1
2011-09-29 20:16,957.4,1711.3,184.8,1121.4,-478.8,-774.7
2011-09-29 20:31,966.8,1722.7,194.2,1134.6,-471.2,-769.1
2011-09-29 20:46,981.9,1741.5,203.6,1147.8,-461.8,-759.9
2011-09-29 21:01,1000.7,1758.5,211.1,1159.1,-456.1,-752.5
2011-09-29 21:16,1002.6,1767.9,216.8,1166.6,-446.7,-746.9
2011-09-29 21:31,1021.5,1773.5,222.5,1176.1,-444.8,-743.2
2011-09-29 21:46,1025.2,1786.7,228.1,1183.6,-437.3,-732.1
2011-09-29 22:01,1038.4,1790.5,233.8,1191.1,-431.6,-724.7
2011-09-29 22:16,1044.1,1796.2,237.5,1196.8,-427.9,-721
2011-09-29 22:31,1049.7,1801.8,239.4,1204.3,-422.2,-715.5
2011-09-29 22:46,1055.4,1809.4,243.2,1210,-416.6,-710
2011-09-29 23:01,1066.7,1830.1,247,1219.4,-409,-698.9
2011-09-29 23:16,1072.4,1830.1,248.8,1228.8,-401.5,-691.5
2011-09-29 23:31,1083.7,1847,254.5,1236.4,-392.1,-685.9
2011-09-29 23:46,1089.3,1852.7,256.4,1243.9,-384.5,-680.4
2011-09-30 0:01,1102.5,1850.8,258.3,1253.3,-377,-669.3
2011-09-30 0:16,1110.1,1865.9,260.1,1259,-367.6,-660
2011-09-30 0:31,1115.7,1875.3,262,1264.6,-358.1,-654.5
2011-09-30 0:46,1121.4,1877.2,265.8,1268.4,-350.6,-647.1
2011-09-30 1:01,1127,1881,267.7,1274.1,-344.9,-637.8
2011-09-30 1:16,1130.8,1884.7,269.6,1279.7,-339.3,-628.6
2011-09-30 1:31,1138.3,1890.4,271.5,1283.5,-331.7,-621.2
2011-09-30 1:46,1138.3,1888.5,275.2,1289.1,-322.3,-613.8
2011-09-30 2:01,1151.5,1897.9,282.8,1292.9,-316.7,-604.6
2011-09-30 2:16,1160.9,1914.9,286.5,1294.8,-309.1,-597.2
2011-09-30 2:31,1155.3,1913,288.4,1292.9,-305.4,-593.5
2011-09-30 2:46,1157.2,1916.8,288.4,1294.8,-303.5,-589.8
2011-09-30 3:01,1164.7,1918.7,288.4,1296.7,-299.7,-580.5
2011-09-30 3:16,1162.8,1914.9,292.2,1296.7,-294.1,-578.7
2011-09-30 3:31,1162.8,1914.9,292.2,1296.7,-290.3,-573.1
2011-09-30 3:46,1160.9,1918.7,296,1298.6,-286.5,-565.7
2011-09-30 4:01,1170.4,1935.6,297.8,1298.6,-280.9,-560.2
2011-09-30 4:16,1172.3,1933.7,299.7,1296.7,-279,-554.7
2011-09-30 4:31,1177.9,1930,301.6,1298.6,-273.3,-547.3
2011-09-30 4:46,1177.9,1952.6,301.6,1298.6,-269.5,-543.6
2011-09-30 5:01,1183.6,1954.5,301.6,1302.3,-265.8,-536.2
2011-09-30 5:16,1187.3,1956.4,301.6,1302.3,-262,-534.3
2011-09-30 5:31,1198.6,1971.4,301.6,1300.5,-258.2,-526.9
2011-09-30 5:46,1200.5,1962,303.5,1302.3,-252.6,-521.4
2011-09-30 6:01,1202.4,1969.6,303.5,1304.2,-248.8,-514
2011-09-30 6:16,1209.9,1969.6,303.5,1306.1,-243.2,-510.3
2011-09-30 6:31,1208.1,1962,303.5,1309.9,-237.5,-506.6
2011-09-30 6:46,1211.8,1967.7,305.4,1308,-231.9,-501
2011-09-30 7:01,1211.8,1988.4,301.6,1308,-228.1,-491.8
2011-09-30 7:16,1209.9,1960.1,299.7,1300.5,-226.2,-488.1
2011-09-30 7:31,1194.9,1948.8,297.8,1294.8,-226.2,-486.2
2011-09-30 7:46,1200.5,1950.7,292.2,1285.4,-228.1,-484.4
2011-09-30 8:01,1191.1,1962,288.4,1276,-231.9,-486.2
2011-09-30 8:16,1172.3,1914.9,284.7,1259,-235.6,-488.1
2011-09-30 8:31,1155.3,1918.7,275.2,1245.8,-243.2,-489.9
2011-09-30 8:46,1145.9,1894.2,267.7,1232.6,-250.7,-497.3
2011-09-30 9:01,1132.7,1875.3,256.4,1221.3,-262,-502.9
2011-09-30 9:16,1121.4,1862.1,245.1,1204.3,-271.4,-508.4
2011-09-30 9:31,1098.7,1839.5,231.9,1189.3,-280.9,-512.1
2011-09-30 9:46,1083.7,1816.9,214.9,1166.6,-292.2,-521.4
2011-09-30 10:01,1064.8,1803.7,196.1,1142.1,-305.4,-530.6
2011-09-30 10:16,1040.3,1769.8,181,1117.6,-312.9,-536.2
2011-09-30 10:31,1015.8,1756.6,164,1095,-320.4,-543.6
2011-09-30 10:46,1000.7,1730.2,143.3,1076.2,-329.9,-551
2011-09-30 11:01,968.7,1707.6,126.3,1055.4,-339.3,-562
2011-09-30 11:16,949.9,1688.7,107.5,1036.6,-346.8,-567.6
2011-09-30 11:31,932.9,1675.5,86.8,1015.9,-354.4,-576.8
2011-09-30 11:46,908.4,1649.2,67.9,997,-365.7,-587.9
2011-09-30 12:01,882,1624.6,39.6,968.7,-378.9,-599
2011-09-30 12:16,863.2,1611.5,15.1,944.2,-399.6,-606.4
2011-09-30 12:31,829.2,1577.5,-7.5,921.6,-412.8,-615.7
2011-09-30 12:46,802.8,1545.5,-33.9,895.2,-424.1,-626.8
2011-09-30 13:01,778.3,1515.3,-54.6,872.6,-441.1,-637.8
2011-09-30 13:16,742.5,1488.9,-71.6,848.1,-452.4,-647.1
2011-09-30 13:31,718,1451.3,-94.2,819.8,-461.8,-654.5
2011-09-30 13:46,689.8,1438.1,-120.6,797.2,-475,-667.4
2011-09-30 14:01,663.4,1402.2,-150.7,770.8,-482.5,-673
2011-09-30 14:16,646.4,1387.2,-173.3,752,-490.1,-682.2
2011-09-30 14:31,625.7,1362.7,-190.3,731.3,-491.9,-691.5
2011-09-30 14:46,601.2,1338.2,-201.6,714.3,-493.8,-695.2
2011-09-30 15:01,584.2,1326.9,-205.4,699.2,-493.8,-697
2011-09-30 15:16,571,1304.2,-199.7,689.8,-495.7,-702.6
2011-09-30 15:31,563.5,1289.2,-186.5,687.9,-495.7,-706.3
2011-09-30 15:46,552.2,1285.4,-173.3,691.7,-503.3,-710
2011-09-30 16:01,555.9,1281.6,-163.9,699.2,-510.8,-715.5
2011-09-30 16:16,563.5,1291.1,-154.5,708.6,-514.6,-711.8
2011-09-30 16:31,567.3,1294.8,-141.3,720,-520.2,-710
2011-09-30 16:46,582.3,1304.2,-122.5,735,-520.2,-710
2011-09-30 17:01,599.3,1311.8,-103.6,755.8,-522.1,-711.8
2011-09-30 17:16,621.9,1330.6,-81,780.3,-522.1,-715.5
2011-09-30 17:31,652.1,1372.1,-54.6,812.3,-522.1,-715.5
2011-09-30 17:46,680.3,1398.5,-26.3,844.3,-520.2,-715.5
2011-09-30 18:01,714.3,1447.5,1.9,883.9,-516.4,-717.3
2011-09-30 18:16,752,1479.5,30.2,921.6,-510.8,-719.2
2011-09-30 18:31,784,1513.4,56.6,959.3,-508.9,-721
2011-09-30 18:46,817.9,1553,81.1,993.2,-503.3,-722.9
2011-09-30 19:01,848.1,1585.1,98.1,1021.5,-499.5,-722.9
2011-09-30 19:16,876.3,1617.1,116.9,1049.8,-493.8,-722.9
2011-09-30 19:31,893.3,1647.3,130.1,1074.3,-490.1,-726.6
2011-09-30 19:46,915.9,1675.5,145.2,1100.7,-482.5,-724.7
2011-09-30 20:01,938.5,1696.3,158.4,1121.4,-476.9,-724.7
2011-09-30 20:16,948,1711.3,167.8,1140.2,-469.3,-724.7
2011-09-30 20:31,970.6,1730.2,177.2,1157.2,-461.8,-722.9
2011-09-30 20:46,985.7,1749,186.6,1172.3,-456.1,-719.2
2011-09-30 21:01,1006.4,1779.2,194.2,1189.3,-446.7,-721
2011-09-30 21:16,1017.7,1788.6,199.8,1200.6,-441.1,-715.5
2011-09-30 21:31,1027.1,1792.4,207.4,1213.8,-435.4,-713.7
2011-09-30 21:46,1034.7,1801.8,214.9,1223.2,-427.9,-713.7
2011-09-30 22:01,1046,1816.9,216.8,1230.7,-420.3,-711.8
2011-09-30 22:16,1059.2,1824.4,224.3,1238.3,-412.8,-710
2011-09-30 22:31,1066.7,1835.7,230,1243.9,-409,-708.1
2011-09-30 22:46,1074.2,1832,233.8,1251.4,-401.5,-708.1
2011-09-30 23:01,1087.4,1839.5,237.5,1253.3,-397.7,-702.6
2011-09-30 23:16,1089.3,1847,241.3,1257.1,-390.2,-704.4
2011-09-30 23:31,1095,1847,245.1,1259,-388.3,-704.4
2011-09-30 23:46,1091.2,1854.6,247,1264.6,-388.3,-702.6
2011-10-01 0:01,1096.9,1854.6,248.8,1264.6,-382.6,-702.6
2011-10-01 0:16,1108.2,1862.1,250.7,1266.5,-380.7,-702.6
2011-10-01 0:31,1106.3,1869.7,252.6,1268.4,-377,-704.4
2011-10-01 0:46,1111.9,1869.7,252.6,1274.1,-373.2,-700.7
2011-10-01 1:01,1117.6,1879.1,254.5,1277.8,-369.4,-700.7
2011-10-01 1:16,1121.4,1875.3,256.4,1279.7,-363.8,-698.9
2011-10-01 1:31,1127,1875.3,260.1,1283.5,-360,-698.9
2011-10-01 1:46,1130.8,1890.4,260.1,1289.1,-356.2,-697
2011-10-01 2:01,1136.4,1890.4,262,1291,-352.5,-693.3
2011-10-01 2:16,1147.8,1899.8,265.8,1294.8,-344.9,-691.5
2011-10-01 2:31,1145.9,1907.4,267.7,1300.5,-341.2,-691.5
2011-10-01 2:46,1145.9,1905.5,271.5,1302.3,-335.5,-689.6
2011-10-01 3:01,1166.6,1914.9,273.3,1302.3,-331.7,-687.8
2011-10-01 3:16,1157.2,1920.6,275.2,1304.2,-329.9,-685.9
2011-10-01 3:31,1159.1,1916.8,275.2,1306.1,-328,-687.8
2011-10-01 3:46,1159.1,1914.9,273.3,1306.1,-324.2,-687.8
2011-10-01 4:01,1159.1,1920.6,275.2,1311.8,-320.4,-685.9
2011-10-01 4:16,1170.4,1941.3,277.1,1313.6,-316.7,-684.1
2011-10-01 4:31,1172.3,1930,280.9,1317.4,-311,-680.4
2011-10-01 4:46,1179.8,1943.2,284.7,1319.3,-307.2,-676.7
2011-10-01 5:01,1183.6,1950.7,284.7,1323.1,-305.4,-676.7
2011-10-01 5:16,1189.2,1946.9,286.5,1326.8,-301.6,-674.8
2011-10-01 5:31,1189.2,1963.9,284.7,1326.8,-295.9,-674.8
2011-10-01 5:46,1196.8,1963.9,284.7,1328.7,-294.1,-673
2011-10-01 6:01,1208.1,1971.4,286.5,1332.5,-290.3,-671.1
2011-10-01 6:16,1219.4,1995.9,284.7,1334.4,-288.4,-669.3
2011-10-01 6:31,1213.7,1975.2,284.7,1338.1,-282.7,-669.3
2011-10-01 6:46,1209.9,1977.1,284.7,1340,-277.1,-667.4
2011-10-01 7:01,1215.6,1986.5,288.4,1341.9,-273.3,-661.9
2011-10-01 7:16,1217.5,2001.6,292.2,1338.1,-271.4,-660
2011-10-01 7:31,1208.1,1980.9,292.2,1328.7,-269.5,-658.2
2011-10-01 7:46,1204.3,1986.5,292.2,1317.4,-277.1,-658.2
2011-10-01 8:01,1209.9,1962,288.4,1306.1,-280.9,-663.7
2011-10-01 8:16,1189.2,1937.5,286.5,1291,-290.3,-667.4
2011-10-01 8:31,1176,1933.7,280.9,1272.2,-299.7,-674.8
2011-10-01 8:46,1160.9,1911.1,273.3,1257.1,-314.8,-684.1
2011-10-01 9:01,1151.5,1897.9,263.9,1240.1,-329.9,-693.3
2011-10-01 9:16,1138.3,1873.4,252.6,1223.2,-344.9,-708.1
2011-10-01 9:31,1115.7,1854.6,239.4,1206.2,-367.6,-713.7
2011-10-01 9:46,1102.5,1839.5,226.2,1189.3,-382.6,-721
2011-10-01 10:01,1081.8,1820.7,211.1,1168.5,-395.8,-728.4
2011-10-01 10:16,1068.6,1809.4,194.2,1147.8,-407.1,-735.8
2011-10-01 10:31,1049.7,1788.6,177.2,1128.9,-418.4,-737.7
2011-10-01 10:46,1027.1,1771.7,160.3,1108.2,-424.1,-746.9
2011-10-01 11:01,1013.9,1769.8,141.4,1087.5,-431.6,-750.6
2011-10-01 11:16,983.8,1741.5,124.4,1068.6,-437.3,-756.2
2011-10-01 11:31,964.9,1728.3,98.1,1046,-446.7,-763.6
2011-10-01 11:46,936.7,1698.2,73.6,1021.5,-458,-772.8
2011-10-01 12:01,914,1673.7,45.3,998.9,-471.2,-780.2
2011-10-01 12:16,897.1,1652.9,20.8,978.2,-490.1,-785.8
2011-10-01 12:31,878.2,1630.3,1.9,955.5,-508.9,-789.5
2011-10-01 12:46,840.5,1598.3,-24.4,931,-522.1,-802.4
2011-10-01 13:01,823.6,1579.4,-47.1,906.5,-535.3,-807.9
2011-10-01 13:16,789.7,1532.3,-67.8,882,-548.5,-815.3
2011-10-01 13:31,763.3,1509.7,-88.5,855.7,-557.9,-819
2011-10-01 13:46,733.1,1479.5,-118.7,829.3,-569.2,-826.4
2011-10-01 14:01,704.8,1447.5,-154.5,806.7,-582.4,-832
2011-10-01 14:16,686,1432.4,-177.1,784,-590,-837.5
2011-10-01 14:31,659.6,1426.8,-196,763.3,-591.8,-841.2
2011-10-01 14:46,640.8,1389.1,-211,744.5,-595.6,-843.1
2011-10-01 15:01,623.8,1375.9,-214.8,725.6,-597.5,-846.8
2011-10-01 15:16,604.9,1347.6,-209.2,714.3,-601.3,-844.9
2011-10-01 15:31,593.6,1321.2,-201.6,703,-608.8,-856
2011-10-01 15:46,584.2,1313.7,-196,699.2,-612.6,-857.9
2011-10-01 16:01,578.6,1304.2,-192.2,695.5,-614.5,-848.6
2011-10-01 16:16,567.3,1296.7,-184.6,697.3,-620.1,-850.5
2011-10-01 16:31,572.9,1296.7,-173.3,701.1,-629.5,-854.2
2011-10-01 16:46,580.4,1292.9,-154.5,710.5,-631.4,-856
2011-10-01 17:01,597.4,1308,-137.5,725.6,-631.4,-854.2
2011-10-01 17:16,612.5,1330.6,-113,748.2,-633.3,-854.2
2011-10-01 17:31,646.4,1355.1,-88.5,774.6,-629.5,-852.3
2011-10-01 17:46,670.9,1381.5,-58.4,808.5,-627.6,-854.2
2011-10-01 18:01,706.7,1428.6,-28.2,850,-623.9,-854.2
2011-10-01 18:16,744.4,1470.1,1.9,897.1,-618.2,-848.6
2011-10-01 18:31,785.9,1513.4,34,940.5,-608.8,-843.1
2011-10-01 18:46,823.6,1554.9,62.3,981.9,-599.4,-839.4
2011-10-01 19:01,861.3,1594.5,90.5,1017.7,-590,-833.8
2011-10-01 19:16,891.4,1636,109.4,1047.9,-584.3,-832
2011-10-01 19:31,914,1656.7,128.2,1076.2,-580.5,-830.1
2011-10-01 19:46,931,1681.2,143.3,1098.8,-580.5,-828.3
2011-10-01 20:01,955.5,1711.3,154.6,1121.4,-574.9,-828.3
2011-10-01 20:16,976.2,1732.1,165.9,1142.1,-571.1,-826.4
2011-10-01 20:31,991.3,1758.5,177.2,1161,-567.3,-824.6
2011-10-01 20:46,1006.4,1784.9,186.6,1179.8,-561.7,-824.6
2011-10-01 21:01,1017.7,1798,196.1,1196.8,-556,-820.9
2011-10-01 21:16,1040.3,1818.8,201.7,1210,-550.4,-819
2011-10-01 21:31,1051.6,1835.7,211.1,1223.2,-546.6,-819
2011-10-01 21:46,1057.3,1830.1,218.7,1232.6,-542.8,-815.3
2011-10-01 22:01,1064.8,1847,224.3,1243.9,-539.1,-813.5
2011-10-01 22:16,1079.9,1862.1,233.8,1253.3,-533.4,-811.6
2011-10-01 22:31,1087.4,1850.8,237.5,1260.9,-527.8,-809.8
2011-10-01 22:46,1095,1869.7,241.3,1268.4,-524,-811.6
2011-10-01 23:01,1100.6,1884.7,245.1,1276,-522.1,-809.8
2011-10-01 23:16,1117.6,1888.5,248.8,1283.5,-516.4,-806.1
2011-10-01 23:31,1127,1903.6,254.5,1287.3,-512.7,-804.2
2011-10-01 23:46,1128.9,1909.2,256.4,1294.8,-508.9,-802.4
2011-10-02 0:01,1136.4,1920.6,258.3,1300.5,-505.1,-804.2
2011-10-02 0:16,1151.5,1928.1,262,1304.2,-501.4,-804.2
2011-10-02 0:31,1145.9,1928.1,263.9,1309.9,-497.6,-800.5
2011-10-02 0:46,1153.4,1928.1,265.8,1313.6,-495.7,-800.5
2011-10-02 1:01,1170.4,1950.7,267.7,1319.3,-490.1,-798.7
2011-10-02 1:16,1166.6,1943.2,271.5,1323.1,-486.3,-798.7
2011-10-02 1:31,1176,1954.5,271.5,1326.8,-480.6,-796.8
2011-10-02 1:46,1185.4,1969.6,273.3,1328.7,-480.6,-796.8
2011-10-02 2:01,1183.6,1958.2,273.3,1332.5,-476.9,-795
2011-10-02 2:16,1187.3,1962,277.1,1336.3,-473.1,-795
2011-10-02 2:31,1187.3,1962,277.1,1340,-469.3,-795
2011-10-02 2:46,1189.2,1950.7,277.1,1343.8,-467.4,-795
2011-10-02 3:01,1196.8,1977.1,279,1347.6,-463.7,-791.3
2011-10-02 3:16,1200.5,1977.1,280.9,1349.5,-459.9,-793.2
2011-10-02 3:31,1204.3,1980.9,282.8,1351.3,-456.1,-791.3
2011-10-02 3:46,1206.2,1984.6,282.8,1355.1,-452.4,-789.5
2011-10-02 4:01,1208.1,2007.3,284.7,1355.1,-452.4,-789.5
2011-10-02 4:16,1204.3,1994.1,284.7,1357,-448.6,-789.5
2011-10-02 4:31,1208.1,1994.1,286.5,1358.9,-444.8,-791.3
2011-10-02 4:46,1211.8,2003.5,284.7,1360.8,-444.8,-789.5
2011-10-02 5:01,1217.5,2012.9,286.5,1364.5,-442.9,-789.5
2011-10-02 5:16,1217.5,1997.8,286.5,1366.4,-439.2,-789.5
2011-10-02 5:31,1225,2009.1,286.5,1366.4,-437.3,-787.6
2011-10-02 5:46,1238.2,2018.6,288.4,1372.1,-431.6,-787.6
2011-10-02 6:01,1234.4,2024.2,288.4,1374,-429.8,-785.8
2011-10-02 6:16,1238.2,2018.6,292.2,1374,-427.9,-783.9
2011-10-02 6:31,1245.8,2029.9,292.2,1375.8,-424.1,-783.9
2011-10-02 6:46,1242,2041.2,292.2,1377.7,-422.2,-782.1
2011-10-02 7:01,1253.3,2020.4,294.1,1374,-422.2,-782.1
2011-10-02 7:16,1242,2018.6,297.8,1374,-420.3,-778.4
2011-10-02 7:31,1242,2012.9,299.7,1368.3,-420.3,-782.1
2011-10-02 7:46,1242,2014.8,303.5,1364.5,-422.2,-782.1
2011-10-02 8:01,1236.3,2018.6,305.4,1353.2,-420.3,-783.9
2011-10-02 8:16,1232.6,2011,301.6,1338.1,-427.9,-783.9
2011-10-02 8:31,1223.1,2001.6,297.8,1317.4,-435.4,-791.3
2011-10-02 8:46,1202.4,1967.7,292.2,1300.5,-452.4,-804.2
2011-10-02 9:01,1194.9,1965.8,282.8,1287.3,-463.7,-815.3
2011-10-02 9:16,1187.3,1937.5,271.5,1276,-482.5,-826.4
2011-10-02 9:31,1181.7,1924.3,265.8,1268.4,-490.1,-832
2011-10-02 9:46,1166.6,1926.2,256.4,1249.6,-505.1,-837.5
2011-10-02 10:01,1144,1888.5,245.1,1230.7,-520.2,-846.8
2011-10-02 10:16,1127,1884.7,228.1,1208.1,-533.4,-854.2
2011-10-02 10:31,1110.1,1850.8,209.3,1185.5,-544.7,-863.4
2011-10-02 10:46,1079.9,1835.7,190.4,1162.9,-556,-870.8
2011-10-02 11:01,1059.2,1815,169.7,1138.4,-561.7,-878.2
2011-10-02 11:16,1038.4,1794.3,150.8,1121.4,-573,-883.7
2011-10-02 11:31,1017.7,1781.1,128.2,1095,-584.3,-889.3
2011-10-02 11:46,987.5,1752.8,103.7,1068.6,-591.8,-894.8
2011-10-02 12:01,964.9,1715.1,73.6,1044.1,-601.3,-900.4
2011-10-02 12:16,927.2,1700,45.3,1014,-622,-907.8
2011-10-02 12:31,904.6,1666.1,18.9,987.6,-640.8,-913.3
2011-10-02 12:46,874.5,1637.8,-5.6,966.9,-654,-922.6
2011-10-02 13:01,855.6,1607.7,-26.3,940.5,-663.5,-930
2011-10-02 13:16,829.2,1590.7,-47.1,917.9,-674.8,-939.2
2011-10-02 13:31,802.8,1558.7,-62.1,895.2,-682.3,-942.9
2011-10-02 13:46,784,1547.4,-75.3,885.8,-691.7,-948.5
2011-10-02 14:01,761.4,1521,-96.1,859.4,-695.5,-948.5
2011-10-02 14:16,735,1492.7,-118.7,833,-704.9,-954
2011-10-02 14:31,704.8,1472,-139.4,808.5,-712.5,-957.7
2011-10-02 14:46,674.7,1447.5,-154.5,784,-718.1,-963.2
2011-10-02 15:01,653.9,1419.2,-165.8,765.2,-725.7,-974.3
2011-10-02 15:16,635.1,1398.5,-160.1,755.8,-731.3,-979.9
2011-10-02 15:31,623.8,1381.5,-158.3,738.8,-738.8,-981.7
2011-10-02 15:46,606.8,1368.3,-156.4,731.3,-748.3,-989.1
2011-10-02 16:01,595.5,1347.6,-160.1,723.7,-757.7,-994.7
2011-10-02 16:16,595.5,1340.1,-156.4,723.7,-767.1,-994.7
2011-10-02 16:31,597.4,1338.2,-145.1,725.6,-772.8,-996.5
2011-10-02 16:46,606.8,1338.2,-128.1,731.3,-778.4,-998.4
2011-10-02 17:01,618.1,1353.2,-111.1,746.3,-780.3,-996.5
2011-10-02 17:16,638.9,1372.1,-86.6,772.7,-776.5,-994.7
2011-10-02 17:31,663.4,1398.5,-60.3,799.1,-772.8,-989.1
2011-10-02 17:46,691.6,1432.4,-33.9,836.8,-767.1,-983.6
2011-10-02 18:01,733.1,1466.3,-5.6,878.3,-759.6,-981.7
2011-10-02 18:16,763.3,1513.4,22.7,917.9,-755.8,-974.3
2011-10-02 18:31,802.8,1547.4,50.9,959.3,-744.5,-966.9
2011-10-02 18:46,834.9,1585.1,81.1,997,-738.8,-963.2
2011-10-02 19:01,868.8,1622.8,103.7,1032.8,-727.5,-957.7
2011-10-02 19:16,900.9,1652.9,122.6,1057.3,-725.7,-954
2011-10-02 19:31,917.8,1671.8,135.8,1083.7,-720,-954
2011-10-02 19:46,938.5,1696.3,148.9,1110.1,-720,-952.2
2011-10-02 20:01,961.2,1730.2,160.3,1134.6,-716.2,-950.3
2011-10-02 20:16,978.1,1752.8,173.5,1155.3,-714.3,-950.3
2011-10-02 20:31,997,1777.3,182.9,1176.1,-710.6,-946.6
2011-10-02 20:46,1015.8,1788.6,196.1,1193,-703,-944.8
2011-10-02 21:01,1038.4,1822.5,205.5,1208.1,-699.3,-942.9
2011-10-02 21:16,1040.3,1820.7,209.3,1219.4,-701.2,-941.1
2011-10-02 21:31,1057.3,1826.3,214.9,1230.7,-701.2,-941.1
2011-10-02 21:46,1068.6,1850.8,218.7,1242,-697.4,-941.1
2011-10-02 22:01,1079.9,1860.2,226.2,1251.4,-695.5,-939.2
