Fecha,TDV Control_1,TDV Control_2,TDV 60RDI_1,TDV 60RDI_2,TDV 30RDI_1,TDV 30RDI_2
2011-07-19 20:15,-405.3,-339.2,-1160.9,-725.6,-976.3,-931.8
2011-07-19 20:30,-356.3,-309.1,-1151.5,-716.2,-966.9,-926.3
2011-07-19 20:45,-314.8,-286.5,-1144,-706.8,-959.4,-924.4
2011-07-19 21:00,-271.5,-262,-1136.4,-701.1,-951.8,-920.7
2011-07-19 21:15,-252.6,-241.2,-1128.9,-693.6,-942.4,-917
2011-07-19 21:30,-228.1,-226.2,-1123.2,-691.7,-938.6,-917
2011-07-19 21:45,-199.8,-211.1,-1119.5,-689.8,-934.9,-918.9
2011-07-19 22:00,-173.5,-192.2,-1115.7,-686.1,-931.1,-917
2011-07-19 22:15,-148.9,-177.2,-1111.9,-682.3,-931.1,-917
2011-07-19 22:30,-137.6,-171.5,-1104.4,-680.4,-921.7,-918.9
2011-07-19 22:45,-124.4,-165.9,-1100.6,-676.6,-919.8,-915.2
2011-07-19 23:00,-103.7,-150.8,-1095,-672.9,-916,-913.3
2011-07-19 23:15,-92.4,-139.5,-1089.3,-671,-910.4,-911.5
2011-07-19 23:30,-81.1,-133.8,-1085.6,-669.1,-908.5,-909.6
2011-07-19 23:45,-54.7,-126.3,-1081.8,-665.3,-902.8,-909.6
2011-07-20 0:00,-43.4,-120.6,-1079.9,-665.3,-900.9,-907.8
2011-07-20 0:15,-30.2,-99.9,-1076.1,-663.4,-897.2,-905.9
2011-07-20 0:30,-24.6,-109.3,-1070.5,-661.6,-891.5,-904.1
2011-07-20 0:45,-17,-103.7,-1066.7,-657.8,-887.7,-902.2
2011-07-20 1:00,-9.5,-92.3,-1061.1,-655.9,-884,-904.1
2011-07-20 1:15,-3.8,-88.6,-1059.2,-654,-880.2,-898.5
2011-07-20 1:30,13.1,-86.7,-1055.4,-652.1,-878.3,-898.5
2011-07-20 1:45,13.1,-82.9,-1051.6,-650.3,-874.5,-896.7
2011-07-20 2:00,18.8,-79.2,-1049.7,-650.3,-872.7,-898.5
2011-07-20 2:15,18.8,-73.5,-1046,-646.5,-868.9,-894.8
2011-07-20 2:30,33.9,-67.8,-1044.1,-642.7,-865.1,-894.8
2011-07-20 2:45,47.1,-52.8,-1040.3,-640.8,-859.5,-887.4
2011-07-20 3:00,41.4,-52.8,-1036.6,-638.9,-859.5,-885.6
2011-07-20 3:15,65.9,-41.5,-1034.7,-635.2,-853.8,-883.7
2011-07-20 3:30,64,-45.2,-1029,-631.4,-848.2,-883.7
2011-07-20 3:45,90.4,-28.3,-1023.4,-627.6,-844.4,-876.3
2011-07-20 4:00,84.8,-35.8,-1023.4,-625.7,-840.6,-876.3
2011-07-20 4:15,73.5,-37.7,-1017.7,-623.9,-836.9,-876.3
2011-07-20 4:30,90.4,-22.6,-1013.9,-620.1,-833.1,-874.5
2011-07-20 4:45,92.3,-26.4,-1010.2,-618.2,-827.4,-870.8
2011-07-20 5:00,84.8,-22.6,-1006.4,-616.3,-823.7,-867.1
2011-07-20 5:15,90.4,-24.5,-1004.5,-614.4,-819.9,-865.3
2011-07-20 5:30,107.4,-20.7,-1000.7,-610.7,-816.1,-867.1
2011-07-20 5:45,107.4,-22.6,-995.1,-608.8,-814.2,-861.6
2011-07-20 6:00,105.5,-22.6,-989.4,-610.7,-810.5,-859.7
2011-07-20 6:15,109.3,-24.5,-987.5,-608.8,-806.7,-859.7
2011-07-20 6:30,109.3,-18.8,-985.7,-610.7,-804.8,-857.9
2011-07-20 6:45,99.8,-32,-981.9,-616.3,-808.6,-857.9
2011-07-20 7:00,94.2,-35.8,-985.7,-625.7,-812.4,-861.6
2011-07-20 7:15,88.5,-39.6,-991.3,-637.1,-814.2,-865.3
2011-07-20 7:30,77.2,-54.7,-995.1,-648.4,-823.7,-872.7
2011-07-20 7:45,64,-75.4,-997,-665.3,-835,-878.2
2011-07-20 8:00,52.7,-82.9,-1010.2,-680.4,-848.2,-889.3
2011-07-20 8:15,30.1,-103.7,-1023.4,-699.3,-863.2,-902.2
2011-07-20 8:30,5.6,-118.7,-1036.6,-721.9,-878.3,-909.6
2011-07-20 8:45,-11.4,-137.6,-1053.5,-742.6,-893.4,-917
2011-07-20 9:00,-32.1,-150.8,-1066.7,-759.6,-908.5,-926.3
2011-07-20 9:15,-50.9,-164,-1079.9,-776.5,-919.8,-931.8
2011-07-20 9:30,-58.5,-182.8,-1091.2,-791.6,-929.2,-941.1
2011-07-20 9:45,-81.1,-194.1,-1110.1,-806.7,-938.6,-952.2
2011-07-20 10:00,-105.6,-199.8,-1132.7,-816.1,-949.9,-963.2
2011-07-20 10:15,-126.3,-220.5,-1155.3,-829.3,-961.2,-970.6
2011-07-20 10:30,-158.4,-233.7,-1176,-836.8,-966.9,-976.2
2011-07-20 10:45,-160.3,-245,-1198.6,-844.4,-976.3,-979.9
2011-07-20 11:00,-192.3,-252.5,-1228.8,-851.9,-980.1,-987.3
2011-07-20 11:15,-211.1,-273.3,-1247.6,-859.5,-985.7,-991
2011-07-20 11:30,-218.7,-286.5,-1266.5,-868.9,-991.4,-994.7
2011-07-20 11:45,-241.3,-309.1,-1272.1,-878.3,-998.9,-1000.2
2011-07-20 12:00,-273.3,-327.9,-1283.5,-889.6,-1010.3,-1005.8
2011-07-20 12:15,-277.1,-350.6,-1292.9,-895.3,-1017.8,-1011.3
2011-07-20 12:30,-290.3,-367.5,-1296.6,-902.8,-1025.3,-1011.3
2011-07-20 12:45,-316.7,-390.1,-1300.4,-912.2,-1036.6,-1029.8
2011-07-20 13:00,-335.5,-410.9,-1309.8,-921.7,-1047.9,-1037.2
2011-07-20 13:15,-352.5,-437.3,-1315.5,-929.2,-1055.5,-1042.7
2011-07-20 13:30,-384.5,-463.6,-1321.1,-944.3,-1063,-1048.3
2011-07-20 13:45,-403.4,-486.3,-1330.6,-963.1,-1074.3,-1053.8
2011-07-20 14:00,-429.8,-505.1,-1340,-976.3,-1081.9,-1055.7
2011-07-20 14:15,-446.7,-522.1,-1351.3,-989.5,-1091.3,-1064.9
2011-07-20 14:30,-469.4,-548.5,-1357,-997,-1102.6,-1068.6
2011-07-20 14:45,-486.3,-567.3,-1358.8,-1000.8,-1108.3,-1070.5
2011-07-20 15:00,-497.6,-591.8,-1362.6,-1006.5,-1110.1,-1074.2
2011-07-20 15:15,-522.1,-605,-1366.4,-1010.2,-1112,-1074.2
2011-07-20 15:30,-531.6,-623.8,-1368.3,-1010.2,-1108.3,-1074.2
2011-07-20 15:45,-539.1,-637,-1366.4,-1012.1,-1106.4,-1076
2011-07-20 16:00,-556.1,-638.9,-1360.7,-1014,-1110.1,-1072.3
2011-07-20 16:15,-567.4,-646.5,-1358.8,-1012.1,-1110.1,-1072.3
2011-07-20 16:30,-586.2,-646.5,-1360.7,-1012.1,-1108.3,-1068.6
2011-07-20 16:45,-605.1,-640.8,-1364.5,-1010.2,-1106.4,-1064.9
2011-07-20 17:00,-631.4,-631.4,-1372,-1010.2,-1108.3,-1063.1
2011-07-20 17:15,-650.3,-622,-1383.3,-1004.6,-1108.3,-1063.1
2011-07-20 17:30,-652.2,-597.5,-1389,-993.3,-1102.6,-1052
2011-07-20 17:45,-642.7,-584.3,-1400.3,-983.8,-1096.9,-1050.1
2011-07-20 18:00,-633.3,-557.9,-1407.8,-972.5,-1093.2,-1042.7
2011-07-20 18:15,-606.9,-527.7,-1406,-959.3,-1085.6,-1028
2011-07-20 18:30,-597.5,-507,-1398.4,-942.4,-1080,-1018.7
2011-07-20 18:45,-574.9,-478.7,-1396.5,-929.2,-1072.4,-1009.5
2011-07-20 19:00,-542.9,-442.9,-1396.5,-916,-1068.7,-1009.5
2011-07-20 19:15,-495.7,-407.1,-1394.7,-906.6,-1063,-1007.6
2011-07-20 19:30,-458,-376.9,-1392.8,-897.2,-1057.4,-1011.3
2011-07-20 19:45,-414.7,-343,-1390.9,-885.8,-1051.7,-1011.3
2011-07-20 20:00,-367.6,-314.7,-1390.9,-880.2,-1047.9,-1011.3
2011-07-20 20:15,-318.6,-278.9,-1390.9,-872.6,-1046.1,-1011.3
2011-07-20 20:30,-292.2,-262,-1389,-867,-1042.3,-1009.5
2011-07-20 20:45,-256.4,-231.8,-1389,-861.3,-1036.6,-1005.8
2011-07-20 21:00,-226.2,-218.6,-1387.1,-857.6,-1032.9,-1005.8
2011-07-20 21:15,-196.1,-196,-1389,-853.8,-1032.9,-1003.9
2011-07-20 21:30,-177.2,-180.9,-1387.1,-848.1,-1027.2,-1002.1
2011-07-20 21:45,-154.6,-165.9,-1385.2,-842.5,-1023.4,-998.4
2011-07-20 22:00,-122.6,-148.9,-1383.3,-838.7,-1021.6,-998.4
2011-07-20 22:15,-122.6,-145.1,-1383.3,-838.7,-1017.8,-996.5
2011-07-20 22:30,-96.2,-131.9,-1381.5,-836.8,-1017.8,-996.5
2011-07-20 22:45,-88.6,-118.7,-1381.5,-842.5,-1014,-994.7
2011-07-20 23:00,-81.1,-115,-1381.5,-835,-1014,-994.7
2011-07-20 23:15,-54.7,-107.4,-1381.5,-833.1,-1012.1,-994.7
2011-07-20 23:30,-50.9,-105.5,-1381.5,-835,-1010.3,-996.5
2011-07-20 23:45,-39.6,-103.7,-1379.6,-836.8,-1006.5,-994.7
2011-07-21 0:00,-20.8,-88.6,-1381.5,-836.8,-1006.5,-994.7
2011-07-21 0:15,-26.4,-90.5,-1381.5,-835,-1006.5,-996.5
2011-07-21 0:30,-13.2,-81,-1379.6,-835,-1004.6,-991
2011-07-21 0:45,-13.2,-81,-1377.7,-835,-1002.7,-994.7
2011-07-21 1:00,-3.8,-71.6,-1377.7,-836.8,-1002.7,-998.4
2011-07-21 1:15,-3.8,-79.2,-1379.6,-838.7,-1000.8,-996.5
2011-07-21 1:30,-7.6,-77.3,-1379.6,-836.8,-998.9,-998.4
2011-07-21 1:45,5.6,-69.7,-1379.6,-835,-1000.8,-994.7
2011-07-21 2:00,13.1,-69.7,-1379.6,-836.8,-1000.8,-998.4
2011-07-21 2:15,26.3,-56.5,-1379.6,-835,-995.2,-996.5
2011-07-21 2:30,22.6,-58.4,-1379.6,-835,-997.1,-996.5
2011-07-21 2:45,26.3,-52.8,-1377.7,-835,-995.2,-996.5
2011-07-21 3:00,33.9,-41.5,-1379.6,-831.2,-991.4,-991
2011-07-21 3:15,43.3,-35.8,-1377.7,-829.3,-989.5,-992.8
2011-07-21 3:30,48.9,-39.6,-1377.7,-825.5,-983.9,-989.1
2011-07-21 3:45,60.3,-32,-1375.8,-823.6,-983.9,-989.1
2011-07-21 4:00,58.4,-33.9,-1373.9,-823.6,-982,-983.6
2011-07-21 4:15,64,-26.4,-1373.9,-819.9,-982,-983.6
2011-07-21 4:30,69.7,-22.6,-1372,-816.1,-976.3,-983.6
2011-07-21 4:45,71.6,-22.6,-1370.1,-816.1,-972.6,-983.6
2011-07-21 5:00,71.6,-15.1,-1370.1,-810.5,-972.6,-978
2011-07-21 5:15,81,-13.2,-1366.4,-812.3,-968.8,-976.2
2011-07-21 5:30,96.1,-13.2,-1362.6,-810.5,-963.1,-974.3
2011-07-21 5:45,90.4,-3.8,-1362.6,-808.6,-963.1,-974.3
2011-07-21 6:00,92.3,-7.5,-1360.7,-808.6,-961.2,-972.5
2011-07-21 6:15,98,-15.1,-1355.1,-808.6,-961.2,-970.6
2011-07-21 6:30,99.8,-11.3,-1353.2,-810.5,-959.4,-968.8
2011-07-21 6:45,82.9,-24.5,-1349.4,-812.3,-959.4,-970.6
2011-07-21 7:00,84.8,-24.5,-1349.4,-814.2,-961.2,-970.6
2011-07-21 7:15,96.1,-22.6,-1349.4,-819.9,-963.1,-974.3
2011-07-21 7:30,90.4,-30.2,-1341.9,-825.5,-965,-976.2
2011-07-21 7:45,94.2,-37.7,-1336.2,-833.1,-970.7,-972.5
2011-07-21 8:00,84.8,-41.5,-1336.2,-836.8,-976.3,-978
2011-07-21 8:15,77.2,-49,-1338.1,-844.4,-982,-981.7
2011-07-21 8:30,62.1,-60.3,-1336.2,-850,-987.6,-989.1
2011-07-21 8:45,50.8,-66,-1332.5,-851.9,-997.1,-989.1
2011-07-21 9:00,33.9,-75.4,-1330.6,-851.9,-1002.7,-992.8
2011-07-21 9:15,45.2,-88.6,-1323,-850,-1010.3,-996.5
2011-07-21 9:30,24.4,-96.1,-1315.5,-850,-1017.8,-1002.1
2011-07-21 9:45,9.4,-99.9,-1309.8,-846.3,-1023.4,-1011.3
2011-07-21 10:00,7.5,-109.3,-1306.1,-838.7,-1032.9,-1018.7
2011-07-21 10:15,5.6,-115,-1304.2,-836.8,-1036.6,-1022.4
2011-07-21 10:30,-13.2,-116.8,-1302.3,-833.1,-1042.3,-1031.7
2011-07-21 10:45,-35.9,-133.8,-1306.1,-831.2,-1051.7,-1037.2
2011-07-21 11:00,-45.3,-148.9,-1311.7,-825.5,-1055.5,-1042.7
2011-07-21 11:15,-39.6,-150.8,-1313.6,-821.8,-1059.3,-1050.1
2011-07-21 11:30,-69.8,-164,-1309.8,-819.9,-1066.8,-1052
2011-07-21 11:45,-73.6,-175.3,-1304.2,-816.1,-1072.4,-1059.4
2011-07-21 12:00,-90.5,-175.3,-1300.4,-816.1,-1080,-1064.9
2011-07-21 12:15,-103.7,-199.8,-1289.1,-814.2,-1085.6,-1070.5
2011-07-21 12:30,-118.8,-214.9,-1283.5,-812.3,-1091.3,-1074.2
2011-07-21 12:45,-122.6,-222.4,-1274,-808.6,-1098.8,-1081.6
2011-07-21 13:00,-122.6,-233.7,-1268.4,-806.7,-1110.1,-1090.8
2011-07-21 13:15,-145.2,-245,-1258.9,-812.3,-1112,-1096.4
2011-07-21 13:30,-169.7,-260.1,-1253.3,-814.2,-1119.6,-1103.8
2011-07-21 13:45,-173.5,-271.4,-1247.6,-819.9,-1127.1,-1107.5
2011-07-21 14:00,-182.9,-277.1,-1240.1,-823.6,-1130.9,-1113
2011-07-21 14:15,-186.6,-284.6,-1234.4,-831.2,-1144.1,-1120.4
2011-07-21 14:30,-201.7,-297.8,-1225,-827.4,-1147.8,-1122.2
2011-07-21 14:45,-198,-299.7,-1209.9,-823.6,-1153.5,-1122.2
2011-07-21 15:00,-199.8,-311,-1196.8,-823.6,-1155.4,-1127.8
2011-07-21 15:15,-209.3,-312.9,-1185.4,-821.8,-1157.3,-1124.1
2011-07-21 15:30,-209.3,-309.1,-1166.6,-816.1,-1153.5,-1124.1
2011-07-21 15:45,-222.5,-309.1,-1157.2,-814.2,-1159.1,-1124.1
2011-07-21 16:00,-228.1,-305.3,-1144,-808.6,-1159.1,-1120.4
2011-07-21 16:15,-213,-299.7,-1138.3,-799.1,-1159.1,-1116.7
2011-07-21 16:30,-209.3,-284.6,-1125.1,-786,-1159.1,-1107.5
2011-07-21 16:45,-211.1,-271.4,-1121.4,-780.3,-1157.3,-1101.9
2011-07-21 17:00,-211.1,-260.1,-1115.7,-767.1,-1161,-1096.4
2011-07-21 17:15,-207.4,-235.6,-1104.4,-755.8,-1157.3,-1089
2011-07-21 17:30,-222.5,-229.9,-1093.1,-736.9,-1153.5,-1081.6
2011-07-21 17:45,-207.4,-213,-1079.9,-721.9,-1149.7,-1077.9
2011-07-21 18:00,-179.1,-188.5,-1064.8,-701.1,-1147.8,-1068.6
2011-07-21 18:15,-190.4,-179,-1046,-680.4,-1142.2,-1059.4
2011-07-21 18:30,-171.6,-165.9,-1021.5,-659.7,-1138.4,-1053.8
2011-07-21 18:45,-156.5,-152.7,-1002.6,-637.1,-1136.5,-1048.3
2011-07-21 19:00,-137.6,-137.6,-985.7,-618.2,-1132.8,-1048.3
2011-07-21 19:15,-115,-128.2,-964.9,-599.4,-1129,-1048.3
2011-07-21 19:30,-99.9,-113.1,-948,-582.4,-1127.1,-1053.8
2011-07-21 19:45,-71.7,-101.8,-931,-563.6,-1123.3,-1053.8
2011-07-21 20:00,-50.9,-98,-914,-546.6,-1119.6,-1053.8
2011-07-21 20:15,-28.3,-81,-899,-533.4,-1115.8,-1057.5
2011-07-21 20:30,-22.7,-75.4,-885.8,-518.3,-1113.9,-1057.5
2011-07-21 20:45,-0.1,-66,-872.6,-505.1,-1112,-1061.2
2011-07-21 21:00,7.5,-60.3,-863.2,-491.9,-1110.1,-1061.2
2011-07-21 21:15,22.6,-50.9,-850,-480.6,-1108.3,-1059.4
2011-07-21 21:30,28.2,-52.8,-838.7,-467.4,-1104.5,-1061.2
2011-07-21 21:45,33.9,-41.5,-829.2,-456.1,-1104.5,-1063.1
2011-07-21 22:00,52.7,-32,-817.9,-446.7,-1102.6,-1061.2
2011-07-21 22:15,52.7,-30.2,-810.4,-433.5,-1098.8,-1057.5
2011-07-21 22:30,64,-26.4,-801,-426,-1096.9,-1059.4
2011-07-21 22:45,62.1,-24.5,-791.5,-412.8,-1095.1,-1057.5
2011-07-21 23:00,82.9,-15.1,-782.1,-401.5,-1093.2,-1057.5
2011-07-21 23:15,71.6,-20.7,-770.8,-392,-1091.3,-1055.7
2011-07-21 23:30,84.8,-11.3,-761.4,-382.6,-1089.4,-1055.7
2011-07-21 23:45,88.5,-5.6,-752,-373.2,-1085.6,-1055.7
2011-07-22 0:00,98,1.9,-744.4,-363.8,-1081.9,-1052
2011-07-22 0:15,99.8,1.9,-735,-354.3,-1080,-1050.1
2011-07-22 0:30,96.1,0,-727.5,-350.6,-1078.1,-1052
2011-07-22 0:45,101.7,0,-718,-341.2,-1078.1,-1052
2011-07-22 1:00,111.1,1.9,-712.4,-333.6,-1076.2,-1052
2011-07-22 1:15,111.1,11.3,-704.8,-326.1,-1072.4,-1048.3
2011-07-22 1:30,107.4,11.3,-697.3,-318.5,-1072.4,-1048.3
2011-07-22 1:45,114.9,9.4,-689.8,-311,-1068.7,-1046.4
2011-07-22 2:00,130,7.5,-682.2,-305.3,-1066.8,-1046.4
2011-07-22 2:15,141.3,24.5,-672.8,-297.8,-1064.9,-1042.7
2011-07-22 2:30,135.6,33.9,-663.4,-288.4,-1059.3,-1042.7
2011-07-22 2:45,148.8,30.2,-653.9,-284.6,-1057.4,-1039
2011-07-22 3:00,158.3,37.7,-644.5,-279,-1055.5,-1037.2
2011-07-22 3:15,150.7,35.8,-640.8,-275.2,-1053.6,-1039
2011-07-22 3:30,150.7,32,-633.2,-273.3,-1051.7,-1037.2
2011-07-22 3:45,150.7,32,-631.3,-269.5,-1051.7,-1037.2
2011-07-22 4:00,139.4,26.4,-623.8,-263.9,-1049.8,-1035.3
2011-07-22 4:15,147,35.8,-616.3,-256.3,-1046.1,-1033.5
2011-07-22 4:30,154.5,41.5,-606.8,-250.7,-1044.2,-1031.7
2011-07-22 4:45,150.7,37.7,-601.2,-245,-1042.3,-1031.7
2011-07-22 5:00,162,37.7,-591.8,-241.3,-1040.4,-1028
2011-07-22 5:15,152.6,41.5,-584.2,-235.6,-1038.5,-1028
2011-07-22 5:30,169.6,45.2,-580.4,-228.1,-1038.5,-1029.8
2011-07-22 5:45,156.4,37.7,-572.9,-224.3,-1036.6,-1028
2011-07-22 6:00,162,37.7,-565.4,-218.6,-1032.9,-1024.3
2011-07-22 6:15,162,39.6,-557.8,-213,-1029.1,-1020.6
2011-07-22 6:30,165.8,37.7,-552.2,-213,-1027.2,-1020.6
2011-07-22 6:45,156.4,30.2,-550.3,-216.8,-1027.2,-1020.6
2011-07-22 7:00,145.1,24.5,-550.3,-218.6,-1029.1,-1020.6
2011-07-22 7:15,156.4,28.3,-548.4,-222.4,-1029.1,-1018.7
2011-07-22 7:30,150.7,22.6,-548.4,-230,-1032.9,-1026.1
2011-07-22 7:45,139.4,17,-552.2,-235.6,-1034.8,-1026.1
2011-07-22 8:00,143.2,7.5,-552.2,-243.1,-1034.8,-1026.1
2011-07-22 8:15,126.2,0,-557.8,-263.9,-1038.5,-1028
2011-07-22 8:30,98,-11.3,-569.1,-279,-1047.9,-1037.2
2011-07-22 8:45,109.3,-13.2,-574.8,-292.2,-1053.6,-1039
2011-07-22 9:00,98,-20.7,-580.4,-301.6,-1059.3,-1042.7
2011-07-22 9:15,99.8,-18.8,-582.3,-312.9,-1061.1,-1040.9
2011-07-22 9:30,99.8,-32,-593.6,-331.7,-1066.8,-1044.6
2011-07-22 9:45,71.6,-45.2,-618.1,-352.5,-1078.1,-1053.8
2011-07-22 10:00,67.8,-54.7,-642.6,-371.3,-1085.6,-1063.1
2011-07-22 10:15,33.9,-67.8,-674.7,-393.9,-1095.1,-1070.5
2011-07-22 10:30,18.8,-79.2,-703,-407.1,-1104.5,-1074.2
2011-07-22 10:45,18.8,-79.2,-727.5,-422.2,-1108.3,-1079.7
2011-07-22 11:00,22.6,-79.2,-761.4,-433.5,-1112,-1085.3
2011-07-22 11:15,16.9,-90.5,-784,-442.9,-1112,-1083.4
2011-07-22 11:30,7.5,-96.1,-804.7,-461.8,-1117.7,-1090.8
2011-07-22 11:45,-9.5,-107.4,-819.8,-480.6,-1123.3,-1094.5
2011-07-22 12:00,-24.6,-124.4,-838.7,-497.6,-1129,-1101.9
2011-07-22 12:15,-24.6,-120.6,-851.8,-514.5,-1136.5,-1105.6
2011-07-22 12:30,-43.4,-137.6,-866.9,-527.7,-1140.3,-1107.5
2011-07-22 12:45,-56.6,-143.2,-882,-540.9,-1147.8,-1113
2011-07-22 13:00,-56.6,-147,-897.1,-556,-1153.5,-1124.1
2011-07-22 13:15,-73.6,-167.7,-914,-574.9,-1159.1,-1131.5
2011-07-22 13:30,-79.2,-177.2,-929.1,-599.4,-1164.8,-1135.2
2011-07-22 13:45,-90.5,-188.5,-944.2,-622,-1178,-1142.6
2011-07-22 14:00,-103.7,-196,-959.3,-638.9,-1181.8,-1150
2011-07-22 14:15,-98.1,-205.4,-972.5,-659.7,-1189.3,-1153.7
2011-07-22 14:30,-122.6,-218.6,-981.9,-674.8,-1202.5,-1157.4
2011-07-22 14:45,-126.3,-228,-987.5,-684.2,-1206.3,-1159.2
2011-07-22 15:00,-135.8,-243.1,-993.2,-691.7,-1215.7,-1164.8
2011-07-22 15:15,-143.3,-248.8,-1000.7,-703,-1217.6,-1168.5
2011-07-22 15:30,-147.1,-248.8,-1006.4,-710.6,-1217.6,-1168.5
2011-07-22 15:45,-148.9,-241.2,-1004.5,-710.6,-1215.7,-1164.8
2011-07-22 16:00,-145.2,-239.4,-1002.6,-710.6,-1217.6,-1166.6
2011-07-22 16:15,-135.8,-233.7,-1006.4,-706.8,-1217.6,-1155.5
2011-07-22 16:30,-132,-214.9,-1010.2,-703,-1217.6,-1153.7
2011-07-22 16:45,-132,-209.2,-1019.6,-701.1,-1217.6,-1144.4
2011-07-22 17:00,-126.3,-182.8,-1027.1,-697.4,-1213.8,-1138.9
2011-07-22 17:15,-126.3,-173.4,-1030.9,-687.9,-1215.7,-1131.5
2011-07-22 17:30,-118.8,-150.8,-1034.7,-680.4,-1211.9,-1127.8
2011-07-22 17:45,-107.5,-141.4,-1036.6,-671,-1204.4,-1118.5
2011-07-22 18:00,-101.8,-109.3,-1034.7,-663.4,-1202.5,-1109.3
2011-07-22 18:15,-90.5,-94.2,-1029,-652.1,-1198.7,-1098.2
2011-07-22 18:30,-88.6,-90.5,-1017.7,-642.7,-1195,-1092.7
2011-07-22 18:45,-60.4,-71.6,-1012,-629.5,-1191.2,-1083.4
2011-07-22 19:00,-50.9,-64.1,-1004.5,-620.1,-1189.3,-1081.6
2011-07-22 19:15,-35.9,-50.9,-1000.7,-612.6,-1185.5,-1085.3
2011-07-22 19:30,-17,-47.1,-993.2,-605,-1181.8,-1081.6
2011-07-22 19:45,-5.7,-41.5,-985.7,-597.5,-1178,-1085.3
2011-07-22 20:00,13.1,-32,-978.1,-591.8,-1172.3,-1087.1
2011-07-22 20:15,33.9,-22.6,-974.4,-586.2,-1170.5,-1089
2011-07-22 20:30,37.6,-15.1,-968.7,-582.4,-1168.6,-1087.1
2011-07-22 20:45,52.7,-9.4,-964.9,-578.6,-1166.7,-1089
2011-07-22 21:00,60.3,-7.5,-961.2,-576.7,-1164.8,-1087.1
2011-07-22 21:15,79.1,-1.9,-957.4,-574.9,-1162.9,-1087.1
2011-07-22 21:30,71.6,0,-953.6,-573,-1159.1,-1090.8
2011-07-22 21:45,81,1.9,-949.9,-571.1,-1157.3,-1090.8
2011-07-22 22:00,94.2,7.5,-946.1,-569.2,-1157.3,-1087.1
2011-07-22 22:15,98,9.4,-944.2,-569.2,-1155.4,-1089
2011-07-22 22:30,105.5,15.1,-938.5,-569.2,-1153.5,-1089
2011-07-22 22:45,107.4,20.7,-938.5,-567.3,-1149.7,-1087.1
2011-07-22 23:00,114.9,18.9,-934.8,-563.6,-1149.7,-1087.1
2011-07-22 23:15,131.9,26.4,-931,-563.6,-1149.7,-1085.3
2011-07-22 23:30,118.7,24.5,-929.1,-561.7,-1146,-1083.4
2011-07-22 23:45,128.1,26.4,-925.4,-561.7,-1146,-1085.3
2011-07-23 0:00,139.4,28.3,-921.6,-559.8,-1144.1,-1083.4
2011-07-23 0:15,124.3,28.3,-917.8,-556,-1142.2,-1081.6
2011-07-23 0:30,130,37.7,-910.3,-556,-1138.4,-1079.7
2011-07-23 0:45,135.6,35.8,-906.5,-554.1,-1136.5,-1079.7
2011-07-23 1:00,130,39.6,-902.7,-554.1,-1134.6,-1076
2011-07-23 1:15,147,41.5,-899,-554.1,-1130.9,-1076
2011-07-23 1:30,141.3,32,-897.1,-554.1,-1127.1,-1076
2011-07-23 1:45,135.6,35.8,-895.2,-554.1,-1127.1,-1074.2
2011-07-23 2:00,145.1,32,-895.2,-556,-1130.9,-1077.9
2011-07-23 2:15,158.3,35.8,-893.3,-554.1,-1129,-1077.9
2011-07-23 2:30,163.9,43.4,-891.4,-550.4,-1127.1,-1076
2011-07-23 2:45,163.9,47.1,-887.7,-548.5,-1125.2,-1074.2
2011-07-23 3:00,156.4,47.1,-883.9,-546.6,-1119.6,-1072.3
2011-07-23 3:15,163.9,52.8,-882,-546.6,-1119.6,-1072.3
2011-07-23 3:30,165.8,43.4,-878.2,-542.8,-1115.8,-1068.6
2011-07-23 3:45,165.8,52.8,-874.5,-539.1,-1113.9,-1066.8
2011-07-23 4:00,167.7,60.3,-868.8,-539.1,-1113.9,-1066.8
2011-07-23 4:15,175.2,60.3,-866.9,-535.3,-1108.3,-1063.1
2011-07-23 4:30,163.9,62.2,-863.2,-533.4,-1108.3,-1061.2
2011-07-23 4:45,171.5,58.4,-857.5,-531.5,-1104.5,-1059.4
2011-07-23 5:00,188.4,71.6,-853.7,-527.7,-1100.7,-1055.7
2011-07-23 5:15,192.2,64.1,-850,-525.9,-1098.8,-1053.8
2011-07-23 5:30,190.3,71.6,-844.3,-524,-1095.1,-1053.8
2011-07-23 5:45,197.8,84.8,-842.4,-520.2,-1095.1,-1050.1
2011-07-23 6:00,201.6,77.3,-834.9,-518.3,-1089.4,-1048.3
2011-07-23 6:15,194.1,75.4,-827.3,-518.3,-1085.6,-1044.6
2011-07-23 6:30,201.6,77.3,-825.5,-520.2,-1081.9,-1040.9
2011-07-23 6:45,190.3,66,-823.6,-520.2,-1083.8,-1039
2011-07-23 7:00,182.8,62.2,-821.7,-525.9,-1083.8,-1042.7
2011-07-23 7:15,188.4,64.1,-823.6,-529.6,-1085.6,-1042.7
2011-07-23 7:30,179,56.5,-825.5,-535.3,-1085.6,-1046.4
2011-07-23 7:45,184.6,58.4,-827.3,-540.9,-1085.6,-1046.4
2011-07-23 8:00,175.2,49,-827.3,-544.7,-1087.5,-1046.4
2011-07-23 8:15,194.1,56.5,-831.1,-550.4,-1087.5,-1048.3
2011-07-23 8:30,184.6,52.8,-836.8,-556,-1089.4,-1046.4
2011-07-23 8:45,163.9,39.6,-846.2,-573,-1096.9,-1053.8
2011-07-23 9:00,152.6,26.4,-857.5,-580.5,-1100.7,-1057.5
