Fecha,TDV Control-2L(µm) P14,TDV Control-2L (µm) P15,TDV 45SDI-2L (µm) P6,TDV 45SDI-2L (µm) P11
2016-04-30 16:14:59.935,-186.10000000000036,-153.5,-137.29999999999973,-184.80000000000018
2016-04-30 16:29:59.935,-176.10000000000036,-145.80000000000018,-126.5,-169.5
2016-04-30 16:44:59.935,-166.9000000000001,-137.5,-117.69999999999982,-154.69999999999982
2016-04-30 16:59:59.935,-154.60000000000036,-126.5,-108.69999999999982,-142.0999999999999
2016-04-30 17:14:59.935,-150.20000000000027,-119.40000000000009,-103.59999999999991,-133.5
2016-04-30 17:29:59.935,-149.60000000000036,-121.40000000000009,-108.69999999999982,-138.69999999999982
2016-04-30 17:44:59.935,-154.60000000000036,-118.80000000000018,-104.29999999999973,-136.0999999999999
2016-04-30 17:59:59.935,-155.20000000000027,-117.5,-105.5,-138.0999999999999
2016-04-30 18:14:59.935,-152,-116.90000000000009,-101.69999999999982,-134.0999999999999
2016-04-30 18:29:59.935,-145.9000000000001,-113.69999999999982,-97.29999999999973,-125.5
2016-04-30 18:44:59.935,-137.20000000000027,-108.59999999999991,-91,-119.5
2016-04-30 18:59:59.935,-129.20000000000027,-106.69999999999982,-82,-108.69999999999982
2016-04-30 19:14:59.935,-118.10000000000036,-96.30000000000018,-75,-93.40000000000009
2016-04-30 19:29:59.935,-111.90000000000009,-89.90000000000009,-65.5,-82.09999999999991
2016-04-30 19:44:59.935,-99.5,-84.19999999999982,-56.59999999999991,-70.69999999999982
2016-04-30 19:59:59.935,-89.70000000000027,-74.5,-51.5,-59.40000000000009
2016-04-30 20:14:59.935,-83.40000000000009,-67.40000000000009,-46.40000000000009,-52
2016-04-30 20:29:59.935,-79.10000000000036,-63.59999999999991,-41.40000000000009,-46
2016-04-30 20:44:59.935,-71.10000000000036,-59.69999999999982,-35.59999999999991,-36
2016-04-30 20:59:59.935,-63.70000000000027,-52,-29.90000000000009,-28.699999999999818
2016-04-30 21:14:59.935,-58.70000000000027,-50.80000000000018,-23.5,-19.40000000000009
2016-04-30 21:29:59.935,-50,-46.19999999999982,-18.5,-13.400000000000091
2016-04-30 21:44:59.935,-43.90000000000009,-39.90000000000009,-12,-4.599999999999909
2016-04-30 21:59:59.935,-39.600000000000364,-35.40000000000009,-8.199999999999818,2.599999999999909
2016-04-30 22:14:59.935,-32.80000000000018,-28.90000000000009,-3.199999999999818,4
2016-04-30 22:29:59.935,-27.800000000000182,-25.09999999999991,0,10.599999999999909
2016-04-30 22:44:59.935,-24.800000000000182,-24.5,3.200000000000273,14
2016-04-30 22:59:59.935,-24.800000000000182,-21.199999999999818,6.300000000000182,15.400000000000091
2016-04-30 23:14:59.935,-17.90000000000009,-16.199999999999818,10.099999999999909,23.40000000000009
2016-04-30 23:29:59.935,-15.5,-15.400000000000091,10.800000000000182,23.40000000000009
2016-04-30 23:44:59.935,-11.100000000000364,-10.400000000000091,16.59999999999991,32
2016-04-30 23:59:59.935,-5,-5.199999999999818,20.40000000000009,35.40000000000009
2016-05-01 00:14:59.935,-5.5,-3.300000000000182,22.90000000000009,36.59999999999991
2016-05-01 00:29:59.935,-5.5,-3.300000000000182,20.40000000000009,35.40000000000009
2016-05-01 00:44:59.935,-4.400000000000091,-3.900000000000091,21.59999999999991,36.59999999999991
2016-05-01 00:59:59.935,-3.700000000000273,-5.800000000000182,21.59999999999991,36
2016-05-01 01:14:59.935,-5.5,-5.199999999999818,24.200000000000273,36
2016-05-01 01:29:59.935,-3.100000000000364,-3.300000000000182,23.5,40.59999999999991
2016-05-01 01:44:59.935,3,-1.300000000000182,28,42
2016-05-01 01:59:59.935,6.699999999999818,3.800000000000182,29.200000000000273,47.40000000000009
2016-05-01 02:14:59.935,9.899999999999636,3.099999999999909,28.59999999999991,51.40000000000009
2016-05-01 02:29:59.935,11.699999999999818,5,31.09999999999991,53.40000000000009
2016-05-01 02:44:59.935,13.599999999999909,8.300000000000182,34.30000000000018,51.40000000000009
2016-05-01 02:59:59.935,15.399999999999636,11.5,36.20000000000027,56.59999999999991
2016-05-01 03:14:59.935,16.699999999999818,11.5,38.09999999999991,54.59999999999991
2016-05-01 03:29:59.935,17.899999999999636,10.800000000000182,42.59999999999991,53.40000000000009
2016-05-01 03:44:59.935,16,10.199999999999818,32.40000000000009,52.59999999999991
2016-05-01 03:59:59.935,17.299999999999727,13.5,33,52
2016-05-01 04:14:59.935,13.599999999999909,10.800000000000182,29.90000000000009,48
2016-05-01 04:29:59.935,11.699999999999818,9.599999999999909,23.5,45.40000000000009
2016-05-01 04:44:59.935,8,8.900000000000091,22.90000000000009,42.59999999999991
2016-05-01 04:59:59.935,6.699999999999818,6.400000000000091,19.09999999999991,36
2016-05-01 05:14:59.935,4.299999999999727,3.800000000000182,15.900000000000091,34.59999999999991
2016-05-01 05:29:59.935,-0.7000000000002728,4.400000000000091,19.09999999999991,34
2016-05-01 05:44:59.935,-2.5,2.5,17.800000000000182,32
