,Fecha,estado real,estado estimado,error,probabilidad estado 1,probabilidad estado 2,probabilidad estado 3
LTP Control_1,2015-05-10,1.0,1.0,0.0,0.8849109136853025,0.11485905691322423,0.000230029401473254
LTP Control_1,2015-05-11,1.0,1.0,0.0,0.7323750990249762,0.26599704400382074,0.0016278569712031151
LTP Control_1,2015-05-12,1.0,2.0,-1.0,0.05438555175972417,0.9163163678006124,0.02929808043966336
LTP Control_1,2015-05-13,1.0,1.0,0.0,0.8830049801365012,0.11692991844726142,6.510141623747228e-05
LTP Control_1,2015-05-14,1.0,1.0,0.0,0.9233388019981451,0.07660840231772086,5.2795684134129175e-05
LTP Control_1,2015-05-15,1.0,1.0,0.0,0.8840283289297475,0.11588743269933581,8.423837091669486e-05
LTP Control_1,2015-05-16,1.0,1.0,0.0,0.9029025282710629,0.09704304536352694,5.442636541031808e-05
LTP Control_1,2015-05-17,1.0,1.0,0.0,0.9250833068401607,0.07487266901758265,4.402414225656283e-05
LTP Control_1,2015-05-18,1.0,1.0,0.0,0.9381092805378026,0.06184828733233821,4.243212985904154e-05
LTP Control_1,2015-05-19,1.0,1.0,0.0,0.9174877650483578,0.0824878787429691,2.4356208673108238e-05
LTP Control_1,2015-05-20,1.0,1.0,0.0,0.80947466212585,0.19044371817458378,8.161969956619452e-05
LTP Control_1,2015-05-21,1.0,1.0,0.0,0.9062823754124472,0.09367814822363657,3.947636391634211e-05
LTP Control_1,2015-05-22,1.0,1.0,0.0,0.8716656915100518,0.1282757335113641,5.857497858402422e-05
LTP Control_1,2015-05-23,1.0,1.0,0.0,0.885969548982764,0.11397082663937051,5.9624377865367465e-05
LTP Control_1,2015-05-24,1.0,1.0,0.0,0.9667698389915085,0.03322352409292202,6.636915569370133e-06
LTP Control_1,2015-05-25,1.0,1.0,0.0,0.9104200822630989,0.08952357200142988,5.634573547139498e-05
LTP Control_1,2015-05-26,1.0,1.0,0.0,0.9166240244441995,0.08334535081150593,3.06247442944587e-05
LTP Control_1,2015-05-27,1.0,1.0,0.0,0.9303180898104769,0.06965059872759528,3.131146192767866e-05
LTP Control_1,2015-05-28,1.0,1.0,0.0,0.9342156534475565,0.06575154497935587,3.280157308770137e-05
LTP Control_1,2015-05-29,1.0,1.0,0.0,0.9415933845698575,0.0583814659819097,2.5149448232796534e-05
LTP Control_1,2015-05-30,1.0,1.0,0.0,0.9192463946324849,0.080718782825099,3.482254241609681e-05
LTP Control_1,2015-05-31,1.0,1.0,0.0,0.887535710261768,0.11244263685316973,2.165288506219396e-05
LTP Control_1,2015-06-01,1.0,1.0,0.0,0.9188711293262064,0.0810933695493857,3.550112440783711e-05
LTP Control_1,2015-06-02,1.0,1.0,0.0,0.8980065511676498,0.10195240978814758,4.1039044202677256e-05
LTP Control_1,2015-06-03,1.0,1.0,0.0,0.929291793704261,0.07066053146165507,4.767483408406192e-05
LTP Control_1,2015-06-04,1.0,1.0,0.0,0.9331084845205002,0.06683916039574796,5.2355083751699094e-05
LTP Control_1,2015-06-05,1.0,1.0,0.0,0.9441915601648901,0.05576816397709377,4.027585801606654e-05
LTP Control_1,2015-06-06,1.0,1.0,0.0,0.9617364557809067,0.03824798299572894,1.5561223364316388e-05
LTP Control_1,2015-06-07,1.0,1.0,0.0,0.9530687458053654,0.04691167728695222,1.957690768236665e-05
LTP Control_1,2015-06-08,1.0,1.0,0.0,0.9562888611342317,0.04369262182297071,1.8517042797564638e-05
LTP Control_1,2015-06-09,1.0,1.0,0.0,0.9663325153502684,0.03364973941276789,1.7745236963643122e-05
LTP Control_1,2015-06-10,1.0,1.0,0.0,0.948354415509296,0.05162272210704823,2.2862383655731264e-05
LTP Control_1,2015-06-11,1.0,1.0,0.0,0.9452563080608094,0.05472360806622075,2.0083872969931074e-05
LTP Control_1,2015-06-12,1.0,1.0,0.0,0.9124358402358784,0.08752130843282914,4.285133129246924e-05
LTP Control_1,2015-06-13,1.0,1.0,0.0,0.940090726349808,0.059885895790668164,2.3377859524012016e-05
LTP Control_1,2015-06-14,1.0,1.0,0.0,0.9337767145247495,0.0661991110179375,2.4174457313164407e-05
LTP Control_1,2015-06-15,1.0,1.0,0.0,0.9477018091270456,0.05228671318751572,1.147768543861103e-05
LTP Control_1,2015-06-16,1.0,1.0,0.0,0.9141486313966174,0.08583251090141034,1.8857701972266623e-05
LTP Control_1,2015-06-17,1.0,1.0,0.0,0.9305829483120457,0.06939111877788942,2.5932910064912103e-05
LTP Control_1,2015-06-18,1.0,1.0,0.0,0.9437802759645887,0.05618316468481385,3.6559350597509825e-05
