,Fecha,estado real,estado estimado,error,probabilidad estado 1,probabilidad estado 2,probabilidad estado 3
LTP Control_1_1,2019-04-30,1.0,1.0,0.0,0.8605251886144101,0.13937826050342433,9.655088216562117e-05
LTP Control_1_1,2019-05-01,1.0,1.0,0.0,0.8064781107787026,0.19340757364319963,0.00011431557809778219
LTP Control_1_1,2019-05-02,1.0,1.0,0.0,0.7897780754717243,0.21008113655763747,0.0001407879706381812
LTP Control_1_1,2019-05-03,1.0,1.0,0.0,0.6830746430476206,0.3164771077402735,0.00044824921210590945
LTP Control_1_1,2019-05-04,1.0,1.0,0.0,0.6455226431817296,0.3541154780959211,0.00036187872234923375
LTP Control_1_1,2019-05-05,1.0,1.0,0.0,0.7820084747856147,0.21789277375149477,9.875146289051755e-05
LTP Control_1_1,2019-05-06,1.0,1.0,0.0,0.8094253792750251,0.1904779317698612,9.668895511358185e-05
LTP Control_1_1,2019-05-07,2.0,1.0,1.0,0.7538935820413599,0.24589515439217466,0.0002112635664652984
LTP Control_1_1,2019-05-14,1.0,1.0,0.0,0.8633994903210817,0.13653840782526713,6.21018536510881e-05
LTP Control_1_1,2019-05-15,1.0,1.0,0.0,0.8317544491592127,0.1681569029218758,8.86479189116087e-05
LTP Control_1_1,2019-05-16,1.0,1.0,0.0,0.7708962711059183,0.22891462400048826,0.00018910489359353508
LTP Control_1_1,2019-05-17,1.0,1.0,0.0,0.8188799121571676,0.18099866946501175,0.00012141837782066203
LTP Control_1_1,2019-05-18,1.0,1.0,0.0,0.8303998450101059,0.1694740497709803,0.0001261052189138376
LTP Control_1_1,2019-05-19,1.0,1.0,0.0,0.819093496009549,0.18077893674165652,0.00012756724879464917
LTP Control_1_1,2019-05-20,1.0,1.0,0.0,0.609919142650725,0.3894395731030664,0.0006412842462086203
LTP Control_1_1,2019-05-24,1.0,1.0,0.0,0.7491582303513444,0.2506430793268585,0.00019869032179709752
LTP Control_1_1,2019-05-25,1.0,1.0,0.0,0.8013720736448025,0.19847040351489725,0.0001575228403003085
LTP Control_1_1,2019-05-26,1.0,1.0,0.0,0.8351523323235759,0.16474569229270064,0.0001019753837234526
LTP Control_1_1,2019-05-27,1.0,1.0,0.0,0.7876124470100927,0.21223471142894335,0.0001528415609637872
LTP Control_1_1,2019-05-28,1.0,1.0,0.0,0.6753181507338206,0.3243023119659684,0.0003795373002109978
LTP Control_1_1,2019-05-29,1.0,1.0,0.0,0.8431270961466079,0.15678834163315142,8.45622202407819e-05
LTP Control_1_1,2019-05-30,1.0,1.0,0.0,0.8191625324780396,0.18071507280514132,0.0001223947168191006
LTP Control_1_1,2019-05-31,1.0,1.0,0.0,0.8372950375577187,0.1626215207826597,8.344165962147235e-05
LTP Control_1_1,2019-06-01,1.0,1.0,0.0,0.8413584373753972,0.15855451340647145,8.704921813134155e-05
LTP Control_1_1,2019-06-02,1.0,1.0,0.0,0.8415164540040188,0.15839892198069855,8.462401528261546e-05
LTP Control_1_1,2019-06-03,1.0,1.0,0.0,0.8027701197480931,0.19710755426579285,0.00012232598611403868
LTP Control_1_1,2019-06-04,1.0,1.0,0.0,0.6766915400138113,0.3228761944620783,0.0004322655241104586
LTP Control_1_1,2019-06-05,1.0,1.0,0.0,0.7401410661395303,0.25962116984747435,0.00023776401299521486
LTP Control_1_1,2019-06-06,1.0,1.0,0.0,0.6118282342463286,0.38747013319540746,0.0007016325582638803
LTP Control_1_1,2019-06-07,1.0,1.0,0.0,0.8495070978529358,0.15041085123229306,8.205091477114039e-05
LTP Control_1_1,2019-06-08,1.0,1.0,0.0,0.7867741654232665,0.21303954616166143,0.00018628841507214238
LTP Control_1_1,2019-06-09,1.0,1.0,0.0,0.5469276570456117,0.4521300297651308,0.0009423131892573674
LTP Control_1_1,2019-06-10,1.0,1.0,0.0,0.6215200242166032,0.3778016655151505,0.0006783102682463239
LTP Control_1_1,2019-06-11,1.0,1.0,0.0,0.7784993948817367,0.22132093409283418,0.00017967102542901963
LTP Control_1_1,2019-06-12,1.0,1.0,0.0,0.7463613358299931,0.2533733542280994,0.00026530994190759915
LTP Control_1_1,2019-06-13,1.0,1.0,0.0,0.7867396089719333,0.21310732576180613,0.00015306526626055072
LTP Control_1_1,2019-06-14,1.0,1.0,0.0,0.719492846238508,0.280218119691627,0.0002890340698650733
LTP Control_1_1,2019-06-15,1.0,1.0,0.0,0.8285267314467454,0.17136028402821268,0.00011298452504186026
LTP Control_1_1,2019-06-16,1.0,1.0,0.0,0.8332160081418434,0.16670481998068706,7.917187746964855e-05
LTP Control_1_1,2019-06-17,1.0,1.0,0.0,0.7494687148591037,0.25029791373885113,0.00023337140204516673
LTP Control_1_1,2019-06-18,1.0,1.0,0.0,0.7047568004803862,0.29483884672825383,0.0004043527913598829
LTP Control_1_1,2019-06-19,1.0,1.0,0.0,0.7416469593161386,0.25812784963562985,0.00022519104823161116
LTP Control_1_1,2019-06-20,1.0,1.0,0.0,0.7270735248013476,0.27266448541058885,0.0002619897880635813
LTP Control_1_1,2019-06-21,1.0,1.0,0.0,0.7652400265871753,0.23455491359541736,0.00020505981740740595
LTP Control_1_1,2019-06-22,1.0,1.0,0.0,0.7018762118365299,0.29779018542503277,0.0003336027384372375
LTP Control_1_1,2019-06-23,1.0,1.0,0.0,0.7593460344149399,0.2404187278121032,0.00023523777295690696
LTP Control_1_1,2019-06-24,1.0,1.0,0.0,0.7199514699176767,0.2796855143724458,0.0003630157098775585
LTP Control_1_1,2019-06-25,1.0,1.0,0.0,0.6602292918549058,0.33929224552645526,0.0004784626186390386
LTP Control_1_1,2019-06-26,1.0,1.0,0.0,0.7802703285106386,0.21955890686791724,0.0001707646214441187
LTP Control_1_1,2019-06-27,1.0,1.0,0.0,0.7449106538959651,0.2548330534416356,0.0002562926623992964
LTP Control_1_1,2019-06-28,1.0,1.0,0.0,0.78668686061149,0.21314236034778916,0.00017077904072088375
LTP Control_1_1,2019-06-29,1.0,1.0,0.0,0.6542471627947727,0.3452923094526532,0.0004605277525741867
LTP Control_1_1,2019-06-30,1.0,1.0,0.0,0.7303419434177089,0.2693778890548579,0.00028016752743321077
LTP Control_1_1,2019-07-01,1.0,1.0,0.0,0.7295572924992859,0.2701875780904344,0.00025512941027971357
LTP Control_1_1,2019-07-02,1.0,1.0,0.0,0.5996609818432409,0.3996389030985554,0.0007001150582036912
LTP Control_1_1,2019-07-03,1.0,1.0,0.0,0.7800390492788718,0.21980719643307045,0.00015375428805774918
LTP Control_1_1,2019-07-04,1.0,1.0,0.0,0.6989561835845505,0.3007285009636683,0.0003153154517812596
LTP Control_1_1,2019-07-05,1.0,1.0,0.0,0.7742410329408855,0.2255937950863668,0.00016517197274763256
LTP Control_1_1,2019-07-06,1.0,1.0,0.0,0.7369256947147628,0.26281760698649104,0.00025669829874622977
LTP Control_1_1,2019-07-13,1.0,1.0,0.0,0.7203068385143403,0.2794760664716866,0.00021709501397317656
LTP Control_1_1,2019-07-14,1.0,1.0,0.0,0.6874483016025611,0.31218395488839457,0.00036774350904436045
LTP Control_1_1,2019-07-15,1.0,1.0,0.0,0.6468734899661099,0.352669055572288,0.00045745446160205404
LTP Control_1_1,2019-07-16,1.0,1.0,0.0,0.7509547355964806,0.24888040123338218,0.00016486317013719682
LTP Control_1_1,2019-07-17,1.0,1.0,0.0,0.7847775052184222,0.2151092310507572,0.0001132637308205669
LTP Control_1_1,2019-07-18,1.0,1.0,0.0,0.8720293468747895,0.12790858799312183,6.206513208861786e-05
LTP Control_1_1,2019-07-19,1.0,1.0,0.0,0.6705054116206481,0.329102555157437,0.000392033221914834
LTP Control_1_1,2019-07-20,1.0,1.0,0.0,0.7483264090318797,0.2514759709934484,0.00019761997467180025
LTP Control_1_1,2019-07-21,1.0,1.0,0.0,0.7434615608007915,0.25632656604049897,0.00021187315870957126
LTP Control_1_1,2019-07-22,1.0,1.0,0.0,0.785067904084916,0.21477051307825545,0.00016158283682861865
LTP Control_1_1,2019-07-24,1.0,1.0,0.0,0.7737338847817962,0.2261074376576712,0.0001586775605325253
LTP Control_1_1,2019-07-25,1.0,1.0,0.0,0.6829661104253739,0.31669494258924263,0.0003389469853833381
LTP Control_1_1,2019-07-26,1.0,1.0,0.0,0.6357066318879014,0.3638254472952838,0.0004679208168146752
LTP Control_1_1,2019-07-27,1.0,1.0,0.0,0.7364797185900623,0.2630635726485521,0.00045670876138557693
LTP Control_1_1,2019-07-28,1.0,1.0,0.0,0.7995962998834084,0.20027853982937188,0.00012516028721970104
LTP Control_1_1,2019-07-29,1.0,1.0,0.0,0.769537152578895,0.2302976779126216,0.0001651695084834508
LTP Control_1_1,2019-07-30,1.0,1.0,0.0,0.8556497162064687,0.14429791072114012,5.2373072391200905e-05
LTP Control_1_1,2019-07-31,1.0,1.0,0.0,0.8469121370812862,0.1530145298107637,7.333310795029993e-05
LTP Control_1_1,2019-08-01,1.0,1.0,0.0,0.7590659760353222,0.2407733254012895,0.00016069856338827115
LTP Control_1_1,2019-08-02,1.0,1.0,0.0,0.741684058273156,0.2581518098149422,0.00016413191190194
LTP Control_1_1,2019-08-03,1.0,1.0,0.0,0.7494353757578708,0.25039962302126617,0.00016500122086300905
LTP Control_1_1,2019-08-04,1.0,1.0,0.0,0.7824010488648896,0.21747971932891247,0.00011923180619783418
LTP Control_1_1,2019-08-05,1.0,1.0,0.0,0.7253140949223625,0.27449515735674457,0.00019074772089274465
LTP Control_1_1,2019-08-06,1.0,1.0,0.0,0.8271387669569403,0.17278671187669625,7.452116636327063e-05
LTP Control_1_1,2019-08-07,1.0,1.0,0.0,0.7302457600539592,0.26947183703880884,0.0002824029072319542
LTP Control_1_1,2019-08-08,1.0,1.0,0.0,0.7265358544109323,0.2732847853759992,0.00017936021306854568
LTP Control_1_1,2019-08-09,1.0,1.0,0.0,0.5995687189964947,0.3998437792581017,0.0005875017454035988
LTP Control_1_1,2019-08-10,1.0,1.0,0.0,0.7239847954587041,0.27581519260084053,0.00020001194045531675
LTP Control_1_1,2019-08-11,1.0,1.0,0.0,0.8948962900283673,0.10507596074546248,2.774922617016092e-05
LTP Control_1_1,2019-08-12,1.0,1.0,0.0,0.8405845923596735,0.15935615670710784,5.925093321848875e-05
