Fecha,TDV Control_1,TDV Control_2,TDV Control_3,TDV RDI45_1,TDV RDI45_2,TDV RDI45_3,TDV RDI30_1,TDV RDI30_2,TDV RDI30_3,TDV BOSCH_1,TDV BOSCH_2,TDV BOSCH_3
2019-04-17 0:00,0,,0,0,,0,0,,0,0,,0
2019-04-17 0:15,8.306,,5.26064,4.93064,,7.4976,5.22176,,6.2528,6.5272,,6.5272
2019-04-17 0:30,14.28632,,10.52128,10.24056,,12.496,10.44352,,12.5056,9.7908,,13.0544
2019-04-17 0:45,19.9344,,15.5428,14.79192,,17.4944,15.66528,,18.7584,13.0544,,19.5816
2019-04-17 1:00,25.58248,,20.3252,19.72256,,24.992,20.23432,,21.8848,16.318,,26.1088
2019-04-17 1:15,29.9016,,24.15112,24.6532,,27.4912,24.80336,,28.1376,22.8452,,32.636
2019-04-17 1:30,34.8852,,27.97704,29.58384,,32.4896,28.71968,,31.264,26.1088,,35.8996
2019-04-17 1:45,38.87208,,31.0856,32.99736,,34.9888,32.636,,34.3904,26.1088,,42.4268
2019-04-17 2:00,42.19448,,33.71592,36.0316,,39.9872,35.24688,,37.5168,29.3724,,45.6904
2019-04-17 2:15,45.84912,,35.868,39.06584,,42.4864,37.85776,,40.6432,32.636,,45.6904
2019-04-17 2:30,48.1748,,38.02008,41.34152,,44.9856,39.81592,,43.7696,32.636,,48.954
2019-04-17 2:45,50.83272,,39.93304,43.99648,,47.4848,42.75316,,46.896,35.8996,,52.2176
2019-04-17 3:00,53.1584,,42.32424,46.65144,,49.984,43.73224,,46.896,39.1632,,55.4812
2019-04-17 3:15,57.14528,,43.75896,48.54784,,49.984,45.36404,,50.0224,39.1632,,58.7448
2019-04-17 3:30,58.80648,,45.67192,51.2028,,52.4832,46.66948,,53.1488,39.1632,,58.7448
2019-04-17 3:45,62.12888,,48.78048,53.85776,,54.9824,48.62764,,53.1488,42.4268,,62.0084
2019-04-17 4:00,64.12232,,50.69344,56.13344,,57.4816,50.5858,,56.2752,42.4268,,65.272
2019-04-17 4:15,65.78352,,52.6064,58.02984,,59.9808,51.56488,,56.2752,42.4268,,68.5356
2019-04-17 4:30,66.78024,,53.56288,59.16768,,59.9808,51.56488,,59.4016,45.6904,,68.5356
2019-04-17 4:45,67.77696,,54.04112,59.92624,,59.9808,51.23852,,59.4016,45.6904,,71.7992
2019-04-17 5:00,66.78024,,54.75848,59.92624,,62.48,51.56488,,59.4016,42.4268,,71.7992
2019-04-17 5:15,67.77696,,55.71496,61.06408,,62.48,52.54396,,62.528,45.6904,,75.0628
2019-04-17 5:30,64.7868,,57.14968,64.4776,,64.9792,58.7448,,62.528,48.954,,78.3264
2019-04-17 5:45,66.11576,,59.30176,67.13256,,67.4784,59.39752,,65.6544,52.2176,,81.59
2019-04-17 6:00,67.77696,,60.73648,70.54608,,69.9776,59.72388,,65.6544,52.2176,,84.8536
2019-04-17 6:15,66.11576,,61.69296,71.68392,,69.9776,58.41844,,65.6544,52.2176,,84.8536
2019-04-17 6:30,63.79008,,60.73648,70.92536,,67.4784,56.13392,,65.6544,48.954,,84.8536
2019-04-17 6:45,59.8032,,59.54088,67.89112,,67.4784,52.2176,,62.528,45.6904,,84.8536
2019-04-17 7:00,52.82616,,57.3888,62.96048,,62.48,46.99584,,62.528,42.4268,,84.8536
2019-04-17 7:15,44.18792,,54.04112,54.9956,,57.4816,38.83684,,56.2752,35.8996,,81.59
2019-04-17 7:30,36.87864,,50.69344,47.41,,52.4832,31.98328,,53.1488,29.3724,,78.3264
2019-04-17 7:45,29.56936,,46.38928,39.44512,,44.9856,25.12972,,50.0224,22.8452,,75.0628
2019-04-17 8:00,20.26664,,41.36776,29.96312,,39.9872,15.99164,,43.7696,13.0544,,68.5356
2019-04-17 8:15,11.6284,,36.58536,20.48112,,32.4896,7.17992,,37.5168,6.5272,,65.272
2019-04-17 8:30,3.65464,,31.56384,11.3784,,24.992,0.97908,,34.3904,0,,62.0084
2019-04-17 8:45,-7.30928,,26.06408,1.51712,,17.4944,2.28452,,28.1376,-6.5272,,58.7448
2019-04-17 9:00,-21.5956,,19.60784,-10.61984,,7.4976,-10.11716,,18.7584,-16.318,,52.2176
2019-04-17 9:15,-35.54968,,13.62984,-25.03248,,-2.4992,-23.17156,,9.3792,-22.8452,,45.6904
2019-04-17 9:30,-48.83928,,6.93448,-40.58296,,-12.496,-35.24688,,1.87584,-32.636,,39.1632
2019-04-17 9:45,-64.45456,,0.23912,-58.02984,,-19.9936,-50.25944,,-6.87808,-42.4268,,32.636
2019-04-17 10:00,-75.75072,,-5.26064,-70.92536,,-29.9904,-62.33476,,-14.38144,-52.2176,,26.1088
2019-04-17 10:15,-84.38896,,-9.5648,-83.06232,,-34.9888,-71.7992,,-19.07104,-55.4812,,22.8452
2019-04-17 10:30,-95.02064,,-14.58632,-94.82,,-39.9872,-81.59,,-25.63648,-62.0084,,19.5816
2019-04-17 10:45,-103.65888,,-19.1296,-104.68128,,-47.4848,-90.40172,,-30.63872,-65.272,,13.0544
2019-04-17 11:00,-110.96816,,-23.912,-117.19752,,-52.4832,-100.19252,,-36.26624,-71.7992,,9.7908
2019-04-17 11:15,-115.95176,,-26.54232,-125.1624,,-52.4832,-105.74064,,-38.76736,-75.0628,,6.5272
2019-04-17 11:30,-124.25776,,-30.84648,-133.50656,,-59.9808,-114.87872,,-44.08224,-84.8536,,3.2636
2019-04-17 11:45,-137.8796,,-39.93304,-150.95344,,-69.9776,-127.60676,,-54.08672,-97.908,,-9.7908
2019-04-17 12:00,-153.49488,,-43.75896,-159.2976,,-77.4752,-134.13396,,-60.9648,-101.1716,,-16.318
2019-04-17 12:15,-160.80416,,-48.54136,-166.12464,,-79.9744,-138.703,,-65.34176,-104.4352,,-22.8452
2019-04-17 12:30,-164.79104,,-51.64992,-171.43456,,-82.4736,-142.29296,,-69.40608,-117.4896,,-29.3724
2019-04-17 12:45,-168.77792,,-54.28024,-175.22736,,-87.472,-146.862,,-73.78304,-124.0168,,-35.8996
2019-04-17 13:00,-174.09376,,-58.10616,-180.53728,,-94.9696,-152.41012,,-80.34848,-133.8076,,-48.954
2019-04-17 13:15,-175.09048,,-58.82352,-181.67512,,-97.4688,-152.41012,,-82.53696,-133.8076,,-52.2176
2019-04-17 13:30,-173.09704,,-59.06264,-180.53728,,-94.9696,-149.79924,,-81.91168,-130.544,,-52.2176
2019-04-17 13:45,-170.10688,,-59.54088,-179.77872,,-94.9696,-147.18836,,-81.91168,-127.2804,,-55.4812
2019-04-17 14:00,-162.13312,,-56.43232,-174.84808,,-89.9712,-140.3348,,-78.47264,-124.0168,,-48.954
2019-04-17 14:15,-158.47848,,-50.69344,-164.9868,,-79.9744,-128.25948,,-71.9072,-117.4896,,-42.4268
2019-04-17 14:30,-151.1692,,-46.15016,-153.98768,,-74.976,-118.79504,,-66.27968,-107.6988,,-35.8996
2019-04-17 14:45,-145.52112,,-44.71544,-148.29848,,-72.4768,-114.87872,,-64.0912,-104.4352,,-39.1632
2019-04-17 15:00,-140.86976,,-43.75896,-144.88496,,-69.9776,-110.30968,,-61.90272,-101.1716,,-39.1632
2019-04-17 15:15,-135.22168,,-40.17216,-138.05792,,-64.9792,-102.8034,,-57.52576,-97.908,,-32.636
2019-04-17 15:30,-127.9124,,-36.10712,-129.71376,,-57.4816,-96.2762,,-52.83616,-91.3808,,-26.1088
2019-04-17 15:45,-122.9288,,-32.2812,-122.50744,,-52.4832,-89.749,,-47.20864,-88.1172,,-19.5816
2019-04-17 16:00,-118.60968,,-30.60736,-119.85248,,-49.984,-86.81176,,-45.02016,-84.8536,,-16.318
2019-04-17 16:15,-114.95504,,-26.06408,-119.09392,,-44.9856,-80.28456,,-40.6432,-81.59,,-13.0544
2019-04-17 16:30,-99.33976,,-16.26016,-108.47408,,-32.4896,-63.6402,,-29.38816,-68.5356,,0
2019-04-17 16:45,-84.05672,,-7.1736,-93.30288,,-17.4944,-46.01676,,-16.25728,-55.4812,,16.318
2019-04-17 17:00,-70.43488,,1.43472,-78.89024,,-4.9984,-31.33056,,-5.62752,-45.6904,,26.1088
2019-04-17 17:15,-59.8032,,9.32568,-66.75328,,4.9984,-18.92888,,2.81376,-35.8996,,35.8996
2019-04-17 17:30,-52.82616,,15.30368,-58.40912,,12.496,-9.7908,,9.3792,-32.636,,45.6904
2019-04-17 17:45,-46.18136,,19.36872,-53.47848,,17.4944,-3.58996,,12.5056,-29.3724,,52.2176
2019-04-17 18:00,-40.53328,,21.99904,-49.3064,,22.4928,1.6318,,15.632,-26.1088,,55.4812
2019-04-17 18:15,-35.88192,,25.1076,-44.75504,,24.992,6.5272,,21.8848,-22.8452,,58.7448
2019-04-17 18:30,-30.56608,,27.73792,-39.8244,,29.9904,10.44352,,25.0112,-19.5816,,62.0084
2019-04-17 18:45,-26.5792,,30.36824,-35.65232,,34.9888,13.38076,,28.1376,-16.318,,65.272
2019-04-17 19:00,-23.92128,,32.75944,-32.61808,,37.488,16.64436,,28.1376,-16.318,,71.7992
2019-04-17 19:15,-22.92456,,34.43328,-29.58384,,39.9872,18.27616,,31.264,-13.0544,,71.7992
2019-04-17 19:30,-19.26992,,36.34624,-27.30816,,42.4864,20.88704,,34.3904,-13.0544,,75.0628
2019-04-17 19:45,-16.94424,,37.54184,-25.79104,,44.9856,22.51884,,34.3904,-13.0544,,78.3264
2019-04-17 20:00,-16.27976,,39.4548,-25.03248,,47.4848,24.15064,,37.5168,-9.7908,,81.59
2019-04-17 20:15,-14.9508,,40.6504,-23.51536,,47.4848,26.76152,,40.6432,-9.7908,,84.8536
2019-04-17 20:30,-14.61856,,41.36776,-22.7568,,49.984,26.76152,,40.6432,-9.7908,,84.8536
2019-04-17 20:45,-13.2896,,42.08512,-22.37752,,49.984,26.76152,,40.6432,-9.7908,,88.1172
2019-04-17 21:00,-12.62512,,42.32424,-21.99824,,49.984,27.08788,,40.6432,-9.7908,,88.1172
2019-04-17 21:15,-12.95736,,42.80248,-21.99824,,49.984,26.43516,,40.6432,-13.0544,,88.1172
2019-04-17 21:30,-12.62512,,43.28072,-22.37752,,49.984,25.45608,,40.6432,-13.0544,,88.1172
2019-04-17 21:45,-12.95736,,43.51984,-23.13608,,49.984,26.1088,,40.6432,-13.0544,,88.1172
2019-04-17 22:00,-11.29616,,43.75896,-23.13608,,49.984,26.43516,,40.6432,-13.0544,,91.3808
2019-04-17 22:15,-8.63824,,44.71544,-23.13608,,52.4832,24.477,,40.6432,-13.0544,,91.3808
2019-04-17 22:30,-1.6612,,46.15016,-22.7568,,52.4832,21.53976,,43.7696,-13.0544,,91.3808
2019-04-17 22:45,0,,47.34576,-20.8604,,54.9824,23.17156,,43.7696,-13.0544,,94.6444
2019-04-17 23:00,2.65792,,48.78048,-18.964,,57.4816,25.12972,,46.896,-13.0544,,94.6444
2019-04-17 23:15,6.31256,,50.93256,-15.55048,,59.9808,27.7406,,50.0224,-9.7908,,97.908
2019-04-17 23:30,8.63824,,53.56288,-11.75768,,62.48,30.67784,,50.0224,-6.5272,,101.1716
2019-04-17 23:45,11.96064,,55.23672,-9.10272,,64.9792,32.30964,,53.1488,-3.2636,,104.4352
2019-04-18 0:00,14.28632,,57.3888,-5.6892,,67.4784,34.59416,,56.2752,-3.2636,,107.6988
2019-04-18 0:15,16.612,,59.30176,-2.27568,,69.9776,36.87868,,59.4016,0,,107.6988
2019-04-18 0:30,17.27648,,60.73648,0.37928,,69.9776,38.51048,,59.4016,3.2636,,110.9624
2019-04-18 0:45,19.26992,,61.69296,1.51712,,69.9776,38.51048,,62.528,3.2636,,114.226
2019-04-18 1:00,18.2732,,62.1712,1.13784,,69.9776,38.18412,,62.528,0,,114.226
2019-04-18 1:15,18.93768,,62.41032,2.27568,,72.4768,38.51048,,62.528,3.2636,,117.4896
2019-04-18 1:30,19.9344,,62.88856,3.03424,,72.4768,40.14228,,62.528,3.2636,,117.4896
2019-04-18 1:45,22.26008,,63.84504,4.17208,,72.4768,41.12136,,62.528,3.2636,,120.7532
2019-04-18 2:00,24.25352,,65.758,6.82704,,74.976,43.07952,,65.6544,6.5272,,120.7532
2019-04-18 2:15,26.24696,,67.43184,9.10272,,77.4752,44.38496,,68.7808,6.5272,,124.0168
2019-04-18 2:30,27.90816,,69.10568,12.51624,,79.9744,46.01676,,68.7808,9.7908,,127.2804
2019-04-18 2:45,27.90816,,69.58392,13.2748,,79.9744,46.34312,,71.9072,9.7908,,130.544
2019-04-18 3:00,28.2404,,69.82304,12.89552,,79.9744,46.01676,,68.7808,9.7908,,130.544
2019-04-18 3:15,30.23384,,70.30128,12.89552,,79.9744,46.01676,,71.9072,9.7908,,130.544
2019-04-18 3:30,32.89176,,71.49688,13.65408,,82.4736,47.97492,,71.9072,9.7908,,133.8076
2019-04-18 3:45,37.54312,,73.88808,16.30904,,84.9728,51.56488,,75.0336,13.0544,,137.0712
2019-04-18 4:00,41.19776,,76.5184,20.10184,,87.472,55.15484,,78.16,16.318,,140.3348
2019-04-18 4:15,46.84584,,80.1052,24.27392,,92.4704,58.7448,,81.2864,19.5816,,146.862
2019-04-18 4:30,51.82944,,86.0832,29.58384,,97.4688,62.66112,,84.4128,22.8452,,150.1256
2019-04-18 4:45,55.15184,,88.95264,33.75592,,99.968,66.25108,,87.5392,26.1088,,156.6528
2019-04-18 5:00,58.80648,,92.0612,37.928,,104.9664,71.14648,,93.792,29.3724,,159.9164
2019-04-18 5:15,61.4644,,95.40888,43.23792,,107.4656,76.36824,,96.9184,32.636,,166.4436
2019-04-18 5:30,61.4644,,98.75656,50.06496,,112.464,83.54816,,100.0448,39.1632,,172.9708
2019-04-18 5:45,64.7868,,102.34336,54.9956,,114.9632,86.4854,,103.1712,42.4268,,176.2344
2019-04-18 6:00,76.08296,,104.73456,56.51272,,114.9632,85.17996,,106.2976,45.6904,,182.7616
2019-04-18 6:15,84.05672,,111.90816,67.13256,,64.9792,82.56908,,115.6768,48.954,,208.8704
2019-04-18 6:30,104.32336,,138.21136,76.23528,,69.9776,101.1716,,143.8144,48.954,,244.77
2019-04-18 6:45,119.93864,,154.94976,86.47584,,72.4768,111.28876,,150.0672,52.2176,,251.2972
2019-04-18 7:00,124.59,,159.73216,97.09568,,77.4752,116.51052,,156.32,52.2176,,257.8244
2019-04-18 7:15,126.58344,,164.51456,101.64704,,79.9744,119.77412,,159.4464,52.2176,,261.088
2019-04-18 7:30,129.24136,,166.90576,105.43984,,82.4736,124.0168,,165.6992,52.2176,,264.3516
2019-04-18 7:45,131.56704,,169.29696,110.37048,,84.9728,127.2804,,168.8256,55.4812,,267.6152
2019-04-18 8:00,133.89272,,171.68816,115.30112,,87.472,130.544,,171.952,55.4812,,274.1424
2019-04-18 8:15,133.89272,,174.07936,119.09392,,89.9712,133.8076,,175.0784,55.4812,,277.406
2019-04-18 8:30,133.56048,,174.07936,120.99032,,89.9712,133.8076,,178.2048,55.4812,,277.406
2019-04-18 8:45,131.2348,,174.07936,122.12816,,89.9712,133.8076,,178.2048,52.2176,,280.6696
2019-04-18 9:00,125.58672,,171.68816,118.71464,,87.472,133.8076,,178.2048,48.954,,277.406
2019-04-18 9:15,116.94848,,166.90576,110.74976,,79.9744,127.2804,,175.0784,39.1632,,274.1424
2019-04-18 9:30,107.64576,,164.51456,101.64704,,74.976,120.7532,,171.952,32.636,,267.6152
2019-04-18 9:45,101.66544,,159.73216,93.68216,,69.9776,117.4896,,168.8256,29.3724,,264.3516
2019-04-18 10:00,93.0272,,157.34096,81.5452,,64.9792,113.24692,,165.6992,19.5816,,261.088
2019-04-18 10:15,78.0764,,150.16736,50.44424,,54.9824,104.76156,,159.4464,13.0544,,254.5608
2019-04-18 10:30,57.80976,,140.60256,38.68656,,44.9856,89.42264,,150.0672,3.2636,,244.77
2019-04-18 10:45,38.2076,,133.42896,23.51536,,34.9888,75.71552,,140.688,-3.2636,,234.9792
2019-04-18 11:00,13.95408,,123.86416,0.37928,,22.4928,58.09208,,125.056,-13.0544,,225.1884
2019-04-18 11:15,-7.97376,,114.29936,-20.8604,,12.496,41.44772,,109.424,-22.8452,,212.134
2019-04-18 11:30,-28.2404,,104.73456,-40.96224,,2.4992,22.8452,,96.9184,-29.3724,,199.0796
2019-04-18 11:45,-42.85896,,97.56096,-56.13344,,-4.9984,8.48536,,84.4128,-35.8996,,192.5524
2019-04-18 12:00,-55.81632,,90.62648,-68.64968,,-12.496,-4.24268,,75.0336,-42.4268,,186.0252
2019-04-18 12:15,-66.448,,83.93112,-82.30376,,-19.9936,-16.97072,,65.6544,-48.954,,182.7616
2019-04-18 12:30,-75.75072,,77.95312,-91.40648,,-27.4912,-27.41424,,59.4016,-52.2176,,176.2344
2019-04-18 12:45,-92.03048,,69.58392,-102.02632,,-37.488,-43.73224,,46.896,-62.0084,,169.7072
2019-04-18 13:00,-105.32008,,60.25824,-120.99032,,-49.984,-58.7448,,37.5168,-75.0628,,159.9164
2019-04-18 13:15,-101.99768,,61.45384,-119.09392,,-44.9856,-55.4812,,37.5168,-71.7992,,166.4436
2019-04-18 13:30,-95.68512,,63.12768,-115.30112,,-39.9872,-50.91216,,40.6432,-65.272,,169.7072
2019-04-18 13:45,-83.39224,,65.99712,-108.85336,,-32.4896,-43.73224,,46.896,-58.7448,,176.2344
2019-04-18 14:00,-72.76056,,70.5404,-99.37136,,-22.4928,-32.636,,50.0224,-52.2176,,182.7616
2019-04-18 14:15,-59.47096,,74.60544,-89.51008,,-14.9952,-22.8452,,56.2752,-42.4268,,189.2888
2019-04-18 14:30,-41.19776,,79.62696,-78.13168,,-4.9984,-10.11716,,65.6544,-35.8996,,199.0796
2019-04-18 14:45,-22.92456,,88.23528,-61.06408,,7.4976,5.87448,,78.16,-22.8452,,208.8704
2019-04-18 15:00,20.26664,,104.73456,-47.41,,17.4944,21.2134,,93.792,9.7908,,215.3976
2019-04-18 15:15,67.11248,,126.25536,-20.10184,,24.992,51.89124,,118.8032,52.2176,,228.452
2019-04-18 15:30,85.05344,,138.21136,9.86128,,39.9872,73.431,,137.5616,75.0628,,241.5064
2019-04-18 15:45,97.34632,,147.77616,35.27304,,52.4832,90.40172,,150.0672,91.3808,,254.5608
2019-04-18 16:00,105.65232,,154.94976,55.37488,,62.48,104.4352,,162.5728,101.1716,,264.3516
2019-04-18 16:15,113.29384,,162.12336,71.30464,,69.9776,113.89964,,171.952,110.9624,,274.1424
2019-04-18 16:30,119.6064,,166.90576,83.82088,,74.976,120.7532,,178.2048,117.4896,,280.6696
2019-04-18 16:45,123.59328,,174.07936,94.44072,,79.9744,127.2804,,184.4576,120.7532,,287.1968
2019-04-18 17:00,126.58344,,174.07936,101.64704,,79.9744,130.544,,187.584,124.0168,,290.4604
2019-04-18 17:15,128.57688,,176.47056,107.33624,,82.4736,133.8076,,190.7104,127.2804,,293.724
2019-04-18 17:30,127.9124,,178.86176,110.37048,,82.4736,133.8076,,193.8368,127.2804,,296.9876
2019-04-18 17:45,124.59,,176.47056,109.61192,,77.4752,127.2804,,190.7104,120.7532,,296.9876
2019-04-18 18:00,119.6064,,174.07936,104.302,,74.976,120.7532,,187.584,117.4896,,293.724
2019-04-18 18:15,116.94848,,171.68816,100.88848,,72.4768,119.1214,,184.4576,114.226,,293.724
2019-04-18 18:30,116.284,,171.68816,100.88848,,69.9776,117.16324,,184.4576,110.9624,,293.724
2019-04-18 18:45,115.95176,,171.68816,101.64704,,69.9776,116.18416,,184.4576,110.9624,,293.724
2019-04-18 19:00,117.9452,,171.68816,103.54344,,72.4768,117.4896,,187.584,110.9624,,296.9876
2019-04-18 19:15,120.27088,,174.07936,105.81912,,74.976,120.42684,,187.584,114.226,,296.9876
2019-04-18 19:30,123.92552,,174.07936,110.37048,,77.4752,124.0168,,190.7104,117.4896,,300.2512
2019-04-18 19:45,127.9124,,176.47056,114.92184,,79.9744,127.2804,,193.8368,117.4896,,303.5148
2019-04-18 20:00,132.56376,,178.86176,119.09392,,82.4736,130.544,,196.9632,120.7532,,306.7784
2019-04-18 20:15,136.2184,,178.86176,122.50744,,84.9728,133.8076,,200.0896,124.0168,,310.042
2019-04-18 20:30,140.20528,,181.25296,125.92096,,87.472,140.3348,,203.216,124.0168,,313.3056
2019-04-18 20:45,144.85664,,183.64416,130.8516,,89.9712,140.3348,,206.3424,127.2804,,316.5692
2019-04-18 21:00,148.84352,,183.64416,134.6444,,92.4704,146.862,,209.4688,130.544,,319.8328
2019-04-18 21:15,152.16592,,186.03536,138.81648,,94.9696,150.1256,,212.5952,133.8076,,323.0964
2019-04-18 21:30,155.48832,,188.42656,142.60928,,97.4688,153.3892,,212.5952,133.8076,,326.36
2019-04-18 21:45,158.47848,,190.81776,146.40208,,99.968,153.3892,,215.7216,137.0712,,329.6236
2019-04-18 22:00,161.46864,,193.20896,149.43632,,102.4672,156.6528,,218.848,137.0712,,329.6236
2019-04-18 22:15,165.12328,,195.60016,152.47056,,104.9664,156.6528,,221.9744,137.0712,,332.8872
2019-04-18 22:30,169.11016,,195.60016,155.12552,,104.9664,156.6528,,221.9744,137.0712,,332.8872
2019-04-18 22:45,171.43584,,197.99136,158.53904,,107.4656,159.9164,,225.1008,140.3348,,336.1508
2019-04-18 23:00,172.7648,,200.38256,161.57328,,109.9648,159.9164,,228.2272,140.3348,,339.4144
2019-04-18 23:15,173.09704,,200.38256,164.22824,,109.9648,163.18,,228.2272,140.3348,,339.4144
2019-04-18 23:30,173.42928,,200.38256,166.12464,,109.9648,163.18,,231.3536,143.5984,,342.678
2019-04-18 23:45,173.76152,,202.77376,168.02104,,112.464,163.18,,231.3536,143.5984,,342.678
2019-04-19 0:00,174.09376,,202.77376,169.53816,,112.464,163.18,,231.3536,143.5984,,345.9416
2019-04-19 0:15,174.426,,205.16496,171.05528,,112.464,163.18,,231.3536,143.5984,,345.9416
2019-04-19 0:30,174.75824,,205.16496,172.19312,,112.464,163.18,,231.3536,143.5984,,345.9416
2019-04-19 0:45,175.09048,,205.16496,173.71024,,112.464,166.4436,,234.48,146.862,,349.2052
2019-04-19 1:00,175.42272,,205.16496,174.84808,,112.464,166.4436,,234.48,146.862,,349.2052
2019-04-19 1:15,175.75496,,207.55616,176.74448,,112.464,166.4436,,234.48,146.862,,352.4688
2019-04-19 1:30,175.42272,,207.55616,177.12376,,112.464,166.4436,,234.48,146.862,,352.4688
2019-04-19 1:45,175.09048,,207.55616,177.50304,,112.464,163.18,,234.48,146.862,,352.4688
2019-04-19 2:00,174.75824,,207.55616,177.88232,,112.464,163.18,,234.48,146.862,,352.4688
2019-04-19 2:15,174.426,,207.55616,179.02016,,112.464,166.4436,,234.48,146.862,,352.4688
2019-04-19 2:30,173.76152,,207.55616,179.02016,,109.9648,163.18,,234.48,146.862,,355.7324
2019-04-19 2:45,174.09376,,209.94736,180.158,,109.9648,163.18,,237.6064,146.862,,355.7324
2019-04-19 3:00,173.76152,,209.94736,180.158,,112.464,163.18,,237.6064,146.862,,355.7324
2019-04-19 3:15,174.426,,209.94736,180.53728,,112.464,163.18,,237.6064,146.862,,355.7324
2019-04-19 3:30,175.42272,,209.94736,181.29584,,112.464,163.18,,237.6064,146.862,,358.996
2019-04-19 3:45,177.08392,,209.94736,182.81296,,112.464,166.4436,,240.7328,146.862,,358.996
2019-04-19 4:00,177.7484,,212.33856,186.60576,,114.9632,166.4436,,240.7328,150.1256,,362.2596
2019-04-19 4:15,179.4096,,212.33856,186.60576,,114.9632,169.7072,,240.7328,150.1256,,362.2596
2019-04-19 4:30,180.73856,,214.72976,190.39856,,117.4624,169.7072,,243.8592,153.3892,,365.5232
2019-04-19 4:45,182.06752,,214.72976,190.39856,,117.4624,169.7072,,243.8592,153.3892,,365.5232
2019-04-19 5:00,183.06424,,214.72976,190.39856,,117.4624,172.9708,,243.8592,153.3892,,368.7868
2019-04-19 5:15,183.72872,,217.12096,194.19136,,119.9616,172.9708,,246.9856,153.3892,,368.7868
2019-04-19 5:30,185.05768,,217.12096,194.19136,,122.4608,179.498,,246.9856,159.9164,,372.0504
2019-04-19 5:45,188.04784,,217.12096,197.98416,,122.4608,182.7616,,246.9856,159.9164,,372.0504
2019-04-19 6:00,191.038,,219.51216,197.98416,,124.96,182.7616,,250.112,163.18,,375.314
2019-04-19 6:15,194.02816,,219.51216,201.77696,,127.4592,186.0252,,253.2384,163.18,,375.314
2019-04-19 6:30,195.35712,,221.90336,205.56976,,129.9584,189.2888,,253.2384,166.4436,,381.8412
2019-04-19 6:45,197.01832,,224.29456,213.15536,,129.9584,192.5524,,256.3648,169.7072,,385.1048
2019-04-19 7:00,196.0216,,224.29456,213.15536,,129.9584,192.5524,,259.4912,172.9708,,385.1048
2019-04-19 7:15,192.03472,,224.29456,209.36256,,127.4592,192.5524,,259.4912,169.7072,,385.1048
2019-04-19 7:30,186.38664,,221.90336,205.56976,,124.96,186.0252,,256.3648,166.4436,,381.8412
2019-04-19 7:45,181.0708,,219.51216,201.77696,,119.9616,182.7616,,253.2384,159.9164,,378.5776
2019-04-19 8:00,176.41944,,214.72976,194.19136,,117.4624,176.2344,,250.112,153.3892,,378.5776
2019-04-19 8:15,167.44896,,209.94736,186.60576,,109.9648,169.7072,,246.9856,146.862,,372.0504
2019-04-19 8:30,157.48176,,197.99136,174.08952,,102.4672,159.9164,,237.6064,137.0712,,368.7868
2019-04-19 8:45,143.85992,,183.64416,162.71112,,92.4704,150.1256,,225.1008,120.7532,,362.2596
2019-04-19 9:00,128.90912,,174.07936,142.23,,77.4752,140.3348,,212.5952,114.226,,355.7324
2019-04-19 9:15,118.27744,,171.68816,120.23176,,69.9776,130.544,,203.216,107.6988,,345.9416
2019-04-19 9:30,106.98128,,166.90576,97.85424,,64.9792,124.0168,,196.9632,97.908,,342.678
2019-04-19 9:45,93.69168,,162.12336,69.02896,,62.48,115.8578,,187.584,88.1172,,336.1508
2019-04-19 10:00,87.04688,,164.51456,53.85776,,62.48,111.61512,,184.4576,88.1172,,336.1508
2019-04-19 10:15,80.73432,,166.90576,31.10096,,64.9792,108.67788,,181.3312,88.1172,,339.4144
2019-04-19 10:30,69.7704,,164.51456,26.92888,,59.9808,100.84524,,178.2048,81.59,,339.4144
2019-04-19 10:45,60.46768,,162.12336,17.0676,,57.4816,91.3808,,171.952,75.0628,,339.4144
2019-04-19 11:00,51.82944,,157.34096,6.06848,,54.9824,84.52724,,168.8256,68.5356,,339.4144
2019-04-19 11:15,42.85896,,154.94976,-1.8964,,49.984,77.34732,,162.5728,65.272,,336.1508
2019-04-19 11:30,29.9016,,147.77616,-19.72256,,42.4864,65.272,,153.1936,55.4812,,326.36
2019-04-19 11:45,24.25352,,140.60256,-29.20456,,34.9888,56.13392,,146.9408,45.6904,,319.8328
2019-04-19 12:00,21.5956,,135.82016,-33.75592,,32.4896,51.23852,,140.688,45.6904,,319.8328
2019-04-19 12:15,11.96064,,131.03776,-38.30728,,24.992,44.38496,,134.4352,39.1632,,313.3056
2019-04-19 12:30,-2.99016,,121.47296,-48.54784,,9.9968,28.71968,,125.056,26.1088,,300.2512
2019-04-19 12:45,-23.2568,,111.90816,-62.5812,,-4.9984,8.48536,,109.424,16.318,,287.1968
2019-04-19 13:00,-49.836,,102.34336,-78.51096,,-27.4912,-10.11716,,93.792,0,,270.8788
2019-04-19 13:15,-77.74416,,90.8656,-87.61368,,-47.4848,-28.06696,,81.2864,-16.318,,257.8244
2019-04-19 13:30,-107.978,,81.06168,-92.54432,,-59.9808,-44.0586,,68.7808,-22.8452,,244.77
2019-04-19 13:45,-137.21512,,69.10568,-120.99032,,-77.4752,-59.07116,,53.1488,-39.1632,,231.7156
2019-04-19 14:00,-149.508,,66.71448,-125.1624,,-84.9728,-64.61928,,50.0224,-42.4268,,228.452
