Fecha,TDV Control-2L_1,TDV Control-2L_2,TDV 45SDI-2L_1,TDV 45SDI-2L_2,
2016-04-30 0:00,0.0,0.0,0.0,0.0,
2016-04-30 0:15,3.0,-3.3,4.4,2.0,
2016-04-30 0:30,3.7,3.1,0.6,4.6,
2016-04-30 0:45,6.2,4.4,7.6,2.0,
2016-04-30 1:00,6.2,3.8,7.0,3.4,
2016-04-30 1:15,9.9,5.8,7.0,6.0,
2016-04-30 1:30,10.5,7.7,10.1,8.6,
2016-04-30 1:45,13.0,7.0,8.2,9.4,
2016-04-30 2:00,13.6,12.7,13.4,9.4,
2016-04-30 2:15,16.0,12.1,14.7,13.4,
2016-04-30 2:30,16.7,17.3,15.3,14.6,
2016-04-30 2:45,18.6,14.7,20.4,18.6,
2016-04-30 3:00,21.6,18.5,21.0,22.6,
2016-04-30 3:15,26.6,20.4,23.5,24.6,
2016-04-30 3:30,29.0,26.2,26.7,26.6,
2016-04-30 3:45,32.1,29.5,29.9,29.4,
2016-04-30 4:00,36.4,30.1,31.8,32.6,
2016-04-30 4:15,39.0,32.0,31.1,34.0,
2016-04-30 4:30,40.8,35.8,37.6,37.4,
2016-04-30 4:45,42.7,35.8,39.5,37.4,
2016-04-30 5:00,48.2,37.8,42.6,39.4,
2016-04-30 5:15,47.5,37.2,44.5,44.0,
2016-04-30 5:30,50.7,41.6,49.6,47.4,
2016-04-30 5:45,51.9,45.5,48.3,52.0,
2016-04-30 6:00,58.1,50.1,52.8,56.0,
2016-04-30 6:15,59.9,53.9,57.8,57.4,
2016-04-30 6:30,64.9,56.4,57.8,58.0,
2016-04-30 6:45,68.6,64.7,59.1,60.0,
2016-04-30 7:00,72.3,67.4,64.3,64.0,
2016-04-30 7:15,71.6,71.2,61.0,60.0,
2016-04-30 7:30,69.8,73.8,54.0,51.4,
2016-04-30 7:45,68.6,77.6,48.3,49.4,
2016-04-30 8:00,57.5,72.4,36.8,36.0,
2016-04-30 8:15,49.4,66.7,25.4,24.0,
2016-04-30 8:30,38.3,62.2,4.4,6.6,
2016-04-30 8:45,24.1,55.1,-11.4,-2.6,
2016-04-30 9:00,11.7,52.6,-26.1,-9.4,
2016-04-30 9:15,-4.4,44.3,-36.2,-10.0,
2016-04-30 9:30,-16.1,32.7,-43.3,-12.6,
2016-04-30 9:45,-25.4,30.8,-49.6,-13.4,
2016-04-30 10:00,-34.0,19.8,-47.1,-14.0,
2016-04-30 10:15,-43.3,17.3,-47.1,-8.6,
2016-04-30 10:30,-42.6,16.0,-45.2,-10.0,
2016-04-30 10:45,-51.9,13.5,-50.2,-14.6,
2016-04-30 11:00,-55.6,9.6,-52.8,-24.0,
2016-04-30 11:15,-68.0,2.5,-57.8,-36.7,
2016-04-30 11:30,-78.6,-3.3,-66.2,-52.0,
2016-04-30 11:45,-92.1,-11.0,-77.6,-72.1,
2016-04-30 12:00,-102.0,-22.5,-88.3,-76.1,
2016-04-30 12:15,-105.7,-26.4,-88.3,-85.4,
2016-04-30 12:30,-117.5,-40.5,-96.0,-101.5,
2016-04-30 12:45,-117.5,-39.9,-96.0,-106.1,
2016-04-30 13:00,-134.8,-52.0,-106.2,-124.1,
2016-04-30 13:15,-146.5,-64.3,-119.6,-142.7,
2016-04-30 13:30,-156.4,-72.0,-125.9,-156.7,
2016-04-30 13:45,-171.3,-85.5,-137.3,-176.8,
2016-04-30 14:00,-173.1,-92.5,-139.8,-178.8,
2016-04-30 14:15,-185.4,-107.9,-150.1,-197.5,
2016-04-30 14:30,-203.9,-129.1,-161.5,-218.8,
2016-04-30 14:45,-199.7,-138.1,-162.1,-212.8,
2016-04-30 15:00,-194.7,-134.2,-155.1,-205.5,
2016-04-30 15:15,-195.4,-130.4,-156.4,-207.5,
2016-04-30 15:30,-205.8,-153.5,-161.5,-219.5,
2016-04-30 15:45,-199.7,-159.3,-155.1,-208.8,
2016-04-30 16:00,-190.4,-152.9,-143.1,-197.5,
2016-04-30 16:15,-186.1,-153.5,-137.3,-184.8,
2016-04-30 16:30,-176.1,-145.8,-126.5,-169.5,
2016-04-30 16:45,-166.9,-137.5,-117.7,-154.7,
2016-04-30 17:00,-154.6,-126.5,-108.7,-142.1,
2016-04-30 17:15,-150.2,-119.4,-103.6,-133.5,
2016-04-30 17:30,-149.6,-121.4,-108.7,-138.7,
2016-04-30 17:45,-154.6,-118.8,-104.3,-136.1,
2016-04-30 18:00,-155.2,-117.5,-105.5,-138.1,
2016-04-30 18:15,-152.0,-116.9,-101.7,-134.1,
2016-04-30 18:30,-145.9,-113.7,-97.3,-125.5,
2016-04-30 18:45,-137.2,-108.6,-91.0,-119.5,
2016-04-30 19:00,-129.2,-106.7,-82.0,-108.7,
2016-04-30 19:15,-118.1,-96.3,-75.0,-93.4,
2016-04-30 19:30,-111.9,-89.9,-65.5,-82.1,
2016-04-30 19:45,-99.5,-84.2,-56.6,-70.7,
2016-04-30 20:00,-89.7,-74.5,-51.5,-59.4,
2016-04-30 20:15,-83.4,-67.4,-46.4,-52.0,
2016-04-30 20:30,-79.1,-63.6,-41.4,-46.0,
2016-04-30 20:45,-71.1,-59.7,-35.6,-36.0,
2016-04-30 21:00,-63.7,-52.0,-29.9,-28.7,
2016-04-30 21:15,-58.7,-50.8,-23.5,-19.4,
2016-04-30 21:30,-50.0,-46.2,-18.5,-13.4,
2016-04-30 21:45,-43.9,-39.9,-12.0,-4.6,
2016-04-30 22:00,-39.6,-35.4,-8.2,2.6,
2016-04-30 22:15,-32.8,-28.9,-3.2,4.0,
2016-04-30 22:30,-27.8,-25.1,0.0,10.6,
2016-04-30 22:45,-24.8,-24.5,3.2,14.0,
2016-04-30 23:00,-24.8,-21.2,6.3,15.4,
2016-04-30 23:15,-17.9,-16.2,10.1,23.4,
2016-04-30 23:30,-15.5,-15.4,10.8,23.4,
2016-04-30 23:45,-11.1,-10.4,16.6,32.0,
2016-05-01 0:00,-5.0,-5.2,20.4,35.4,
2016-05-01 0:15,-5.5,-3.3,22.9,36.6,
2016-05-01 0:30,-5.5,-3.3,20.4,35.4,
2016-05-01 0:45,-4.4,-3.9,21.6,36.6,
2016-05-01 1:00,-3.7,-5.8,21.6,36.0,
2016-05-01 1:15,-5.5,-5.2,24.2,36.0,
2016-05-01 1:30,-3.1,-3.3,23.5,40.6,
2016-05-01 1:45,3.0,-1.3,28.0,42.0,
2016-05-01 2:00,6.7,3.8,29.2,47.4,
2016-05-01 2:15,9.9,3.1,28.6,51.4,
2016-05-01 2:30,11.7,5.0,31.1,53.4,
2016-05-01 2:45,13.6,8.3,34.3,51.4,
2016-05-01 3:00,15.4,11.5,36.2,56.6,
2016-05-01 3:15,16.7,11.5,38.1,54.6,
2016-05-01 3:30,17.9,10.8,42.6,53.4,
2016-05-01 3:45,16.0,10.2,32.4,52.6,
2016-05-01 4:00,17.3,13.5,33.0,52.0,
2016-05-01 4:15,13.6,10.8,29.9,48.0,
2016-05-01 4:30,11.7,9.6,23.5,45.4,
2016-05-01 4:45,8.0,8.9,22.9,42.6,
2016-05-01 5:00,6.7,6.4,19.1,36.0,
2016-05-01 5:15,4.3,3.8,15.9,34.6,
2016-05-01 5:30,-0.7,4.4,19.1,34.0,
2016-05-01 5:45,-2.5,2.5,17.8,32.0,
2016-05-01 6:00,-5.5,-0.7,8.2,27.4,
2016-05-01 6:15,-6.2,-1.9,8.2,30.0,
2016-05-01 6:30,-10.5,-2.7,5.1,26.6,
2016-05-01 6:45,-15.5,-5.8,3.2,19.4,
2016-05-01 7:00,-19.8,-10.4,-7.0,12.0,
2016-05-01 7:15,-27.8,-12.3,-11.4,-0.6,
2016-05-01 7:30,-33.4,-9.1,-23.5,-6.6,
2016-05-01 7:45,-43.3,-14.2,-33.0,-8.0,
2016-05-01 8:00,-53.2,-23.9,-43.9,-19.4,
2016-05-01 8:15,-58.7,-26.4,-54.7,-24.7,
2016-05-01 8:30,-62.4,-31.6,-64.3,-40.7,
2016-05-01 8:45,-73.0,-32.8,-76.3,-44.0,
2016-05-01 9:00,-75.4,-36.6,-87.7,-37.4,
2016-05-01 9:15,-87.8,-43.7,-98.6,-35.4,
2016-05-01 9:30,-95.8,-49.5,-104.3,-36.0,
2016-05-01 9:45,-101.4,-47.6,-106.8,-34.0,
2016-05-01 10:00,-100.8,-55.9,-106.8,-42.0,
2016-05-01 10:15,-102.0,-58.5,-110.6,-39.4,
2016-05-01 10:30,-103.8,-61.1,-106.8,-37.4,
2016-05-01 10:45,-110.7,-57.2,-113.9,-48.0,
2016-05-01 11:00,-118.7,-61.7,-113.9,-52.0,
2016-05-01 11:15,-124.9,-65.5,-120.8,-62.1,
2016-05-01 11:30,-136.0,-74.5,-125.3,-74.7,
2016-05-01 11:45,-147.2,-77.8,-134.8,-92.7,
2016-05-01 12:00,-156.4,-91.9,-138.7,-110.7,
2016-05-01 12:15,-171.3,-101.5,-146.9,-130.1,
2016-05-01 12:30,-183.0,-112.5,-154.5,-156.1,
2016-05-01 12:45,-192.2,-120.8,-162.1,-169.5,
2016-05-01 13:00,-205.8,-134.8,-174.2,-190.8,
2016-05-01 13:15,-212.6,-146.4,-184.4,-222.8,
2016-05-01 13:30,-218.8,-156.8,-191.3,-238.2,
2016-05-01 13:45,-229.9,-162.5,-198.4,-252.2,
2016-05-01 14:00,-239.2,-179.1,-213.0,-268.2,
2016-05-01 14:15,-249.1,-191.4,-222.6,-284.2,
2016-05-01 14:30,-260.3,-198.4,-227.6,-300.8,
2016-05-01 14:45,-269.5,-206.8,-230.8,-312.2,
2016-05-01 15:00,-284.4,-228.0,-239.0,-330.8,
2016-05-01 15:15,-290.5,-244.0,-239.0,-333.6,
2016-05-01 15:30,-294.2,-263.9,-241.7,-350.2,
2016-05-01 15:45,-302.9,-253.1,-235.2,-367.6,
2016-05-01 16:00,-310.3,-240.2,-232.7,-389.6,
2016-05-01 16:15,-315.9,-239.6,-231.4,-405.6,
2016-05-01 16:30,-318.3,-229.2,-228.9,-389.6,
2016-05-01 16:45,-320.8,-231.1,-225.1,-378.9,
2016-05-01 17:00,-321.5,-232.5,-218.8,-362.9,
2016-05-01 17:15,-325.7,-225.4,-205.4,-334.2,
2016-05-01 17:30,-322.0,-219.0,-190.2,-302.8,
2016-05-01 17:45,-316.5,-209.4,-178.0,-274.2,
2016-05-01 18:00,-311.5,-201.1,-168.5,-246.8,
2016-05-01 18:15,-298.5,-192.6,-158.3,-216.1,
2016-05-01 18:30,-286.2,-188.2,-149.4,-190.8,
2016-05-01 18:45,-273.8,-177.9,-140.6,-166.1,
2016-05-01 19:00,-260.3,-170.8,-132.2,-144.7,
2016-05-01 19:15,-252.2,-159.9,-124.0,-121.5,
2016-05-01 19:30,-239.9,-151.0,-117.0,-99.5,
2016-05-01 19:45,-227.5,-141.9,-107.4,-80.7,
2016-05-01 20:00,-216.3,-134.2,-101.7,-66.7,
2016-05-01 20:15,-207.7,-125.9,-92.9,-49.4,
2016-05-01 20:30,-201.5,-118.2,-87.7,-38.7,
2016-05-01 20:45,-192.8,-107.9,-82.6,-27.4,
2016-05-01 21:00,-180.5,-100.2,-78.2,-16.0,
2016-05-01 21:15,-175.6,-95.1,-76.3,-7.4,
2016-05-01 21:30,-170.6,-90.5,-68.1,2.6,
2016-05-01 21:45,-163.2,-77.8,-66.2,11.4,
2016-05-01 22:00,-153.3,-72.6,-60.4,18.0,
2016-05-01 22:15,-149.0,-66.8,-57.2,20.0,
2016-05-01 22:30,-147.7,-64.9,-58.5,19.4,
2016-05-01 22:45,-147.2,-64.3,-57.2,22.6,
2016-05-01 23:00,-142.2,-63.0,-52.8,28.6,
2016-05-01 23:15,-139.7,-58.5,-51.5,31.4,
2016-05-01 23:30,-134.2,-54.0,-49.0,38.0,
2016-05-01 23:45,-131.6,-50.8,-47.7,39.4,
2016-05-02 0:00,-129.2,-45.6,-43.9,46.6,
2016-05-02 0:15,-123.1,-33.5,-40.1,51.4,
2016-05-02 0:30,-119.9,-34.7,-41.4,53.4,
2016-05-02 0:45,-117.5,-27.7,-41.4,54.0,
2016-05-02 1:00,-116.2,-27.7,-42.0,56.0,
2016-05-02 1:15,-116.2,-28.3,-40.7,56.0,
2016-05-02 1:30,-115.6,-29.6,-40.1,52.6,
2016-05-02 1:45,-113.1,-25.8,-40.7,56.6,
2016-05-02 2:00,-112.5,-23.9,-40.1,57.4,
2016-05-02 2:15,-111.9,-23.1,-40.1,57.4,
2016-05-02 2:30,-111.2,-21.2,-38.7,60.0,
2016-05-02 2:45,-108.8,-21.9,-38.2,59.4,
2016-05-02 3:00,-109.4,-17.4,-38.7,62.6,
2016-05-02 3:15,-106.9,-15.4,-38.2,63.4,
2016-05-02 3:30,-102.7,-14.8,-36.8,65.4,
2016-05-02 3:45,-102.0,-11.6,-35.6,66.0,
2016-05-02 4:00,-100.1,-6.5,-33.0,68.0,
2016-05-02 4:15,-98.9,-4.6,-34.9,68.7,
2016-05-02 4:30,-95.8,-1.9,-35.6,71.4,
2016-05-02 4:45,-97.7,-2.7,-32.4,73.4,
2016-05-02 5:00,-92.7,2.5,-31.1,70.7,
2016-05-02 5:15,-93.4,3.1,-31.8,74.0,
2016-05-02 5:30,-91.5,7.7,-28.0,74.7,
2016-05-02 5:45,-90.3,11.5,-28.0,72.7,
2016-05-02 6:00,-87.1,14.1,-24.2,74.7,
2016-05-02 6:15,-82.8,14.7,-28.6,77.4,
2016-05-02 6:30,-86.5,18.5,-29.9,77.4,
2016-05-02 6:45,-86.0,21.8,-31.1,70.7,
2016-05-02 7:00,-92.1,23.1,-33.7,63.4,
2016-05-02 7:15,-98.9,22.4,-40.7,61.4,
2016-05-02 7:30,-100.1,25.6,-53.4,52.0,
2016-05-02 7:45,-108.2,17.3,-58.5,35.4,
2016-05-02 8:00,-109.4,11.5,-64.9,34.0,
2016-05-02 8:15,-121.2,5.0,-78.8,20.0,
2016-05-02 8:30,-119.3,3.8,-85.8,14.0,
2016-05-02 8:45,-122.4,-2.7,-103.0,2.6,
2016-05-02 9:00,-128.6,-9.1,-104.9,3.4,
2016-05-02 9:15,-130.5,-12.3,-113.1,-4.6,
2016-05-02 9:30,-129.2,-13.5,-112.5,-6.0,
2016-05-02 9:45,-126.8,-16.8,-109.3,-13.4,
2016-05-02 10:00,-123.1,-20.6,-108.7,-18.0,
2016-05-02 10:15,-117.5,-16.8,-108.7,-16.6,
2016-05-02 10:30,-116.2,-22.5,-108.1,-23.4,
2016-05-02 10:45,-118.7,-23.1,-106.8,-16.6,
2016-05-02 11:00,-123.6,-27.0,-111.2,-23.4,
2016-05-02 11:15,-134.2,-30.8,-110.6,-35.4,
2016-05-02 11:30,-134.2,-30.2,-117.0,-39.4,
2016-05-02 11:45,-145.9,-36.6,-121.5,-50.0,
2016-05-02 12:00,-156.4,-47.6,-129.1,-68.7,
2016-05-02 12:15,-169.4,-53.4,-133.5,-84.1,
2016-05-02 12:30,-175.0,-59.7,-143.1,-103.5,
2016-05-02 12:45,-189.1,-73.9,-149.4,-122.1,
2016-05-02 13:00,-198.4,-83.6,-160.8,-136.1,
2016-05-02 13:15,-206.5,-95.7,-170.4,-156.1,
2016-05-02 13:30,-220.1,-108.6,-179.9,-180.1,
2016-05-02 13:45,-226.2,-109.2,-187.5,-192.1,
2016-05-02 14:00,-239.2,-131.7,-201.6,-213.5,
2016-05-02 14:15,-254.7,-148.3,-211.7,-236.2,
2016-05-02 14:30,-267.0,-157.4,-221.3,-252.8,
2016-05-02 14:45,-284.4,-167.6,-229.5,-270.8,
2016-05-02 15:00,-299.2,-194.6,-235.9,-284.2,
2016-05-02 15:15,-306.6,-214.5,-239.8,-295.6,
2016-05-02 15:30,-315.9,-237.7,-239.0,-312.8,
2016-05-02 15:45,-330.7,-255.6,-240.9,-332.8,
2016-05-02 16:00,-337.5,-265.8,-236.5,-349.6,
2016-05-02 16:15,-346.7,-265.2,-237.8,-358.2,
2016-05-02 16:30,-352.3,-268.5,-235.2,-361.6,
2016-05-02 16:45,-357.3,-269.7,-228.9,-364.9,
2016-05-02 17:00,-359.1,-267.1,-220.7,-362.9,
2016-05-02 17:15,-368.4,-260.8,-211.1,-345.6,
2016-05-02 17:30,-362.3,-251.7,-197.1,-316.8,
2016-05-02 17:45,-355.4,-247.9,-186.3,-285.6,
2016-05-02 18:00,-351.7,-236.3,-179.3,-260.8,
2016-05-02 18:15,-340.0,-233.1,-169.8,-234.2,
2016-05-02 18:30,-328.2,-224.2,-162.1,-210.1,
2016-05-02 18:45,-316.5,-211.3,-148.2,-184.1,
2016-05-02 19:00,-303.5,-203.0,-138.7,-156.1,
2016-05-02 19:15,-284.4,-191.4,-125.9,-131.5,
2016-05-02 19:30,-269.5,-177.9,-113.9,-99.5,
2016-05-02 19:45,-249.1,-163.1,-98.6,-72.7,
2016-05-02 20:00,-234.3,-146.4,-85.2,-46.7,
2016-05-02 20:15,-215.1,-130.4,-70.6,-24.7,
2016-05-02 20:30,-197.2,-115.0,-57.8,-6.0,
2016-05-02 20:45,-182.4,-99.0,-51.5,11.4,
2016-05-02 21:00,-169.4,-86.7,-43.9,24.0,
2016-05-02 21:15,-158.3,-76.5,-38.2,34.6,
2016-05-02 21:30,-149.6,-66.8,-29.9,43.4,
2016-05-02 21:45,-141.6,-59.7,-25.4,52.6,
2016-05-02 22:00,-132.9,-52.0,-20.4,60.0,
2016-05-02 22:15,-125.5,-39.3,-16.6,67.4,
2016-05-02 22:30,-117.5,-30.2,-10.1,74.0,
2016-05-02 22:45,-108.8,-22.5,-5.7,82.7,
2016-05-02 23:00,-105.7,-16.2,-5.1,84.7,
2016-05-02 23:15,-101.4,-9.7,-4.4,90.7,
2016-05-02 23:30,-99.5,-4.6,-5.7,88.7,
2016-05-02 23:45,-99.5,-5.2,-5.7,90.7,
2016-05-03 0:00,-98.3,-2.7,-5.7,87.4,
2016-05-03 0:15,-95.2,0.0,-7.0,91.4,
2016-05-03 0:30,-97.1,1.2,-7.0,90.7,
2016-05-03 0:45,-94.0,1.9,-10.1,90.0,
2016-05-03 1:00,-90.8,9.6,-3.8,90.0,
2016-05-03 1:15,-92.1,7.7,-5.7,94.7,
2016-05-03 1:30,-88.4,11.5,-5.1,95.4,
2016-05-03 1:45,-86.5,16.0,-4.4,97.4,
2016-05-03 2:00,-84.1,16.0,-3.8,100.0,
2016-05-03 2:15,-83.4,19.8,-1.9,101.4,
2016-05-03 2:30,-81.0,21.8,0.0,107.4,
2016-05-03 2:45,-78.6,24.3,0.6,108.1,
2016-05-03 3:00,-76.7,27.5,3.8,107.4,
2016-05-03 3:15,-74.8,32.7,3.2,110.7,
2016-05-03 3:30,-71.7,32.7,2.5,113.4,
2016-05-03 3:45,-70.4,37.2,5.7,118.1,
2016-05-03 4:00,-64.9,42.3,7.6,114.1,
2016-05-03 4:15,-66.7,40.4,7.6,116.1,
2016-05-03 4:30,-68.0,41.6,7.0,114.1,
2016-05-03 4:45,-69.9,44.3,5.1,117.4,
2016-05-03 5:00,-64.9,43.0,3.2,116.7,
2016-05-03 5:15,-64.3,47.4,7.6,118.7,
2016-05-03 5:30,-64.9,49.3,7.0,120.7,
2016-05-03 5:45,-61.2,50.1,8.9,122.1,
2016-05-03 6:00,-61.2,52.0,8.9,119.4,
2016-05-03 6:15,-58.7,59.0,8.9,125.4,
2016-05-03 6:30,-60.6,60.3,7.6,122.7,
2016-05-03 6:45,-61.9,60.3,5.1,122.7,
2016-05-03 7:00,-66.7,59.0,-1.9,116.1,
2016-05-03 7:15,-71.7,60.9,-5.1,106.1,
2016-05-03 7:30,-76.0,61.6,-20.4,96.7,
2016-05-03 7:45,-84.7,53.9,-32.4,80.7,
2016-05-03 8:00,-97.1,42.3,-47.7,68.7,
2016-05-03 8:15,-108.8,30.1,-63.5,53.4,
2016-05-03 8:30,-116.2,21.2,-80.1,35.4,
2016-05-03 8:45,-126.8,7.0,-98.6,26.0,
2016-05-03 9:00,-141.6,-5.8,-115.8,16.0,
2016-05-03 9:15,-149.6,-16.8,-124.0,4.6,
2016-05-03 9:30,-153.9,-28.3,-129.7,-6.0,
2016-05-03 9:45,-158.3,-33.5,-134.1,-21.4,
2016-05-03 10:00,-164.4,-42.4,-136.0,-28.7,
2016-05-03 10:15,-171.3,-50.8,-134.8,-33.4,
2016-05-03 10:30,-170.0,-59.7,-136.7,-42.0,
2016-05-03 10:45,-180.5,-66.2,-142.5,-51.4,
2016-05-03 11:00,-197.2,-77.1,-148.2,-60.1,
2016-05-03 11:15,-212.1,-86.1,-157.7,-74.7,
2016-05-03 11:30,-228.1,-96.3,-164.0,-96.1,
2016-05-03 11:45,-248.4,-111.1,-170.4,-124.1,
2016-05-03 12:00,-267.7,-120.8,-182.5,-147.5,
2016-05-03 12:15,-283.1,-136.8,-188.8,-182.1,
2016-05-03 12:30,-311.5,-150.3,-207.3,-197.5,
2016-05-03 12:45,-339.3,-174.1,-217.5,-232.2,
2016-05-03 13:00,-356.0,-190.7,-232.1,-259.6,
2016-05-03 13:15,-377.7,-207.4,-245.5,-290.8,
2016-05-03 13:30,-394.4,-228.6,-254.3,-317.6,
2016-05-03 13:45,-416.0,-242.7,-262.6,-338.9,
2016-05-03 14:00,-432.7,-260.8,-273.4,-368.9,
2016-05-03 14:15,-450.6,-282.6,-285.5,-394.9,
2016-05-03 14:30,-469.8,-301.2,-292.4,-414.9,
2016-05-03 14:45,-490.2,-318.5,-299.5,-431.7,
2016-05-03 15:00,-503.2,-355.7,-303.3,-442.3,
2016-05-03 15:15,-508.0,-381.4,-305.2,-448.9,
2016-05-03 15:30,-517.3,-407.7,-302.0,-452.3,
2016-05-03 15:45,-518.0,-425.1,-296.3,-461.7,
2016-05-03 16:00,-521.7,-432.2,-289.9,-460.9,
2016-05-03 16:15,-529.1,-441.8,-282.3,-461.7,
2016-05-03 16:30,-527.3,-436.0,-277.2,-470.3,
2016-05-03 16:45,-523.6,-438.0,-268.4,-470.3,
2016-05-03 17:00,-521.0,-437.2,-257.5,-461.7,
2016-05-03 17:15,-521.7,-427.0,-237.8,-430.3,
2016-05-03 17:30,-516.2,-414.1,-225.1,-395.6,
2016-05-03 17:45,-505.0,-399.4,-207.9,-358.2,
2016-05-03 18:00,-493.9,-388.5,-198.4,-325.6,
2016-05-03 18:15,-476.5,-375.0,-183.1,-290.2,
2016-05-03 18:30,-459.3,-360.9,-171.7,-251.5,
2016-05-03 18:45,-439.4,-343.6,-157.0,-218.8,
2016-05-03 19:00,-416.6,-322.4,-144.4,-184.1,
2016-05-03 19:15,-393.1,-303.1,-129.1,-149.5,
2016-05-03 19:30,-367.8,-278.7,-112.5,-110.7,
2016-05-03 19:45,-340.6,-255.6,-94.8,-78.7,
2016-05-03 20:00,-317.1,-229.9,-78.2,-48.7,
2016-05-03 20:15,-293.0,-206.1,-68.1,-20.0,
2016-05-03 20:30,-272.0,-183.0,-52.1,0.0,
2016-05-03 20:45,-253.4,-163.1,-40.7,17.4,
2016-05-03 21:00,-236.7,-146.4,-33.0,34.0,
2016-05-03 21:15,-220.6,-127.1,-20.4,46.0,
2016-05-03 21:30,-207.7,-113.1,-16.6,58.0,
2016-05-03 21:45,-196.0,-99.6,-11.4,68.7,
2016-05-03 22:00,-186.1,-87.4,-7.0,78.0,
2016-05-03 22:15,-178.0,-82.2,-5.1,82.7,
2016-05-03 22:30,-172.4,-73.2,-3.2,86.0,
2016-05-03 22:45,-166.3,-66.8,-1.3,89.4,
2016-05-03 23:00,-163.8,-57.8,1.3,92.0,
2016-05-03 23:15,-156.4,-55.9,1.9,94.7,
2016-05-03 23:30,-150.2,-46.2,7.6,102.0,
2016-05-03 23:45,-145.3,-39.9,7.6,108.1,
2016-05-04 0:00,-140.3,-36.0,10.8,110.7,
2016-05-04 0:15,-136.6,-28.9,15.9,112.1,
2016-05-04 0:30,-130.5,-25.1,14.7,112.7,
2016-05-04 0:45,-122.4,-18.7,17.8,119.4,
2016-05-04 1:00,-118.7,-12.9,21.6,123.4,
2016-05-04 1:15,-111.9,-3.9,26.1,127.4,
2016-05-04 1:30,-107.5,1.2,26.7,131.4,
2016-05-04 1:45,-105.1,3.8,27.3,134.7,
2016-05-04 2:00,-99.5,7.7,31.8,138.7,
2016-05-04 2:15,-94.5,15.4,30.5,142.1,
2016-05-04 2:30,-92.7,22.4,32.4,143.4,
2016-05-04 2:45,-88.4,25.6,33.0,143.4,
2016-05-04 3:00,-86.5,26.9,31.8,147.5,
2016-05-04 3:15,-90.8,28.9,29.9,141.4,
2016-05-04 3:30,-87.1,28.9,28.6,138.7,
2016-05-04 3:45,-90.3,25.6,29.2,140.7,
2016-05-04 4:00,-86.0,28.9,27.3,142.7,
2016-05-04 4:15,-83.4,33.3,29.9,142.7,
2016-05-04 4:30,-82.8,34.6,31.8,143.4,
2016-05-04 4:45,-79.7,38.5,29.9,147.5,
2016-05-04 5:00,-76.0,44.9,32.4,148.7,
2016-05-04 5:15,-73.0,46.8,36.2,152.1,
2016-05-04 5:30,-68.6,52.0,35.6,154.7,
2016-05-04 5:45,-69.3,54.5,37.6,154.1,
2016-05-04 6:00,-65.6,59.0,40.7,159.5,
2016-05-04 6:15,-60.6,63.5,41.4,158.7,
2016-05-04 6:30,-61.2,68.6,35.6,152.7,
2016-05-04 6:45,-69.9,68.0,28.6,147.5,
2016-05-04 7:00,-70.4,64.1,26.1,140.7,
2016-05-04 7:15,-71.1,63.5,21.0,133.4,
2016-05-04 7:30,-69.3,66.7,16.6,130.7,
2016-05-04 7:45,-73.0,68.6,8.9,125.4,
2016-05-04 8:00,-81.0,63.5,0.0,115.4,
2016-05-04 8:15,-87.8,57.0,-5.1,105.4,
2016-05-04 8:30,-87.1,59.7,-12.0,100.0,
2016-05-04 8:45,-89.0,58.4,-16.6,92.7,
2016-05-04 9:00,-100.1,46.2,-29.2,78.7,
2016-05-04 9:15,-106.9,44.9,-38.2,70.0,
2016-05-04 9:30,-105.7,43.0,-42.0,66.7,
2016-05-04 9:45,-108.8,41.6,-47.1,62.6,
2016-05-04 10:00,-111.9,34.6,-52.8,59.4,
2016-05-04 10:15,-111.9,32.0,-55.9,52.6,
2016-05-04 10:30,-109.4,36.6,-53.4,62.0,
2016-05-04 10:45,-106.4,40.4,-54.0,62.6,
2016-05-04 11:00,-116.2,32.7,-62.9,48.0,
2016-05-04 11:15,-130.5,21.2,-71.9,33.4,
2016-05-04 11:30,-143.5,13.5,-83.3,13.4,
2016-05-04 11:45,-151.4,3.8,-97.3,1.4,
2016-05-04 12:00,-162.6,-8.4,-103.0,-12.0,
2016-05-04 12:15,-172.4,-13.5,-113.9,-20.0,
2016-05-04 12:30,-187.3,-25.8,-123.4,-34.0,
2016-05-04 12:45,-196.0,-30.2,-125.3,-38.7,
2016-05-04 13:00,-209.5,-41.8,-134.8,-52.0,
2016-05-04 13:15,-221.3,-52.7,-143.1,-68.7,
2016-05-04 13:30,-241.7,-65.5,-155.8,-85.4,
2016-05-04 13:45,-259.6,-84.8,-167.9,-106.1,
2016-05-04 14:00,-274.4,-95.1,-179.3,-118.7,
2016-05-04 14:15,-285.5,-109.8,-186.3,-134.1,
2016-05-04 14:30,-293.0,-118.8,-190.8,-140.1,
2016-05-04 14:45,-298.5,-127.1,-193.3,-140.1,
2016-05-04 15:00,-303.5,-132.9,-194.0,-142.1,
2016-05-04 15:15,-301.6,-132.9,-195.9,-141.5,
2016-05-04 15:30,-310.3,-142.6,-195.2,-150.1,
2016-05-04 15:45,-304.1,-145.2,-186.9,-137.5,
2016-05-04 16:00,-294.2,-148.3,-178.0,-126.1,
2016-05-04 16:15,-280.7,-139.4,-161.5,-105.5,
2016-05-04 16:30,-267.7,-128.5,-148.8,-87.4,
2016-05-04 16:45,-255.9,-124.0,-137.9,-68.7,
2016-05-04 17:00,-244.2,-109.8,-124.0,-50.0,
