Fecha,TDV Control-2L_1,TDV Control-2L_2,TDV 45SDI-2L_1,TDV 45SDI-2L_2,
2016-08-13 5:45,402.4,936.2,-350.4,-88.1,
2016-08-13 6:00,409.1,943.3,-347.2,-83.4,
2016-08-13 6:15,411.0,947.8,-347.2,-84.1,
2016-08-13 6:30,408.5,943.3,-347.2,-89.4,
2016-08-13 6:45,401.7,943.3,-353.5,-100.1,
2016-08-13 7:00,399.9,946.6,-361.1,-112.7,
2016-08-13 7:15,390.6,944.0,-373.9,-124.7,
2016-08-13 7:30,377.0,944.7,-390.4,-136.7,
2016-08-13 7:45,365.9,941.4,-398.1,-150.1,
2016-08-13 8:00,352.9,932.4,-415.2,-160.7,
2016-08-13 8:15,336.8,926.0,-427.9,-175.5,
2016-08-13 8:30,317.7,920.8,-445.8,-195.5,
2016-08-13 8:45,306.0,912.5,-464.1,-208.8,
2016-08-13 9:00,289.3,915.8,-481.3,-218.2,
2016-08-13 9:15,272.6,911.9,-494.6,-218.2,
2016-08-13 9:30,259.6,913.9,-503.0,-214.8,
2016-08-13 9:45,247.8,924.1,-506.1,-214.1,
2016-08-13 10:00,236.7,918.9,-508.7,-212.8,
2016-08-13 10:15,231.8,911.9,-504.9,-210.1,
2016-08-13 10:30,222.5,910.0,-507.4,-202.8,
2016-08-13 10:45,208.9,908.1,-508.7,-201.5,
2016-08-13 11:00,195.3,895.8,-515.0,-205.5,
2016-08-13 11:15,177.3,879.8,-520.7,-216.8,
2016-08-13 11:30,158.8,870.8,-528.4,-224.8,
2016-08-13 11:45,139.7,856.7,-541.1,-242.8,
2016-08-13 12:00,117.4,834.9,-553.8,-262.8,
2016-08-13 12:15,87.8,820.7,-569.0,-288.2,
2016-08-13 12:30,63.6,797.0,-583.7,-310.2,
2016-08-13 12:45,36.4,771.3,-596.5,-340.2,
2016-08-13 13:00,17.3,754.0,-611.7,-373.6,
2016-08-13 13:15,-7.4,728.2,-623.8,-397.6,
2016-08-13 13:30,-26.6,709.0,-635.2,-424.3,
2016-08-13 13:45,-50.0,687.2,-649.1,-450.3,
2016-08-13 14:00,-76.0,665.4,-660.6,-475.7,
2016-08-13 14:15,-98.9,642.3,-670.1,-502.3,
2016-08-13 14:30,-128.6,607.6,-679.1,-523.0,
2016-08-13 14:45,-152.7,574.9,-688.0,-542.4,
2016-08-13 15:00,-177.4,546.0,-696.8,-555.7,
2016-08-13 15:15,-202.1,506.1,-700.7,-559.0,
2016-08-13 15:30,-223.8,456.1,-702.0,-557.7,
2016-08-13 15:45,-243.6,414.3,-703.3,-566.4,
2016-08-13 16:00,-266.4,385.4,-702.6,-571.0,
2016-08-13 16:15,-283.7,360.4,-700.1,-590.4,
2016-08-13 16:30,-298.5,347.6,-699.5,-598.4,
2016-08-13 16:45,-309.1,341.1,-696.8,-604.4,
2016-08-13 17:00,-312.2,329.5,-700.1,-609.0,
2016-08-13 17:15,-308.5,329.5,-690.5,-605.8,
2016-08-13 17:30,-295.5,334.7,-679.7,-596.4,
2016-08-13 17:45,-278.1,346.9,-666.3,-589.8,
2016-08-13 18:00,-258.4,359.8,-653.0,-579.8,
2016-08-13 18:15,-231.2,377.7,-639.0,-565.7,
2016-08-13 18:30,-202.8,397.7,-627.0,-553.0,
2016-08-13 18:45,-168.7,422.0,-616.1,-533.7,
2016-08-13 19:00,-129.2,448.4,-600.3,-513.0,
2016-08-13 19:15,-89.7,477.2,-582.4,-485.7,
2016-08-13 19:30,-51.9,512.5,-566.5,-462.3,
2016-08-13 19:45,-9.9,546.0,-553.2,-432.3,
2016-08-13 20:00,27.8,579.9,-532.8,-405.6,
2016-08-13 20:15,59.4,606.3,-520.7,-380.9,
2016-08-13 20:30,89.6,633.3,-508.7,-359.6,
2016-08-13 20:45,111.3,655.8,-496.0,-338.9,
2016-08-13 21:00,136.0,678.9,-485.1,-318.2,
2016-08-13 21:15,158.8,700.1,-473.7,-299.6,
2016-08-13 21:30,179.9,722.5,-464.1,-282.8,
2016-08-13 21:45,199.6,737.9,-452.1,-262.8,
2016-08-13 22:00,222.5,759.8,-442.5,-249.5,
2016-08-13 22:15,241.1,775.8,-431.7,-230.8,
2016-08-13 22:30,257.1,793.1,-424.1,-217.5,
2016-08-13 22:45,275.6,807.2,-412.6,-204.8,
2016-08-13 23:00,289.9,822.6,-406.9,-196.1,
2016-08-13 23:15,301.6,837.4,-396.2,-185.5,
2016-08-13 23:30,319.0,849.0,-391.6,-177.5,
2016-08-13 23:45,331.2,860.5,-384.7,-166.1,
2016-08-14 0:00,339.4,874.0,-379.6,-160.1,
2016-08-14 0:15,349.2,885.0,-374.5,-156.7,
2016-08-14 0:30,352.9,889.4,-372.0,-152.7,
2016-08-14 0:45,360.9,898.4,-370.1,-152.7,
2016-08-14 1:00,367.2,898.4,-368.7,-145.5,
2016-08-14 1:15,369.0,906.8,-366.2,-140.1,
2016-08-14 1:30,376.4,914.5,-364.3,-139.5,
2016-08-14 1:45,382.6,918.3,-364.3,-135.5,
2016-08-14 2:00,382.6,920.2,-363.7,-135.5,
2016-08-14 2:15,387.6,922.8,-359.9,-130.7,
2016-08-14 2:30,390.6,933.1,-355.4,-124.1,
2016-08-14 2:45,396.8,938.2,-356.1,-122.1,
2016-08-14 3:00,398.7,940.8,-354.2,-122.1,
2016-08-14 3:15,403.0,942.0,-353.5,-120.1,
2016-08-14 3:30,405.4,945.3,-353.5,-116.7,
2016-08-14 3:45,406.1,946.6,-352.3,-114.7,
2016-08-14 4:00,409.1,949.7,-352.3,-110.1,
2016-08-14 4:15,413.5,956.2,-349.7,-108.1,
2016-08-14 4:30,413.5,958.8,-350.4,-108.1,
2016-08-14 4:45,417.2,959.4,-348.5,-104.1,
2016-08-14 5:00,419.1,964.5,-349.7,-102.7,
2016-08-14 5:15,420.9,962.0,-349.1,-102.7,
2016-08-14 5:30,426.5,965.1,-344.7,-99.5,
2016-08-14 5:45,424.7,964.5,-345.9,-92.7,
2016-08-14 6:00,425.8,969.7,-338.9,-90.7,
2016-08-14 6:15,435.1,973.6,-337.0,-87.4,
2016-08-14 6:30,435.8,977.4,-331.9,-85.4,
2016-08-14 6:45,438.8,979.9,-331.9,-89.4,
2016-08-14 7:00,437.6,979.3,-336.3,-98.1,
2016-08-14 7:15,425.2,978.0,-347.8,-107.5,
2016-08-14 7:30,418.4,974.8,-363.7,-120.1,
2016-08-14 7:45,407.3,973.6,-374.5,-130.7,
2016-08-14 8:00,393.1,962.6,-389.1,-140.7,
2016-08-14 8:15,377.6,957.4,-402.5,-154.7,
2016-08-14 8:30,365.9,948.5,-417.1,-168.1,
2016-08-14 8:45,354.2,945.9,-434.9,-181.5,
2016-08-14 9:00,334.4,951.1,-452.1,-188.8,
2016-08-14 9:15,320.1,950.5,-462.9,-190.8,
2016-08-14 9:30,302.3,951.1,-469.2,-186.1,
2016-08-14 9:45,290.4,956.2,-471.7,-183.5,
2016-08-14 10:00,283.7,958.2,-469.8,-180.8,
2016-08-14 10:15,280.6,954.9,-467.3,-178.8,
2016-08-14 10:30,276.3,958.2,-466.7,-174.1,
2016-08-14 10:45,266.3,953.6,-469.2,-172.7,
2016-08-14 11:00,254.6,949.7,-471.7,-172.7,
2016-08-14 11:15,248.5,940.1,-476.3,-184.1,
2016-08-14 11:30,234.2,928.5,-481.3,-189.5,
2016-08-14 11:45,219.4,917.7,-494.6,-200.8,
2016-08-14 12:00,206.4,902.9,-505.5,-216.1,
2016-08-14 12:15,191.0,882.3,-518.2,-236.8,
2016-08-14 12:30,173.1,868.8,-532.8,-258.2,
2016-08-14 12:45,152.1,849.6,-543.6,-282.2,
2016-08-14 13:00,132.3,828.4,-561.4,-307.6,
2016-08-14 13:15,111.3,813.7,-574.2,-332.8,
2016-08-14 13:30,92.7,791.2,-589.4,-360.9,
2016-08-14 13:45,70.5,767.5,-602.2,-382.9,
2016-08-14 14:00,46.4,743.0,-618.6,-410.9,
2016-08-14 14:15,21.0,719.3,-628.2,-437.7,
2016-08-14 14:30,-9.9,687.8,-642.2,-461.7,
2016-08-14 14:45,-38.3,661.5,-653.7,-490.9,
2016-08-14 15:00,-65.6,631.3,-663.8,-511.7,
2016-08-14 15:15,-89.7,591.5,-670.8,-523.0,
2016-08-14 15:30,-112.5,556.2,-679.7,-533.0,
2016-08-14 15:45,-134.2,517.7,-682.9,-543.0,
2016-08-14 16:00,-151.4,482.4,-683.5,-544.4,
2016-08-14 16:15,-165.7,464.4,-682.3,-556.4,
2016-08-14 16:30,-175.0,451.6,-683.5,-575.0,
2016-08-14 16:45,-183.0,448.4,-682.3,-581.8,
2016-08-14 17:00,-184.2,438.1,-685.4,-586.4,
2016-08-14 17:15,-181.1,437.4,-681.0,-585.0,
2016-08-14 17:30,-169.4,442.0,-674.7,-579.8,
2016-08-14 17:45,-157.6,446.4,-668.2,-573.0,
2016-08-14 18:00,-139.7,456.1,-660.6,-562.4,
2016-08-14 18:15,-116.8,473.4,-649.9,-551.0,
2016-08-14 18:30,-90.8,490.7,-640.9,-534.3,
2016-08-14 18:45,-56.9,517.1,-627.0,-516.3,
2016-08-14 19:00,-25.9,543.3,-613.6,-494.9,
2016-08-14 19:15,4.9,571.0,-600.3,-470.3,
2016-08-14 19:30,44.5,601.1,-583.1,-446.9,
2016-08-14 19:45,79.8,632.7,-565.2,-415.6,
2016-08-14 20:00,116.8,662.1,-547.5,-390.3,
2016-08-14 20:15,145.2,690.4,-534.7,-367.6,
2016-08-14 20:30,169.9,712.2,-520.2,-344.9,
2016-08-14 20:45,195.3,733.4,-506.8,-320.2,
2016-08-14 21:00,220.7,753.3,-492.7,-301.6,
2016-08-14 21:15,241.7,771.3,-480.7,-278.2,
2016-08-14 21:30,262.6,793.7,-471.2,-265.6,
2016-08-14 21:45,275.6,808.5,-462.9,-246.8,
2016-08-14 22:00,293.0,823.3,-453.4,-236.2,
2016-08-14 22:15,306.0,838.0,-445.8,-223.5,
2016-08-14 22:30,319.5,850.3,-436.2,-214.1,
2016-08-14 22:45,331.2,863.1,-433.0,-206.8,
2016-08-14 23:00,342.4,872.1,-427.3,-196.8,
2016-08-14 23:15,351.6,881.7,-422.2,-191.5,
2016-08-14 23:30,360.3,890.0,-414.5,-185.5,
2016-08-14 23:45,367.2,899.7,-412.0,-180.1,
2016-08-15 0:00,374.6,910.0,-409.5,-173.5,
2016-08-15 0:15,382.6,916.4,-400.6,-166.7,
2016-08-15 0:30,388.1,922.8,-398.7,-162.1,
2016-08-15 0:45,395.6,927.9,-395.5,-158.1,
2016-08-15 1:00,398.7,934.3,-392.4,-155.5,
2016-08-15 1:15,406.7,940.1,-385.9,-146.1,
2016-08-15 1:30,412.3,947.2,-382.8,-142.7,
2016-08-15 1:45,414.1,951.1,-380.9,-139.5,
2016-08-15 2:00,419.7,958.2,-379.6,-134.7,
2016-08-15 2:15,419.1,960.7,-376.4,-130.7,
2016-08-15 2:30,423.4,962.6,-375.8,-130.1,
2016-08-15 2:45,429.5,965.1,-371.4,-127.5,
2016-08-15 3:00,433.2,969.0,-370.1,-120.1,
2016-08-15 3:15,436.4,974.2,-363.7,-114.7,
2016-08-15 3:30,438.2,978.0,-361.1,-112.7,
2016-08-15 3:45,443.8,980.5,-359.9,-111.5,
2016-08-15 4:00,447.5,982.5,-354.8,-104.1,
2016-08-15 4:15,451.8,986.3,-347.2,-98.1,
2016-08-15 4:30,456.2,989.0,-345.3,-93.4,
2016-08-15 4:45,456.2,995.4,-340.1,-90.1,
2016-08-15 5:00,464.2,997.9,-332.5,-83.4,
2016-08-15 5:15,470.3,1003.1,-325.6,-78.1,
2016-08-15 5:30,475.3,1007.5,-327.5,-75.4,
2016-08-15 5:45,475.3,1013.3,-319.2,-69.4,
2016-08-15 6:00,479.6,1013.3,-318.6,-64.7,
2016-08-15 6:15,482.7,1017.1,-318.0,-62.7,
2016-08-15 6:30,483.3,1018.5,-318.0,-67.4,
2016-08-15 6:45,479.0,1013.3,-321.1,-73.4,
2016-08-15 7:00,478.4,1014.6,-327.5,-78.7,
2016-08-15 7:15,477.2,1015.2,-330.6,-80.7,
2016-08-15 7:30,471.0,1014.6,-340.1,-84.7,
2016-08-15 7:45,461.0,1010.2,-348.5,-94.1,
2016-08-15 8:00,446.9,1004.4,-358.0,-102.1,
2016-08-15 8:15,435.8,997.9,-373.3,-112.7,
2016-08-15 8:30,425.2,991.5,-387.8,-128.7,
2016-08-15 8:45,417.8,988.3,-405.7,-142.1,
2016-08-15 9:00,405.4,990.2,-421.0,-144.7,
2016-08-15 9:15,388.7,990.9,-432.4,-144.1,
2016-08-15 9:30,373.9,989.0,-438.1,-141.5,
2016-08-15 9:45,364.6,987.6,-443.1,-142.1,
2016-08-15 10:00,357.2,988.3,-440.6,-138.7,
2016-08-15 10:15,351.1,986.3,-440.6,-138.1,
2016-08-15 10:30,347.4,985.7,-444.4,-135.5,
2016-08-15 10:45,339.4,983.2,-443.1,-136.7,
2016-08-15 11:00,331.2,975.5,-450.8,-143.5,
2016-08-15 11:15,325.7,966.5,-453.4,-146.7,
2016-08-15 11:30,319.0,960.7,-453.4,-146.1,
2016-08-15 11:45,308.4,954.9,-459.1,-150.1,
2016-08-15 12:00,298.6,946.6,-466.7,-158.1,
2016-08-15 12:15,289.9,933.1,-473.1,-168.1,
2016-08-15 12:30,275.6,918.9,-480.1,-184.8,
2016-08-15 12:45,260.2,906.2,-490.8,-200.1,
2016-08-15 13:00,250.3,895.8,-499.2,-218.2,
2016-08-15 13:15,247.2,889.4,-503.6,-228.2,
2016-08-15 13:30,237.4,881.1,-508.7,-238.8,
2016-08-15 13:45,228.7,870.8,-513.7,-254.2,
2016-08-15 14:00,221.8,863.1,-518.8,-261.6,
2016-08-15 14:15,225.6,858.0,-516.9,-267.6,
2016-08-15 14:30,220.7,857.3,-518.8,-273.6,
2016-08-15 14:45,215.1,845.7,-524.6,-282.8,
2016-08-15 15:00,210.1,835.5,-525.2,-300.2,
2016-08-15 15:15,207.0,834.2,-528.4,-310.8,
2016-08-15 15:30,202.1,825.3,-532.2,-316.2,
2016-08-15 15:45,199.0,816.2,-532.2,-328.8,
2016-08-15 16:00,200.9,816.2,-532.2,-332.8,
2016-08-15 16:15,210.1,820.7,-529.0,-328.8,
2016-08-15 16:30,216.3,823.3,-519.4,-322.8,
2016-08-15 16:45,228.7,831.0,-511.8,-318.8,
2016-08-15 17:00,243.5,839.3,-504.2,-303.6,
2016-08-15 17:15,257.1,850.9,-497.9,-296.2,
2016-08-15 17:30,270.1,859.2,-487.7,-284.8,
2016-08-15 17:45,283.0,869.6,-476.3,-276.2,
2016-08-15 18:00,294.2,883.6,-468.7,-262.2,
2016-08-15 18:15,306.6,888.8,-461.0,-257.6,
2016-08-15 18:30,312.7,896.5,-454.6,-247.5,
2016-08-15 18:45,321.4,904.8,-450.8,-238.2,
2016-08-15 19:00,331.2,912.5,-443.1,-230.2,
2016-08-15 19:15,344.9,920.8,-436.2,-218.2,
2016-08-15 19:30,354.2,931.2,-426.7,-208.1,
2016-08-15 19:45,363.5,937.6,-419.7,-196.1,
2016-08-15 20:00,374.6,946.6,-408.2,-182.1,
2016-08-15 20:15,386.3,958.2,-396.8,-166.1,
2016-08-15 20:30,399.9,964.5,-391.6,-154.7,
2016-08-15 20:45,409.8,972.2,-381.5,-139.5,
2016-08-15 21:00,420.2,981.3,-374.5,-127.5,
2016-08-15 21:15,430.8,990.9,-366.2,-117.5,
2016-08-15 21:30,438.2,998.6,-357.3,-106.7,
2016-08-15 21:45,452.5,1004.4,-352.9,-102.1,
2016-08-15 22:00,460.5,1012.7,-345.3,-88.7,
2016-08-15 22:15,466.0,1019.1,-343.4,-83.4,
2016-08-15 22:30,472.9,1024.8,-338.2,-73.4,
2016-08-15 22:45,479.0,1025.6,-337.0,-70.1,
2016-08-15 23:00,481.4,1031.9,-330.6,-63.4,
2016-08-15 23:15,489.6,1041.6,-321.1,-54.0,
2016-08-15 23:30,498.8,1049.9,-311.5,-44.7,
2016-08-15 23:45,504.4,1057.0,-302.0,-36.0,
2016-08-16 0:00,511.8,1062.8,-293.8,-30.7,
2016-08-16 0:15,516.1,1069.1,-288.6,-22.7,
2016-08-16 0:30,523.5,1072.4,-279.1,-15.4,
2016-08-16 0:45,527.2,1078.2,-276.6,-11.4,
2016-08-16 1:00,532.8,1080.1,-269.6,-6.6,
2016-08-16 1:15,535.9,1085.9,-267.1,1.4,
2016-08-16 1:30,540.8,1091.7,-264.5,4.6,
2016-08-16 1:45,544.5,1094.9,-260.7,8.6,
2016-08-16 2:00,545.8,1097.4,-259.4,12.0,
2016-08-16 2:15,550.0,1100.7,-256.9,14.0,
2016-08-16 2:30,551.3,1100.0,-258.1,16.6,
2016-08-16 2:45,556.3,1105.1,-253.1,23.4,
2016-08-16 3:00,558.7,1106.5,-251.2,26.6,
2016-08-16 3:15,560.0,1109.6,-250.5,29.4,
2016-08-16 3:30,563.0,1110.9,-248.0,32.0,
2016-08-16 3:45,566.2,1114.8,-246.1,34.6,
2016-08-16 4:00,568.6,1112.8,-247.4,36.6,
2016-08-16 4:15,568.6,1112.8,-247.4,38.0,
2016-08-16 4:30,569.3,1116.1,-244.2,40.6,
2016-08-16 4:45,571.7,1118.0,-245.5,42.0,
2016-08-16 5:00,572.3,1119.2,-244.8,47.4,
2016-08-16 5:15,573.6,1117.3,-246.1,48.6,
2016-08-16 5:30,581.0,1120.5,-241.7,52.6,
2016-08-16 5:45,584.7,1121.9,-235.9,60.0,
2016-08-16 6:00,587.1,1130.2,-231.4,66.0,
2016-08-16 6:15,589.7,1132.7,-229.5,66.0,
2016-08-16 6:30,594.0,1139.2,-228.3,68.0,
2016-08-16 6:45,595.2,1139.2,-229.5,64.0,
2016-08-16 7:00,593.4,1141.7,-234.0,58.6,
2016-08-16 7:15,590.8,1137.3,-242.3,52.0,
2016-08-16 7:30,583.4,1136.0,-248.0,50.0,
2016-08-16 7:45,580.4,1132.1,-253.7,50.0,
2016-08-16 8:00,572.3,1130.8,-265.1,36.6,
2016-08-16 8:15,564.3,1127.6,-276.0,28.6,
2016-08-16 8:30,558.2,1120.5,-294.4,5.4,
2016-08-16 8:45,551.3,1116.1,-312.8,-16.6,
2016-08-16 9:00,538.3,1116.1,-330.0,-26.7,
2016-08-16 9:15,525.9,1105.7,-342.0,-26.7,
2016-08-16 9:30,511.8,1100.0,-352.9,-21.4,
2016-08-16 9:45,495.7,1098.8,-354.8,-13.4,
2016-08-16 10:00,478.4,1095.5,-358.6,-10.0,
2016-08-16 10:15,461.7,1089.1,-362.4,-10.6,
2016-08-16 10:30,449.3,1082.0,-368.7,-12.0,
2016-08-16 10:45,431.4,1076.2,-378.3,-18.0,
2016-08-16 11:00,411.7,1064.7,-382.8,-29.4,
2016-08-16 11:15,394.3,1051.2,-393.5,-46.7,
2016-08-16 11:30,373.9,1037.1,-403.1,-68.1,
2016-08-16 11:45,354.2,1020.4,-418.3,-92.1,
2016-08-16 12:00,333.1,1001.7,-429.8,-114.1,
2016-08-16 12:15,307.8,981.9,-445.8,-140.7,
2016-08-16 12:30,284.9,964.5,-458.4,-173.5,
2016-08-16 12:45,260.8,940.1,-477.5,-204.8,
2016-08-16 13:00,233.0,912.5,-495.4,-241.5,
2016-08-16 13:15,211.4,886.9,-509.3,-276.8,
2016-08-16 13:30,184.8,861.9,-530.9,-315.6,
2016-08-16 13:45,153.9,835.5,-541.1,-350.2,
2016-08-16 14:00,127.3,809.8,-562.7,-376.9,
2016-08-16 14:15,99.5,780.2,-574.8,-406.9,
2016-08-16 14:30,72.3,751.3,-585.0,-421.7,
2016-08-16 14:45,45.7,723.2,-597.6,-438.9,
2016-08-16 15:00,34.0,699.3,-603.4,-448.3,
2016-08-16 15:15,34.0,687.2,-598.4,-443.7,
2016-08-16 15:30,31.5,673.1,-599.0,-450.9,
2016-08-16 15:45,33.4,658.3,-593.2,-452.9,
2016-08-16 16:00,40.1,656.4,-588.8,-451.7,
2016-08-16 16:15,50.7,662.1,-577.4,-441.7,
2016-08-16 16:30,63.1,663.5,-569.0,-436.3,
2016-08-16 16:45,61.8,658.3,-568.4,-449.7,
2016-08-16 17:00,59.4,649.3,-565.9,-471.7,
2016-08-16 17:15,61.8,646.7,-566.5,-472.3,
2016-08-16 17:30,71.1,653.1,-559.5,-462.9,
2016-08-16 17:45,92.0,662.7,-548.0,-446.9,
2016-08-16 18:00,111.9,680.1,-532.8,-428.3,
2016-08-16 18:15,131.0,691.6,-520.2,-412.3,
2016-08-16 18:30,153.9,714.1,-506.1,-390.3,
2016-08-16 18:45,179.2,737.3,-488.9,-368.9,
2016-08-16 19:00,205.2,757.8,-473.7,-343.6,
2016-08-16 19:15,230.5,779.0,-462.9,-315.6,
2016-08-16 19:30,252.2,798.3,-447.0,-288.8,
2016-08-16 19:45,276.9,821.4,-433.6,-267.6,
2016-08-16 20:00,296.0,835.5,-422.2,-242.2,
2016-08-16 20:15,316.4,855.4,-408.2,-218.2,
2016-08-16 20:30,331.9,868.8,-401.2,-198.1,
2016-08-16 20:45,349.8,885.0,-386.6,-182.8,
2016-08-16 21:00,363.5,901.6,-377.1,-164.1,
2016-08-16 21:15,377.6,912.5,-370.1,-150.1,
2016-08-16 21:30,390.0,920.8,-361.8,-138.1,
2016-08-16 21:45,400.5,930.5,-351.0,-124.1,
2016-08-16 22:00,414.7,944.0,-344.7,-108.7,
2016-08-16 22:15,427.1,953.0,-338.2,-100.1,
2016-08-16 22:30,435.1,960.7,-332.5,-91.4,
2016-08-16 22:45,448.1,969.0,-324.3,-82.1,
2016-08-16 23:00,454.3,974.2,-319.9,-75.4,
2016-08-16 23:15,462.3,982.5,-312.8,-67.4,
2016-08-16 23:30,467.9,992.1,-307.7,-60.1,
2016-08-16 23:45,475.9,991.5,-303.9,-50.7,
2016-08-17 0:00,485.1,999.8,-295.7,-42.7,
2016-08-17 0:15,487.0,1008.8,-292.4,-38.0,
2016-08-17 0:30,497.0,1012.7,-288.0,-30.0,
2016-08-17 0:45,500.7,1019.8,-281.7,-24.7,
2016-08-17 1:00,508.1,1022.9,-276.0,-16.0,
2016-08-17 1:15,513.0,1030.0,-271.5,-10.0,
2016-08-17 1:30,519.2,1035.8,-266.5,-2.6,
2016-08-17 1:45,525.9,1042.2,-263.8,1.4,
2016-08-17 2:00,530.3,1043.5,-256.9,8.6,
2016-08-17 2:15,535.9,1048.0,-251.8,12.6,
2016-08-17 2:30,538.9,1054.5,-246.7,22.0,
2016-08-17 2:45,547.6,1055.1,-242.3,28.0,
2016-08-17 3:00,550.7,1059.5,-238.4,37.4,
2016-08-17 3:15,553.8,1060.8,-235.9,39.4,
2016-08-17 3:30,558.7,1067.9,-229.5,46.6,
2016-08-17 3:45,564.3,1073.7,-228.9,52.0,
2016-08-17 4:00,568.0,1074.9,-224.5,59.4,
2016-08-17 4:15,571.7,1077.6,-219.4,62.0,
2016-08-17 4:30,576.0,1083.3,-215.5,67.4,
2016-08-17 4:45,578.6,1088.4,-212.3,74.0,
2016-08-17 5:00,582.3,1087.2,-208.5,78.7,
2016-08-17 5:15,585.3,1092.3,-209.2,80.0,
2016-08-17 5:30,588.4,1094.2,-205.4,84.7,
2016-08-17 5:45,592.7,1101.3,-199.7,92.7,
2016-08-17 6:00,597.7,1102.6,-199.7,94.0,
2016-08-17 6:15,597.1,1107.1,-195.2,100.0,
2016-08-17 6:30,602.7,1116.7,-190.8,104.1,
2016-08-17 6:45,609.4,1120.5,-190.2,108.1,
2016-08-17 7:00,611.9,1123.8,-192.1,104.7,
2016-08-17 7:15,611.2,1127.6,-200.3,100.7,
2016-08-17 7:30,603.2,1123.1,-214.2,89.4,
2016-08-17 7:45,594.6,1119.9,-230.8,76.0,
2016-08-17 8:00,586.6,1118.0,-250.5,59.4,
2016-08-17 8:15,576.0,1108.4,-269.0,42.6,
2016-08-17 8:30,566.7,1101.9,-289.3,19.4,
2016-08-17 8:45,566.2,1099.4,-311.5,0.0,
2016-08-17 9:00,553.8,1098.0,-328.1,-8.6,
2016-08-17 9:15,535.9,1093.0,-340.1,-10.0,
2016-08-17 9:30,525.4,1094.9,-349.7,1.4,
2016-08-17 9:45,515.5,1098.8,-350.4,14.0,
2016-08-17 10:00,510.5,1100.0,-347.8,23.4,
2016-08-17 10:15,501.3,1102.6,-344.7,32.0,
2016-08-17 10:30,492.0,1105.1,-345.9,42.6,
2016-08-17 10:45,476.6,1098.0,-347.2,43.4,
2016-08-17 11:00,461.0,1090.3,-352.3,36.6,
2016-08-17 11:15,445.0,1075.6,-357.3,28.0,
2016-08-17 11:30,424.7,1055.7,-370.1,11.4,
2016-08-17 11:45,406.7,1045.4,-381.5,0.6,
2016-08-17 12:00,396.8,1034.5,-388.5,-10.0,
2016-08-17 12:15,377.6,1014.6,-403.8,-33.4,
2016-08-17 12:30,348.6,990.9,-423.5,-63.4,
2016-08-17 12:45,324.5,969.0,-440.0,-95.4,
2016-08-17 13:00,298.6,945.9,-457.8,-124.1,
2016-08-17 13:15,273.8,920.2,-476.3,-158.1,
2016-08-17 13:30,249.1,896.5,-493.4,-188.8,
2016-08-17 13:45,220.7,873.4,-511.2,-220.8,
2016-08-17 14:00,195.9,847.0,-525.2,-250.8,
2016-08-17 14:15,161.9,819.5,-541.1,-280.2,
2016-08-17 14:30,126.7,784.8,-552.6,-307.6,
2016-08-17 14:45,92.7,752.7,-565.2,-339.6,
2016-08-17 15:00,63.6,724.4,-574.2,-352.9,
2016-08-17 15:15,31.5,692.4,-578.0,-359.6,
2016-08-17 15:30,6.7,642.9,-582.4,-359.6,
2016-08-17 15:45,-16.1,601.1,-586.2,-372.2,
2016-08-17 16:00,-36.5,569.7,-586.9,-387.6,
2016-08-17 16:15,-50.0,551.0,-585.6,-393.6,
2016-08-17 16:30,-63.0,547.9,-579.9,-406.9,
2016-08-17 16:45,-65.6,540.2,-574.8,-415.6,
2016-08-17 17:00,-61.9,533.7,-572.8,-417.7,
2016-08-17 17:15,-51.3,533.7,-568.4,-406.3,
2016-08-17 17:30,-29.6,545.3,-554.5,-384.9,
2016-08-17 17:45,-11.1,559.5,-543.0,-368.2,
2016-08-17 18:00,21.6,577.4,-524.0,-346.2,
2016-08-17 18:15,51.9,608.2,-507.4,-321.6,
2016-08-17 18:30,86.5,633.9,-490.8,-287.6,
2016-08-17 18:45,118.0,664.1,-470.6,-257.6,
2016-08-17 19:00,151.4,694.9,-458.4,-225.5,
2016-08-17 19:15,188.5,724.4,-442.5,-192.1,
2016-08-17 19:30,221.8,755.2,-424.1,-164.7,
2016-08-17 19:45,250.9,779.0,-410.7,-134.1,
2016-08-17 20:00,276.9,802.1,-396.2,-113.5,
2016-08-17 20:15,302.8,825.3,-387.8,-96.7,
2016-08-17 20:30,324.5,840.7,-378.3,-80.1,
2016-08-17 20:45,341.2,859.2,-366.2,-67.4,
2016-08-17 21:00,359.1,875.9,-358.0,-56.1,
2016-08-17 21:15,372.0,891.9,-353.5,-47.4,
2016-08-17 21:30,387.6,904.2,-343.4,-38.7,
2016-08-17 21:45,401.7,918.9,-335.7,-32.7,
2016-08-17 22:00,413.5,933.1,-333.8,-26.0,
2016-08-17 22:15,423.4,942.0,-328.7,-20.7,
2016-08-17 22:30,432.1,952.4,-321.8,-18.0,
2016-08-17 22:45,440.1,961.3,-322.4,-12.0,
2016-08-17 23:00,444.4,970.9,-319.2,-10.0,
2016-08-17 23:15,454.3,976.7,-320.5,-6.0,
2016-08-17 23:30,459.9,984.4,-312.2,-2.6,
2016-08-17 23:45,465.4,989.6,-314.1,0.6,
2016-08-18 0:00,472.9,996.7,-308.4,5.4,
2016-08-18 0:15,476.6,999.8,-310.3,5.4,
2016-08-18 0:30,481.4,1002.5,-307.1,14.6,
2016-08-18 0:45,487.7,1008.2,-308.4,18.0,
