Fecha UTC,T_Amb_Avg,H_Relat_Avg,Rad_Glob_Avg,Rad_Par_Avg,R_Neta_Avg,VPD_Avg,,
2011-07-30 23:30,21.27,68.08,0,0,-1,0.807,,
2011-07-31 0:00,21.04,70.61,0,0,-1,0.733,,
2011-07-31 0:30,20.63,74.37,0,0,-1,0.623,,
2011-07-31 1:00,20.32,76.82,0,0,-1,0.553,,
2011-07-31 1:30,20.04,78.43,0,0,-1,0.505,,
2011-07-31 2:00,19.73,78.5,0,0,-1,0.494,,
2011-07-31 2:30,19.6,78.25,0,0,-1,0.496,,
2011-07-31 3:00,19.44,78.56,0,0,-1,0.484,,
2011-07-31 3:30,18.89,80,0,0,-1,0.436,,
2011-07-31 4:00,18.53,81.6,0,0,-1,0.393,,
2011-07-31 4:30,18.38,84.1,0,0,-1,0.336,,
2011-07-31 5:00,18.26,86.4,0,0,-1,0.286,,
2011-07-31 5:30,18.03,87.5,2.106,2.805,-1,0.258,,
2011-07-31 6:00,18,88.1,23.06,36.74,-1,0.246,,
2011-07-31 6:30,18.35,87.6,79.82,130.5,1,0.263,,
2011-07-31 7:00,19.31,84.2,169.8,277.4,1,0.355,,
2011-07-31 7:30,20.39,80.6,195.9,315.5,1,0.465,,
2011-07-31 8:00,21.29,77.77,224.9,361.5,1,0.563,,
2011-07-31 8:30,22.26,75.14,435,693.7,1,0.668,,
2011-07-31 9:00,22.82,73.73,514,828,1,0.73,,
2011-07-31 9:30,23.79,70.02,694.5,1118,1,0.884,,
2011-07-31 10:00,24.92,66.37,779.3,1251,1,1.061,,
2011-07-31 10:30,25.76,62.5,852,1360,1,1.245,,
2011-07-31 11:00,27,58.51,915,1453,1,1.481,,
2011-07-31 11:30,27.97,53.66,967,1526,1,1.749,,
2011-07-31 12:00,28.7,50.27,1001,1570,1,1.959,,
2011-07-31 12:30,29.82,44.84,1013,1583,1,2.32,,
2011-07-31 13:00,30.69,38.6,1015,1583,1,2.713,,
2011-07-31 13:30,31.49,33.27,991,1544,1,3.085,,
2011-07-31 14:00,31.89,27.7,966,1503,1,3.417,,
2011-07-31 14:30,32.2,29.77,920,1428,1,3.378,,
2011-07-31 15:00,32.47,25.99,869,1343,1,3.614,,
2011-07-31 15:30,32.86,19.26,799.5,1229,1,4.03,,
2011-07-31 16:00,32.66,22.14,711,1093,1,3.844,,
2011-07-31 16:30,32.68,18.75,613.3,938,1,4.014,,
2011-07-31 17:00,32.27,22.3,505.5,769.9,1,3.752,,
2011-07-31 17:30,31.91,22.47,392.5,593.2,1,3.668,,
2011-07-31 18:00,31.48,21.89,279.8,416.4,1,3.606,,
2011-07-31 18:30,30.58,24.59,175.6,255.9,1,3.309,,
2011-07-31 19:00,28.93,32.45,84.6,122.3,1,2.697,,
2011-07-31 19:30,27.45,38.33,22.69,34.1,1,2.259,,
2011-07-31 20:00,26.08,42.79,1.463,2.359,1,1.933,,
2011-07-31 20:30,24.94,47.32,0.006,0.117,1,1.663,,
2011-07-31 21:00,24.18,49.93,0,0.017,-1,1.51,,
2011-07-31 21:30,23.58,51.67,0,0.001,-1,1.406,,
2011-07-31 22:00,22.79,54.95,0,0,-1,1.25,,
2011-07-31 22:30,22.1,58.67,0,0,-1,1.1,,
2011-07-31 23:00,21.69,61.9,0,0,-1,0.988,,
2011-07-31 23:30,21.45,64.53,0,0,-1,0.907,,
2011-08-01 0:00,21.16,67.94,0,0,-1,0.805,,
2011-08-01 0:30,20.67,72.15,0,0,-1,0.678,,
2011-08-01 1:00,20.22,74.47,0,0,-1,0.605,,
2011-08-01 1:30,20.26,76.73,0,0,-1,0.553,,
2011-08-01 2:00,19.64,77.53,0,0,-1,0.514,,
2011-08-01 2:30,19.16,77.15,0,0,-1,0.507,,
2011-08-01 3:00,19.04,72.12,0,0,-1,0.614,,
2011-08-01 3:30,19.07,66.71,0,0,-1,0.735,,
2011-08-01 4:00,19.43,63.48,0,0,-1,0.824,,
2011-08-01 4:30,19.53,63.67,0,0,-1,0.825,,
2011-08-01 5:00,19.69,62.82,0,0,-1,0.852,,
2011-08-01 5:30,20.03,63.09,1.147,1.82,-1,0.864,,
2011-08-01 6:00,20.4,54.86,11.35,20.72,-1,1.081,,
2011-08-01 6:30,21.18,51.81,98.4,141.9,1,1.212,,
2011-08-01 7:00,22.53,52.17,75.91,117.1,1,1.306,,
2011-08-01 7:30,22.91,54.23,181.6,294.6,1,1.278,,
2011-08-01 8:00,24.1,52.25,174.9,274,1,1.433,,
2011-08-01 8:30,25.06,49.13,364.2,578.5,1,1.618,,
2011-08-01 9:00,25.49,50.88,276.9,436,1,1.609,,
2011-08-01 9:30,24.14,57.96,102.4,167.8,1,1.265,,
2011-08-01 10:00,24.62,57.14,361.6,573,1,1.331,,
2011-08-01 10:30,26.98,46.21,425.4,675.6,1,1.916,,
2011-08-01 11:00,27.29,43.18,392.4,625.9,1,2.067,,
2011-08-01 11:30,30.01,34.46,697,1107,1,2.783,,
2011-08-01 12:00,31.12,31.37,848,1336,1,3.105,,
2011-08-01 12:30,32.04,31.31,761.7,1203,1,3.274,,
2011-08-01 13:00,31.86,31.15,375,594.5,1,3.249,,
2011-08-01 13:30,32.31,28.57,253,393.6,1,3.457,,
2011-08-01 14:00,32.76,32.91,613.9,971,1,3.38,,
2011-08-01 14:30,30.96,44.43,863,1360,1,2.491,,
2011-08-01 15:00,30.83,44.92,796.5,1257,1,2.451,,
2011-08-01 15:30,30.03,46.57,501.5,801,1,2.273,,
2011-08-01 16:00,28.28,51.05,253.8,411.8,1,1.883,,
2011-08-01 16:30,27.76,51.58,491.4,775.6,1,1.807,,
2011-08-01 17:00,27.27,54.74,461.5,722.2,1,1.641,,
2011-08-01 17:30,27.17,50.18,384.1,592.9,1,1.795,,
2011-08-01 18:00,27.12,44.5,286.1,431.9,1,1.992,,
2011-08-01 18:30,26.41,45.52,191.4,279.7,1,1.877,,
2011-08-01 19:00,25.56,46.82,78.18,119.4,1,1.742,,
2011-08-01 19:30,24.27,55.11,17.22,31.07,1,1.362,,
2011-08-01 20:00,23.44,58.95,1.315,2.214,-1,1.184,,
2011-08-01 20:30,23.1,61.34,0,0.005,-1,1.092,,
2011-08-01 21:00,22.85,63.8,0,0,-1,1.008,,
2011-08-01 21:30,22.7,65.59,0,0,-1,0.949,,
2011-08-01 22:00,22.12,70.32,0,0,-1,0.791,,
2011-08-01 22:30,21.4,73.43,0,0,-1,0.677,,
2011-08-01 23:00,20.84,72.13,0,0,-1,0.686,,
2011-08-01 23:30,20.28,70.6,0,0,-1,0.699,,
2011-08-02 0:00,19.88,70.78,0,0,-1,0.678,,
2011-08-02 0:30,19.57,71.92,0,0,-1,0.639,,
2011-08-02 1:00,19.1,74.51,0,0,-1,0.564,,
2011-08-02 1:30,18.67,76.54,0,0,-1,0.505,,
2011-08-02 2:00,18.6,76.3,0,0,-1,0.508,,
2011-08-02 2:30,18.11,78.2,0,0,-1,0.453,,
2011-08-02 3:00,17.86,79.32,0,0,-1,0.423,,
2011-08-02 3:30,17.59,79.4,0,0,-1,0.414,,
2011-08-02 4:00,17.45,79.78,0,0,-1,0.403,,
2011-08-02 4:30,17.34,81.2,0,0,-1,0.372,,
2011-08-02 5:00,17.49,82.7,0,0,-1,0.345,,
2011-08-02 5:30,17.91,81.9,1.672,2.115,-1,0.371,,
2011-08-02 6:00,18.47,80.7,30.03,37,-1,0.411,,
2011-08-02 6:30,19.69,77.93,63.76,93.8,1,0.506,,
2011-08-02 7:00,20.54,75.64,129.3,209.3,1,0.589,,
2011-08-02 7:30,21.03,74.68,189.8,319.6,1,0.631,,
2011-08-02 8:00,21.95,72.27,339.5,542.7,1,0.731,,
2011-08-02 8:30,22.39,69.25,390.4,638.4,1,0.833,,
2011-08-02 9:00,22.96,65.99,518.6,844,1,0.953,,
2011-08-02 9:30,23.56,63.92,607.3,987,1,1.05,,
2011-08-02 10:00,24.41,60.02,649.6,1050,1,1.222,,
2011-08-02 10:30,24.72,57.27,803,1281,1,1.333,,
2011-08-02 11:00,24.78,57.38,548,888,1,1.332,,
2011-08-02 11:30,25.66,52.82,965,1532,1,1.556,,
2011-08-02 12:00,26.25,51.42,936,1482,1,1.657,,
2011-08-02 12:30,26.2,50.73,584.1,938,1,1.676,,
2011-08-02 13:00,26.82,47.93,1069,1680,1,1.838,,
2011-08-02 13:30,27.44,45.9,1000,1575,1,1.979,,
2011-08-02 14:00,27.26,46.79,820,1305,1,1.926,,
2011-08-02 14:30,27.9,46.17,916,1442,1,2.022,,
2011-08-02 15:00,28.07,47.02,852,1344,1,2.011,,
2011-08-02 15:30,27.97,47.28,783.4,1236,1,1.99,,
2011-08-02 16:00,27.81,46.81,699.7,1103,1,1.989,,
2011-08-02 16:30,28.31,40.75,614.9,966,1,2.281,,
2011-08-02 17:00,28.46,42.12,507.8,795.9,1,2.247,,
2011-08-02 17:30,28.38,44.89,387.8,605.1,1,2.13,,
2011-08-02 18:00,27.89,46.46,288.8,441.8,1,2.011,,
2011-08-02 18:30,27.08,50.57,189.7,281.7,1,1.771,,
2011-08-02 19:00,26.27,52.78,94.4,134.7,1,1.612,,
2011-08-02 19:30,25.36,57.99,24.03,35.44,1,1.36,,
2011-08-02 20:00,24.58,61.75,2.04,2.474,1,1.182,,
2011-08-02 20:30,23.77,65.37,0.001,0.051,-1,1.019,,
2011-08-02 21:00,23.14,68.6,0,0.001,-1,0.889,,
2011-08-02 21:30,22.46,72.46,0,0,-1,0.749,,
2011-08-02 22:00,21.84,75.54,0,0,-1,0.641,,
2011-08-02 22:30,21.37,77.93,0,0,-1,0.561,,
2011-08-02 23:00,21.11,78.53,0,0,-1,0.537,,
2011-08-02 23:30,20.9,79.09,0,0,-1,0.517,,
2011-08-03 0:00,20.69,79.58,0,0,-1,0.498,,
2011-08-03 0:30,20.46,79.21,0,0,-1,0.5,,
2011-08-03 1:00,20.26,79.21,0,0,-1,0.494,,
2011-08-03 1:30,20.1,78.68,0,0,-1,0.501,,
2011-08-03 2:00,19.83,78.87,0,0,-1,0.489,,
2011-08-03 2:30,19.63,79.25,0,0,-1,0.474,,
2011-08-03 3:00,19.06,81.1,0,0,-1,0.416,,
2011-08-03 3:30,18.66,81.9,0,0,-1,0.389,,
2011-08-03 4:00,18.11,83,0,0,-1,0.354,,
2011-08-03 4:30,17.84,83.3,0,0,-1,0.341,,
2011-08-03 5:00,17.26,83.7,0,0,-1,0.32,,
2011-08-03 5:30,17.02,83.3,1.149,1.756,-1,0.325,,
2011-08-03 6:00,17.47,82.5,20.59,33.81,-1,0.35,,
2011-08-03 6:30,18.02,80.1,86.7,139.2,1,0.411,,
2011-08-03 7:00,19.84,74.65,173.3,277.4,1,0.588,,
2011-08-03 7:30,21.68,70.75,281.6,453.2,1,0.759,,
2011-08-03 8:00,22.75,66.03,393.8,637.3,1,0.941,,
2011-08-03 8:30,24.17,60.24,502.2,813,1,1.2,,
2011-08-03 9:00,25.36,54.95,604.8,977,1,1.459,,
2011-08-03 9:30,26.41,49.54,700.3,1126,1,1.738,,
2011-08-03 10:00,27.38,45.92,786,1258,1,1.972,,
2011-08-03 10:30,28.24,43.12,859,1368,1,2.181,,
2011-08-03 11:00,28.88,41.21,920,1459,1,2.338,,
2011-08-03 11:30,29.85,38.02,966,1525,1,2.609,,
2011-08-03 12:00,30.56,34.83,1002,1571,1,2.856,,
2011-08-03 12:30,31.36,31.31,1023,1598,1,3.15,,
2011-08-03 13:00,31.88,30.63,1007,1572,1,3.277,,
2011-08-03 13:30,32,30.27,990,1542,1,3.315,,
2011-08-03 14:00,32.53,29.57,961,1497,1,3.451,,
2011-08-03 14:30,33.1,26.72,921,1430,1,3.708,,
2011-08-03 15:00,33.64,24.58,865,1340,1,3.933,,
2011-08-03 15:30,33.5,23.89,793.6,1227,1,3.937,,
2011-08-03 16:00,33.98,21.49,712.3,1095,1,4.173,,
2011-08-03 16:30,33.94,21.13,621.7,951,1,4.182,,
2011-08-03 17:00,34.28,19.41,520,791.5,1,4.354,,
2011-08-03 17:30,34.01,22.45,411.9,621.3,1,4.13,,
2011-08-03 18:00,32.51,30.6,303.5,450.5,1,3.398,,
2011-08-03 18:30,31.42,33.3,198.8,285.5,1,3.069,,
2011-08-03 19:00,30.6,33.4,102.6,138,1,2.924,,
2011-08-03 19:30,29.17,36.06,25.26,35.06,1,2.589,,
2011-08-03 20:00,27.61,41.19,1.828,2.369,1,2.175,,
2011-08-03 20:30,26.12,47.26,0.01,0.132,1,1.788,,
2011-08-03 21:00,24.52,55.24,0,0.037,1,1.379,,
2011-08-03 21:30,23.72,57.68,0,0.007,-1,1.241,,
2011-08-03 22:00,23.02,59.8,0,0.001,-1,1.132,,
2011-08-03 22:30,22.13,65.85,0,0,-1,0.91,,
2011-08-03 23:00,21.78,67.29,0,0,-1,0.853,,
2011-08-03 23:30,21.48,69.43,0,0,-1,0.783,,
2011-08-04 0:00,21.54,68.41,0,0,-1,0.812,,
2011-08-04 0:30,21.59,66.53,0,0,-1,0.862,,
2011-08-04 1:00,21.45,64.52,0,0,-1,0.907,,
2011-08-04 1:30,21.32,63.09,0,0,-1,0.936,,
2011-08-04 2:00,21.21,62.83,0,0,-1,0.936,,
2011-08-04 2:30,21.2,62.39,0,0,-1,0.947,,
2011-08-04 3:00,21.14,63.16,0,0,-1,0.924,,
2011-08-04 3:30,20.89,63.47,0,0,-1,0.902,,
2011-08-04 4:00,20.06,66.54,0,0,-1,0.786,,
2011-08-04 4:30,18.75,71.41,0,0,-1,0.618,,
2011-08-04 5:00,18.39,71.54,0,0,-1,0.602,,
2011-08-04 5:30,18.29,70.72,1.5,2.013,-1,0.615,,
2011-08-04 6:00,18.49,69.84,21.29,35.47,-1,0.642,,
2011-08-04 6:30,19.62,66.5,95.9,148.4,1,0.768,,
2011-08-04 7:00,21.35,60.72,191.2,304.8,1,0.998,,
2011-08-04 7:30,22.93,56.88,295.4,477.6,1,1.206,,
2011-08-04 8:00,23.8,55.83,400.6,650,1,1.302,,
2011-08-04 8:30,24.44,54.91,507.3,823,1,1.381,,
2011-08-04 9:00,25.24,55.05,607.5,984,1,1.445,,
2011-08-04 9:30,26.18,53.25,699,1128,1,1.589,,
2011-08-04 10:00,27.27,49.72,782.5,1256,1,1.822,,
2011-08-04 10:30,28.17,46.25,856,1364,1,2.053,,
2011-08-04 11:00,29.13,42.26,915,1454,1,2.332,,
2011-08-04 11:30,30.2,37,962,1521,1,2.705,,
2011-08-04 12:00,31.41,34.73,994,1562,1,3.001,,
2011-08-04 12:30,32.14,33.05,1006,1580,1,3.211,,
2011-08-04 13:00,32.99,28.81,1011,1581,1,3.582,,
2011-08-04 13:30,34.03,26.25,999,1558,1,3.93,,
2011-08-04 14:00,34.37,24.49,970,1511,1,4.1,,
2011-08-04 14:30,35.15,22.7,920,1435,1,4.385,,
2011-08-04 15:00,35.75,19.44,867,1348,1,4.722,,
2011-08-04 15:30,36.04,18.37,795.1,1236,1,4.862,,
2011-08-04 16:00,35.72,22.16,703.5,1098,1,4.554,,
2011-08-04 16:30,35.57,20.31,613.6,954,1,4.624,,
2011-08-04 17:00,35.39,19.12,509.1,787.7,1,4.648,,
2011-08-04 17:30,34.01,26.62,397,610,1,3.908,,
2011-08-04 18:00,32.36,30.86,290.4,438.2,1,3.358,,
2011-08-04 18:30,31.29,33.61,184.4,268.7,1,3.033,,
2011-08-04 19:00,30.3,37.3,88.4,122.6,1,2.71,,
2011-08-04 19:30,28.71,44.94,19.72,30.01,1,2.173,,
2011-08-04 20:00,27.13,52.17,0.791,1.433,1,1.72,,
2011-08-04 20:30,25.88,56.26,0.001,0.091,1,1.46,,
2011-08-04 21:00,24.89,59.4,0,0.035,1,1.277,,
2011-08-04 21:30,24.33,60.26,0,0.012,1,1.209,,
2011-08-04 22:00,23.79,62.8,0,0.002,-1,1.096,,
2011-08-04 22:30,23.48,66.38,0,0.001,-1,0.972,,
2011-08-04 23:00,23.56,64.84,0,0,-1,1.022,,
2011-08-04 23:30,23.68,62.08,0,0,-1,1.11,,
2011-08-05 0:00,23.92,57.05,0,0,-1,1.275,,
2011-08-05 0:30,23.82,56.68,0,0,-1,1.278,,
2011-08-05 1:00,23.48,57.96,0,0,-1,1.216,,
2011-08-05 1:30,22.84,60.87,0,0,-1,1.089,,
2011-08-05 2:00,22.6,62.19,0,0,-1,1.037,,
2011-08-05 2:30,22.29,63.63,0,0,-1,0.978,,
2011-08-05 3:00,21.79,65.84,0,0,-1,0.892,,
2011-08-05 3:30,21.8,66.38,0,0,-1,0.878,,
2011-08-05 4:00,21.95,66.78,0,0,-1,0.876,,
2011-08-05 4:30,21.26,68.45,0,0,-1,0.797,,
2011-08-05 5:00,20.97,67.68,0,0,-1,0.802,,
2011-08-05 5:30,20.76,68.76,2.172,1.779,-1,0.765,,
2011-08-05 6:00,19.82,71.9,22.08,28.26,-1,0.649,,
2011-08-05 6:30,20.17,71.04,50.12,75.24,1,0.684,,
2011-08-05 7:00,20.98,72.48,60.77,101,1,0.683,,
2011-08-05 7:30,21.23,74.59,103.8,180.1,1,0.641,,
2011-08-05 8:00,21.9,74.01,211.4,359.6,1,0.683,,
2011-08-05 8:30,22.87,71.71,482.4,786.9,1,0.789,,
2011-08-05 9:00,24.29,66.63,647.7,1049,1,1.015,,
2011-08-05 9:30,25.35,61.94,727.2,1170,1,1.232,,
2011-08-05 10:00,25.71,59.43,428.7,699.9,1,1.341,,
2011-08-05 10:30,26.92,55.07,833,1338,1,1.597,,
2011-08-05 11:00,28.29,50.93,763,1229,1,1.887,,
2011-08-05 11:30,29.07,47.19,852,1359,1,2.124,,
2011-08-05 12:00,30.02,42.73,798.6,1270,1,2.434,,
2011-08-05 12:30,30.89,40.1,816,1289,1,2.676,,
2011-08-05 13:00,31.44,38.73,967,1521,1,2.823,,
2011-08-05 13:30,32.18,36.97,993,1556,1,3.03,,
2011-08-05 14:00,33.14,32.91,956,1499,1,3.402,,
2011-08-05 14:30,33.51,33.02,907,1420,1,3.467,,
2011-08-05 15:00,34.19,30.53,855,1339,1,3.736,,
2011-08-05 15:30,34.46,27.91,735.7,1155,1,3.936,,
2011-08-05 16:00,34.47,28.86,686.3,1079,1,3.884,,
2011-08-05 16:30,34.37,28.94,608,953,1,3.859,,
2011-08-05 17:00,33.3,32.76,357.5,568.3,1,3.445,,
2011-08-05 17:30,31.7,38.28,192,310.2,1,2.886,,
2011-08-05 18:00,30.86,41.26,159.5,254.3,1,2.619,,
2011-08-05 18:30,29.97,43.33,149.3,228.6,1,2.401,,
2011-08-05 19:00,29.33,46.43,151,200.5,1,2.188,,
2011-08-05 19:30,28.62,48.72,34.03,44.36,1,2.01,,
2011-08-05 20:00,27.74,52.55,1.559,1.617,1,1.768,,
2011-08-05 20:30,26.83,56.44,0.019,0.143,1,1.538,,
2011-08-05 21:00,26.3,57.77,0.002,0.07,1,1.445,,
2011-08-05 21:30,25.78,58.41,0.004,0.082,1,1.379,,
2011-08-05 22:00,25.31,58.57,0,0.012,1,1.336,,
2011-08-05 22:30,25.05,58.3,0,0.002,1,1.324,,
2011-08-05 23:00,24.8,59.16,0,0.001,-1,1.278,,
2011-08-05 23:30,24.64,58.33,0,0.001,-1,1.292,,
2011-08-06 0:00,24.2,59.43,0,0,-1,1.225,,
2011-08-06 0:30,23.61,61.83,0,0,-1,1.112,,
2011-08-06 1:00,23.11,63.61,0,0,-1,1.029,,
2011-08-06 1:30,22.98,63.12,0,0,-1,1.035,,
2011-08-06 2:00,22.45,64.5,0,0,-1,0.964,,
2011-08-06 2:30,22.15,64.9,0,0,-1,0.936,,
2011-08-06 3:00,21.88,65.97,0,0,-1,0.893,,
2011-08-06 3:30,21.64,66.95,0,0,-1,0.855,,
2011-08-06 4:00,21.11,68.68,0,0,-1,0.784,,
2011-08-06 4:30,21.02,68.64,0,0,-1,0.781,,
2011-08-06 5:00,20.8,69.75,0,0,-1,0.743,,
2011-08-06 5:30,20.51,70.21,0.901,1.238,-1,0.719,,
2011-08-06 6:00,20.12,71.33,15.25,26.79,-1,0.675,,
2011-08-06 6:30,20.69,69.16,78.28,129,1,0.753,,
2011-08-06 7:00,21.87,65.16,150.7,254.8,1,0.915,,
2011-08-06 7:30,23.51,53.21,287.1,480.8,1,1.361,,
2011-08-06 8:00,25.05,42.51,391.5,657,1,1.828,,
2011-08-06 8:30,25.8,40.55,494.5,827,1,1.975,,
2011-08-06 9:00,27.08,38.59,592.2,985,1,2.202,,
2011-08-06 9:30,28.03,37.47,692.4,1143,1,2.368,,
2011-08-06 10:00,28.98,37.56,775.6,1274,1,2.498,,
2011-08-06 10:30,29.51,37.78,843,1378,1,2.567,,
2011-08-06 11:00,30.15,36.88,901,1466,1,2.702,,
2011-08-06 11:30,30.74,36.49,945,1531,1,2.813,,
2011-08-06 12:00,31.45,34.96,978,1574,1,2.999,,
2011-08-06 12:30,31.8,34.1,990,1592,1,3.099,,
2011-08-06 13:00,32.44,32.33,990,1587,1,3.299,,
2011-08-06 13:30,32.6,30.56,973,1553,1,3.415,,
2011-08-06 14:00,32.92,30.79,944,1508,1,3.466,,
2011-08-06 14:30,33.35,31.27,898,1436,1,3.526,,
2011-08-06 15:00,33.36,33.47,839,1346,1,3.415,,
2011-08-06 15:30,33.29,35,765.3,1230,1,3.324,,
2011-08-06 16:00,33.33,36.33,684.3,1099,1,3.263,,
2011-08-06 16:30,32.88,37.82,591.9,950,1,3.108,,
2011-08-06 17:00,31.76,39.96,493.4,789.3,1,2.817,,
2011-08-06 17:30,31.15,41.62,388.1,615.6,1,2.646,,
2011-08-06 18:00,30.4,46.07,284.4,443.4,1,2.343,,
2011-08-06 18:30,29.57,49.26,184,278,1,2.101,,
2011-08-06 19:00,28.59,53.93,91.7,129.9,1,1.803,,
2011-08-06 19:30,27.36,58.27,18.35,28.17,1,1.521,,
2011-08-06 20:00,26.36,61.1,1.114,1.575,1,1.335,,
2011-08-06 20:30,25.48,63.34,0.003,0.089,1,1.195,,
2011-08-06 21:00,24.94,64.1,0,0.018,-1,1.133,,
2011-08-06 21:30,24.44,65.69,0,0.021,-1,1.051,,
2011-08-06 22:00,23.76,68.91,0,0,-1,0.914,,
2011-08-06 22:30,23.47,69.53,0,0,-1,0.881,,
2011-08-06 23:00,23.39,69.68,0,0,-1,0.872,,
2011-08-06 23:30,23.27,70.1,0,0,-1,0.854,,
2011-08-07 0:00,23.22,69.68,0,0.002,-1,0.863,,
2011-08-07 0:30,23.12,70.01,0,0.001,-1,0.849,,
2011-08-07 1:00,22.81,71.27,0,0,-1,0.797,,
2011-08-07 1:30,22.67,71.8,0,0,-1,0.776,,
2011-08-07 2:00,22.33,72.96,0,0,-1,0.729,,
2011-08-07 2:30,22.3,72.54,0,0,-1,0.739,,
2011-08-07 3:00,22.26,72.18,0,0,-1,0.747,,
2011-08-07 3:30,22.14,71.84,0,0,-1,0.751,,
2011-08-07 4:00,21.87,72.97,0,0,-1,0.709,,
2011-08-07 4:30,21.49,74.48,0,0,-1,0.654,,
2011-08-07 5:00,21.17,76.02,0,0,-1,0.603,,
2011-08-07 5:30,20.83,77.85,1.001,1.492,-1,0.545,,
2011-08-07 6:00,20.59,78.12,18.38,32.84,-1,0.531,,
2011-08-07 6:30,21.65,74.82,92.5,150.2,1,0.655,,
2011-08-07 7:00,23.92,67.39,186.2,309.3,1,0.969,,
2011-08-07 7:30,24.54,64.64,289,484.5,1,1.09,,
2011-08-07 8:00,25.92,60.05,395.1,662.8,1,1.339,,
2011-08-07 8:30,27.06,55.52,500.4,836,1,1.592,,
2011-08-07 9:00,27.9,52.25,598.8,996,1,1.797,,
2011-08-07 9:30,28.9,48.49,691.1,1142,1,2.052,,
2011-08-07 10:00,29.81,45.07,774.5,1270,1,2.306,,
2011-08-07 10:30,30.55,41.66,846,1378,1,2.555,,
2011-08-07 11:00,31.01,39.71,906,1467,1,2.712,,
2011-08-07 11:30,31.71,37.46,952,1531,1,2.927,,
2011-08-07 12:00,32.6,34.92,986,1576,1,3.201,,
2011-08-07 12:30,32.9,34.2,994,1589,1,3.293,,
2011-08-07 13:00,33.46,34.81,990,1579,1,3.365,,
2011-08-07 13:30,33.57,36.42,977,1552,1,3.303,,
2011-08-07 14:00,33.88,34.58,949,1507,1,3.459,,
2011-08-07 14:30,34.9,29.28,905,1434,1,3.956,,
2011-08-07 15:00,35.49,27.78,847,1341,1,4.173,,
2011-08-07 15:30,35.6,26.76,775.9,1227,1,4.259,,
2011-08-07 16:00,35.68,27.86,692.3,1095,1,4.212,,
2011-08-07 16:30,35.55,30.06,600.7,948,1,4.055,,
2011-08-07 17:00,35.16,30.09,500.9,787.1,1,3.967,,
2011-08-07 17:30,34.62,32.13,395.4,615.1,1,3.739,,
2011-08-07 18:00,33.78,33.62,289.1,440.4,1,3.49,,
2011-08-07 18:30,32.92,36.38,185.2,272.6,1,3.189,,
2011-08-07 19:00,31.67,40.64,92,126.3,1,2.773,,
2011-08-07 19:30,30.04,45.47,18.1,26.88,1,2.322,,
2011-08-07 20:00,28.53,49.49,1.047,1.402,1,1.97,,
2011-08-07 20:30,27.3,53.41,0.006,0.125,1,1.691,,
2011-08-07 21:00,26.25,57.82,0.002,0.131,1,1.44,,
2011-08-07 21:30,25.05,64.69,0.001,0.053,1,1.123,,
2011-08-07 22:00,24.26,68.62,0,0.013,1,0.951,,
2011-08-07 22:30,23.86,70.09,0,0.021,-1,0.885,,
2011-08-07 23:00,23.4,70.42,0.001,0.016,-1,0.851,,
2011-08-07 23:30,22.78,72.22,0,0,-1,0.77,,
2011-08-08 0:00,22.71,71.48,0,0,-1,0.787,,
2011-08-08 0:30,22.62,70.98,0,0,-1,0.796,,
2011-08-08 1:00,22.94,68.14,0,0,-1,0.893,,
2011-08-08 1:30,22.98,66.38,0,0,-1,0.944,,
2011-08-08 2:00,23.86,57.03,0,0,-1,1.271,,
2011-08-08 2:30,23.66,53.9,0,0,-1,1.347,,
2011-08-08 3:00,22.7,61.46,0,0,-1,1.066,,
2011-08-08 3:30,22.55,60.45,0,0,-1,1.08,,
2011-08-08 4:00,22.76,53.83,0,0,-1,1.279,,
2011-08-08 4:30,21.33,65.4,0,0,-1,0.882,,
2011-08-08 5:00,20.74,70.64,0,0,-1,0.718,,
2011-08-08 5:30,20.2,71.82,1.035,1.38,-1,0.668,,
2011-08-08 6:00,19.91,71.63,18.33,31.37,-1,0.661,,
2011-08-08 6:30,21.3,66.05,94.1,147.6,1,0.86,,
2011-08-08 7:00,22.65,62.26,190.5,308.5,1,1.041,,
2011-08-08 7:30,24.17,54.64,294.5,483.5,1,1.37,,
2011-08-08 8:00,25.95,45.68,401.6,662,1,1.823,,
2011-08-08 8:30,27.53,38.45,508.4,835,1,2.266,,
2011-08-08 9:00,28.97,32.89,610.6,997,1,2.685,,
2011-08-08 9:30,30.56,29.23,704.7,1143,1,3.103,,
2011-08-08 10:00,31.71,27.11,787.9,1271,1,3.41,,
2011-08-08 10:30,32.85,24.81,861,1381,1,3.752,,
2011-08-08 11:00,33.66,23.33,905,1446,1,4.003,,
2011-08-08 11:30,34.52,21.54,978,1553,1,4.297,,
2011-08-08 12:00,35.35,20.04,924,1463,1,4.585,,
2011-08-08 12:30,35.92,19.24,972,1536,1,4.78,,
2011-08-08 13:00,36.51,18.3,1026,1614,1,4.992,,
2011-08-08 13:30,37.2,17.89,997,1566,1,5.211,,
2011-08-08 14:00,37.74,17.38,954,1500,1,5.399,,
2011-08-08 14:30,38.3,16.96,918,1443,1,5.594,,
2011-08-08 15:00,38.76,16.69,863,1355,1,5.751,,
2011-08-08 15:30,39.03,16.05,774.7,1217,1,5.88,,
2011-08-08 16:00,39.24,15.8,698.9,1096,1,5.965,,
2011-08-08 16:30,39.26,16.11,603.8,944,1,5.948,,
