Fecha UTC,T_Amb_Avg,H_Relat_Avg,Rad_Glob_Avg,Rad_Par_Avg,R_Neta_Avg,VPD_Avg,,
2011-06-10 16:30,25.06,47.26,620.8,966,1,1.667,,
2011-06-10 17:00,24.79,49.65,536.9,834,1,1.575,,
2011-06-10 17:30,24.26,50.83,435.1,669.6,1,1.49,,
2011-06-10 18:00,24.02,52.39,327.9,497,1,1.423,,
2011-06-10 18:30,23.41,55.99,235.8,346.6,1,1.267,,
2011-06-10 19:00,22.67,59.15,127.3,181.6,1,1.125,,
2011-06-10 19:30,21.84,62.83,47.66,63.13,1,0.973,,
2011-06-10 20:00,21.06,66.03,6.075,8.77,-1,0.848,,
2011-06-10 20:30,20.39,69.69,0.139,0.155,-1,0.726,,
2011-06-10 21:00,19.8,73.33,0,0,-1,0.616,,
2011-06-10 21:30,19.45,75.2,0,0,-1,0.56,,
2011-06-10 22:00,19.04,76.92,0,0,-1,0.508,,
2011-06-10 22:30,18.56,79.53,0,0,-1,0.438,,
2011-06-10 23:00,18.02,81.6,0,0,-1,0.38,,
2011-06-10 23:30,17.69,82.3,0,0,-1,0.357,,
2011-06-11 0:00,17.63,82.8,0,0,-1,0.346,,
2011-06-11 0:30,17.44,83.8,0,0,-1,0.323,,
2011-06-11 1:00,17.19,84.7,0,0,-1,0.3,,
2011-06-11 1:30,16.74,85.6,0,0,-1,0.274,,
2011-06-11 2:00,16.39,86.5,0,0,-1,0.252,,
2011-06-11 2:30,15.56,87.3,0,0,-1,0.224,,
2011-06-11 3:00,15.1,88.4,0,0,-1,0.198,,
2011-06-11 3:30,14.8,88.9,0,0,-1,0.187,,
2011-06-11 4:00,14.34,89.4,0,0,-1,0.173,,
2011-06-11 4:30,14.03,89.9,0,0,-1,0.161,,
2011-06-11 5:00,13.78,90.3,0.432,0.877,-1,0.153,,
2011-06-11 5:30,13.66,90.5,13.92,21.82,-1,0.148,,
2011-06-11 6:00,14.14,90.3,85.9,127.4,1,0.156,,
2011-06-11 6:30,15.36,87.9,146,238.3,1,0.211,,
2011-06-11 7:00,16.2,84.1,228.3,396.5,1,0.294,,
2011-06-11 7:30,17.78,78.75,304.8,502.2,1,0.434,,
2011-06-11 8:00,19.86,73.53,456.9,738.3,1,0.615,,
2011-06-11 8:30,21.06,69.68,540,872,1,0.757,,
2011-06-11 9:00,21.73,65.31,635.3,1023,1,0.902,,
2011-06-11 9:30,22.68,61.28,727,1167,1,1.068,,
2011-06-11 10:00,23.91,56.42,838,1336,1,1.294,,
2011-06-11 10:30,24.59,51.61,897,1427,1,1.496,,
2011-06-11 11:00,25.65,48.63,937,1483,1,1.692,,
2011-06-11 11:30,26.35,45.12,980,1545,1,1.884,,
2011-06-11 12:00,27.01,40.31,1019,1599,1,2.13,,
2011-06-11 12:30,27.71,36.54,1022,1601,1,2.358,,
2011-06-11 13:00,28.08,33.53,1039,1623,1,2.525,,
2011-06-11 13:30,28.42,32.47,1024,1597,1,2.616,,
2011-06-11 14:00,28.89,30.88,987,1538,1,2.75,,
2011-06-11 14:30,29.17,30.78,929,1449,1,2.801,,
2011-06-11 15:00,29.37,30.3,871,1360,1,2.852,,
2011-06-11 15:30,29.9,29.23,802,1249,1,2.986,,
2011-06-11 16:00,30.05,28.66,717.8,1116,1,3.036,,
2011-06-11 16:30,30.31,28.65,620.3,963,1,3.081,,
2011-06-11 17:00,30.14,28.47,502.9,776.6,1,3.059,,
2011-06-11 17:30,30.43,27.15,435.4,662.4,1,3.169,,
2011-06-11 18:00,30.29,26.45,318.3,478.5,1,3.172,,
2011-06-11 18:30,30.29,26.01,218.1,320.1,1,3.191,,
2011-06-11 19:00,30.16,27.17,124.3,178.1,1,3.121,,
2011-06-11 19:30,28.41,34.19,52.86,70.23,1,2.555,,
2011-06-11 20:00,26.44,40.54,6.069,8.94,1,2.052,,
2011-06-11 20:30,25.48,41.48,0.152,0.278,1,1.907,,
2011-06-11 21:00,24.48,42.6,0,0.031,1,1.763,,
2011-06-11 21:30,23.47,45.34,0,0.01,1,1.581,,
2011-06-11 22:00,22.13,50.06,0,0.001,-1,1.331,,
2011-06-11 22:30,21.31,58.11,0,0.001,-1,1.063,,
2011-06-11 23:00,20.52,62.78,0,0,-1,0.899,,
2011-06-11 23:30,20,62.58,0,0,-1,0.874,,
2011-06-12 0:00,19.7,62.6,0,0,-1,0.858,,
2011-06-12 0:30,19.35,63.4,0,0,-1,0.822,,
2011-06-12 1:00,19.2,62.82,0,0,-1,0.827,,
2011-06-12 1:30,19.06,61.68,0,0,-1,0.845,,
2011-06-12 2:00,18.85,62.18,0,0,-1,0.824,,
2011-06-12 2:30,18.07,66.49,0,0,-1,0.695,,
2011-06-12 3:00,17.24,72.53,0,0,-1,0.54,,
2011-06-12 3:30,16.83,73.49,0,0,-1,0.508,,
2011-06-12 4:00,15.98,77.48,0,0,-1,0.409,,
2011-06-12 4:30,15.84,78.08,0,0,-1,0.394,,
2011-06-12 5:00,16.26,75.55,1.122,1.318,-1,0.452,,
2011-06-12 5:30,15.85,77.96,21.33,31.35,-1,0.397,,
2011-06-12 6:00,16.1,78.74,67.09,106.7,1,0.389,,
2011-06-12 6:30,17.25,74.09,151.5,241.8,1,0.511,,
2011-06-12 7:00,18.82,68.14,225.9,367.2,1,0.693,,
2011-06-12 7:30,20.65,60.85,359,583.1,1,0.953,,
2011-06-12 8:00,22.24,56.34,477.9,774.2,1,1.172,,
2011-06-12 8:30,23.58,51.9,579.3,935,1,1.4,,
2011-06-12 9:00,24.65,48.53,674.9,1086,1,1.597,,
2011-06-12 9:30,25.76,45.79,761.2,1218,1,1.797,,
2011-06-12 10:00,26.56,42.24,838,1335,1,2.008,,
2011-06-12 10:30,27.75,38.73,904,1436,1,2.282,,
2011-06-12 11:00,28.47,36.75,958,1514,1,2.457,,
2011-06-12 11:30,29.02,34.44,999,1573,1,2.63,,
2011-06-12 12:00,29.46,32.55,1021,1606,1,2.775,,
2011-06-12 12:30,29.96,33.29,1032,1619,1,2.824,,
2011-06-12 13:00,30.46,31.56,1031,1615,1,2.982,,
2011-06-12 13:30,31.08,30.01,1016,1587,1,3.16,,
2011-06-12 14:00,31.54,29.05,985,1538,1,3.287,,
2011-06-12 14:30,32.25,26.96,937,1463,1,3.523,,
2011-06-12 15:00,32.72,28.09,864,1353,1,3.561,,
2011-06-12 15:30,32.52,28.91,790.7,1235,1,3.482,,
2011-06-12 16:00,32.55,28.1,723.5,1128,1,3.528,,
2011-06-12 16:30,32.48,27.29,625.4,975,1,3.552,,
2011-06-12 17:00,32.49,26.74,538.4,835,1,3.582,,
2011-06-12 17:30,32.29,27.46,436.7,671.3,1,3.506,,
2011-06-12 18:00,31.46,32.73,330.6,501.1,1,3.109,,
2011-06-12 18:30,30.02,36.71,230.6,339.3,1,2.689,,
2011-06-12 19:00,29.15,37.1,133.1,190,1,2.541,,
2011-06-12 19:30,28.08,38.17,49.77,67.06,1,2.348,,
2011-06-12 20:00,27.07,39.72,5.893,9.73,1,2.158,,
2011-06-12 20:30,26.12,43.31,0.183,0.312,1,1.921,,
2011-06-12 21:00,24.76,50.67,0.005,0.124,1,1.541,,
2011-06-12 21:30,23.73,55.34,0.001,0.064,1,1.311,,
2011-06-12 22:00,23.11,56.57,0,0.006,-1,1.228,,
2011-06-12 22:30,22.27,58.5,0,0.001,-1,1.116,,
2011-06-12 23:00,21.12,64.59,0,0,-1,0.887,,
2011-06-12 23:30,20.58,67.51,0,0,-1,0.788,,
2011-06-13 0:00,20.07,69.88,0,0,-1,0.707,,
2011-06-13 0:30,19.96,69.54,0,0,-1,0.71,,
2011-06-13 1:00,19.97,69.19,0,0,-1,0.719,,
2011-06-13 1:30,19.98,67.99,0,0,-1,0.747,,
2011-06-13 2:00,19.95,65.78,0,0,-1,0.797,,
2011-06-13 2:30,19.71,64.51,0,0,-1,0.815,,
2011-06-13 3:00,19.02,66.07,0,0,-1,0.746,,
2011-06-13 3:30,19.14,64.94,0,0,-1,0.777,,
2011-06-13 4:00,18.76,67.1,0,0,-1,0.712,,
2011-06-13 4:30,18.46,68.99,0,0,-1,0.658,,
2011-06-13 5:00,18.05,70.7,0.637,1.273,-1,0.607,,
2011-06-13 5:30,17.81,71.89,15.3,26.42,-1,0.573,,
2011-06-13 6:00,17.98,72.79,80.4,124.9,1,0.561,,
2011-06-13 6:30,19.67,67.73,170.6,270.5,1,0.741,,
2011-06-13 7:00,20.79,64.41,271.3,435.1,1,0.875,,
2011-06-13 7:30,21.93,59,375.3,607.1,1,1.08,,
2011-06-13 8:00,22.97,54.97,479.5,775.6,1,1.263,,
2011-06-13 8:30,24.06,51.33,579.5,934,1,1.458,,
2011-06-13 9:00,25.51,45.82,678,1086,1,1.771,,
2011-06-13 9:30,26.15,44.45,762.4,1217,1,1.884,,
2011-06-13 10:00,27.04,43.06,839,1332,1,2.035,,
2011-06-13 10:30,27.6,39.42,908,1435,1,2.238,,
2011-06-13 11:00,28.26,35.64,963,1514,1,2.469,,
2011-06-13 11:30,29.06,33.09,1004,1569,1,2.69,,
2011-06-13 12:00,29.71,30.78,1026,1597,1,2.89,,
2011-06-13 12:30,30.2,30.38,1039,1614,1,2.988,,
2011-06-13 13:00,30.33,29.18,1037,1609,1,3.062,,
2011-06-13 13:30,30.61,28.21,1022,1584,1,3.155,,
2011-06-13 14:00,31.12,27.3,986,1524,1,3.289,,
2011-06-13 14:30,31.47,26.52,943,1459,1,3.391,,
2011-06-13 15:00,32.1,26.01,885,1372,1,3.539,,
2011-06-13 15:30,31.92,28.06,815,1263,1,3.407,,
2011-06-13 16:00,31.92,26.81,733,1135,1,3.465,,
2011-06-13 16:30,32.01,22.98,644.3,992,1,3.665,,
2011-06-13 17:00,31.74,24.15,551.3,845,1,3.556,,
2011-06-13 17:30,30.96,30.06,448.4,682.4,1,3.137,,
2011-06-13 18:00,30,33.62,340.2,512.1,1,2.818,,
2011-06-13 18:30,29.09,38.83,231.8,339.5,1,2.463,,
2011-06-13 19:00,27.7,44.35,135.5,193.2,1,2.069,,
2011-06-13 19:30,26.03,47.79,52.57,70.62,1,1.758,,
2011-06-13 20:00,24.88,50.73,6.992,10.85,1,1.55,,
2011-06-13 20:30,24.06,55.71,0.206,0.326,1,1.327,,
2011-06-13 21:00,23.34,59.33,0,0.024,1,1.167,,
2011-06-13 21:30,22.55,63.03,0,0.002,1,1.011,,
2011-06-13 22:00,21.83,65.96,0,0.001,-1,0.89,,
2011-06-13 22:30,21.47,66.7,0,0.001,-1,0.852,,
2011-06-13 23:00,21.13,66.17,0,0,-1,0.848,,
2011-06-13 23:30,21.16,67.15,0,0,-1,0.825,,
2011-06-14 0:00,20.89,68.51,0,0,-1,0.778,,
2011-06-14 0:30,20.3,70.47,0,0,-1,0.703,,
2011-06-14 1:00,20.06,69.8,0,0,-1,0.708,,
2011-06-14 1:30,20.01,67.93,0,0,-1,0.75,,
2011-06-14 2:00,19.43,69.82,0,0,-1,0.681,,
2011-06-14 2:30,18.95,71.9,0,0,-1,0.615,,
2011-06-14 3:00,18.74,72.69,0,0,-1,0.59,,
2011-06-14 3:30,18.41,73.87,0,0,-1,0.553,,
2011-06-14 4:00,17.83,76.33,0,0,-1,0.484,,
2011-06-14 4:30,18.04,75.49,0,0,-1,0.507,,
2011-06-14 5:00,17.78,76.65,0.943,1.47,-1,0.475,,
2011-06-14 5:30,17.64,76.94,17.38,28.83,-1,0.465,,
2011-06-14 6:00,18.34,75.1,85.2,130.9,1,0.526,,
2011-06-14 6:30,20.2,66.78,177.3,276.9,1,0.788,,
2011-06-14 7:00,20.54,65.38,278.9,441.7,1,0.837,,
2011-06-14 7:30,20.56,67.3,384.3,614,1,0.792,,
2011-06-14 8:00,21.85,62.7,491.3,785.1,1,0.978,,
2011-06-14 8:30,23.46,57.3,591.8,942,1,1.234,,
2011-06-14 9:00,24.51,54.98,689.7,1093,1,1.386,,
2011-06-14 9:30,25.4,52.61,777.1,1225,1,1.538,,
2011-06-14 10:00,26.03,49.66,857,1347,1,1.697,,
2011-06-14 10:30,27.12,43.42,927,1450,1,2.033,,
2011-06-14 11:00,27.97,40.13,981,1528,1,2.26,,
2011-06-14 11:30,28.56,36.91,1020,1582,1,2.465,,
2011-06-14 12:00,29.27,34.1,1043,1616,1,2.682,,
2011-06-14 12:30,30.05,31.9,1052,1626,1,2.899,,
2011-06-14 13:00,30.63,30.49,1047,1616,1,3.058,,
2011-06-14 13:30,30.93,27.58,1034,1591,1,3.242,,
2011-06-14 14:00,31.33,26.34,1008,1547,1,3.371,,
2011-06-14 14:30,31.7,25.86,963,1479,1,3.466,,
2011-06-14 15:00,32.03,28.74,895,1381,1,3.395,,
2011-06-14 15:30,31.74,30.4,819,1267,1,3.261,,
2011-06-14 16:00,32.06,27.66,739.3,1139,1,3.451,,
2011-06-14 16:30,31.93,27.4,649.6,998,1,3.439,,
2011-06-14 17:00,31.26,27.64,551.7,844,1,3.3,,
2011-06-14 17:30,30.84,31.07,447.5,680.6,1,3.07,,
2011-06-14 18:00,30.1,36.32,341.2,511.7,1,2.718,,
2011-06-14 18:30,28.8,42.78,235.6,344.8,1,2.268,,
2011-06-14 19:00,27.66,48.41,138.9,197.7,1,1.913,,
2011-06-14 19:30,26.17,50.59,54.48,73.39,1,1.676,,
2011-06-14 20:00,24.7,53.71,7.006,11.33,1,1.442,,
2011-06-14 20:30,23.8,57.43,0.205,0.3,-1,1.255,,
2011-06-14 21:00,23,61.26,0,0.002,-1,1.089,,
2011-06-14 21:30,22.04,67.49,0,0,-1,0.862,,
2011-06-14 22:00,21.61,67.8,0,0,-1,0.831,,
2011-06-14 22:30,21.27,67.31,0,0,-1,0.826,,
2011-06-14 23:00,21.06,66.78,0,0,-1,0.829,,
2011-06-14 23:30,20.76,67.09,0,0,-1,0.806,,
2011-06-15 0:00,20.28,68.57,0,0,-1,0.747,,
2011-06-15 0:30,19.82,69.08,0,0,-1,0.715,,
2011-06-15 1:00,19.58,69.54,0,0,-1,0.693,,
2011-06-15 1:30,18.7,73.96,0,0,-1,0.563,,
2011-06-15 2:00,18.36,76.46,0,0,-1,0.497,,
2011-06-15 2:30,18.16,76.69,0,0,-1,0.486,,
2011-06-15 3:00,17.84,77.91,0,0,-1,0.451,,
2011-06-15 3:30,17.27,79.55,0,0,-1,0.403,,
2011-06-15 4:00,16.74,80.3,0,0,-1,0.376,,
2011-06-15 4:30,15.83,82.6,0,0,-1,0.312,,
2011-06-15 5:00,15.75,83.7,0.925,1.471,-1,0.292,,
2011-06-15 5:30,15.83,83,17,27.87,-1,0.305,,
2011-06-15 6:00,17.02,78.37,83.9,131,1,0.421,,
2011-06-15 6:30,18.32,73.29,173.9,273.6,1,0.563,,
2011-06-15 7:00,19.94,68.7,276.3,438.3,1,0.731,,
2011-06-15 7:30,21.54,64.54,380.9,608.2,1,0.912,,
2011-06-15 8:00,23.02,60.32,486.8,777.6,1,1.117,,
2011-06-15 8:30,24.15,55.38,588.2,938,1,1.346,,
2011-06-15 9:00,25.21,50.37,682.8,1084,1,1.593,,
2011-06-15 9:30,26.56,44.86,772.5,1220,1,1.916,,
2011-06-15 10:00,27.24,42.51,852,1340,1,2.08,,
2011-06-15 10:30,28.57,36.47,919,1440,1,2.485,,
2011-06-15 11:00,29.61,34.33,974,1519,1,2.726,,
2011-06-15 11:30,30.58,31.12,1014,1576,1,3.022,,
2011-06-15 12:00,31.32,27.83,1038,1609,1,3.302,,
2011-06-15 12:30,32.02,26.69,1045,1619,1,3.491,,
2011-06-15 13:00,32.57,26.35,1034,1596,1,3.619,,
2011-06-15 13:30,33.3,22.93,1021,1572,1,3.943,,
2011-06-15 14:00,33.13,26.87,981,1514,1,3.706,,
2011-06-15 14:30,33.84,22.19,944,1453,1,4.103,,
2011-06-15 15:00,34.03,23.1,883,1360,1,4.099,,
2011-06-15 15:30,34.44,23.39,810,1249,1,4.179,,
2011-06-15 16:00,34.8,21.9,731.8,1127,1,4.344,,
2011-06-15 16:30,34.16,26.34,641.5,988,1,3.954,,
2011-06-15 17:00,33.77,27.38,543.6,833,1,3.814,,
2011-06-15 17:30,33.61,27.42,439.9,669.3,1,3.779,,
2011-06-15 18:00,33.13,27.17,336,502,1,3.691,,
2011-06-15 18:30,32.87,24.73,231.8,335.8,1,3.761,,
2011-06-15 19:00,31.58,30.35,134.3,189.7,1,3.236,,
2011-06-15 19:30,30,35.16,51.26,69.39,1,2.755,,
2011-06-15 20:00,28.26,42.37,6.623,10.65,1,2.214,,
2011-06-15 20:30,26.68,47.91,0.194,0.349,1,1.823,,
2011-06-15 21:00,25.58,50.98,0.002,0.074,1,1.608,,
2011-06-15 21:30,24.75,53.78,0,0.017,1,1.443,,
2011-06-15 22:00,23.96,57.41,0,0.005,-1,1.268,,
2011-06-15 22:30,23.38,60.25,0,0.003,-1,1.142,,
2011-06-15 23:00,23.01,61.68,0,0,-1,1.077,,
2011-06-15 23:30,23.1,59.8,0,0,-1,1.138,,
2011-06-16 0:00,23.55,56.53,0,0,-1,1.267,,
2011-06-16 0:30,21.94,64.71,0,0,-1,0.931,,
2011-06-16 1:00,22.17,61.93,0,0,-1,1.017,,
2011-06-16 1:30,21.93,64.14,0,0,-1,0.944,,
2011-06-16 2:00,21.58,61.83,0,0,-1,0.984,,
2011-06-16 2:30,22.56,55.12,0,0,-1,1.228,,
2011-06-16 3:00,22.46,53.77,0,0,-1,1.257,,
2011-06-16 3:30,21.91,54.86,0,0,-1,1.187,,
2011-06-16 4:00,21.71,55.72,0,0,-1,1.151,,
2011-06-16 4:30,20.47,59.88,0,0,-1,0.966,,
2011-06-16 5:00,20.09,60.89,0.919,1.353,-1,0.919,,
2011-06-16 5:30,20.59,59.53,16.63,26.77,-1,0.981,,
2011-06-16 6:00,20.48,60.51,79.2,120.5,1,0.951,,
2011-06-16 6:30,20.75,61,169.5,264.9,1,0.956,,
2011-06-16 7:00,22.84,54.08,272.9,430.2,1,1.28,,
2011-06-16 7:30,23.85,50.77,379.6,604.2,1,1.455,,
2011-06-16 8:00,24.87,46.98,484.7,773.9,1,1.667,,
2011-06-16 8:30,25.64,43.59,584.9,934,1,1.857,,
2011-06-16 9:00,26.63,38.82,679.9,1084,1,2.135,,
2011-06-16 9:30,27.38,35.36,766.6,1218,1,2.357,,
2011-06-16 10:00,28.17,31.98,845,1337,1,2.597,,
2011-06-16 10:30,28.94,29.93,913,1440,1,2.797,,
2011-06-16 11:00,29.69,27.6,968,1518,1,3.018,,
2011-06-16 11:30,30.69,26.11,1008,1573,1,3.262,,
2011-06-16 12:00,31.54,25.39,1034,1609,1,3.457,,
2011-06-16 12:30,31.87,24.78,1044,1623,1,3.55,,
2011-06-16 13:00,32.4,22.99,1042,1617,1,3.745,,
2011-06-16 13:30,33.19,22.18,1025,1590,1,3.959,,
2011-06-16 14:00,33.54,20.6,990,1531,1,4.116,,
2011-06-16 14:30,34.01,19.29,945,1462,1,4.296,,
2011-06-16 15:00,34.31,18.71,887,1373,1,4.401,,
2011-06-16 15:30,34.68,18.71,817,1263,1,4.49,,
2011-06-16 16:00,34.87,19.35,735.4,1135,1,4.504,,
2011-06-16 16:30,35.03,19.51,646.3,997,1,4.533,,
2011-06-16 17:00,34.71,21.78,547.4,842,1,4.328,,
2011-06-16 17:30,34.42,23.53,446.3,677.9,1,4.166,,
2011-06-16 18:00,33.77,26.69,340.8,508.9,1,3.851,,
2011-06-16 18:30,32.9,29.72,238.6,346.3,1,3.517,,
2011-06-16 19:00,31.37,37.29,88.1,137.6,1,2.882,,
2011-06-16 19:30,29.71,42.84,26.99,40.04,1,2.387,,
2011-06-16 20:00,28.15,47.81,4.971,8.35,1,1.991,,
2011-06-16 20:30,26.72,52.82,0.159,0.307,1,1.656,,
2011-06-16 21:00,25.52,57.27,0.001,0.048,1,1.397,,
2011-06-16 21:30,24.6,59.96,0,0.006,-1,1.239,,
2011-06-16 22:00,23.58,62.79,0,0.001,-1,1.083,,
2011-06-16 22:30,22.82,65.39,0,0,-1,0.962,,
2011-06-16 23:00,22.14,67.85,0,0,-1,0.857,,
2011-06-16 23:30,21.88,67.75,0,0,-1,0.846,,
2011-06-17 0:00,21.55,66.46,0,0,-1,0.863,,
2011-06-17 0:30,21.31,66.02,0,0,-1,0.861,,
2011-06-17 1:00,21.03,66.51,0,0,-1,0.834,,
2011-06-17 1:30,20.26,69.49,0,0,-1,0.725,,
2011-06-17 2:00,20.25,70.89,0,0,-1,0.691,,
2011-06-17 2:30,19.45,72.78,0,0,-1,0.615,,
2011-06-17 3:00,20.01,67.94,0,0,-1,0.75,,
2011-06-17 3:30,18.92,74.05,0,0,-1,0.568,,
2011-06-17 4:00,18.54,75.44,0,0,-1,0.524,,
2011-06-17 4:30,19.3,61.09,0,0,-1,0.872,,
2011-06-17 5:00,19.04,60.15,0.879,1.383,-1,0.878,,
2011-06-17 5:30,18.11,65.98,17.42,28.49,-1,0.707,,
2011-06-17 6:00,17.9,72.25,84,126.6,1,0.569,,
2011-06-17 6:30,19.39,69.27,175.3,269.9,1,0.693,,
2011-06-17 7:00,21.39,58.87,279.5,437.5,1,1.055,,
2011-06-17 7:30,22.98,46.91,385.6,609.3,1,1.49,,
2011-06-17 8:00,23.99,42.92,493.6,780.6,1,1.702,,
2011-06-17 8:30,24.77,40.33,593.9,938,1,1.864,,
2011-06-17 9:00,25.71,38.89,690.6,1085,1,2.019,,
2011-06-17 9:30,26.28,37.68,776,1216,1,2.13,,
2011-06-17 10:00,26.92,35.41,856,1338,1,2.292,,
2011-06-17 10:30,27.88,33.91,923,1437,1,2.481,,
2011-06-17 11:00,28.76,31.71,976,1515,1,2.697,,
2011-06-17 11:30,29.41,30.09,1021,1575,1,2.869,,
2011-06-17 12:00,29.92,30.19,1047,1609,1,2.949,,
2011-06-17 12:30,30.39,25.77,1059,1626,1,3.221,,
2011-06-17 13:00,30.74,20.32,1065,1626,1,3.529,,
2011-06-17 13:30,31.37,15.75,1054,1603,1,3.867,,
2011-06-17 14:00,31.96,15.17,1021,1554,1,4.025,,
2011-06-17 14:30,32.73,19.6,967,1478,1,3.984,,
2011-06-17 15:00,33.1,21.15,904,1383,1,3.99,,
2011-06-17 15:30,33.34,22.2,834,1276,1,3.99,,
2011-06-17 16:00,33.42,22.44,749.6,1145,1,3.995,,
2011-06-17 16:30,33.22,23.55,658.8,1006,1,3.896,,
2011-06-17 17:00,32.24,26.65,557.9,850,1,3.537,,
2011-06-17 17:30,31.37,27.03,456.3,689.6,1,3.349,,
2011-06-17 18:00,30.66,30.9,351.5,523,1,3.048,,
2011-06-17 18:30,29.31,36.67,237.4,346.2,1,2.583,,
2011-06-17 19:00,28.26,40.45,133,190.7,1,2.286,,
2011-06-17 19:30,27.23,45.09,45,65.66,1,1.986,,
2011-06-17 20:00,25.75,50.39,6.388,9.78,1,1.644,,
2011-06-17 20:30,24.76,52.44,0.216,0.302,-1,1.485,,
2011-06-17 21:00,23.98,54.88,0,0.003,-1,1.344,,
2011-06-17 21:30,23.26,56.49,0,0,-1,1.242,,
2011-06-17 22:00,22.76,56.88,0,0,-1,1.194,,
2011-06-17 22:30,22.72,54.73,0,0,-1,1.25,,
2011-06-17 23:00,22.05,56.19,0,0,-1,1.162,,
2011-06-17 23:30,21.87,56.81,0,0,-1,1.133,,
2011-06-18 0:00,21.71,56.41,0,0,-1,1.132,,
2011-06-18 0:30,21.25,58.04,0,0,-1,1.06,,
2011-06-18 1:00,20.84,59.57,0,0,-1,0.995,,
2011-06-18 1:30,20.6,61.12,0,0,-1,0.943,,
2011-06-18 2:00,20.03,63.7,0,0,-1,0.85,,
2011-06-18 2:30,19.71,65.44,0,0,-1,0.794,,
2011-06-18 3:00,19.34,67.24,0,0,-1,0.735,,
2011-06-18 3:30,19.06,68.48,0,0,-1,0.695,,
2011-06-18 4:00,18.63,70.77,0,0,-1,0.628,,
2011-06-18 4:30,18.56,72.14,0,0,-1,0.595,,
2011-06-18 5:00,18.91,69.8,1.005,1.42,-1,0.661,,
2011-06-18 5:30,18.08,74.62,16.8,28.39,-1,0.526,,
2011-06-18 6:00,19.38,70.12,81.4,127.5,1,0.673,,
2011-06-18 6:30,20.73,65.28,170,270.8,1,0.851,,
2011-06-18 7:00,21.53,62.88,270.1,435.5,1,0.954,,
2011-06-18 7:30,22.26,60.1,375.9,612,1,1.072,,
2011-06-18 8:00,22.61,58.6,479.2,778.4,1,1.136,,
2011-06-18 8:30,22.99,57,581.3,938,1,1.208,,
2011-06-18 9:00,23.63,56.19,677.7,1084,1,1.278,,
2011-06-18 9:30,24.16,54.61,767.9,1218,1,1.368,,
2011-06-18 10:00,24.86,52.23,847,1336,1,1.501,,
2011-06-18 10:30,25.59,49.74,916,1439,1,1.65,,
2011-06-18 11:00,26.47,46.19,973,1517,1,1.86,,
2011-06-18 11:30,27.21,42.67,1010,1572,1,2.07,,
2011-06-18 12:00,28.19,36.17,1035,1607,1,2.44,,
2011-06-18 12:30,28.73,29.53,1050,1620,1,2.78,,
2011-06-18 13:00,29.27,27.98,1047,1613,1,2.932,,
2011-06-18 13:30,30.17,24.99,1035,1591,1,3.214,,
2011-06-18 14:00,30.83,22.73,1005,1543,1,3.439,,
2011-06-18 14:30,31.22,25.38,956,1471,1,3.394,,
2011-06-18 15:00,31.02,28.11,894,1380,1,3.234,,
2011-06-18 15:30,31.27,27.51,822,1272,1,3.308,,
2011-06-18 16:00,31.6,26.69,744.2,1149,1,3.408,,
2011-06-18 16:30,31.55,26.6,655.6,1006,1,3.403,,
2011-06-18 17:00,30.53,27.35,557.7,852,1,3.178,,
2011-06-18 17:30,29.6,30.27,455.2,689.3,1,2.894,,
2011-06-18 18:00,28.31,37.73,348.3,519,1,2.399,,
2011-06-18 18:30,27.13,43.05,242.8,352.1,1,2.047,,
2011-06-18 19:00,22.51,42.16,106.3,146.7,1,1.508,,
2011-06-18 19:30,24.54,49.46,54.33,73.52,1,1.558,,
2011-06-18 20:00,23.37,53,5.535,10.04,-1,1.351,,
2011-06-18 20:30,22.33,57.78,0.237,0.316,-1,1.139,,
2011-06-18 21:00,21.49,62.16,0,0,-1,0.97,,
2011-06-18 21:30,21.06,62.09,0,0,-1,0.946,,
2011-06-18 22:00,20.68,61.06,0,0,-1,0.949,,
2011-06-18 22:30,20.59,59.66,0,0,-1,0.978,,
2011-06-18 23:00,20.22,63.91,0,0,-1,0.855,,
2011-06-18 23:30,19.91,67.39,0,0,-1,0.758,,
2011-06-19 0:00,19.5,70.02,0,0,-1,0.679,,
2011-06-19 0:30,19.02,73.19,0,0,-1,0.59,,
2011-06-19 1:00,18.55,75.16,0,0,-1,0.531,,
2011-06-19 1:30,18.17,76.17,0,0,-1,0.497,,
2011-06-19 2:00,17.71,77.43,0,0,-1,0.458,,
2011-06-19 2:30,16.94,79.56,0,0,-1,0.394,,
2011-06-19 3:00,16.52,80.4,0,0,-1,0.368,,
2011-06-19 3:30,16.12,80.7,0,0,-1,0.353,,
2011-06-19 4:00,15.78,82,0,0,-1,0.323,,
2011-06-19 4:30,15.26,83.4,0,0,-1,0.287,,
2011-06-19 5:00,15.07,84.3,0.913,1.376,-1,0.269,,
2011-06-19 5:30,15.15,83.4,16.69,27.56,-1,0.286,,
2011-06-19 6:00,15.83,79.42,78.75,125.4,1,0.372,,
2011-06-19 6:30,17.3,71,166.7,264.8,1,0.573,,
2011-06-19 7:00,18.55,66.29,269.5,430.5,1,0.72,,
2011-06-19 7:30,20.3,61.62,374.5,601.9,1,0.916,,
2011-06-19 8:00,21.6,59.14,478.9,769.4,1,1.054,,
2011-06-19 8:30,23.2,53.58,581,931,1,1.321,,
2011-06-19 9:00,24.19,48.31,677.3,1081,1,1.561,,
2011-06-19 9:30,25.25,45.56,765,1215,1,1.751,,
