Estimador,Ecuación,Factor de olvido,Tamaño de ventana,Control_1_1 en validación,Control_1_1 en calibración,Control_2_1 en validación,Control_2_1 en calibración,RDI45_1_2 en validación,RDI45_2_1 en validación,RDI45_2_1 en calibración,RDI30_2_1 en validación,RDI30_3_2 en validación,RDI30_3_2 en calibración,media,media alta variabilidad
LTP Min_0.9_3,min(LTP),0.9,3,0.2133378,0.155525023,0.058375013,0.085844492,0.045656566,0.133165161,-0.108602325,0.745941732,0.611483339,0.846059713,0.285938746,0.445609524
LTP Max_0.8_5,max(LTP),0.8,5,-0.120805685,-0.187336256,-0.111023823,0.053035548,0.176228902,0.222393413,0.198835613,0.657533703,0.530145079,0.61848224,0.239810491,0.44547801
LTP Min_0.8_3,min(LTP),0.8,3,0.215045288,0.156014753,0.061169012,0.090105049,0.04948886,0.127762918,-0.119642497,0.743523884,0.616372088,0.850255105,0.286116575,0.4436543
LTP Max_0.99_10,max(LTP),0.99,10,-0.203527271,-0.271787581,-0.138285769,0.018991918,0.086901261,0.247198454,0.234099374,0.648511675,0.499369138,0.578962616,0.211551232,0.441628252
LTP Min_0.99_100,min(LTP),0.99,100,,,3.06E-18,1.33E-16,,0.521828657,0.992163841,0.060827698,0.079605819,0.552804804,0.245247869,0.441446164
LTP Max_0.99_4,max(LTP),0.99,4,-0.129073256,-0.209639976,-0.11177045,0.044887475,0.174266172,0.223786304,0.204550631,0.657447051,0.517142714,0.601870937,0.233615651,0.440959527
LTP Max_0.95_4,max(LTP),0.95,4,-0.12565271,-0.206773827,-0.110542914,0.047600567,0.175324583,0.222705192,0.202475699,0.658007427,0.518093401,0.601302639,0.234243641,0.440516872
LTP Max_0.9_4,max(LTP),0.9,4,-0.120869143,-0.202338453,-0.109010298,0.050920403,0.176527708,0.221283631,0.19971484,0.658611369,0.51889963,0.599963187,0.234952446,0.439694532
LTP Min_0.99_2,min(LTP),0.99,2,0.218941852,0.155202066,0.055652446,0.077317077,0.004028177,0.119454103,-0.137719763,0.734289446,0.61624948,0.854170199,0.275404804,0.437288693
LTP Max_0.8_4,max(LTP),0.8,4,-0.109618732,-0.190484273,-0.106035625,0.057096311,0.178406616,0.218217558,0.193642256,0.65940279,0.518953178,0.594746902,0.235993968,0.436992537
LTP Min_0.95_2,min(LTP),0.95,2,0.219139612,0.155382303,0.056792314,0.07932637,0.004624002,0.118413801,-0.139758198,0.733988331,0.617299717,0.854870823,0.27565994,0.436962895
LTP Min_0.9_2,min(LTP),0.9,2,0.219392018,0.155601949,0.058296963,0.081981259,0.005419993,0.117047843,-0.142406794,0.733469192,0.618568649,0.855706432,0.275965054,0.436477065
LTP Area_0.99_100,mean(LTP),0.99,100,,,-1.84E-16,-3.23E-17,,0.506243129,0.993788273,0.060909923,0.110219243,0.506341887,0.241944717,0.435500491
LTP Min_0.8_2,min(LTP),0.8,2,0.219912134,0.156013065,0.061592376,0.087806197,0.007200256,0.114082346,-0.148048885,0.731865916,0.620898313,0.857193252,0.276511426,0.435198188
LTP Area_n0_1_0.9_10,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,10,-0.118954446,-0.026784848,-0.056541961,-0.068412253,0.116719629,0.22174801,0.113062939,0.497676166,0.587643152,0.738526252,0.235959676,0.431731304
LTP Max_0.99_3,max(LTP),0.99,3,-0.11295315,-0.208248778,-0.096338312,0.070968629,0.181969705,0.217022979,0.195429906,0.659040946,0.504909906,0.574832919,0.233287545,0.430247331
LTP Max_0.95_3,max(LTP),0.95,3,-0.109915132,-0.204129695,-0.096002488,0.071681796,0.181948305,0.216309936,0.193756729,0.659390761,0.505756286,0.574506706,0.233690926,0.429944084
LTP Max_0.9_3,max(LTP),0.9,3,-0.105817407,-0.198437668,-0.095610575,0.072471418,0.181829344,0.215369786,0.191553631,0.659760366,0.506591427,0.573727002,0.234139414,0.429400443
LTP Area_n0_1_0.95_10,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,10,-0.109813383,-0.033506556,-0.044256522,-0.066965711,0.091013121,0.224384102,0.115466504,0.49825983,0.572297261,0.733585964,0.23225311,0.428798732
LTP Max_0.8_3,max(LTP),0.8,3,-0.096612937,-0.185173015,-0.094955758,0.073602348,0.181226086,0.213321928,0.186768221,0.660213635,0.507315395,0.570627484,0.234771814,0.427649333
LTP Min_0.99_1,min(LTP),0.99,1,0.219631793,0.158813558,0.068390623,0.10162696,-0.037270984,0.101549721,-0.175599801,0.724263056,0.625971109,0.858785266,0.26961439,0.42699387
LTP Min_0.95_1,min(LTP),0.95,1,0.219773186,0.15876328,0.069193315,0.102984667,-0.03682617,0.101105509,-0.176197094,0.723657611,0.625997196,0.85877585,0.269717129,0.426667814
LTP Min_0.9_1,min(LTP),0.9,1,0.219954277,0.158693174,0.070240469,0.104757809,-0.036243275,0.100522881,-0.176976002,0.722819259,0.626000044,0.858738331,0.269839188,0.426220903
LTP Area_n0_1_0.8_10,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,10,-0.13788078,-0.019815221,-0.0819103,-0.078521108,0.161067734,0.21429554,0.10774536,0.490542006,0.59671015,0.71929485,0.234378779,0.425717581
LTP Min_0.8_1,min(LTP),0.8,1,0.220330973,0.15852464,0.072494048,0.108581385,-0.034978452,0.099256493,-0.178651525,0.720826002,0.625884572,0.858558907,0.270055119,0.42517489
LTP Area_n0_0.99_100,mean(LTP)-LTP(00:00),0.99,100,,,,,,0.733441409,0.960335974,-0.18305094,0.063987467,0.550563089,0.236141889,0.4250554
LTP Area_n0_1_0.99_10,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,10,-0.103042586,-0.039894324,-0.035052054,-0.067145195,0.070146766,0.225866366,0.117228625,0.497494141,0.555088001,0.72330452,0.227448539,0.423796331
LTP Area_n0_1_0.99_5,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,5,-0.100683892,0.024425346,-0.075358648,-0.039696998,0.159892133,0.217163805,0.110668238,0.492181882,0.575650326,0.697967835,0.240321546,0.418726417
LTP Max_0.99_2,max(LTP),0.99,2,-0.084681317,-0.165880763,-0.082760876,0.090938782,0.180429945,0.210285769,0.180640355,0.660135224,0.495833443,0.541108089,0.234525552,0.417600576
LTP Max_0.95_2,max(LTP),0.95,2,-0.082612379,-0.163043196,-0.083110959,0.09022853,0.179922003,0.209846284,0.179594684,0.66025625,0.496236317,0.541078229,0.23455646,0.417402353
LTP Area_n0_1_0.95_5,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,5,-0.108404908,0.019928701,-0.079999977,-0.045300743,0.165979707,0.215558772,0.109966436,0.491435425,0.576314494,0.692618379,0.238500133,0.417178701
LTP Max_0.9_2,max(LTP),0.9,2,-0.07989242,-0.159236868,-0.083585956,0.08923223,0.179222618,0.209267152,0.178224638,0.660364389,0.496607192,0.540834858,0.234547806,0.417059646
LTP Max_0.8_2,max(LTP),0.8,2,-0.07399186,-0.150693869,-0.084676173,0.086822578,0.17758054,0.208001745,0.175261433,0.660403768,0.496795368,0.539497881,0.234332586,0.415992039
LTP Area_n0_1_0.9_5,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,5,-0.118163194,0.013835407,-0.086219032,-0.053364574,0.173459192,0.21340176,0.108978999,0.490021012,0.576030657,0.684144506,0.235587547,0.414515387
LTP Area_n0_1_0.99_4,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,4,-0.124247496,0.007405705,-0.085705522,-0.040849466,0.177490544,0.211333603,0.108746221,0.484570098,0.569644497,0.671189447,0.233758347,0.409096773
LTP Area_n0_1_0.95_4,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,4,-0.129484803,0.00433825,-0.089387203,-0.046969175,0.181572337,0.210041305,0.108094252,0.483905771,0.568991397,0.665465756,0.231783632,0.407299696
LTP Max_0.99_1,max(LTP),0.99,1,-0.036928448,-0.09859327,-0.07842929,0.093112987,0.123275484,0.20259621,0.160575853,0.661767487,0.487558347,0.522967861,0.230536852,0.407093152
LTP Max_0.95_1,max(LTP),0.95,1,-0.036589222,-0.097804601,-0.078960241,0.091840624,0.122794864,0.202382903,0.160207969,0.661559552,0.48721048,0.522143655,0.230152801,0.406700912
LTP Area_n0_1_0.8_5,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,5,-0.137277113,0.00033131,-0.100005408,-0.073288933,0.187231768,0.208637737,0.106611256,0.485317226,0.571330962,0.660838276,0.227444911,0.406547092
LTP Max_0.9_1,max(LTP),0.9,1,-0.036139715,-0.096747792,-0.079653384,0.090169096,0.122161773,0.20210283,0.159725137,0.661275311,0.486707023,0.520998193,0.229637576,0.406161699
LTP Max_0.8_1,max(LTP),0.8,1,-0.035145832,-0.094367272,-0.081147198,0.086526171,0.1207754,0.201492872,0.158674385,0.660612867,0.485429309,0.518258153,0.228472743,0.404893517
LTP Area_n0_1_0.9_4,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,4,-0.13610761,0.000102052,-0.094386924,-0.055512602,0.186538394,0.208335307,0.107191728,0.482729124,0.567482964,0.657163011,0.228849228,0.404580427
LTP diff_1h_0.95_100,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.95,100,,,,,,0.528826657,0.95845009,-0.124791256,0.065853601,0.59334046,0.224631061,0.40433591
LTP Area_n0_1_0.8_4,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,4,-0.149215252,-0.009613923,-0.105785364,-0.075811343,0.195565406,0.204642006,0.105070312,0.479006842,0.561858273,0.63644484,0.221264117,0.397404455
LTP Max_n0_0.99_100,max(LTP)-LTP(00:00),0.99,100,,,-6.13E-17,-8.08E-17,-0.057111063,0.620527783,0.996014518,-0.065717856,-0.035428524,0.447087435,0.211708033,0.392496671
LTP Area_n0_1_0.99_3,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,3,-0.138673291,0.013862752,-0.096262477,-0.059376683,0.193504915,0.201562383,0.106068986,0.473001323,0.544912936,0.622544774,0.222202101,0.389618081
LTP Area_n0_1_0.95_3,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,3,-0.142802718,0.009591521,-0.099220762,-0.06473993,0.196273363,0.200871418,0.105483373,0.472924016,0.544795337,0.618183994,0.220462481,0.388451628
LTP Area_n0_1_0.9_3,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,3,-0.147943106,0.00402498,-0.103290371,-0.072215432,0.199564788,0.199952365,0.104685025,0.472545393,0.544208289,0.612032455,0.217945277,0.386684705
LTP Area_n0_1_0.8_3,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,3,-0.157928608,-0.007731963,-0.112780007,-0.089957942,0.205314491,0.197925516,0.102846255,0.470661871,0.541316503,0.597163315,0.211639782,0.381982692
LTP Max_ma_0.9_100,"max(LTP)-moving_avg(LTP,10D)",0.9,100,,,6.13E-18,-1.21E-17,,0.717266674,0.867967767,-0.128798561,0.435958717,-0.022009737,0.20782054,0.374076972
LTP Area_n0_1_0.99_2,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,2,-0.185207941,-0.014493892,-0.093394506,-0.049827016,0.21747345,0.19370816,0.102692078,0.472426173,0.521461714,0.571402988,0.21349435,0.372338223
LTP Area_n0_1_0.95_2,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,2,-0.186036671,-0.017523808,-0.09691104,-0.057163717,0.218138766,0.193362019,0.102150006,0.471778529,0.521289291,0.56801664,0.211459632,0.371319297
LTP Area_n0_1_0.9_2,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,2,-0.187011891,-0.021378001,-0.101621236,-0.066916456,0.218821439,0.192904316,0.101427714,0.470779789,0.520836851,0.563413353,0.208696419,0.369872405
LTP Area_n0_1_0.8_2,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,2,-0.188691014,-0.029232274,-0.112167724,-0.088459247,0.219565162,0.19189875,0.099819356,0.468040791,0.518991603,0.55283381,0.202365581,0.366316862
LTP Area_n0_1_0.99_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.99,1,-0.189739024,-0.085587503,-0.097667792,-0.109345024,0.219650418,0.182704252,0.091980029,0.445567435,0.484485886,0.489178126,0.180107314,0.338783145
LTP Area_n0_1_0.95_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.95,1,-0.189807115,-0.085201732,-0.101690536,-0.115254437,0.219290488,0.182770035,0.091731668,0.445196159,0.484408712,0.487775518,0.178780653,0.338376418
LTP Area_n0_1_0.9_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,1,-0.189856292,-0.08467348,-0.106931225,-0.12295989,0.218759623,0.182848917,0.091401985,0.444650961,0.484225623,0.485883458,0.177022886,0.337802189
LTP Area_n0_1_0.8_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,1,-0.189807998,-0.083441097,-0.118168351,-0.139498073,0.217380272,0.182991624,0.090670197,0.443240615,0.483511198,0.481571744,0.173139792,0.336397076
LTP diff_1h_norm_0.8_100,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,100,1.24E-16,,-1.40E-17,5.89E-17,0.349203194,0.527490372,,0.066283999,0.415862222,0.620882223,0.219969112,0.326103763
LTP Max_0.99_100,max(LTP),0.99,100,,,-1.04E-16,2.38E-16,,0.507421055,0.995239919,0.068399722,-0.040771622,0.091490658,0.180197748,0.324355947
LTP diff_R_Neta_Avg_norm_0.8_100,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,100,8.22E-18,,-1.99E-17,-1.31E-16,0.099000512,0.323540409,,0.349106985,0.391111733,0.455356986,0.179790736,0.303823223
LTP diff_R_Neta_Avg_norm_0.9_100,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.9,100,-7.46E-17,,1.60E-16,-2.75E-17,0.084745345,0.420739412,,0.268686665,0.281663264,0.526018124,0.175761423,0.299421493
LTP diff_1h_norm_0.9_100,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,100,-1.66E-16,,-1.96E-16,8.60E-16,0.32670676,0.671976236,,-0.108023406,0.256890198,0.590073428,0.193069246,0.282183291
LTP diff_min_0.99_100,min(LTP(x)-LTP(x-1min)),0.99,100,,,,,0.107725702,,,0.534133224,0.212505272,0.630940559,0.165033862,0.275515811
LTP Max_mnvu_0.8_10,(max(LTP)-mean(LTP))/var(LTP),0.8,10,0.305288679,0.373776584,0.062288966,0.060357477,-0.225235705,-0.089467647,-0.001798414,0.097392324,0.511640476,0.807335807,0.177365541,0.265020509
LTP Max_ma_0.8_100,"max(LTP)-moving_avg(LTP,10D)",0.8,100,,,5.51E-17,1.83E-16,,0.598313697,0.635650972,-0.120849402,0.370299609,-0.208936206,0.141608741,0.254895734
LTP Max_mnvu_0.9_10,(max(LTP)-mean(LTP))/var(LTP),0.9,10,0.325942134,0.408380415,0.059535386,0.052991344,-0.237758525,-0.086023392,0.010824852,0.035745437,0.485066553,0.793918267,0.169186704,0.247906343
LTP diff_R_Neta_Avg_norm_0.95_100,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.95,100,1.10E-16,,1.33E-16,2.42E-16,0.060543651,0.395406853,,0.147460404,0.134182299,0.519535106,0.139680924,0.239316933
LTP Max_mnvu_0.95_10,(max(LTP)-mean(LTP))/var(LTP),0.95,10,0.33535015,0.424808172,0.059535138,0.052968953,-0.237488341,-0.084002991,0.012430119,0.004417334,0.467671981,0.782044545,0.164709435,0.236512198
LTP Max_mnvu_0.99_10,(max(LTP)-mean(LTP))/var(LTP),0.99,10,0.342250111,0.436863017,0.059928576,0.054262741,-0.234161739,-0.082268506,0.012177079,-0.018914297,0.452480262,0.770101985,0.161163235,0.226715305
LTP Max_n0_0.95_100,max(LTP)-LTP(00:00),0.95,100,,,6.13E-18,-8.35E-16,-0.056101249,0.679008589,0.92587465,-0.008204401,-0.046160886,-0.586927482,0.100832136,0.192718094
LTP Max_mnvu_0.8_5,(max(LTP)-mean(LTP))/var(LTP),0.8,5,0.237404688,0.322364629,0.02598234,0.053853167,-0.200221682,-0.110469839,-0.13513429,-0.087659851,0.48660148,0.751244463,0.122951158,0.180916393
LTP Max_mnvu_0.9_5,(max(LTP)-mean(LTP))/var(LTP),0.9,5,0.238920426,0.336018949,0.01929044,0.036755531,-0.220371624,-0.11198654,-0.12692066,-0.099371424,0.477227173,0.744142514,0.117198262,0.176618213
LTP Max_mnvu_0.95_5,(max(LTP)-mean(LTP))/var(LTP),0.95,5,0.237409722,0.340187426,0.016715235,0.030217543,-0.228671795,-0.1125323,-0.123439959,-0.104528418,0.471783729,0.739928935,0.114406711,0.174242397
LTP Max_mnvu_0.99_5,(max(LTP)-mean(LTP))/var(LTP),0.99,5,0.2352728,0.342240534,0.014976942,0.025831009,-0.23448105,-0.112863744,-0.120936451,-0.108320644,0.467190166,0.736332266,0.112218781,0.172280318
LTP Max_mnvu_0.8_4,(max(LTP)-mean(LTP))/var(LTP),0.8,4,0.240333517,0.334606469,0.022556997,0.059365655,-0.182633265,-0.121196257,-0.148870465,-0.124297094,0.47845282,0.746031045,0.11822399,0.16602401
LTP Max_mnvu_0.9_4,(max(LTP)-mean(LTP))/var(LTP),0.9,4,0.24944097,0.356893321,0.016855134,0.043724657,-0.197935677,-0.122691981,-0.142839486,-0.130574413,0.470714259,0.738572011,0.114746425,0.162636078
LTP Max_mnvu_0.95_4,(max(LTP)-mean(LTP))/var(LTP),0.95,4,0.252648693,0.366473274,0.014711426,0.037847618,-0.204113924,-0.123317877,-0.140198214,-0.133335865,0.466259072,0.734363749,0.113187695,0.160754173
LTP Max_mnvu_0.99_4,(max(LTP)-mean(LTP))/var(LTP),0.99,4,0.254623986,0.373355349,0.013292726,0.033960968,-0.208400517,-0.123760851,-0.13825196,-0.135373392,0.462503503,0.730843411,0.112018804,0.159192142
LTP Max_mnvu_0.8_3,(max(LTP)-mean(LTP))/var(LTP),0.8,3,0.242653184,0.327050267,0.014613548,0.050870203,-0.172989591,-0.129378147,-0.156425835,-0.15246313,0.47711772,0.746708588,0.11167818,0.157111839
LTP Max_mnvu_0.9_3,(max(LTP)-mean(LTP))/var(LTP),0.9,3,0.25643877,0.350448666,0.007539512,0.030602405,-0.186191077,-0.129994068,-0.1532928,-0.155379628,0.47203287,0.740864502,0.108514487,0.154846175
LTP Max_mnvu_0.95_3,(max(LTP)-mean(LTP))/var(LTP),0.95,3,0.262584367,0.361271636,0.004562029,0.022121125,-0.191675609,-0.130230279,-0.151850882,-0.156639004,0.469072246,0.73759486,0.107136236,0.153589388
LTP Max_mnvu_0.99_3,(max(LTP)-mean(LTP))/var(LTP),0.99,3,0.267153295,0.369488471,0.002422967,0.016052473,-0.195571443,-0.130388513,-0.150755331,-0.157559452,0.466559736,0.734866334,0.106123916,0.152544555
LTP diff_1h_norm_0.95_100,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.95,100,1.32E-16,,6.99E-18,6.72E-16,0.250559784,0.315068253,,-0.21129363,0.102258298,0.544872357,0.111273896,0.150181056
LTP Max_mnvu_0.8_2,(max(LTP)-mean(LTP))/var(LTP),0.8,2,0.18456439,0.237888568,0.013203977,0.058417361,-0.158873968,-0.137010201,-0.161310851,-0.174891873,0.468756595,0.741824533,0.098667127,0.147473641
LTP Max_mnvu_0.9_2,(max(LTP)-mean(LTP))/var(LTP),0.9,2,0.188507938,0.243757407,0.005978166,0.036896936,-0.16970981,-0.137231469,-0.16022956,-0.176695942,0.464737845,0.737171681,0.093852806,0.145550511
LTP Max_mnvu_0.95_2,(max(LTP)-mean(LTP))/var(LTP),0.95,2,0.190150883,0.246283896,0.002764425,0.027406449,-0.174430808,-0.137311494,-0.159673754,-0.17748279,0.462500534,0.734628433,0.091631655,0.144532186
LTP Max_mnvu_0.99_2,(max(LTP)-mean(LTP))/var(LTP),0.99,2,0.191326567,0.248129504,0.000368078,0.020367932,-0.177900491,-0.13736289,-0.159226673,-0.178063014,0.46063306,0.73252287,0.089940931,0.14370067
LTP Max_mnvu_0.8_1,(max(LTP)-mean(LTP))/var(LTP),0.8,1,0.275014346,0.195349725,0.023691458,0.065617316,-0.112391683,-0.141780904,-0.16883665,-0.189087319,0.460577033,0.737190123,0.096703233,0.139612457
LTP Max_mnvu_0.9_1,(max(LTP)-mean(LTP))/var(LTP),0.9,1,0.280838331,0.197495664,0.018855457,0.054869133,-0.118940044,-0.141543917,-0.167854682,-0.18982611,0.458717939,0.735222143,0.09411062,0.138943074
LTP Max_mnvu_0.95_1,(max(LTP)-mean(LTP))/var(LTP),0.95,1,0.283426258,0.198422762,0.016640349,0.049982465,-0.121908147,-0.141415748,-0.167372132,-0.190147064,0.457715602,0.734127836,0.092893991,0.138581699
LTP Max_mnvu_0.99_1,(max(LTP)-mean(LTP))/var(LTP),0.99,1,0.285359532,0.19910385,0.01495599,0.046282211,-0.124149514,-0.141309961,-0.166992168,-0.190383722,0.45688905,0.733212965,0.091956522,0.138283233
LTP Area_ma_0.95_100,"mean(LTP)-moving_avg(LTP,10D)",0.95,100,,,,,,-0.004934236,-0.673720372,-0.092550999,0.675952375,0.748839625,0.07262071,0.130717279
LTP Min_n0_0.99_100,min(LTP)-LTP(00:00),0.99,100,,,,,,,,0.522799211,-0.070818508,,0.050220078,0.090396141
LTP diff_min_norm_0.99_100,min((LTP(x)-LTP(x-1min))/var(LTP)),0.99,100,,,3.23E-17,2.41E-16,-0.018562897,0.672123915,,-0.375781135,-0.071815548,0.220737482,0.047411313,0.089052943
LTP Area_ma_0.99_10,"mean(LTP)-moving_avg(LTP,10D)",0.99,10,0.172797144,0.102753362,-0.002988983,0.006832501,0.429673813,-0.145505507,-0.464466404,-0.023078645,0.495739058,0.530242758,0.103244662,0.078586252
LTP Max_mnvu_0.8_100,(max(LTP)-mean(LTP))/var(LTP),0.8,100,-1.12E-17,,-1.74E-17,-5.77E-17,,-0.584914895,,0.103125683,0.241540406,0.580315008,0.037785134,0.06801324
LTP Area_ma_0.95_10,"mean(LTP)-moving_avg(LTP,10D)",0.95,10,0.185650029,0.135864675,0.001072032,0.026760109,0.441545041,-0.166162321,-0.496703776,-0.018509694,0.492173464,0.529121991,0.105017947,0.067983933
LTP diff_R_Neta_Avg_norm_0.99_100,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.99,100,3.91E-17,,-1.32E-16,-1.67E-15,-0.065486931,-0.03245392,,-0.116243264,0.013944729,0.473770987,0.0303924,0.067803706
LTP Area_ma_0.9_10,"mean(LTP)-moving_avg(LTP,10D)",0.9,10,0.195452618,0.168336396,0.006638477,0.054159342,0.449902448,-0.192268639,-0.533058251,-0.012115288,0.476775756,0.515348621,0.10374654,0.05093644
LTP Min_mnvu_0.95_100,(min(LTP)-mean(LTP))/var(LTP),0.95,100,,,-2.97E-17,4.25E-16,-0.052588802,0.612447471,,0.232038655,-0.062589304,-0.541469892,0.020870903,0.048085386
LTP Max_mnvu_0.9_100,(max(LTP)-mean(LTP))/var(LTP),0.9,100,-3.36E-17,,2.09E-16,-2.59E-16,,-0.572359068,,0.05691432,0.144998259,0.545767672,0.019480131,0.035064236
LTP Max_ma_0.99_10,"max(LTP)-moving_avg(LTP,10D)",0.99,10,-0.147548487,-0.152529156,-0.140675515,-0.001417679,0.215088045,0.052589319,0.033837035,0.231251272,0.053718872,-0.240059818,0.005755819,0.026267336
LTP Min_ma_0.99_10,"min(LTP)-moving_avg(LTP,10D)",0.99,10,0.349344646,0.344869644,0.139474699,0.045912811,0.260128018,-0.249697894,-0.364093476,-0.331679735,0.377068379,0.633651278,0.095070414,0.01304971
LTP Max_ma_0.95_10,"max(LTP)-moving_avg(LTP,10D)",0.95,10,-0.144139201,-0.142445656,-0.13929299,0.006850724,0.2211455,0.049074518,0.024885796,0.221967774,0.033909895,-0.267351689,0.000971541,0.012497259
LTP Area_ma_0.8_10,"mean(LTP)-moving_avg(LTP,10D)",0.8,10,0.19574593,0.201281386,0.017346281,0.103872509,0.447304773,-0.241165951,-0.589901408,0.000266796,0.421588853,0.451203078,0.090199591,0.008398274
LTP Min_ma_0.95_10,"min(LTP)-moving_avg(LTP,10D)",0.95,10,0.362656259,0.363994168,0.141436205,0.048484468,0.264093276,-0.264349978,-0.391904189,-0.327100059,0.374584778,0.63634038,0.093953228,0.005514186
LTP Area_ma_0.9_100,"mean(LTP)-moving_avg(LTP,10D)",0.9,100,,,,,,-0.245449364,-0.888912202,-0.051836388,0.645491916,0.538104313,-0.000289081,-0.000520345
LTP Max_ma_0.9_10,"max(LTP)-moving_avg(LTP,10D)",0.9,10,-0.139358543,-0.131187213,-0.136881294,0.017202102,0.226009744,0.044252435,0.012621868,0.209714026,0.0068719,-0.30474306,-0.006237721,-0.006256566
LTP Min_ma_0.9_10,"min(LTP)-moving_avg(LTP,10D)",0.9,10,0.376199562,0.382308307,0.143963144,0.05196589,0.26649226,-0.282384243,-0.425984912,-0.319331228,0.366664321,0.629522635,0.090357353,-0.006302685
LTP diff_min_0.95_100,min(LTP(x)-LTP(x-1min)),0.95,100,,,,,0.390209538,,,0.529014962,-0.011378614,-0.554954958,0.039210103,-0.007463722
LTP Area_ma_0.99_5,"mean(LTP)-moving_avg(LTP,10D)",0.99,5,0.181370721,0.211006071,0.014212175,0.098560857,0.423229223,-0.247610732,-0.605391745,0.018100231,0.387795818,0.408504045,0.078711771,-0.007720477
LTP Max_mnvu_0.95_100,(max(LTP)-mean(LTP))/var(LTP),0.95,100,2.46E-16,,-1.99E-17,3.78E-16,,-0.564234966,,-0.017396611,0.041899982,0.500869295,-0.004318033,-0.00777246
LTP Min_mnvu_0.99_100,(min(LTP)-mean(LTP))/var(LTP),0.99,100,,,1.54E-16,1.12E-16,-0.078164198,0.64643247,,0.040171362,-0.172800126,-0.567747403,-0.014678655,-0.010788739
LTP Max_ma_0.99_5,"max(LTP)-moving_avg(LTP,10D)",0.99,5,-0.124920603,-0.102275326,-0.118267426,0.031656714,0.267135477,0.015145691,-0.028375938,0.200400774,-0.009205111,-0.238042647,0.002019134,-0.012015446
LTP Area_ma_0.95_5,"mean(LTP)-moving_avg(LTP,10D)",0.95,5,0.179150682,0.208921334,0.016822888,0.105125214,0.42424592,-0.25517718,-0.611568397,0.019218876,0.382573688,0.397988606,0.076461217,-0.013392881
LTP Min_ma_0.99_100,"min(LTP)-moving_avg(LTP,10D)",0.99,100,,,7.81E-17,5.75E-17,,-0.301298722,-0.966135606,-0.103446862,0.531732174,0.770248728,-0.007655588,-0.013780058
LTP Max_ma_0.95_5,"max(LTP)-moving_avg(LTP,10D)",0.95,5,-0.124131965,-0.103165814,-0.116433175,0.035727459,0.265816166,0.013320872,-0.032019654,0.200144177,-0.018347977,-0.255680919,-0.001182096,-0.0185167
LTP Area_ma_0.9_5,"mean(LTP)-moving_avg(LTP,10D)",0.9,5,0.175877651,0.205979679,0.020056871,0.113152841,0.424914671,-0.264812339,-0.619057147,0.020460112,0.375058763,0.383145464,0.073210991,-0.021041029
LTP Min_ma_0.9_100,"min(LTP)-moving_avg(LTP,10D)",0.9,100,,,-6.13E-18,2.69E-17,,-0.601985657,-0.988036403,0.089394638,0.619366727,0.755970516,-0.013921131,-0.025058036
