Estimador,Ecuación,Factor de olvido,Tamaño de ventana,Control_1_1 en validación,Control_1_1 en calibración,Control_2_1 en validación,Control_2_1 en calibración,RDI45_1_2 en validación,RDI45_2_1 en validación,RDI45_2_1 en calibración,RDI30_2_1 en validación,RDI30_3_2 en validación,RDI30_3_2 en calibración,media,media alta variabilidad
LTP diff_min_norm_0.9_4,min((LTP(x)-LTP(x-1min))/var(LTP)),0.9,4,-0.202077854,-0.262782978,0.007206624,0.024485452,0.13102234,-0.026840867,0.043068568,-0.225474355,-0.52732217,-0.843845581,-0.18672033,-0.316082881
LTP diff_min_norm_0.8_4,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,4,-0.180102534,-0.233948062,0.002212918,0.01655425,0.104660073,-0.030698381,0.044771882,-0.222269937,-0.532900421,-0.842920565,-0.188282027,-0.316803484
LTP diff_min_0.95_4,min(LTP(x)-LTP(x-1min)),0.95,4,0.157380268,0.216182379,0.072844033,-0.001706514,-0.071005896,-0.134041831,-0.35435965,-0.311900061,-0.417230227,-0.370745501,-0.152440363,-0.317655454
LTP diff_min_0.9_4,min(LTP(x)-LTP(x-1min)),0.9,4,0.155130531,0.213000851,0.067528842,-0.008932943,-0.069568441,-0.136830193,-0.356522907,-0.318406284,-0.417339437,-0.373701842,-0.155641373,-0.320560133
LTP diff_min_0.8_5,min(LTP(x)-LTP(x-1min)),0.8,5,0.170395573,0.217599178,0.064493927,-0.0134238,-0.078935415,-0.138406972,-0.35676242,-0.324764001,-0.412897881,-0.377625934,-0.157858147,-0.322091442
LTP diff_min_0.99_3,min(LTP(x)-LTP(x-1min)),0.99,3,0.154568831,0.182538922,0.052207238,-0.029643563,-0.070429648,-0.140917006,-0.359759823,-0.325647752,-0.415654835,-0.37519074,-0.164721912,-0.323434031
LTP diff_min_0.99_2,min(LTP(x)-LTP(x-1min)),0.99,2,0.131303006,0.194102195,0.023987758,-0.052701841,-0.078270059,-0.154278861,-0.352702927,-0.345688132,-0.401040854,-0.367036094,-0.170403201,-0.324149373
LTP diff_min_0.95_3,min(LTP(x)-LTP(x-1min)),0.95,3,0.152619469,0.182693704,0.049674106,-0.032732848,-0.069257939,-0.142272523,-0.360378768,-0.329101573,-0.415351584,-0.376480987,-0.165912046,-0.324717087
LTP diff_min_0.95_2,min(LTP(x)-LTP(x-1min)),0.95,2,0.129814816,0.19166972,0.022884472,-0.054570235,-0.075958442,-0.154626751,-0.352948879,-0.347535494,-0.400755068,-0.368195046,-0.17111508,-0.324812248
LTP diff_min_0.8_4,min(LTP(x)-LTP(x-1min)),0.8,4,0.14846005,0.203589455,0.056050784,-0.024311905,-0.065378199,-0.142080622,-0.359310074,-0.331137362,-0.41594041,-0.378537101,-0.161895048,-0.325401114
LTP diff_min_0.9_2,min(LTP(x)-LTP(x-1min)),0.9,2,0.127785306,0.188284298,0.021402847,-0.057101056,-0.07286981,-0.155026953,-0.353105637,-0.349822926,-0.400227807,-0.369568906,-0.172003994,-0.325550446
LTP diff_min_0.9_3,min(LTP(x)-LTP(x-1min)),0.9,3,0.149794841,0.182280407,0.046331928,-0.036843199,-0.067503173,-0.143915916,-0.360909814,-0.333405559,-0.41468825,-0.377952475,-0.167400672,-0.326174403
LTP diff_min_0.8_2,min(LTP(x)-LTP(x-1min)),0.8,2,0.123126495,0.180284242,0.018067694,-0.062876188,-0.065988183,-0.15567726,-0.352807075,-0.354252124,-0.39850313,-0.371974746,-0.173747419,-0.326642867
LTP diff_min_0.8_3,min(LTP(x)-LTP(x-1min)),0.8,3,0.142795722,0.179112628,0.039064453,-0.045928401,-0.062917262,-0.146942431,-0.360985323,-0.341812413,-0.412255233,-0.380275593,-0.170326619,-0.328454199
LTP diff_min_norm_0.99_5,min((LTP(x)-LTP(x-1min))/var(LTP)),0.99,5,-0.189672145,-0.236552546,0.014341014,0.039394843,0.177228442,-0.0432837,-0.01812091,-0.244234487,-0.512492244,-0.844935811,-0.185406155,-0.33261343
LTP Min_mnvu_0.99_5,(min(LTP)-mean(LTP))/var(LTP),0.99,5,-0.20981573,1.22E-16,0.013442409,0.016801585,0.193932445,-0.043253196,0.067470763,-0.275525406,-0.618881963,-0.801710952,-0.160858257,-0.334380151
LTP Min_mnvu_0.8_5,(min(LTP)-mean(LTP))/var(LTP),0.8,5,-0.195462034,-2.80E-17,0.015403987,0.024874971,0.162356062,-0.041127829,0.113741571,-0.295520173,-0.632927308,-0.817603412,-0.163422459,-0.33468743
LTP diff_min_norm_0.95_5,min((LTP(x)-LTP(x-1min))/var(LTP)),0.95,5,-0.186925464,-0.233750839,0.012611067,0.036551463,0.167141033,-0.044334062,-0.015524164,-0.24644573,-0.520651528,-0.846987104,-0.187932207,-0.334788518
LTP Min_mnvu_0.95_5,(min(LTP)-mean(LTP))/var(LTP),0.95,5,-0.207202016,2.85E-17,0.013899545,0.018845003,0.188667076,-0.042901042,0.076034108,-0.280281895,-0.622384313,-0.805236922,-0.161484271,-0.334954013
LTP Min_mnvu_0.9_5,(min(LTP)-mean(LTP))/var(LTP),0.9,5,-0.203642688,5.67E-17,0.014453529,0.021215484,0.181061965,-0.042391117,0.087686124,-0.285917836,-0.626413146,-0.809558347,-0.162207038,-0.335318864
LTP diff_min_norm_0.9_5,min((LTP(x)-LTP(x-1min))/var(LTP)),0.9,5,-0.182278624,-0.228604801,0.010105305,0.032453262,0.153110667,-0.045603699,-0.012023318,-0.248272895,-0.529430527,-0.848550529,-0.190757393,-0.336776194
LTP diff_min_norm_0.8_5,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,5,-0.168893305,-0.212636399,0.003892718,0.022341204,0.120972809,-0.047872089,-0.004226526,-0.248018897,-0.540883797,-0.84768639,-0.19490193,-0.33773754
LTP Area_n0_0.95_100,mean(LTP)-LTP(00:00),0.95,100,,,,,,-0.351912194,-0.84293291,-0.115028462,0.057377705,-0.456904152,-0.189933335,-0.341880003
LTP Min_mnvu_0.99_10,(min(LTP)-mean(LTP))/var(LTP),0.99,10,,2.01E-16,-0.005008758,0.000931441,0.144829309,-0.057064598,-0.180773779,-0.370055639,-0.582723636,-0.792887192,-0.204750317,-0.396700969
LTP diff_R_Neta_Avg_0.99_100,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.99,100,,,,,,-0.502570348,-0.662872694,-0.70302371,-0.122203979,,-0.221185637,-0.398134146
LTP Min_mnvu_0.95_10,(min(LTP)-mean(LTP))/var(LTP),0.95,10,,4.60E-17,-0.004428713,0.005361034,0.150595135,-0.055927582,-0.163749815,-0.392536877,-0.598526907,-0.804733045,-0.207105197,-0.403094845
LTP Min_mnvu_0.8_10,(min(LTP)-mean(LTP))/var(LTP),0.8,10,,9.81E-17,-0.001460745,0.019400292,0.147733958,-0.04608176,-0.05717123,-0.448479382,-0.642257536,-0.841508205,-0.20775829,-0.407099623
LTP Min_mnvu_0.9_10,(min(LTP)-mean(LTP))/var(LTP),0.9,10,,4.58E-17,-0.003551272,0.010677184,0.153965135,-0.053462525,-0.135355078,-0.417045392,-0.616253121,-0.818628626,-0.20885041,-0.408148948
LTP diff_1h_0.99_100,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.99,100,,,,,,-0.69450342,-0.859139541,0.091620093,-0.054671379,-0.557375237,-0.230452165,-0.414813897
LTP diff_min_norm_0.99_10,min((LTP(x)-LTP(x-1min))/var(LTP)),0.99,10,-0.282530697,-0.321211621,-0.002840561,0.03425021,0.199367287,-0.113060848,-0.319914851,-0.292084432,-0.561274268,-0.788104793,-0.240541542,-0.414887838
LTP Max_n0_0.8_100,max(LTP)-LTP(00:00),0.8,100,,,2.76E-17,-2.16E-16,-0.114685843,-0.085553641,-0.417187074,-0.398763378,-0.435762103,-0.7479414,-0.244432604,-0.417041519
LTP diff_min_norm_0.95_10,min((LTP(x)-LTP(x-1min))/var(LTP)),0.95,10,-0.277964718,-0.314567997,-0.003325734,0.032804522,0.194558904,-0.110815515,-0.33013519,-0.315534346,-0.577758483,-0.806197348,-0.247885687,-0.428088176
LTP diff_min_norm_0.9_10,min((LTP(x)-LTP(x-1min))/var(LTP)),0.9,10,-0.269308691,-0.303366127,-0.004579703,0.02989471,0.184038814,-0.106471844,-0.337457538,-0.342245966,-0.593354954,-0.825056587,-0.25539991,-0.440917378
LTP diff_min_norm_0.8_10,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,10,-0.243505681,-0.272452055,-0.009698837,0.020204474,0.150152498,-0.094618107,-0.315105123,-0.377990043,-0.604597222,-0.847271976,-0.261264044,-0.447916494
LTP Max_n0_0.99_10,max(LTP)-LTP(00:00),0.99,10,-0.239440247,-0.208038413,-0.144858484,-0.009474349,0.160989334,-0.356370184,-0.626154279,-0.261209008,-0.44313414,-0.725318435,-0.29039644,-0.482437209
LTP Max_n0_0.95_10,max(LTP)-LTP(00:00),0.95,10,-0.242513093,-0.206909004,-0.145084164,-0.005767694,0.159550331,-0.366953102,-0.638574927,-0.288053179,-0.469160845,-0.747763733,-0.30096848,-0.502101157
LTP Max_n0_0.9_10,max(LTP)-LTP(00:00),0.9,10,-0.245108835,-0.205248678,-0.145102489,-0.001202225,0.154666622,-0.379429984,-0.653225377,-0.320860647,-0.500375855,-0.773114676,-0.313765923,-0.525401308
LTP Area_n0_0.9_100,mean(LTP)-LTP(00:00),0.9,100,,,,,,-0.622358777,-0.967556886,-0.274479309,-0.176503403,-0.607606704,-0.294278342,-0.529701016
LTP Max_n0_0.99_5,max(LTP)-LTP(00:00),0.99,5,-0.247309783,-0.208068067,-0.13006166,0.004124074,0.165027424,-0.417049906,-0.687317762,-0.322081281,-0.510947992,-0.76549579,-0.319096773,-0.540578546
LTP Max_n0_0.95_5,max(LTP)-LTP(00:00),0.95,5,-0.24535969,-0.206806544,-0.129162175,0.006578276,0.158578777,-0.418956341,-0.689658289,-0.330563669,-0.51891948,-0.771785309,-0.322299417,-0.545976618
LTP Max_n0_0.99_4,max(LTP)-LTP(00:00),0.99,4,-0.243040865,-0.220594712,-0.124253407,0.011994665,0.14676202,-0.424331975,-0.694099999,-0.341940685,-0.521786247,-0.772773994,-0.326780481,-0.55098658
LTP Max_n0_0.9_5,max(LTP)-LTP(00:00),0.9,5,-0.24231445,-0.204530462,-0.128031466,0.009469996,0.14965392,-0.4212563,-0.692444216,-0.341094127,-0.528772736,-0.779213591,-0.326246554,-0.552556194
LTP Max_n0_0.95_4,max(LTP)-LTP(00:00),0.95,4,-0.240521831,-0.217376938,-0.123413903,0.013861997,0.141351801,-0.425536383,-0.695576092,-0.347324575,-0.527560666,-0.777338395,-0.328768128,-0.554667222
LTP Max_n0_0.9_4,max(LTP)-LTP(00:00),0.9,4,-0.236972014,-0.212875171,-0.122421002,0.015945016,0.133923243,-0.426981266,-0.697305876,-0.354032021,-0.534771331,-0.782813493,-0.3312591,-0.559180797
LTP Max_n0_0.8_10,max(LTP)-LTP(00:00),0.8,10,-0.245064486,-0.200453892,-0.144290855,0.006794344,0.135234312,-0.400121378,-0.677254027,-0.378348885,-0.553214257,-0.810243904,-0.335766505,-0.56383649
LTP Max_n0_0.99_3,max(LTP)-LTP(00:00),0.99,3,-0.226900823,-0.215950165,-0.108426349,0.037793068,0.139138934,-0.433078675,-0.702636448,-0.358006018,-0.542085817,-0.785369298,-0.329846752,-0.564235251
LTP Max_n0_0.8_5,max(LTP)-LTP(00:00),0.8,5,-0.234119374,-0.197544235,-0.125883806,0.014257085,0.128998987,-0.425409174,-0.697277782,-0.36120562,-0.54746416,-0.792055802,-0.333731612,-0.564682507
LTP Max_n0_0.95_3,max(LTP)-LTP(00:00),0.95,3,-0.224882178,-0.212275729,-0.108579592,0.037421449,0.133272288,-0.433531167,-0.703253955,-0.361064,-0.545872374,-0.788087353,-0.331330048,-0.56636177
LTP Max_n0_0.8_4,max(LTP)-LTP(00:00),0.8,4,-0.228497845,-0.202271,-0.120726554,0.018981495,0.116825066,-0.429576395,-0.700214001,-0.367034343,-0.54883417,-0.792639282,-0.336165465,-0.567659638
LTP Max_n0_0.9_3,max(LTP)-LTP(00:00),0.9,3,-0.222111445,-0.207389506,-0.10884335,0.036716167,0.125505563,-0.434057425,-0.70391981,-0.364887028,-0.550614729,-0.791361766,-0.333205765,-0.568968152
LTP Max_n0_0.99_2,max(LTP)-LTP(00:00),0.99,2,-0.202481666,-0.173439926,-0.095842712,0.056222679,0.085818857,-0.43556824,-0.704376931,-0.353416002,-0.557198419,-0.79622791,-0.330447623,-0.5693575
LTP Max_n0_0.95_2,max(LTP)-LTP(00:00),0.95,2,-0.201187238,-0.171699112,-0.096697762,0.054222784,0.082516416,-0.435760449,-0.704533251,-0.355961733,-0.559684986,-0.797458667,-0.331672973,-0.570679817
LTP Max_n0_0.99_1,max(LTP)-LTP(00:00),0.99,1,-0.16390164,-0.133289687,-0.096932667,0.042657526,0.032076572,-0.432170799,-0.698487401,-0.358588143,-0.56922395,-0.801219953,-0.335019834,-0.571938049
LTP Max_n0_0.9_2,max(LTP)-LTP(00:00),0.9,2,-0.199456405,-0.169383009,-0.097836735,0.051520206,0.078145375,-0.435976801,-0.704646394,-0.359135552,-0.56279387,-0.798934145,-0.33322677,-0.572297352
LTP Max_n0_0.95_1,max(LTP)-LTP(00:00),0.95,1,-0.163823988,-0.132812587,-0.097809623,0.04054142,0.030531489,-0.432355922,-0.698346761,-0.35979586,-0.570461668,-0.801436426,-0.335771771,-0.572479327
LTP Max_n0_0.9_1,max(LTP)-LTP(00:00),0.9,1,-0.163702929,-0.132171555,-0.098952851,0.037769127,0.028503708,-0.432578482,-0.698122177,-0.361299568,-0.572013219,-0.801675866,-0.336726765,-0.573137862
LTP Max_n0_0.8_3,max(LTP)-LTP(00:00),0.8,3,-0.215699555,-0.196640805,-0.109657561,0.034355578,0.108535778,-0.434936927,-0.704797979,-0.372381068,-0.559964997,-0.797318552,-0.336978504,-0.573879904
LTP Max_n0_0.8_1,max(LTP)-LTP(00:00),0.8,1,-0.163365529,-0.130719941,-0.101409894,0.031757927,0.024097476,-0.432983553,-0.697478384,-0.36425264,-0.575104411,-0.802023575,-0.338679666,-0.574368512
LTP Max_n0_0.8_2,max(LTP)-LTP(00:00),0.8,2,-0.195586733,-0.164247147,-0.100370738,0.045363085,0.06855003,-0.436307576,-0.704535711,-0.36535707,-0.568931583,-0.801597034,-0.336381527,-0.575345795
LTP Area_n0_0.8_100,mean(LTP)-LTP(00:00),0.8,100,,,,,,-0.739539388,-0.980504616,-0.459797833,-0.363351461,-0.700393986,-0.360398587,-0.648717457
LTP Area_n0_0.99_10,mean(LTP)-LTP(00:00),0.99,10,-0.206618655,-0.196596724,-0.159399619,-0.019440695,0.100345584,-0.574193659,-0.866132857,-0.621284442,-0.510138178,-0.760622245,-0.400829204,-0.666474276
LTP Area_n0_0.95_10,mean(LTP)-LTP(00:00),0.95,10,-0.208559013,-0.189128843,-0.16107352,-0.016283602,0.096730013,-0.595930147,-0.875213532,-0.646675284,-0.535406297,-0.780281215,-0.411473603,-0.686701295
LTP Area_n0_0.9_10,mean(LTP)-LTP(00:00),0.9,10,-0.209564131,-0.179734013,-0.163032025,-0.012923919,0.08956593,-0.62226005,-0.885574387,-0.676547539,-0.565071244,-0.801686067,-0.424140368,-0.710227857
LTP Area_n0_0.99_5,mean(LTP)-LTP(00:00),0.99,5,-0.201304069,-0.158325699,-0.141383756,0.004236512,0.126551228,-0.688355065,-0.907253715,-0.678901516,-0.587930041,-0.790821758,-0.42468709,-0.730652419
LTP Area_n0_0.95_5,mean(LTP)-LTP(00:00),0.95,5,-0.200296544,-0.157099112,-0.140737502,0.005471279,0.118521884,-0.693635465,-0.909109141,-0.69042724,-0.596533829,-0.79752893,-0.429008673,-0.737446921
LTP Area_n0_0.99_4,mean(LTP)-LTP(00:00),0.99,4,-0.204469016,-0.180527651,-0.131983861,0.017465532,0.107576353,-0.705793018,-0.913332598,-0.697607611,-0.596924372,-0.797610862,-0.433193121,-0.742253692
LTP Area_n0_0.9_5,mean(LTP)-LTP(00:00),0.9,5,-0.198374335,-0.154724776,-0.140056308,0.006340912,0.107339424,-0.700158594,-0.911284077,-0.703952789,-0.606891011,-0.805326531,-0.434301528,-0.7455226
LTP Area_n0_0.95_4,mean(LTP)-LTP(00:00),0.95,4,-0.202115543,-0.176089501,-0.131694107,0.017282119,0.101169885,-0.709279151,-0.914405697,-0.70554561,-0.60364082,-0.802561277,-0.436084907,-0.747086511
LTP Area_n0_0.8_10,mean(LTP)-LTP(00:00),0.8,10,-0.206209488,-0.161683341,-0.166417115,-0.009889841,0.066851096,-0.668295841,-0.901924131,-0.7247659,-0.613155201,-0.830825147,-0.445567269,-0.747793244
LTP Area_n0_0.9_4,mean(LTP)-LTP(00:00),0.9,4,-0.198773181,-0.170051636,-0.131520549,0.01636127,0.09230779,-0.713572886,-0.915637752,-0.714801758,-0.611788825,-0.808382598,-0.439676327,-0.752836764
LTP Area_n0_0.99_1,mean(LTP)-LTP(00:00),0.99,1,-0.132019899,-0.085607105,-0.104366951,0.02187573,-0.063406407,-0.735816752,-0.911299083,-0.674998308,-0.622353669,-0.823216637,-0.444354354,-0.75353689
LTP Area_n0_0.95_1,mean(LTP)-LTP(00:00),0.95,1,-0.131997084,-0.085198177,-0.10633281,0.017083422,-0.064430777,-0.736200071,-0.911221141,-0.676782765,-0.623817489,-0.823238932,-0.445570971,-0.75425208
LTP Area_n0_0.9_1,mean(LTP)-LTP(00:00),0.9,1,-0.131941925,-0.084649389,-0.108896661,0.010811123,-0.065737505,-0.736627055,-0.911064733,-0.678834372,-0.625576962,-0.823159241,-0.447081644,-0.755052473
LTP Area_n0_0.8_1,mean(LTP)-LTP(00:00),0.8,1,-0.131724475,-0.083409429,-0.114409803,-0.002756296,-0.068427436,-0.737260821,-0.910514633,-0.682171947,-0.628775232,-0.822565304,-0.450032322,-0.756257587
LTP Area_n0_0.8_5,mean(LTP)-LTP(00:00),0.8,5,-0.192199118,-0.147172818,-0.139359243,0.005134534,0.081463705,-0.712521193,-0.914935083,-0.726572657,-0.625400024,-0.818285576,-0.444183151,-0.759542907
LTP Area_n0_0.99_3,mean(LTP)-LTP(00:00),0.99,3,-0.182303759,-0.16806508,-0.111679563,0.043643623,0.112309069,-0.725569297,-0.919834345,-0.727740187,-0.622889666,-0.814956226,-0.437197964,-0.762197944
LTP Area_n0_0.8_4,mean(LTP)-LTP(00:00),0.8,4,-0.19072392,-0.156477267,-0.13197585,0.01173331,0.071886642,-0.721712023,-0.917593761,-0.730139662,-0.626691163,-0.818341363,-0.446590126,-0.762895594
LTP Min_n0_0.99_10,min(LTP)-LTP(00:00),0.99,10,0.30226762,0.223620979,0.154233208,0.090062769,-0.184380321,-0.580622421,-0.799398246,-0.79118412,-0.779053932,-0.871128405,-0.393094499,-0.764277425
LTP Area_n0_0.95_3,mean(LTP)-LTP(00:00),0.95,3,-0.180937258,-0.163698857,-0.112775082,0.040770153,0.10430658,-0.727423382,-0.920349415,-0.732149605,-0.626885246,-0.817629866,-0.439537191,-0.764887503
LTP Area_n0_0.99_2,mean(LTP)-LTP(00:00),0.99,2,-0.160975538,-0.104423163,-0.098286924,0.059702847,0.032135737,-0.737348853,-0.920918598,-0.721749848,-0.630892751,-0.821803269,-0.438176091,-0.766542664
LTP Area_n0_0.9_3,mean(LTP)-LTP(00:00),0.9,3,-0.178991704,-0.157993486,-0.114332525,0.036556136,0.093797159,-0.729665524,-0.92087343,-0.73704066,-0.63167476,-0.820719987,-0.442438564,-0.767994872
LTP Area_n0_0.95_2,mean(LTP)-LTP(00:00),0.95,2,-0.160182328,-0.103584594,-0.100251541,0.054726184,0.028439805,-0.738221785,-0.921087925,-0.725286756,-0.633667107,-0.823103761,-0.440226387,-0.768273467
LTP Area_n0_0.9_2,mean(LTP)-LTP(00:00),0.9,2,-0.159083723,-0.102440065,-0.10287075,0.048016481,0.023617916,-0.739236475,-0.921196856,-0.729160853,-0.636961046,-0.824553752,-0.442753933,-0.770221796
LTP Area_n0_0.8_3,mean(LTP)-LTP(00:00),0.8,3,-0.174246929,-0.145827347,-0.118158963,0.025783097,0.071308624,-0.73376797,-0.921417702,-0.74412882,-0.64024392,-0.825797261,-0.448027807,-0.773071134
LTP Area_n0_0.8_2,mean(LTP)-LTP(00:00),0.8,2,-0.156488055,-0.099794961,-0.108702122,0.032815518,0.013360832,-0.740929975,-0.920995411,-0.734620639,-0.642757873,-0.826716189,-0.447593424,-0.773204017
LTP Min_n0_0.99_1,min(LTP)-LTP(00:00),0.99,1,0.266810806,0.251426484,0.09106565,-0.008698046,-0.326717,-0.722347024,-0.913416812,-0.731655707,-0.716906626,-0.796914712,-0.430462644,-0.776248176
LTP Min_n0_0.8_1,min(LTP)-LTP(00:00),0.8,1,0.264899345,0.248107199,0.09180577,-0.008000542,-0.328560023,-0.724291735,-0.913008415,-0.733575539,-0.720098348,-0.790928353,-0.430949998,-0.776380478
LTP Min_n0_0.95_1,min(LTP)-LTP(00:00),0.95,1,0.266554689,0.250887572,0.091234387,-0.008564946,-0.327256373,-0.722802103,-0.913376838,-0.732253177,-0.717817347,-0.795971889,-0.430657857,-0.776444271
LTP Min_n0_0.9_1,min(LTP)-LTP(00:00),0.9,1,0.266134795,0.250103693,0.09143715,-0.00838881,-0.32782962,-0.723341804,-0.913295854,-0.732871275,-0.718798154,-0.794575358,-0.430840003,-0.776576489
LTP Min_n0_0.95_10,min(LTP)-LTP(00:00),0.95,10,0.311511787,0.231223308,0.154416482,0.080484536,-0.203576842,-0.597778272,-0.815421348,-0.79970719,-0.793661231,-0.881359467,-0.402820003,-0.777585502
LTP Min_n0_0.9_10,min(LTP)-LTP(00:00),0.9,10,0.320537877,0.239565367,0.154206625,0.068435378,-0.226384241,-0.616405006,-0.833547421,-0.809509943,-0.807782704,-0.890813802,-0.413581749,-0.791611775
LTP Min_n0_0.99_5,min(LTP)-LTP(00:00),0.99,5,0.287812686,0.218093518,0.121729501,0.02391911,-0.215929146,-0.604664104,-0.868103211,-0.78119117,-0.813772246,-0.897793768,-0.424190168,-0.7931049
LTP Min_n0_0.99_4,min(LTP)-LTP(00:00),0.99,4,0.272364376,0.191591208,0.126670147,0.032306691,-0.229600314,-0.625891271,-0.882123372,-0.770704428,-0.807397226,-0.891664009,-0.42853473,-0.795556061
LTP Min_n0_0.99_2,min(LTP)-LTP(00:00),0.99,2,0.306718398,0.301230327,0.104468154,-0.010434847,-0.293340305,-0.696706189,-0.902960982,-0.765180549,-0.777117276,-0.841669091,-0.431301195,-0.796726817
LTP Min_n0_0.95_2,min(LTP)-LTP(00:00),0.95,2,0.305933451,0.299865616,0.104432151,-0.010293087,-0.296043715,-0.697763597,-0.903334733,-0.766422822,-0.778240492,-0.841124759,-0.432102826,-0.797377281
LTP Min_n0_0.95_5,min(LTP)-LTP(00:00),0.95,5,0.291397534,0.223455634,0.122576571,0.022893271,-0.227704937,-0.61203124,-0.872038315,-0.787659456,-0.817261115,-0.898406626,-0.427352912,-0.79747935
LTP Min_n0_0.8_2,min(LTP)-LTP(00:00),0.8,2,0.301208563,0.292488691,0.104027579,-0.009634379,-0.304436396,-0.701328437,-0.904275424,-0.768583189,-0.779216568,-0.836022709,-0.434108981,-0.797885265
LTP Min_n0_0.9_2,min(LTP)-LTP(00:00),0.9,2,0.304692382,0.29782357,0.104348156,-0.01009691,-0.29918542,-0.699032901,-0.903737362,-0.767621589,-0.779184318,-0.840003677,-0.432965606,-0.797915969
LTP Min_n0_0.95_4,min(LTP)-LTP(00:00),0.95,4,0.276622828,0.199755376,0.126334452,0.03007227,-0.237416302,-0.630916607,-0.884407382,-0.775866881,-0.809951045,-0.891158095,-0.430394913,-0.798460002
LTP Min_n0_0.99_3,min(LTP)-LTP(00:00),0.99,3,0.293957529,0.210711405,0.128497508,0.02774842,-0.226992966,-0.665374291,-0.889976304,-0.775015215,-0.798694277,-0.876170857,-0.429474064,-0.801046189
LTP Min_n0_0.9_4,min(LTP)-LTP(00:00),0.9,4,0.281356815,0.209619789,0.12569403,0.027123628,-0.247025458,-0.637091171,-0.887161706,-0.781826032,-0.812206784,-0.889637013,-0.432501191,-0.801584541
LTP Min_n0_0.9_5,min(LTP)-LTP(00:00),0.9,5,0.29524781,0.230016784,0.123311615,0.021330932,-0.242215913,-0.620993513,-0.876753133,-0.794963737,-0.820323052,-0.897927959,-0.430946442,-0.802192279
LTP Min_n0_0.95_3,min(LTP)-LTP(00:00),0.95,3,0.295423288,0.217062928,0.12732006,0.025442561,-0.234783041,-0.668119363,-0.891403929,-0.777903965,-0.800427409,-0.875413699,-0.430913984,-0.802653673
LTP Min_n0_0.9_3,min(LTP)-LTP(00:00),0.9,3,0.296820812,0.224512057,0.125744465,0.022529585,-0.244277351,-0.671496611,-0.893122231,-0.781144669,-0.801903359,-0.873788489,-0.432549623,-0.804291072
LTP Min_n0_0.8_4,min(LTP)-LTP(00:00),0.8,4,0.288277546,0.227208874,0.12363637,0.020840769,-0.265032792,-0.648783415,-0.89219538,-0.791403628,-0.812968616,-0.883106643,-0.435756051,-0.805691536
LTP Min_n0_0.8_3,min(LTP)-LTP(00:00),0.8,3,0.297860537,0.237219657,0.122247892,0.016699799,-0.261932903,-0.677933757,-0.896256229,-0.786000845,-0.802069568,-0.867874509,-0.435100052,-0.806026982
LTP Min_n0_0.8_5,min(LTP)-LTP(00:00),0.8,5,0.300196111,0.241660179,0.123557497,0.01733835,-0.269406528,-0.637543983,-0.885262019,-0.805956495,-0.821352177,-0.892161508,-0.436569632,-0.808455236
LTP Min_n0_0.8_10,min(LTP)-LTP(00:00),0.8,10,0.329609789,0.251593026,0.152170055,0.046257469,-0.265330753,-0.644006667,-0.862495004,-0.823880185,-0.820521536,-0.896472934,-0.429187392,-0.809475265
