Dataset,QDA accuracy,Dissim accuracy
iris,0.9866666666666667,0.9866666666666667
digits,0.9566184649610678,0.9566184649610678
wine,0.9662921348314607,0.9662921348314607
breast_cancer,0.9614035087719298,0.9614035087719298
covtype,0.6512,0.6518
