,Fecha,estado real,estado estimado,error,probabilidad estado 1,probabilidad estado 2,probabilidad estado 3
LTP Control-2L_1,2016-06-09,1.0,1.0,0.0,0.9037659786668236,0.09548916659619062,0.0007448547369856344
LTP Control-2L_1,2016-06-10,1.0,1.0,0.0,0.8291999352098842,0.16791600565570877,0.0028840591344071152
LTP Control-2L_1,2016-06-11,1.0,1.0,0.0,0.9029038700531138,0.09653635735065765,0.0005597725962285305
LTP Control-2L_1,2016-06-12,1.0,1.0,0.0,0.9130070969384756,0.08612731483737585,0.0008655882241485097
LTP Control-2L_1,2016-06-13,1.0,1.0,0.0,0.9047768978424,0.09465041250276439,0.0005726896548355622
LTP Control-2L_1,2016-06-14,1.0,1.0,0.0,0.8917549570228654,0.1069142012838615,0.0013308416932730765
LTP Control-2L_1,2016-06-15,1.0,1.0,0.0,0.8302723288883913,0.16816484096163803,0.00156283014997071
LTP Control-2L_1,2016-06-16,1.0,1.0,0.0,0.8047686427745472,0.1930470048116658,0.0021843524137869397
LTP Control-2L_1,2016-06-17,1.0,1.0,0.0,0.8920886459081487,0.10745175118602193,0.000459602905829358
LTP Control-2L_1,2016-06-18,1.0,1.0,0.0,0.9174805810974186,0.08193741957484628,0.0005819993277352029
LTP Control-2L_1,2016-06-19,1.0,1.0,0.0,0.9112906986264768,0.0881793089782377,0.0005299923952855583
LTP Control-2L_1,2016-06-20,1.0,1.0,0.0,0.9249085874766803,0.07445448936255215,0.0006369231607675147
LTP Control-2L_1,2016-06-21,1.0,1.0,0.0,0.9350046680707995,0.06473529467507315,0.00026003725412722454
LTP Control-2L_1,2016-06-22,1.0,1.0,0.0,0.9194926579240825,0.0797690021723527,0.0007383399035647344
LTP Control-2L_1,2016-06-23,1.0,1.0,0.0,0.9039631746765836,0.09503611652457458,0.001000708798841806
LTP Control-2L_1,2016-06-24,1.0,1.0,0.0,0.9098803677352321,0.08968143415702604,0.0004381981077420277
LTP Control-2L_1,2016-06-25,1.0,1.0,0.0,0.9003983211491796,0.09918243238661412,0.0004192464642062072
LTP Control-2L_1,2016-06-26,1.0,1.0,0.0,0.844126396774842,0.1551375001079466,0.0007361031172112261
LTP Control-2L_1,2016-06-27,1.0,1.0,0.0,0.9275018496004105,0.07195245367712437,0.0005456967224653251
LTP Control-2L_1,2016-06-28,1.0,1.0,0.0,0.9034531596493849,0.09612084184775974,0.00042599850285543706
LTP Control-2L_1,2016-06-29,1.0,1.0,0.0,0.8961313060097005,0.10332928168069103,0.0005394123096085419
LTP Control-2L_1,2016-06-30,1.0,1.0,0.0,0.9275113468223598,0.0723535418553249,0.0001351113223153209
LTP Control-2L_1,2016-07-01,1.0,1.0,0.0,0.9002214043736134,0.09945503321052213,0.0003235624158644122
LTP Control-2L_1,2016-07-02,1.0,1.0,0.0,0.8948325568649609,0.10448535164190184,0.000682091493137317
LTP Control-2L_1,2016-07-03,1.0,1.0,0.0,0.9265497515767998,0.07300012363540084,0.000450124787799504
LTP Control-2L_1,2016-07-04,1.0,1.0,0.0,0.8739119733899854,0.12543001240770127,0.0006580142023134078
LTP Control-2L_1,2016-07-05,1.0,1.0,0.0,0.7907583205235962,0.2039637498305706,0.005277929645833172
LTP Control-2L_1,2016-07-06,1.0,1.0,0.0,0.5409229409325587,0.45361338768271275,0.005463671384728592
LTP Control-2L_1,2016-07-07,1.0,1.0,0.0,0.9813104874407562,0.018665125799797646,2.4386759446156766e-05
LTP Control-2L_1,2016-07-08,1.0,1.0,0.0,0.9017573140484552,0.09728395645735417,0.000958729494190772
LTP Control-2L_1,2016-07-09,1.0,1.0,0.0,0.8318206686065,0.16629305585387225,0.0018862755396277728
LTP Control-2L_1,2016-07-10,1.0,1.0,0.0,0.8388229475059876,0.15987473788644202,0.0013023146075703599
LTP Control-2L_1,2016-07-11,1.0,1.0,0.0,0.8181458071159157,0.18067036608208484,0.0011838268019995755
LTP Control-2L_1,2016-07-12,1.0,1.0,0.0,0.8036988350452742,0.19418041639025257,0.0021207485644731553
LTP Control-2L_1,2016-07-13,1.0,1.0,0.0,0.8283407624349655,0.16994614084261847,0.0017130967224160342
LTP Control-2L_1,2016-07-14,1.0,1.0,0.0,0.8098941643782074,0.18909909528458582,0.0010067403372069042
LTP Control-2L_1,2016-07-15,1.0,1.0,0.0,0.8477352781993746,0.15101896509622886,0.001245756704396482
LTP Control-2L_1,2016-07-16,1.0,1.0,0.0,0.775422813948023,0.2229360420344961,0.0016411440174808987
LTP Control-2L_1,2016-07-17,1.0,1.0,0.0,0.7810862586049396,0.21671088137512254,0.0022028600199378843
LTP Control-2L_1,2016-07-18,1.0,1.0,0.0,0.8165064394172109,0.18122543582513184,0.0022681247576572527
LTP Control-2L_1,2016-07-19,1.0,1.0,0.0,0.8437865692616268,0.15475323445623024,0.0014601962821430676
LTP Control-2L_1,2016-07-20,1.0,1.0,0.0,0.936150797567119,0.06371735608723135,0.00013184634564958819
LTP Control-2L_1,2016-07-21,1.0,1.0,0.0,0.8844605874616162,0.11485003169775168,0.0006893808406321721
LTP Control-2L_1,2016-07-22,1.0,1.0,0.0,0.890634893384874,0.10819998213545004,0.0011651244796758436
LTP Control-2L_1,2016-07-23,1.0,1.0,0.0,0.8737627158829154,0.12518702720759983,0.0010502569094847209
LTP Control-2L_1,2016-07-24,1.0,1.0,0.0,0.8915106833668422,0.10738669145928742,0.0011026251738704383
LTP Control-2L_1,2016-07-25,1.0,1.0,0.0,0.8678434879340483,0.13105064546278697,0.0011058666031646773
LTP Control-2L_1,2016-07-26,1.0,1.0,0.0,0.8095553094622351,0.1873505347527476,0.0030941557850174585
LTP Control-2L_1,2016-07-27,1.0,1.0,0.0,0.5285294776778316,0.4644125741658442,0.007057948156324192
