Fecha UTC,T_Amb_Avg,H_Relat_Avg,Rad_Glob_Avg,Rad_Par_Avg,R_Neta_Avg,VPD_Avg,Precipitaciones
2014-04-01 0:00,14.32,67.75,0,0,-20.69,0.526,0
2014-04-01 0:30,14.26,69.23,0,0,-8.9,0.5,0
2014-04-01 1:00,14.38,70.22,0,0,-17.52,0.488,0
2014-04-01 1:30,14.61,70.31,0,0,-27.13,0.493,0
2014-04-01 2:00,14.49,72.31,0,0,-34.76,0.457,0
2014-04-01 2:30,14.2,72,0,0,-32.16,0.453,0
2014-04-01 3:00,14.35,70.62,0,0,-33.83,0.48,0
2014-04-01 3:30,14.36,73.22,0,0,-40.1,0.438,0
2014-04-01 4:00,14.49,74.35,0,0,-37.33,0.423,0
2014-04-01 4:30,14.34,75.84,0,0,-38.32,0.395,0
2014-04-01 5:00,14.23,77.29,0,0,-23.57,0.368,0
2014-04-01 5:30,14.44,77.32,0,0,-15.19,0.373,0
2014-04-01 6:00,14.32,77.67,0.052,0.155,-31.9,0.364,0
2014-04-01 6:30,14.21,77.7,3.881,8.72,-28.09,0.361,0
2014-04-01 7:00,14.48,76.24,37.38,72.39,-5.859,0.392,0
2014-04-01 7:30,15.01,73.56,61.8,122.4,10.16,0.451,0
2014-04-01 8:00,15.3,72.42,88.2,177.1,26.89,0.479,0
2014-04-01 8:30,15.95,69.44,182,377.1,85.5,0.554,0
2014-04-01 9:00,16.69,65.16,202.3,422.2,95.8,0.662,0
2014-04-01 9:30,17.31,61.11,298.8,616.4,161.5,0.768,0
2014-04-01 10:00,18.49,56.33,528.1,1054,330.4,0.93,0
2014-04-01 10:30,19.41,53.23,614.9,1214,377.1,1.054,0
2014-04-01 11:00,20.01,51.1,689.4,1366,415.8,1.144,0
2014-04-01 11:30,20.46,50.11,637,1275,371.7,1.2,0
2014-04-01 12:00,20.77,49.72,732.3,1469,433.3,1.233,0
2014-04-01 12:30,21.2,48.42,828,1668,483.5,1.299,0
2014-04-01 13:00,21.3,48.33,690.3,1404,393,1.308,0
2014-04-01 13:30,21.51,47.06,602.5,1237,336.6,1.358,0
2014-04-01 14:00,21.71,46.94,596.7,1223,328.8,1.377,0
2014-04-01 14:30,21.56,46.89,457.8,941,244.3,1.367,0
2014-04-01 15:00,21.86,44.12,472.7,968,234.8,1.465,0
2014-04-01 15:30,21.45,45.41,376.7,780.2,171.9,1.395,0
2014-04-01 16:00,21.02,46.2,297.8,620.9,125.4,1.339,0
2014-04-01 16:30,20.4,47.66,207.4,438.7,70.09,1.254,0
2014-04-01 17:00,19.84,48.17,188.8,390.7,62.9,1.199,0
2014-04-01 17:30,19.27,48.99,138.2,285.2,28.27,1.139,0
2014-04-01 18:00,18.91,47.04,59.99,124.8,-13.62,1.157,0
2014-04-01 18:30,18.69,45.41,27.78,53.77,-28.13,1.176,0
2014-04-01 19:00,18.02,48.5,5.108,9.95,-43.38,1.065,0
2014-04-01 19:30,17.18,53.24,0.055,0.122,-48.75,0.916,0
2014-04-01 20:00,16.65,56.91,0,0,-55.71,0.816,0
2014-04-01 20:30,16.04,61.64,0,0,-59.14,0.699,0
2014-04-01 21:00,15.47,65,0,0,-54.93,0.615,0
2014-04-01 21:30,15.7,61.55,0,0,-30.79,0.686,0
2014-04-01 22:00,16.05,58.33,0,0,-19.93,0.76,0
2014-04-01 22:30,15.83,59.88,0,0,-21.05,0.721,0
2014-04-01 23:00,15.52,62.56,0,0,-43.18,0.66,0
2014-04-01 23:30,15.11,66.4,0,0,-29.23,0.577,0
2014-04-02 0:00,15,67.97,0,0,-18.25,0.546,0
2014-04-02 0:30,14.88,70.66,0,0,-21.58,0.496,0
2014-04-02 1:00,14.82,72.79,0,0,-32.95,0.458,0
2014-04-02 1:30,14.62,74.86,0,0,-28.35,0.418,0
2014-04-02 2:00,14.69,75.12,0,0,-24.11,0.416,0
2014-04-02 2:30,14.86,75.08,0,0,-16.23,0.421,0
2014-04-02 3:00,14.58,79.16,0,0,-44.53,0.35,0
2014-04-02 3:30,12.96,97,0,0,-27.13,0.045,0
2014-04-02 4:00,12.5,99.7,0,0,-34.48,0.005,0
2014-04-02 4:30,12.12,99.8,0,0,-24.7,0.003,0
2014-04-02 5:00,12.66,100,0,0,-30.97,0,0
2014-04-02 5:30,12.28,99.6,0,0,-41.29,0.006,0
2014-04-02 6:00,11.96,98.8,0,0.04,-43.39,0.016,0
2014-04-02 6:30,11.8,98.9,1.758,4.502,-41.13,0.015,0
2014-04-02 7:00,11.96,99.8,12.33,24.51,-12.55,0.003,0
2014-04-02 7:30,12.07,99.5,35.3,70.16,-5.57,0.007,0
2014-04-02 8:00,12.27,98.8,81.3,169.4,27.4,0.017,0
2014-04-02 8:30,12.77,96.6,151.1,299.7,73.49,0.051,0
2014-04-02 9:00,13.5,92.8,227.4,460.8,135.3,0.112,0
2014-04-02 9:30,13.72,92.1,164.3,333.6,36.72,0.124,0
2014-04-02 10:00,13.65,93.2,207.4,427.4,51.9,0.106,0
2014-04-02 10:30,14.06,93.7,272.8,532.6,113,0.102,0
2014-04-02 11:00,15.27,79.48,382.8,804,225.5,0.356,0
2014-04-02 11:30,13.72,91.8,176.9,367.8,50.32,0.14,0
2014-04-02 12:00,12.84,99.6,193.8,403.3,78.57,0.006,0
2014-04-02 12:30,12.73,99.7,129.3,275.9,32.22,0.005,0
2014-04-02 13:00,12.83,95.4,363.7,759.5,193.1,0.069,0
2014-04-02 13:30,14.1,90.9,357.8,729.7,166.4,0.151,0
2014-04-02 14:00,14.43,91.1,640.9,1339,385.1,0.146,0
2014-04-02 14:30,13.72,91.9,189.8,389.4,64.83,0.13,0
2014-04-02 15:00,13.11,92.8,159,324.3,60.01,0.109,0
2014-04-02 15:30,13.59,96.3,186.8,388.3,93.4,0.058,0
2014-04-02 16:00,13.19,89.6,290.9,603.3,129.1,0.158,0
2014-04-02 16:30,13.48,90.3,211.8,447.6,91.1,0.15,0
2014-04-02 17:00,12.87,97.5,125.9,246,26.15,0.037,0
2014-04-02 17:30,13.3,94.3,223.3,445.6,86.2,0.086,0
2014-04-02 18:00,13.37,92.4,93.7,194.6,20.65,0.116,0
2014-04-02 18:30,12.88,95.4,27.84,58.71,-30.01,0.069,0
2014-04-02 19:00,12.6,95.8,12.29,19.98,-43.43,0.062,0
2014-04-02 19:30,12.51,97.8,0.072,0.168,-33.42,0.032,0
2014-04-02 20:00,12.17,94.5,0,0,-50.85,0.077,0
2014-04-02 20:30,11.8,93.4,0,0,-42.58,0.091,0
2014-04-02 21:00,11.43,97,0,0,-56.58,0.041,0
2014-04-02 21:30,11.19,99,0,0,-43.48,0.014,0
2014-04-02 22:00,11.4,98.5,0,0,-27.44,0.02,0
2014-04-02 22:30,11.32,98.2,0,0,-34.03,0.024,0
2014-04-02 23:00,11.43,98.2,0,0,-15.99,0.024,0
2014-04-02 23:30,11.38,99.4,0,0,-39.31,0.008,0
2014-04-03 0:00,11.11,100,0,0,-53.33,0,0
2014-04-03 0:30,10.89,100,0,0,-57.58,0,0
2014-04-03 1:00,10.52,100,0,0,-60.12,0,0
2014-04-03 1:30,10.18,100,0,0,-58.61,0,0
2014-04-03 2:00,10.19,100,0,0,-51.88,0,0
2014-04-03 2:30,9.83,100,0,0,-58.06,0,0
2014-04-03 3:00,9.5,100,0,0,-58.62,0,0
2014-04-03 3:30,9.42,100,0,0,-40.59,0,0
2014-04-03 4:00,9.78,99.9,0,0,-24.34,0.001,0
2014-04-03 4:30,10.09,99,0,0,-21.33,0.012,0
2014-04-03 5:00,9.97,99.6,0,0,-30.92,0.005,0
2014-04-03 5:30,9.43,99.5,0,0,-35.78,0.006,0
2014-04-03 6:00,9.45,99.5,0.132,0.277,-26.08,0.006,0
2014-04-03 6:30,9.48,99.9,4.489,7.68,-20.7,0.001,0
2014-04-03 7:00,9.63,100,26.18,52.53,-10.72,0,0
2014-04-03 7:30,9.77,100,72.42,149.6,9.47,0,0
2014-04-03 8:00,10.36,99.2,132.1,261.2,65.22,0.01,0
2014-04-03 8:30,10.47,99.6,139.9,279.8,58.99,0.005,0
2014-04-03 9:00,10.81,97.9,189.2,383.7,104.9,0.027,0
2014-04-03 9:30,11.32,96,276.8,550,129.4,0.054,0
2014-04-03 10:00,12.21,88.4,370.2,754.3,227.1,0.165,0
2014-04-03 10:30,12.96,82.2,584.2,1174,383.4,0.266,0
2014-04-03 11:00,14.07,78.44,701.3,1378,455.5,0.346,0
2014-04-03 11:30,13.87,78.59,524,1069,313.4,0.339,0
2014-04-03 12:00,14.65,74.91,917,1843,572.5,0.419,0
2014-04-03 12:30,14.78,74.15,577.7,1170,285.1,0.438,0
2014-04-03 13:00,14.6,73.69,665,1361,386.6,0.437,0
2014-04-03 13:30,14.41,75.12,386.5,804,184.1,0.408,0
2014-04-03 14:00,14.73,76.38,455,938,195.1,0.397,0
2014-04-03 14:30,15.31,71.79,517.1,1068,260.5,0.491,0
2014-04-03 15:00,15.51,72.42,426.3,904,225.3,0.486,0
2014-04-03 15:30,15.84,69.17,260,539.3,134.9,0.555,0
2014-04-03 16:00,14.58,76.9,112.9,223.1,-39.17,0.398,0
2014-04-03 16:30,12.56,94.4,165.8,352.1,59.97,0.081,0
2014-04-03 17:00,13.26,88.6,186.8,387.5,75.86,0.175,0
2014-04-03 17:30,14.01,84.7,218.1,470.2,54.11,0.245,0
2014-04-03 18:00,14.09,84.9,88.9,186.3,18.54,0.242,0
2014-04-03 18:30,14.13,83.8,59.37,133.1,-45.75,0.261,0
2014-04-03 19:00,13.55,86.7,9.92,22.55,-55.64,0.206,0
2014-04-03 19:30,13.43,85.5,0.117,0.281,-56.08,0.223,0
2014-04-03 20:00,13.22,85.4,0,0,-36.24,0.222,0
2014-04-03 20:30,12.86,88.5,0,0,-50.63,0.171,0
2014-04-03 21:00,12.53,89.8,0,0,-55.25,0.148,0
2014-04-03 21:30,12.5,88,0,0,-39.25,0.174,0
2014-04-03 22:00,12.19,86.3,0,0,-61.06,0.194,0
2014-04-03 22:30,11.52,90,0,0,-65.1,0.135,0
2014-04-03 23:00,10.83,94.4,0,0,-64.14,0.073,0
2014-04-03 23:30,10.54,95.3,0,0,-60.25,0.06,0
2014-04-04 0:00,10.5,92.1,0,0,-61.76,0.101,0
2014-04-04 0:30,10.53,89.7,0,0,-64,0.132,0
2014-04-04 1:00,9.75,94.1,0,0,-64.07,0.071,0
2014-04-04 1:30,9.71,94.5,0,0,-65.51,0.066,0
2014-04-04 2:00,9.38,95.7,0,0,-65.97,0.051,0
2014-04-04 2:30,8.85,98.1,0,0,-64.83,0.022,0
2014-04-04 3:00,8.74,98.9,0,0,-65.79,0.013,0
2014-04-04 3:30,8.32,100,0,0,-67.02,0,0
2014-04-04 4:00,8.25,100,0,0,-67.12,0,0
2014-04-04 4:30,7.787,100,0,0,-66.72,0,0
2014-04-04 5:00,7.376,100,0,0,-68.5,0,0
2014-04-04 5:30,7.207,100,0,0,-64.29,0,0
2014-04-04 6:00,7.177,100,0.805,0.932,-57.32,0,0
2014-04-04 6:30,7.413,100,29.5,39.71,-23.47,0,0
2014-04-04 7:00,7.845,100,74.64,118.1,11.65,0,0
2014-04-04 7:30,8.39,100,148.5,257,72.5,0,0
2014-04-04 8:00,9.39,99.8,294.7,506,181.2,0.002,0
2014-04-04 8:30,10.83,92.2,381.9,687.8,257.6,0.101,0
2014-04-04 9:00,12.05,87,479.8,916,324.9,0.184,0
2014-04-04 9:30,13.31,79.15,607.5,1175,418.5,0.319,0
2014-04-04 10:00,14.15,74.91,690.5,1354,470.6,0.405,0
2014-04-04 10:30,14.97,71.29,759.8,1500,503.8,0.489,0
2014-04-04 11:00,15.52,64.92,728.6,1464,479.7,0.618,0
2014-04-04 11:30,15.67,66.23,663.3,1343,409.3,0.601,0
2014-04-04 12:00,16.2,65.4,680.9,1388,420.9,0.637,0
2014-04-04 12:30,16.33,65.31,565.3,1167,346,0.644,0
2014-04-04 13:00,17.08,61.88,741.2,1522,448.1,0.743,0
2014-04-04 13:30,17.72,58.84,758.6,1551,442.2,0.835,0
2014-04-04 14:00,17.81,58.8,562.2,1171,308.3,0.84,0
2014-04-04 14:30,17.85,56.63,479.6,1006,247.7,0.887,0
2014-04-04 15:00,18.09,55.33,559.8,1173,283.1,0.927,0
2014-04-04 15:30,17.89,56.75,443.5,947,213.8,0.886,0
2014-04-04 16:00,17.59,57.72,459.5,990,201.6,0.85,0
2014-04-04 16:30,16.85,62.63,287.1,616.2,133.6,0.717,0
2014-04-04 17:00,16.9,63.76,257.2,561.7,88.6,0.698,0
2014-04-04 17:30,16.29,68.12,145,328,18.87,0.59,0
2014-04-04 18:00,15.86,70.93,89.5,193.7,6.749,0.523,0
2014-04-04 18:30,15.52,71.18,29.6,62.82,-11.65,0.508,0
2014-04-04 19:00,15.14,73.21,3.781,9.02,-23.88,0.461,0
2014-04-04 19:30,14.75,76.33,0.044,0.159,-22.7,0.397,0
2014-04-04 20:00,14.53,78.55,0,0,-16.85,0.355,0
2014-04-04 20:30,14.37,80.5,0,0,-22.52,0.319,0
2014-04-04 21:00,14.16,83.4,0,0,-16.95,0.268,0
2014-04-04 21:30,14.06,85.2,0,0,-18.31,0.237,0
2014-04-04 22:00,13.72,87.9,0,0,-19.54,0.191,0
2014-04-04 22:30,13.55,89.8,0,0,-14.11,0.158,0
2014-04-04 23:00,13.4,91.4,0,0,-15.08,0.132,0
2014-04-04 23:30,13.32,91.6,0,0,-17.07,0.128,0
2014-04-05 0:00,13.18,91.5,0,0,-23.15,0.129,0
2014-04-05 0:30,13.14,91.5,0,0,-16.28,0.128,0
2014-04-05 1:00,12.81,92.8,0,0,-29.5,0.106,0
2014-04-05 1:30,12.73,93.3,0,0,-20.72,0.099,0
2014-04-05 2:00,12.56,94.7,0,0,-24.56,0.077,0
2014-04-05 2:30,12.39,95.9,0,0,-14.19,0.058,0
2014-04-05 3:00,12.58,96.1,0,0,-8.12,0.056,0
2014-04-05 3:30,12.72,96.4,0,0,-7.524,0.053,0
2014-04-05 4:00,12.79,97.3,0,0,-6.159,0.04,0
2014-04-05 4:30,12.76,98.4,0,0,-5.385,0.023,0
2014-04-05 5:00,12.77,99.2,0,0,-5.089,0.012,0
2014-04-05 5:30,12.85,99.6,0,0,-4.956,0.006,0
2014-04-05 6:00,12.92,100,0.165,0.44,-9,0,0
2014-04-05 6:30,12.96,100,6.351,11.82,-7.79,0,0
2014-04-05 7:00,13.11,100,31.78,63.1,2.806,0,0
2014-04-05 7:30,13.39,100,51.63,113,8.19,0,0
2014-04-05 8:00,13.97,98.8,106.2,222.9,52.39,0.019,0
2014-04-05 8:30,14.46,96.4,166.9,348.6,105.4,0.06,0
2014-04-05 9:00,15.25,92.9,271.5,572.7,176.3,0.123,0
2014-04-05 9:30,16.15,88.9,324.3,682.7,217.1,0.204,0
2014-04-05 10:00,16.93,85.4,476.1,982,320.8,0.282,0
2014-04-05 10:30,17.27,83.6,321.2,671.8,208.3,0.323,0
2014-04-05 11:00,17.78,80.4,236.4,498.1,147.5,0.399,0
2014-04-05 11:30,18,78.96,203.1,417.2,131.9,0.434,0
2014-04-05 12:00,18.28,78.55,429.4,882,273,0.452,0
2014-04-05 12:30,19.5,71.52,835,1696,544.2,0.646,0
2014-04-05 13:00,20.97,67.41,963,1942,628.2,0.811,0
2014-04-05 13:30,21.12,65.85,723.6,1479,444,0.856,0
2014-04-05 14:00,21.44,64.74,647.2,1322,395.7,0.901,0
2014-04-05 14:30,21.48,66.04,465.2,951,272.3,0.87,0
2014-04-05 15:00,21.33,65.13,483.9,1022,268.8,0.885,0
2014-04-05 15:30,21.56,63.67,374,803,191.9,0.935,0
2014-04-05 16:00,21.7,63.53,339.6,753.2,126.7,0.95,0
2014-04-05 16:30,23.41,57.75,522.2,1108,203.9,1.217,0
2014-04-05 17:00,22.78,60.16,475,990,178.3,1.104,0
2014-04-05 17:30,22.54,61.09,286.4,597.6,56.95,1.064,0
2014-04-05 18:00,21.57,66.43,92.6,220.3,-32.67,0.866,0
2014-04-05 18:30,21.25,66.47,37.16,96.3,-46.58,0.854,0
2014-04-05 19:00,19.06,80.6,5.151,15.71,-51.39,0.431,0
2014-04-05 19:30,17.7,91.4,0.235,0.473,-54.06,0.174,0
2014-04-05 20:00,16.91,94,0,0.001,-52.87,0.115,0
2014-04-05 20:30,16.52,96.1,0,0,-52.36,0.074,0
2014-04-05 21:00,16.37,96.2,0,0,-51.65,0.071,0.198
2014-04-05 21:30,16.16,96.5,0,0,-52.32,0.065,0.198
2014-04-05 22:00,15.54,98.7,0,0,-48.63,0.023,0.198
2014-04-05 22:30,15.42,100,0,0,-51.3,0.001,0.198
2014-04-05 23:00,15.02,100,0,0,-50.53,0,0.198
2014-04-05 23:30,14.38,100,0,0,-50.67,0,0.198
2014-04-06 0:00,14.11,100,0,0,-49.44,0,0.198
2014-04-06 0:30,13.71,100,0,0,-52.88,0,0.198
2014-04-06 1:00,13.44,100,0,0,-56.05,0,0.198
2014-04-06 1:30,13.11,100,0,0,-56.22,0,0.198
2014-04-06 2:00,12.96,100,0,0,-56.81,0,0.198
2014-04-06 2:30,12.81,100,0,0,-57.09,0,0.198
2014-04-06 3:00,12.92,100,0,0,-57.96,0,0.198
2014-04-06 3:30,12.79,100,0,0,-58.59,0,0.198
2014-04-06 4:00,12.72,100,0,0,-58.54,0,0.198
2014-04-06 4:30,12.66,100,0,0,-57.84,0,0.198
2014-04-06 5:00,12.5,100,0,0,-57.6,0,0.198
2014-04-06 5:30,12.47,100,0,0,-58.93,0,0.198
2014-04-06 6:00,12.49,100,0.741,1.432,-58.98,0,0.198
2014-04-06 6:30,12.28,100,17.86,33.62,-38.91,0,0.198
2014-04-06 7:00,12.61,100,91.8,150.3,38.08,0,0.198
2014-04-06 7:30,13.19,100,183.6,314.3,124.4,0,0.198
2014-04-06 8:00,14.5,98.5,290.6,509.5,204.7,0.025,0.198
2014-04-06 8:30,16.05,92.2,409.6,719.2,267.7,0.142,0.198
2014-04-06 9:00,17.21,88.4,514.5,969,383.4,0.228,0
2014-04-06 9:30,18.8,82.3,609.7,1173,447.7,0.384,0
2014-04-06 10:00,19.62,78.41,693.9,1354,501.4,0.493,0
2014-04-06 10:30,20.45,74.41,770.8,1512,546.7,0.615,0
2014-04-06 11:00,21.48,70.96,831,1638,577.8,0.745,0
2014-04-06 11:30,22.47,67.03,880,1744,601.1,0.897,0
2014-04-06 12:00,23.12,64.64,911,1814,610.4,1.001,0
2014-04-06 12:30,23.94,61.43,926,1853,611.2,1.147,0
2014-04-06 13:00,24.8,57.3,928,1863,586,1.337,0
2014-04-06 13:30,25.33,52.99,914,1842,559.7,1.519,0
2014-04-06 14:00,26.05,49.79,884,1789,512.3,1.694,0
2014-04-06 14:30,26.58,47.43,836,1706,454,1.829,0
2014-04-06 15:00,26.8,45.99,771.6,1587,395.6,1.903,0
2014-04-06 15:30,27.11,44.86,694.8,1442,330.4,1.978,0
2014-04-06 16:00,27.4,42.45,610,1277,254.7,2.101,0
2014-04-06 16:30,27.74,39.34,514.2,1086,175.3,2.259,0
2014-04-06 17:00,27.65,40.73,408.2,872,95.5,2.195,0
2014-04-06 17:30,28.19,39.56,299.4,647.3,24.58,2.312,0
2014-04-06 18:00,27.72,41.27,187.2,409.8,-30.15,2.184,0
2014-04-06 18:30,27.34,41.7,85.2,186.8,-64.42,2.12,0.198
2014-04-06 19:00,25.18,50.9,13.06,32.47,-61.49,1.595,0.198
2014-04-06 19:30,21.57,65.94,0.402,0.792,-52.9,0.879,0.198
2014-04-06 20:00,20.4,71.36,0,0.042,-50.33,0.686,0.198
2014-04-06 20:30,19.4,77.99,0,0.031,-50.55,0.496,0.198
2014-04-06 21:00,18.36,86,0,0,-49.58,0.294,0.198
2014-04-06 21:30,17.9,89.8,0,0,-51,0.208,0.198
2014-04-06 22:00,17.14,95.2,0,0,-50.31,0.093,0.198
2014-04-06 22:30,17.4,90.2,0,0,-51.77,0.196,0.198
2014-04-06 23:00,17.27,91,0,0,-55.65,0.177,0.198
2014-04-06 23:30,16.75,94.4,0,0,-54.91,0.106,0.198
2014-04-07 0:00,16.58,95.3,0,0,-56.97,0.089,0.198
2014-04-07 0:30,15.92,97.5,0,0,-57.49,0.046,0.198
2014-04-07 1:00,14.95,99.8,0,0,-58.01,0.003,0.198
2014-04-07 1:30,14.41,100,0,0,-57.31,0,0.198
2014-04-07 2:00,14.11,100,0,0,-57.85,0,0.198
2014-04-07 2:30,13.59,100,0,0,-57.96,0,0.198
2014-04-07 3:00,13.16,100,0,0,-56.97,0,0.198
2014-04-07 3:30,13.14,100,0,0,-59.49,0,0.198
2014-04-07 4:00,12.8,100,0,0,-59.26,0,0.198
2014-04-07 4:30,12.43,100,0,0,-59.12,0,0.198
2014-04-07 5:00,12.02,100,0,0,-59.55,0,0.198
2014-04-07 5:30,11.62,100,0,0,-60.81,0,0.198
2014-04-07 6:00,11.44,100,1.036,1.92,-60.5,0,0.198
2014-04-07 6:30,11.63,100,26.15,39.94,-27.66,0,0.198
2014-04-07 7:00,12.63,99.5,106.1,167.9,53.84,0.008,0.198
2014-04-07 7:30,14.45,87.3,202.7,334.3,101.5,0.213,0.198
2014-04-07 8:00,15.99,77.89,317.5,536.6,220.3,0.402,0.198
2014-04-07 8:30,16.75,75.75,430.8,788.9,310.9,0.462,0.198
2014-04-07 9:00,17.67,72,535.9,1008,389,0.566,0
2014-04-07 9:30,18.96,69.18,632.9,1208,449.9,0.676,0
2014-04-07 10:00,20.28,64.87,719,1385,502.7,0.836,0
2014-04-07 10:30,21.75,61.42,793.7,1538,543.4,1.005,0.198
2014-04-07 11:00,22.7,57.9,854,1664,569.9,1.161,0.198
2014-04-07 11:30,23.67,53.71,903,1768,585.4,1.355,0.198
2014-04-07 12:00,24.6,52.84,934,1838,593.9,1.458,0.396
2014-04-07 12:30,25.31,49.43,947,1876,592.7,1.633,0.198
2014-04-07 13:00,26.33,44.62,947,1886,572.6,1.899,0
2014-04-07 13:30,26.99,42.74,924,1853,539.8,2.042,0
2014-04-07 14:00,27.96,38.56,893,1802,510,2.319,0
2014-04-07 14:30,28.11,37.05,846,1721,453.5,2.395,0
2014-04-07 15:00,28.59,36.49,779.1,1600,397.6,2.485,0
2014-04-07 15:30,29.05,37.49,697.3,1448,330.1,2.512,0
2014-04-07 16:00,29.28,36.47,612.4,1283,253.2,2.587,0
2014-04-07 16:30,29.28,37.67,513.9,1087,174.7,2.537,0
2014-04-07 17:00,29.03,39.32,408.9,875,99,2.435,0
2014-04-07 17:30,29.17,39.25,299.5,647.2,23.82,2.457,0.198
2014-04-07 18:00,28.82,40.57,191.8,418.8,-31.22,2.356,0.198
2014-04-07 18:30,29.11,41.38,87.2,192.3,-67.49,2.363,0.198
2014-04-07 19:00,26.5,49.41,13.9,35.67,-64.54,1.78,0.198
2014-04-07 19:30,22.59,65.34,0.469,0.921,-60.61,0.951,0.198
2014-04-07 20:00,22.18,61.9,0.004,0.188,-64.4,1.019,0.198
2014-04-07 20:30,21,64.6,0.001,0.086,-63.56,0.881,0.198
2014-04-07 21:00,20.49,65.07,0,0.036,-63.44,0.842,0.198
2014-04-07 21:30,19.96,65.91,0,0.027,-59.86,0.796,0.198
2014-04-07 22:00,18.36,75.84,0,0.001,-55.29,0.511,0.198
2014-04-07 22:30,17.64,81.3,0,0,-55.68,0.378,0.198
2014-04-07 23:00,17.68,80.1,0,0,-55.75,0.402,0.198
2014-04-07 23:30,17.14,84.5,0,0,-54.34,0.304,0.198
2014-04-08 0:00,16.28,90.8,0,0,-56.14,0.171,0.198
2014-04-08 0:30,15.25,95.7,0,0,-58.19,0.075,0.198
2014-04-08 1:00,14.67,98.8,0,0,-56.19,0.02,0.198
2014-04-08 1:30,14.82,99.9,0,0,-58.53,0.002,0.198
2014-04-08 2:00,14.34,99.9,0,0,-59.4,0.001,0.198
2014-04-08 2:30,13.85,100,0,0,-62.4,0,0.198
2014-04-08 3:00,13.42,100,0,0,-61.52,0,0.198
2014-04-08 3:30,13,100,0,0,-61.23,0,0.198
2014-04-08 4:00,12.73,100,0,0,-60.08,0,0.198
2014-04-08 4:30,12.39,100,0,0,-62.74,0,0.198
2014-04-08 5:00,12.04,100,0,0,-66.5,0,0.198
2014-04-08 5:30,11.65,98.9,0,0,-67.27,0.015,0.198
2014-04-08 6:00,11.32,98.5,1.418,2.423,-65.53,0.02,0.198
2014-04-08 6:30,11.45,95.6,30.45,44.82,-34.36,0.06,0.198
2014-04-08 7:00,12.6,84.8,110.1,172.8,26.54,0.221,0.198
2014-04-08 7:30,13.61,78.6,214,349,142.5,0.334,0.198
2014-04-08 8:00,15.41,70.76,323.3,570,223.7,0.513,0.198
2014-04-08 8:30,17.19,65.55,442.3,810,313.1,0.677,0.198
2014-04-08 9:00,19.2,59.6,539.9,1012,385.3,0.901,0
2014-04-08 9:30,21.29,54.8,652.3,1235,462.4,1.145,0
2014-04-08 10:00,22.26,52.63,731,1399,510.5,1.273,0
2014-04-08 10:30,23.57,47.86,801,1545,548.7,1.516,0
2014-04-08 11:00,25.07,43.99,862,1672,576,1.784,0.198
2014-04-08 11:30,26.5,34.72,910,1771,599.2,2.262,0.198
2014-04-08 12:00,27.44,34.73,932,1828,593.4,2.388,0.198
2014-04-08 12:30,28.08,30.94,954,1880,593.6,2.623,0
2014-04-08 13:00,29.07,29.55,950,1885,575.2,2.833,0
2014-04-08 13:30,29.63,26.63,932,1863,545.5,3.048,0
2014-04-08 14:00,29.89,26.81,897,1806,505.4,3.086,0
2014-04-08 14:30,30.12,27.08,848,1721,453.4,3.115,0
2014-04-08 15:00,30.59,25.91,784.5,1604,392.8,3.253,0
2014-04-08 15:30,30.77,25.66,706.3,1459,323.4,3.296,0
2014-04-08 16:00,31.04,24.54,618.1,1287,248.3,3.399,0
2014-04-08 16:30,31.07,23.97,521.1,1094,169.4,3.429,0
2014-04-08 17:00,31.3,23.23,416.3,882,89.5,3.509,0
2014-04-08 17:30,31.25,23.01,306.1,653.8,14.47,3.509,0
2014-04-08 18:00,30.81,24.09,190.8,411.8,-40.27,3.376,0
2014-04-08 18:30,29.45,29.1,81.5,177.1,-69.33,2.919,0
2014-04-08 19:00,26.21,36.48,12.53,30.46,-69.21,2.172,0
2014-04-08 19:30,22.47,53.58,0.381,0.821,-65.89,1.273,0
2014-04-08 20:00,20.9,55.9,0.002,0.055,-64.53,1.09,0
2014-04-08 20:30,20.95,56.53,0.001,0.015,-63.23,1.079,0
2014-04-08 21:00,21.12,52.83,0,0,-59.75,1.182,0
2014-04-08 21:30,20.17,60.68,0,0,-56.86,0.935,0
2014-04-08 22:00,18,74.06,0,0,-57.43,0.536,0
2014-04-08 22:30,16.84,82.8,0,0,-57.86,0.332,0
2014-04-08 23:00,16.38,83.9,0,0,-61.64,0.299,0
2014-04-08 23:30,15.86,89.8,0,0,-49.98,0.185,0
2014-04-09 0:00,15.63,90.8,0,0,-49.78,0.162,0
2014-04-09 0:30,15.86,84.5,0,0,-56.06,0.28,0
2014-04-09 1:00,16.27,73.92,0,0,-64.41,0.482,0
2014-04-09 1:30,15.54,72.73,0,0,-60.4,0.482,0
2014-04-09 2:00,14.74,76.74,0,0,-53.02,0.391,0
2014-04-09 2:30,14.22,79.61,0,0,-60.45,0.333,0
2014-04-09 3:00,13.75,79.85,0,0,-62.84,0.317,0
2014-04-09 3:30,13.2,83.1,0,0,-59.53,0.257,0
2014-04-09 4:00,12.82,84.5,0,0,-62.54,0.23,0
2014-04-09 4:30,13.26,78.55,0,0,-66.85,0.327,0
2014-04-09 5:00,13.23,76.67,0,0,-67,0.355,0
2014-04-09 5:30,12.09,85.6,0,0,-60.83,0.203,0
2014-04-09 6:00,11.4,90.6,1.057,2.273,-43.47,0.126,0
