Fecha,LTP Control_1_1,LTP Control_2_1,LTP RDI45_1_2,LTP RDI45_2_1,LTP RDI30_2_1,LTP RDI30_3_2,Estado estimado LTP Control_1_1,Estado estimado LTP Control_1_2,Estado estimado LTP Control_2_1,Estado estimado LTP Control_2_2,Estado estimado LTP Control_3_1,Estado estimado LTP Control_3_2,Estado estimado LTP RDI45_1_1,Estado estimado LTP RDI45_1_2,Estado estimado LTP RDI45_2_1,Estado estimado LTP RDI45_2_2,Estado estimado LTP RDI45_3_1,Estado estimado LTP RDI45_3_2,Estado estimado LTP RDI30_1_1,Estado estimado LTP RDI30_1_2,Estado estimado LTP RDI30_2_1,Estado estimado LTP RDI30_2_2,Estado estimado LTP RDI30_3_1,Estado estimado LTP RDI30_3_2,Estado estimado LTP BOSCH_1_1,Estado estimado LTP BOSCH_1_2,Estado estimado LTP BOSCH_2_1,Estado estimado LTP BOSCH_2_2,Estado estimado LTP BOSCH_3_1,Estado estimado LTP BOSCH_3_2,Estimador de estado LTP Control_1_1,Estimador de estado LTP Control_1_2,Estimador de estado LTP Control_2_1,Estimador de estado LTP Control_2_2,Estimador de estado LTP Control_3_1,Estimador de estado LTP Control_3_2,Estimador de estado LTP RDI45_1_1,Estimador de estado LTP RDI45_1_2,Estimador de estado LTP RDI45_2_1,Estimador de estado LTP RDI45_2_2,Estimador de estado LTP RDI45_3_1,Estimador de estado LTP RDI45_3_2,Estimador de estado LTP RDI30_1_1,Estimador de estado LTP RDI30_1_2,Estimador de estado LTP RDI30_2_1,Estimador de estado LTP RDI30_2_2,Estimador de estado LTP RDI30_3_1,Estimador de estado LTP RDI30_3_2,Estimador de estado LTP BOSCH_1_1,Estimador de estado LTP BOSCH_1_2,Estimador de estado LTP BOSCH_2_1,Estimador de estado LTP BOSCH_2_2,Estimador de estado LTP BOSCH_3_1,Estimador de estado LTP BOSCH_3_2
2019-04-19,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1997040715719933,1.5619422030940244,1.3105845378733332,1.1237133650959161,1.1657736344779248,1.0841036073648713,1.6937423960217655,1.1395936399999027,1.0584830186235825,1.103556166261119,1.2315663211494983,1.1812520016215406,1.3199620744024503,1.1755748062068612,1.422910478971839,1.0893637355658239,1.1105483122247373,1.1395936399999027,1.3538075322913845,1.0838116610129036,1.0807014964547599,1.204857803048146,1.195851818436415,1.0895826422555863
2019-04-20,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.210597163135869,1.9612795795499276,1.6201168237385457,1.1356531022946446,1.1727113022145816,1.0923213144313466,1.7973737389591182,1.1641306113332524,1.0716934901511996,1.099645511989197,1.3154724165786142,1.2212985317102263,1.310412403566145,1.2442996149570436,1.908372582210223,1.0985593270299372,1.173062317431642,1.1852888255310747,1.373040029614732,1.1024385079669714,1.0944990724354078,1.3046524596655662,1.230694256768634,1.084307629709297
2019-04-21,,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.244537639127287,1.4189741972158203,1.461523347173061,1.1155677218368216,1.16288478692162,1.3043769092763846,1.9836715282919521,1.1811988627587027,1.0829395018177452,1.1050614929954505,1.2551291241674485,1.2450162137060758,1.3714688097127525,1.3275054519978717,1.390992669276417,1.1753051999928434,1.1870530643964974,1.2555762446348142,1.2271348474401378,1.0996774731944257,1.0849467996570659,1.234637920559241,1.195012277681492,1.0954205205344691
2019-04-22,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1641869345619318,1.1559713189328706,1.3695969560942545,1.1056329742542184,1.1361606622635516,1.0811344320541563,1.6732387736749748,1.1388970870739044,1.0567124910898584,1.0866105548220437,1.194528828172616,1.1614705547415185,1.2845604365469958,1.2530388773151078,1.323902758258984,1.1132843758084179,1.147405603957723,1.1852598543920385,1.1720784885675686,1.0710733821580332,1.0738012119706164,1.229605447646095,1.144392417459702,1.0921262147646453
2019-04-23,,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.182429454973313,1.1299831034963586,1.3555962393972245,1.1115599237845177,1.1031468984455377,1.0346145338077717,1.463663177874575,1.1536823512057386,1.0702475102615345,1.1182632086311857,1.3234175026963027,1.2019432049496903,1.2935208382656458,1.1937312573885268,1.4755843797746995,1.125627237167191,1.1689020440545803,1.1282290477866155,1.173501211806425,1.0820875763854367,1.089943770207487,1.2624570797862058,1.1595004352225888,1.0884287049346677
2019-04-24,,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.221401088784916,2.1071765152408344,1.5551683611031901,1.1488443851054144,1.1918340876190476,1.05647009229128,1.4445981083603125,1.1573033257557697,1.1145453555469917,1.125328187269747,1.228483254070823,1.229659928366863,1.2803384017607082,1.1807716298961803,1.8225654256392663,1.1490050626450545,1.141600919363617,1.1644536880720218,1.3054847172771764,1.1086011967388811,1.1316304672174013,1.3090287611559406,1.1770985769769093,1.1182724148174403
2019-04-25,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1674987328628799,-3.835413277472173,1.2300459130489316,1.1518201481740418,1.10156690701062,1.112043245591266,2.063146793344405,1.3554796491313172,1.0614246190869103,1.107115077107759,1.2637630979995433,1.222512374916526,1.3929859516816716,1.214969015966368,1.3882686617752202,1.0977979577485086,1.2071239757912633,1.2206369136831856,1.2506963977247825,1.1035908477421377,1.1051292394647778,1.2930306110167848,1.1583432451802178,1.1319493943235308
2019-04-26,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1262332579725587,-0.6400709860333943,1.3448067452805645,1.0922662741276679,1.0721951501494802,1.0821929584223313,1.3876459234435035,1.133998768940284,1.060146383931102,1.091630409666242,1.2111002860723226,1.16289319938288,1.2354916024000264,1.2054302602967952,1.217963922535149,1.0984757623661243,1.122529727888476,1.201128579466778,1.11314809185892,1.0703433310687074,1.0744281282079107,1.2163758361776247,1.1266061205899438,1.133275779817642
2019-04-27,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1615730615332258,-45.74216203396693,1.296455397278564,1.1020193550504824,1.041815787917121,1.0658042587896066,1.6568826322744927,1.1687263592606967,1.048926680074208,1.073436323921636,1.1657794360913447,1.1777397951026247,1.2690855894515916,1.2275568462350066,1.2456524845971948,1.0967324698550087,1.1187492193009054,1.4664046176023844,1.1232329906813479,1.0668588196955608,1.0664294529469422,1.2287978701917586,1.114082080014013,1.1402493509935578
2019-04-28,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2065748302154202,-14.067206091089659,1.2560275112446424,1.0897722017564422,1.102686542879223,1.0782947186570895,1.8014337582788758,1.2314488065034301,1.0474820749493305,1.0782461657231635,1.1514743953215076,1.204129286732346,1.3114004547354736,1.2051607064020537,1.2276825913761005,1.107907249023952,1.115524197649708,2.0827083217205455,1.117766175453543,1.0743486379227705,1.0630543872886495,1.2703031933030817,1.105163956793691,1.180619306005338
2019-04-29,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1578888853644336,-0.25502043736427876,1.2445002118189934,1.082119341683132,1.0287635721557424,1.0735227279622168,1.6271194832978284,1.1626126328671227,1.0478904706153944,1.0789555050017445,1.128550951079073,1.1676281595651727,1.2465262801443513,1.1809264107653765,1.1913678037609603,1.103446179698904,1.1100804848356873,2.007123768678027,1.1161123480737254,1.0662706145343204,1.0628249020166944,1.226231080391633,1.0948078857322028,1.1787758831862458
2019-04-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0955041743710614,1.0155053267925305,1.2661274054409868,1.087814503745452,1.3069504351689591,1.0953598510491216,1.2155535095709835,1.2519609340377027,1.048037502811671,1.0756552938847972,1.141674502811482,1.192131776323948,1.2752406694443188,1.1788085886378636,1.182659141990329,1.1017621891126588,1.1084791665598612,1.1319561276515677,1.1163036615887032,1.065694413890275,1.0607401176817104,1.2406601120555736,1.0930984794792649,1.1891742651778856
2019-05-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1179431115772942,1.0472697167576903,1.2457411607367543,1.0874472348460194,1.2937929096052914,1.1608590159162795,1.3293090859129337,1.1972410544073138,1.046987580913673,1.0774829907685466,1.1398385964921072,1.1919911943570716,1.2748664163350498,1.1640999620154069,1.1840145604694687,1.094827530810476,1.1168529601100596,1.283237601015063,1.122575121992297,1.067115138972632,1.0652905978885596,1.2521911092042626,1.092355427350939,1.5452443109287703
2019-05-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1207648643157264,1.0451550225027024,1.2271783783000285,1.0815343824303008,1.220177181692841,1.1684387692513565,1.3857464777114004,1.1849362019784406,1.046387984519378,1.0714233511306586,1.1372373459230565,1.1782283180516349,1.2593045181457394,1.1616967658640003,1.2184226869450603,1.0934124655236783,1.1121257089463086,1.2658301494669435,1.1179203081125433,1.0633793574826587,1.0617606829653254,1.2154369585918416,1.092293435444969,1.6983971474514745
2019-05-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1565223575467827,1.0503291991337147,1.2935200904838946,1.1047488355252106,1.3252252658806218,1.2479746589898482,1.4705611837863963,1.2198729233383576,1.0554029062874748,1.0792683619985028,1.1639760070499678,1.2242928510997027,1.3601248638952281,1.208060881146676,1.3423267817547593,1.1226314695291546,1.1174146943980288,1.3264836661842632,1.1683909083552135,1.0744983953662046,1.072740963074058,1.2964463815636038,1.1144377931564644,1.8211286878506026
2019-05-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.254898177873846,1.0932128153797995,1.4575621402507193,1.1668006066324084,1.4472779915812504,1.392575061410205,1.6036677742629777,1.2982542997048865,1.0768426236935567,1.121094625423813,1.2622577429135815,1.2970541786223955,1.4095061675318674,1.3904971712124221,1.5122871070890889,1.1754593267245088,1.1790665497813353,1.4044407162803172,1.2366253346412917,1.1084243140070376,1.107460639423677,1.5602931472602735,1.168485987058261,2.211794466951008
2019-05-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1905559973333713,1.0577771898281692,1.3258036449154145,1.103232846874524,1.3094441393886893,1.2266497098702016,1.4118559058685807,1.2045093688296484,1.053718238972667,1.0900243093051716,1.1966401497816832,1.2062428926605764,1.2541755481794465,1.2654035294999466,1.3340545805170823,1.1476678019012978,1.1237138153134645,1.2749768120809923,1.1516596398186678,1.0789748832494563,1.0726485131574302,1.330431698924177,1.1279479479874528,1.8535754930019652
2019-05-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1471814588010119,1.0506662992964109,1.2645958920835605,1.0948542369189638,1.2780185977237684,1.2244887388862578,1.421411365289947,1.1932426492710708,1.0504517773516373,1.0809879031629739,1.1612123125487563,1.17712959437275,1.224885141567957,1.2342974321484472,1.3251070015378108,1.1092294337972322,1.1186122969562278,1.2549322706474004,1.1560100707769578,1.0705145716117435,1.0680484592868118,1.2745742665659447,1.1086287082373376,1.7901434345748
2019-05-07,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1246977381492482,1.0425320585333921,1.2555826099983887,1.0908734852204247,1.237410898411896,1.1980139724403578,1.382881206798723,1.2018862654921048,1.04417367655556,1.067737723993698,1.1426016175789158,1.1457797370054505,1.2190171863558759,1.1928798626855528,1.254990542423926,1.1014001252961891,1.0890277486233235,1.2789775043983271,1.1438168157921982,1.0571052372577918,1.0642211723534059,1.2547339732338543,1.0965537443421391,1.5124094768786793
2019-05-08,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1833996876544886,1.0699004706363864,1.345590302071377,1.1412728874289977,1.349703710991811,1.2636511319323736,1.5451391856425984,-489.09024444573225,1.0556409420356543,1.0730207402331982,1.1880722884884263,1.2163642219243262,1.300681328590451,1.2732412865359757,1.3195155763594397,1.1526277368422828,1.1380351916985185,1.3079441540688537,1.1791935070941635,1.0785417957590255,1.0830115619780865,1.3062798067998487,1.1416333636483882,1.9370775372260036
2019-05-09,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1375602434489571,1.0585172500057316,1.2810503104283832,1.1206242972929052,1.2705019486484797,1.2702162493731481,1.47347996242408,-62982.29509783251,1.0489139569226615,1.0775140971678765,1.173536759353645,1.197536235352577,1.2177420404002413,1.2701021383790572,1.298246051624014,1.1137748405200067,1.1259710864748336,1.2946411380924272,1.1493809126461365,1.073728224619238,1.069578478568737,1.369119258377171,1.1115689114881198,1.7602993328893835
2019-05-10,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.108622360199055,1.0430672503881788,1.2349069468010625,1.105468037669744,1.2208032932977846,1.230513788680613,1.4474137376134746,2.0212925261605807,1.0395930052416544,1.0672346072370258,1.1432108529986742,1.1639343755758491,1.2040704250739787,1.2045828532005172,1.1936642498391288,1.0953263332203311,1.096875278817703,1.2985430205687063,1.1167351374585384,1.0651189608107527,1.0657564159438058,1.293185424529861,1.0937118822525163,1.6100537442304383
2019-05-11,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.1306564575382883,1.0554589925133866,1.23520009993496,1.106693552876968,1.218982722738355,1.2432734062836004,1.6726915028476383,2.0971652566254457,1.050754894128563,1.0814845459878566,1.1461971890836256,1.2469016044305659,1.218830287830647,1.202837554447664,1.223596763274176,1.093631611884332,1.1223991574340462,1.4357662455586533,1.1314146473824884,1.0708364527613115,1.0690410168495135,1.4296481655703785,1.098399781039461,2.1188716411220887
2019-05-12,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1031912230416443,1.0408779370531431,1.1966831159222577,1.0828720522708355,1.181219160586354,1.2034880631591582,1.4473199260893803,1.910977877893999,1.045644249093667,1.065288681126893,1.1108418190773799,1.2047125860088717,1.1867039834630932,1.1697880764944975,1.1806338729745787,1.0741713724136213,1.095760304878361,1.3173544563190107,1.110690814762549,1.0577586404591541,1.0573150755238325,1.3101834643865105,1.0817918903136132,1.8637060942699504
2019-05-13,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0996120711531596,1.0429877794175082,1.1878540017040924,1.0893208995437988,1.1759533440076952,1.1659616376903779,1.3673827129825724,-17.75535527795968,1.039884962754935,1.0589683421863918,1.1019497737001391,1.196472280129976,1.163798450366188,1.1457929758306677,1.1788072338029885,1.071288983610034,1.097394424687483,1.277262276106748,1.0977311851825748,1.052780397143426,1.053380858474188,1.2767139595299415,1.068851838245164,1.9091793081362396
2019-05-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1119802510222911,1.0443504818014215,1.132726675312708,1.0900892506387097,1.1909269326772098,1.1109600793439585,1.1593406244334425,1.0888744519259452,1.0417004354630301,1.0498911533529576,1.1156852652340719,1.1905513915177,1.1473787915457936,1.1497176832836253,1.1822905946928897,1.0811620773055497,1.0928636069919695,1.1010334027550208,1.0973115037649572,1.0523375843131386,1.0571060064178175,1.2238164319806077,1.0620943945474637,1.1369918651879096
2019-05-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0974013989066378,1.0429758163737273,1.116603840773773,1.1012502527261911,1.1859099197175718,1.1051512645002448,1.1260608556664413,1.254859799417611,1.0386467081660506,1.056438849862499,1.0940103720467655,1.1642025815437138,1.1470759412273102,1.137030874194083,1.159709937782648,1.0686844806862097,1.057780307386934,1.214496729606761,1.095114139688923,1.047784807752653,1.0499119791857725,1.4276553563414567,1.064904295261174,1.1625648374046953
2019-05-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1683572746316284,1.0592437542431277,1.1272823842196937,1.1589701212157795,1.2256513764762154,1.1404975123112766,1.118808086036929,1.2236414590111644,1.0565769751439082,1.0664113835315177,1.166679631353741,1.2545865032013295,1.2931237033679677,1.2388511928734602,1.246106401622177,1.113462417309945,1.0654972715530604,1.2963007760802565,1.156735612831708,1.0733906228504535,1.0615280235204076,1.5436695090783696,1.0780190673299617,1.3259711638945142
2019-05-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1666208396384687,1.060119417803588,1.111904427989673,1.1173760214573734,1.3001589323686797,1.1465744835763843,1.1087985840918355,1.2115666538390433,1.052754295359301,1.0635858120013655,1.1713841411409003,1.236962665715967,1.2022920201749177,1.2267900429774827,1.2399342011037093,1.1368881913572246,1.0669994588701583,1.2659191318714564,1.1408194617368188,1.0671499454123363,1.061165560986426,1.1914291602524856,1.060231813014329,1.2833522270702027
2019-05-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1780214149264354,1.0598793709364955,1.115192609803422,1.1422013986748154,1.3074727509921678,1.191160777768714,1.1057794544121315,1.2107370727424538,1.0484342455177853,1.0532723066606888,1.1667373848243228,1.2478393225057014,1.2344885071165603,1.2133925935932577,1.2237220944356857,1.1269343468974022,1.073874016370905,1.4007481514986913,1.1128462418429896,1.0643671451498253,1.0596266138283699,1.1695729693493002,1.0609181973648716,1.277606069462422
2019-05-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.166207332971707,1.0478716835366597,1.1105471602485244,1.1646873875230088,1.2961536421752962,1.1770755315590224,1.0949515260760292,1.1976015887225981,1.0537219961702966,1.0516746142590216,1.1605451415071257,1.2187733021414182,1.2270442201312328,1.2096612439873373,1.1876733319473518,1.109029104656555,1.0747401843241131,1.4399422805107158,1.1142131838703542,1.0541740936571025,1.0557653708884676,1.1537322543917423,1.064400113524121,1.2417278747973106
2019-05-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.153394036743228,1.0451385941573552,1.1176304086431448,1.1476423380781249,1.2247240234188623,1.2065598475478094,1.085536821821829,1.1882493641775689,1.039383286103094,1.052452789336478,1.1492715259311463,1.1802265230215316,1.244065331933162,1.207308468120658,1.1596426024580473,1.078528334509044,1.0772087103562589,1.3449060816627754,1.1135145327472251,1.0553913734398073,1.0551570512799686,1.133115012882743,1.0540204696009556,1.2278766703559465
