Estimador,Ecuación,Factor de olvido,Tamaño de ventana,Control_1_1 en validación,Control_1_1 en calibración,Control_2_1 en validación,Control_2_1 en calibración,RDI45_1_2 en validación,RDI45_2_1 en validación,RDI45_2_1 en calibración,RDI30_2_1 en validación,RDI30_3_2 en validación,RDI30_3_2 en calibración,Global en validación
LTP Max_0.8_10,max(LTP),0.8,10,-0.15307187440276537,-0.21944997969419,-0.13319275371353523,0.042998905040834146,0.13929712683518095,0.23316963986151573,0.20986299903223796,0.6495492340100275,0.5437474187016186,0.6378813183326378,0.22840514095306738
LTP Min_0.8_10,min(LTP),0.8,10,0.19406002933495445,0.13079868412996531,0.05181458781904466,0.07955745726453856,0.017521974034374298,0.1777989542690959,-0.0004731771966453377,0.7546977541342433,0.5893771422317673,0.8232943570642721,0.3152203978717663
LTP Area_0.8_10,mean(LTP),0.8,10,0.08236684664398938,0.031784020148108924,-0.0780007723872225,0.05783782536919123,0.05805453825824298,0.21276549059663363,0.11712881360267882,0.7070729630248993,0.6895873300043529,0.8521744176349156,0.2993532807670468
LTP Max_n0_0.8_10,max(LTP)-LTP(00:00),0.8,10,-0.24506448610238754,-0.20045389209374362,-0.14429085515511228,0.006794343834785767,0.13523431237623149,-0.40012137841657935,-0.6772540267904272,-0.37834888521398957,-0.5532142574451575,-0.8102439044124841,-0.2717921614240423
LTP Min_n0_0.8_10,min(LTP)-LTP(00:00),0.8,10,0.32960978882471414,0.2515930255463665,0.15217005518998733,0.04625746911449705,-0.26533075254635785,-0.64400666725165,-0.8624950043636522,-0.8238801845418718,-0.820521536109167,-0.8964729343478361,-0.3507501466937263
LTP Area_n0_0.8_10,mean(LTP)-LTP(00:00),0.8,10,-0.20620948786012078,-0.16168334102869722,-0.16641711542466417,-0.009889841243595366,0.06685109575567483,-0.6682958414760409,-0.9019241312799576,-0.7247659000102376,-0.6131552007790682,-0.8308251466415426,-0.4095880992086179
LTP Max_ma_0.8_10,"max(LTP)-moving_avg(LTP,10D)",0.8,10,-0.1284998693828383,-0.11395464039109104,-0.13019281542778585,0.036269514485974715,0.22568820059299885,0.033813109480724926,-0.014585300600212136,0.1851892782484283,-0.047616749227697576,-0.3806031439977681,0.0192589710439001
LTP Min_ma_0.8_10,"min(LTP)-moving_avg(LTP,10D)",0.8,10,0.3917111808647912,0.40037460385740864,0.14905073439396307,0.05951086456619995,0.2644157080768995,-0.3148747814825904,-0.48719119036080316,-0.2994403544361591,0.33915627923824493,0.589303709580544,0.07581514498197893
LTP Area_ma_0.8_10,"mean(LTP)-moving_avg(LTP,10D)",0.8,10,0.19574593029426823,0.20128138594405073,0.017346281206885313,0.1038725085364352,0.4473047733989319,-0.24116595128915075,-0.5899014075389365,0.00026679649215612165,0.4215888527373981,0.4512030775157559,0.13187277296608718
LTP Max_mnvu_0.8_10,(max(LTP)-mean(LTP))/var(LTP),0.8,10,0.3052886787154163,0.3737765837836301,0.0622889662619042,0.060357476896048534,-0.22523570536685406,-0.08946764673298116,-0.0017984135145651474,0.09739232418461205,0.5116404760086137,0.8073358073582853,0.10569225348908814
LTP Min_mnvu_0.8_10,(min(LTP)-mean(LTP))/var(LTP),0.8,10,,9.814477162856739e-17,-0.0014607453511310453,0.019400292209913184,0.14773395768655584,-0.046081759610910454,-0.05717123038763745,-0.4484793818968905,-0.6422575359224882,-0.8415082049271368,-0.19557365549337855
LTP Area_n0_1_0.8_10,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,10,-0.1378807799039131,-0.019815221263632183,-0.08191029967600276,-0.0785211075855638,0.16106773448581085,0.2142955402939624,0.10774535967729085,0.49054200605313575,0.5967101504014054,0.7192948498039027,0.21771988665470807
LTP diff_R_Neta_Avg_0.8_10,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.8,10,0.07253300877423506,0.050199183226870156,0.15388267899662442,0.09519350236536178,0.03991397044610123,0.8276571046737815,0.9723552842771696,0.7427851148515059,0.7552623556830168,0.85164694587162,0.45624249309039366
LTP diff_1h_0.8_10,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,10,0.13393741466875814,0.06835829329138514,0.15401380285359956,0.07318593622981533,0.08697733780475711,0.7931397657083197,0.9553139995436227,0.743079542138837,0.6738218854378646,0.8581359039548444,0.4550869601513144
LTP diff_min_0.8_10,min(LTP(x)-LTP(x-1min)),0.8,10,0.1810557798440537,0.21328885810464762,0.05826447800898999,-0.041663803861855545,-0.04599831037129726,-0.11530852234256893,-0.3376291932896556,-0.3073600419112738,-0.39834999583805425,-0.3751276369055521,-0.10922845497400993
LTP diff_R_Neta_Avg_norm_0.8_10,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,10,,-7.039535341991866e-17,0.10739891249571853,0.19798168006513817,0.36373259543146985,0.5769413897046382,0.8474624468583432,0.726678722961394,0.6243102494498741,0.7649790670013359,0.4648886727956769
LTP diff_1h_norm_0.8_10,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,10,-0.2871556986423866,-1.2806739414697172e-16,0.06917317992997538,0.130376755376915,0.36686344261278553,0.8091804701091435,0.9074407239302326,0.7714993931833847,0.7301594099199757,0.7942923913071257,0.4430219794763051
LTP diff_min_norm_0.8_10,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,10,-0.24350568135306677,-0.27245205544850903,-0.009698837059943888,0.020204473953660325,0.15015249751623536,-0.09461810717695504,-0.3151051229630628,-0.37799004342328757,-0.6045972215054454,-0.8472719755211842,-0.20978703214549596
LTP Max_0.8_100,max(LTP),0.8,100,,,-7.656892607014261e-17,7.516389796683143e-17,,0.8190095553262361,0.9838240092251185,-0.15980514205346597,0.5695531136709129,0.8129433382319651,0.3277221054104375
LTP Min_0.8_100,min(LTP),0.8,100,,,-2.480833204672621e-16,-3.4714641978722116e-17,,0.7607041217869254,0.8779248315056805,-0.06215715170366412,0.5043245712585686,0.7713352264315632,0.31557928797009277
LTP Area_0.8_100,mean(LTP),0.8,100,,,-4.900411268489127e-17,8.87383711357238e-17,,0.8280777037583814,0.9715882542564974,-0.11261238998384145,0.5888934187489412,0.820570317393692,0.3445914013980837
LTP Max_n0_0.8_100,max(LTP)-LTP(00:00),0.8,100,,,2.7564813385251342e-17,-2.1554058482806014e-16,-0.11468584282591036,-0.08555364144145337,-0.4171870741352511,-0.398763377582261,-0.4357621030509968,-0.7479413997401684,-0.19516451680562305
LTP Min_n0_0.8_100,min(LTP)-LTP(00:00),0.8,100,,,,,,,,-0.7727886443608721,-0.7139482254725579,,-0.48452312815964804
LTP Area_n0_0.8_100,mean(LTP)-LTP(00:00),0.8,100,,,,,,-0.7395393880408628,-0.9805046157581185,-0.45979783327891244,-0.3633514608060934,-0.7003939858054883,-0.400697806432925
LTP Max_ma_0.8_100,"max(LTP)-moving_avg(LTP,10D)",0.8,100,,,5.51296267705027e-17,1.8269784148594424e-16,,0.5983136965719287,0.6356509723193551,-0.12084940164488354,0.37029960877092943,-0.2089362059514903,0.22739033475383083
LTP Min_ma_0.8_100,"min(LTP)-moving_avg(LTP,10D)",0.8,100,,,-7.656892607014263e-18,1.9043493765604898e-16,,-0.6963627333334399,-0.9905682857609194,0.15408683551853478,0.5874801804511236,0.5526442514715494,-0.0018384503284334694
LTP Area_ma_0.8_100,"mean(LTP)-moving_avg(LTP,10D)",0.8,100,,,,,,-0.3970433118821342,-0.9407504173796419,0.03455379112098507,0.5660386557158872,0.2283094493666981,0.0496227639334052
LTP Max_mnvu_0.8_100,(max(LTP)-mean(LTP))/var(LTP),0.8,100,-1.1195921614018074e-17,,-1.7415878066250337e-17,-5.771927960810432e-17,,-0.5849148950371484,,0.10312568342586492,0.2415404059210627,0.5803150081646024,-0.028122988142636886
LTP Min_mnvu_0.8_100,(min(LTP)-mean(LTP))/var(LTP),0.8,100,,,-2.447811685813419e-17,3.173453093104514e-17,-0.034619588939854964,0.4709038204520022,,0.007274836729609923,-0.4459643100024419,-0.6780608672385714,-0.029287966162207725
LTP Area_n0_1_0.8_100,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,100,,,5.81923838133084e-17,1.5008483025771949e-16,0.0034202754473927127,0.5522939391040368,0.9521883567106231,-0.05038325204801524,0.5001745460643497,0.5728074322204613,0.2133022091437415
LTP diff_R_Neta_Avg_0.8_100,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.8,100,,,,,,0.7822565425679059,0.9817413261432395,0.26898918955886003,0.6957574011694463,,0.5025390540268893
LTP diff_1h_0.8_100,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,100,,,,,,0.7988621968703455,0.9817511817063134,0.3097514254423182,0.4593578281801974,0.7883858704764097,0.4115909014979062
LTP diff_min_0.8_100,min(LTP(x)-LTP(x-1min)),0.8,100,,,,,0.26517893660318176,,,0.26866330443655306,-0.2733021486424904,-0.7490314414139668,0.004774529390337211
LTP diff_R_Neta_Avg_norm_0.8_100,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,100,8.215913295658301e-18,,-1.990386064714324e-17,-1.313277662901033e-16,0.099000512156506,0.32354040866487266,,0.3491069854446222,0.3911117325584406,0.45535698636587973,0.24009621081817317
LTP diff_1h_norm_0.8_100,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,100,1.2362368704962159e-16,,-1.3987495347505254e-17,5.894625883937449e-17,0.3492031940679861,0.5274903718150551,,0.06628399932723329,0.4158622222200561,0.620882223052834,0.21458565814215697
LTP diff_min_norm_0.8_100,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,100,,,8.781801015995427e-17,3.2367053619522724e-17,-0.19993205846779769,0.541617321306804,,-0.21214090445584372,-0.40212708777164013,-0.6742494471846066,-0.09047105785260871
LTP Max_0.9_1,max(LTP),0.9,1,-0.03613971513859149,-0.09674779176345828,-0.0796533842265965,0.09016909554834557,0.12216177253429128,0.20210282967145018,0.15972513695672833,0.6612753114757135,0.48670702311015723,0.5209981930700326,0.24033046650404402
LTP Min_0.9_1,min(LTP),0.9,1,0.21995427654218216,0.15869317364957594,0.07024046932588157,0.1047578085535634,-0.03624327519212926,0.10052288091264212,-0.17697600226856117,0.722819258955007,0.6260000444050439,0.8587383311725302,0.2984954153575487
LTP Area_0.9_1,mean(LTP),0.9,1,0.11496340302608607,0.0760320541613217,-0.03667092448262096,0.10263070186344223,0.0646168777598417,0.16212700279203612,0.016342096085781365,0.7090197158315745,0.6913611605536575,0.8540339605492718,0.3013732202971079
LTP Max_n0_0.9_1,max(LTP)-LTP(00:00),0.9,1,-0.16370292916669402,-0.1321715550795921,-0.09895285092956903,0.03776912678625903,0.02850370760722033,-0.43257848189483206,-0.6981221765064668,-0.36129956774574623,-0.5720132186268286,-0.8016758664269554,-0.27566313152045346
LTP Min_n0_0.9_1,min(LTP)-LTP(00:00),0.9,1,0.26613479475578883,0.2501036932203444,0.09143715007659853,-0.008388809590817718,-0.32782961966491087,-0.7233418040030423,-0.9132958544751753,-0.7328712747088517,-0.7187981539607967,-0.7945753581596345,-0.3721010074319884
LTP Area_n0_0.9_1,mean(LTP)-LTP(00:00),0.9,1,-0.13194192483804285,-0.08464938938590973,-0.10889666104814699,0.010811123111354648,-0.06573750505032579,-0.7366270548873813,-0.9110647332235511,-0.6788343723011557,-0.6255769617213742,-0.823159241135251,-0.41095963055178186
LTP Max_ma_0.9_1,"max(LTP)-moving_avg(LTP,10D)",0.9,1,-0.0667861939855767,-0.06272701454915511,-0.07124101483835127,0.09199443526156523,0.10881710107950864,-0.026790158153228407,-0.11994958296253488,0.18527214239899975,-0.08445170515744528,-0.47111373306262394,0.008322791879826465
LTP Min_ma_0.9_1,"min(LTP)-moving_avg(LTP,10D)",0.9,1,0.3120627605003495,0.3170546697097864,0.13054963020565546,0.06867723990940153,0.27558379620956197,-0.37981755856645133,-0.6082746595651346,-0.27323321836528475,0.23528686096223586,0.3898099955097391,0.037150016598591656
LTP Area_ma_0.9_1,"mean(LTP)-moving_avg(LTP,10D)",0.9,1,0.12359177335604005,0.15743954409604782,0.055309066756439144,0.17120003697843034,0.38019032246182816,-0.3520497560480545,-0.6585854680438504,0.033984758195481364,0.26435350171559463,0.15467248283711457,0.07420526503873973
LTP Max_mnvu_0.9_1,(max(LTP)-mean(LTP))/var(LTP),0.9,1,0.28083833052193946,0.19749566400720703,0.018855456591355367,0.054869133199484325,-0.11894004442502662,-0.14154391695338142,-0.1678546824864909,-0.1898261101913908,0.4587179389856408,0.7352221426876013,0.042625973380686195
LTP Min_mnvu_0.9_1,(min(LTP)-mean(LTP))/var(LTP),0.9,1,-0.24653134533700535,-0.20178662402853526,-0.19478107947930767,0.03126062002029474,0.06820802526955141,0.004932023021204827,0.2157084375500364,-0.12707519613877905,-0.6056235923606302,-0.8244272526094277,-0.18954489906270747
LTP Area_n0_1_0.9_1,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,1,-0.1898562921146001,-0.08467347977064385,-0.1069312245053713,-0.12295989023707218,0.21875962295601795,0.1828489170445391,0.09140198537735895,0.4446509609771966,0.4842256227775064,0.4858834581698685,0.18382324256734042
LTP diff_R_Neta_Avg_0.9_1,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.9,1,0.06992838525327999,0.13360014736479137,0.1221303987915872,0.07392590561985339,0.15074075785078356,0.8236385476460871,0.9497647431685072,0.6623284791843986,0.6159150795270049,0.6767364787079748,0.42493444435678696
LTP diff_1h_0.9_1,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.9,1,0.10904621222501842,0.048099707898284855,0.1249746543333622,0.05802204113109555,0.2208813519311143,0.8399045030860728,0.9493628199807617,0.7652655143050737,0.6620582360891897,0.7747084707899673,0.4723975884438261
LTP diff_min_0.9_1,min(LTP(x)-LTP(x-1min)),0.9,1,0.08024046876917765,0.1031974044502358,0.01013798371164503,-0.052883066227802845,-0.03559287657205012,-0.15107542860181603,-0.33708274510303243,-0.3584749830685676,-0.3716863341905997,-0.35629436555324207,-0.1447199190805084
LTP diff_R_Neta_Avg_norm_0.9_1,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.9,1,-0.12251144533596021,0.15220872517069284,0.054648465668905195,0.16011090075989293,0.15902476903497048,0.3715628263628426,0.7082046395373325,0.6171974645136648,0.4224773432330084,0.46565865540637214,0.2736662722162176
LTP diff_1h_norm_0.9_1,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,1,-0.17489591573249588,-0.2617479845024794,-0.09371531865238511,0.07928697344462686,0.25532036289139165,0.5594625426300804,0.8020117050742606,0.7056859369564423,0.6377773571828973,0.6371606502198783,0.3305009556263432
LTP diff_min_norm_0.9_1,min((LTP(x)-LTP(x-1min))/var(LTP)),0.9,1,-0.14434070752799172,-0.09298667238361623,-0.008439312435694053,-0.017245731183822364,0.00927562704897927,0.011441057203273644,0.11227249920492573,-0.12733781982778217,-0.48843380729726077,-0.7579870895140572,-0.12923717361301182
LTP Max_0.9_2,max(LTP),0.9,2,-0.07989241991346628,-0.15923686839856174,-0.0835859555573513,0.08923222985913717,0.17922261813712773,0.20926715218853267,0.17822463763599738,0.6603643893819066,0.49660719205625614,0.5408348584369059,0.2442191927308821
LTP Min_0.9_2,min(LTP),0.9,2,0.21939201801067815,0.15560194891259624,0.05829696299457464,0.08198125874461039,0.005419992751186027,0.11704784327137781,-0.14240679428875486,0.73346919222347,0.6185686490985841,0.855706432345636,0.3081773262737013
LTP Area_0.9_2,mean(LTP),0.9,2,0.10244567850203797,0.05908034038066836,-0.04204743034283296,0.0977582080935552,0.09045438337545124,0.17439161070896358,0.04228977575584448,0.7119020197003306,0.6903878527305396,0.8617551386684297,0.3060773651985698
LTP Max_n0_0.9_2,max(LTP)-LTP(00:00),0.9,2,-0.19945640531829867,-0.16938300899539765,-0.09783673527816557,0.05152020610904488,0.07814537480523005,-0.4359768011372936,-0.7046463941930557,-0.35913555221238497,-0.5627938697376897,-0.7989341450101075,-0.2724188683200488
LTP Min_n0_0.9_2,min(LTP)-LTP(00:00),0.9,2,0.30469238217612615,0.29782356977487884,0.10434815551774047,-0.010096910326232774,-0.2991854204949231,-0.6990329006171847,-0.9037373616758703,-0.7676215890891371,-0.7791843178451787,-0.8400036771093158,-0.3689273821913717
LTP Area_n0_0.9_2,mean(LTP)-LTP(00:00),0.9,2,-0.1590837225591082,-0.10244006549876772,-0.10287075010041498,0.04801648108456759,0.023617916363444433,-0.7392364750405706,-0.9211968555148368,-0.7291608527830862,-0.6369610457500028,-0.8245537515113046,-0.41571732752133367
LTP Max_ma_0.9_2,"max(LTP)-moving_avg(LTP,10D)",0.9,2,-0.09773129868930212,-0.1000776469739685,-0.07425182580859722,0.09739741766539771,0.24705678778621246,-0.018563027458485204,-0.0800846255245011,0.18502561509995266,-0.07788079004054982,-0.4246070610068386,0.022547879769121454
LTP Min_ma_0.9_2,"min(LTP)-moving_avg(LTP,10D)",0.9,2,0.3351770878534048,0.3423118198821992,0.1254948454626399,0.0482863249827709,0.2761483486671394,-0.3686329919002981,-0.5912150344902596,-0.28323681996594,0.25036632776069784,0.42823842810600743,0.04358067231116092
LTP Area_ma_0.9_2,"mean(LTP)-moving_avg(LTP,10D)",0.9,2,0.12828128960543012,0.16128778273273264,0.055533458975063066,0.18787595027099582,0.4016016093907173,-0.3323564900441052,-0.6568652807544777,0.027957365621240845,0.28821800909862155,0.22242215101216806,0.08543559901631277
LTP Max_mnvu_0.9_2,(max(LTP)-mean(LTP))/var(LTP),0.9,2,0.1885079382276584,0.24375740667063597,0.0059781664371072575,0.036896936271483355,-0.16970981029319687,-0.13723146883624218,-0.1602295599906754,-0.1766959418953083,0.4647378451804412,0.7371716805247802,0.019951193722206658
LTP Min_mnvu_0.9_2,(min(LTP)-mean(LTP))/var(LTP),0.9,2,-0.3124184995612013,-0.34868518861246683,-0.19576074275304747,0.03987198442127607,0.11961987479267155,-0.0026415175625542314,0.19271238840257482,-0.16355184093932468,-0.6137067592012598,-0.8181126140109511,-0.20118869347061727
LTP Area_n0_1_0.9_2,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,2,-0.18701189127234819,-0.021378001406679316,-0.10162123638509123,-0.06691645605978203,0.21882143941611662,0.1929043158345552,0.10142771384973365,0.47077978854487573,0.5208368513903172,0.5634133528964281,0.19743039280941133
LTP diff_R_Neta_Avg_0.9_2,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.9,2,0.08745246579650523,0.08004923165155722,0.1332052515648102,0.08458647430117838,0.09171573467341636,0.8286960041281247,0.9620008396368973,0.6949979093278039,0.6698659648283956,0.7689713049519566,0.4389294826416815
LTP diff_1h_0.9_2,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.9,2,0.1222968820152345,0.05937025338557699,0.1270620714729082,0.05715033863061192,0.14059499158616431,0.8348452248634965,0.9549108755421231,0.7802324459886235,0.6866286974882605,0.8340279533483116,0.47072224948859137
LTP diff_min_0.9_2,min(LTP(x)-LTP(x-1min)),0.9,2,0.1277853056070758,0.18828429839587216,0.021402846950768013,-0.05710105574395359,-0.07286981022585298,-0.1550269526951751,-0.35310563726596417,-0.34982292570826196,-0.4002278068338992,-0.3695689062151407,-0.14471394396146484
LTP diff_R_Neta_Avg_norm_0.9_2,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.9,2,-0.15670277180099193,-1.820648499527759e-16,0.06225592229914345,0.22062605069510238,0.2199158466589074,0.4150906891747693,0.7479803725934564,0.64382565530882,0.5063993439464959,0.6060903720383498,0.31972236147925903
LTP diff_1h_norm_0.9_2,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,2,-0.22074341835668806,-0.32753794393635915,-0.13094993449245967,0.10839766043108273,0.2913313300786687,0.6009190996357764,0.8267966551727609,0.7392363028444607,0.7036664343861897,0.7519222169630029,0.3464621076140711
LTP diff_min_norm_0.9_2,min((LTP(x)-LTP(x-1min))/var(LTP)),0.9,2,-0.08467106711884258,-0.09457397640652727,0.0067392762400357775,0.015436820391005805,0.056043226689459526,0.011816675296545832,0.09868585277131467,-0.16461655658013505,-0.5130700633462997,-0.8009331636617797,-0.12195055643576987
LTP Max_0.9_3,max(LTP),0.9,3,-0.1058174073281451,-0.19843766812712998,-0.09561057534976959,0.0724714178656584,0.18182934352636526,0.21536978626013184,0.19155363120479885,0.659760366132395,0.5065914265962004,0.5737270023529782,0.2414799296357924
LTP Min_0.9_3,min(LTP),0.9,3,0.2133378004958444,0.15552502305182683,0.05837501307514821,0.08584449185095112,0.04565656596698545,0.13316516097160405,-0.10860232546811889,0.7459417324012603,0.6114833390003114,0.8460597129779074,0.3181979274651537
LTP Area_0.9_3,mean(LTP),0.9,3,0.09676165919990729,0.05217163124666816,-0.051516593906687114,0.08536917517407397,0.09339822273833337,0.18509965926639715,0.06427841689130673,0.7133669240326522,0.690889885289802,0.865670636667565,0.30754035923974576
LTP Max_n0_0.9_3,max(LTP)-LTP(00:00),0.9,3,-0.22211144511143563,-0.2073895057247447,-0.10884335036533757,0.036716167074503904,0.125505563316945,-0.4340574248968154,-0.7039198101086421,-0.3648870282175215,-0.5506147286329675,-0.7913617658920696,-0.2688483167423991
LTP Min_n0_0.9_3,min(LTP)-LTP(00:00),0.9,3,0.2968208117344721,0.2245120565383959,0.12574446522101404,0.022529584901599387,-0.24427735063778058,-0.6714966112822482,-0.8931222309548599,-0.7811446691803122,-0.8019033587224754,-0.8737884890613009,-0.35864452662164836
LTP Area_n0_0.9_3,mean(LTP)-LTP(00:00),0.9,3,-0.17899170434933764,-0.15799348569541866,-0.11433252470016181,0.036556135517930126,0.09379715949664176,-0.7296655244453906,-0.9208734296269868,-0.737040660060105,-0.6316747603726406,-0.8207199873445388,-0.40894429925983394
LTP Max_ma_0.9_3,"max(LTP)-moving_avg(LTP,10D)",0.9,3,-0.11276794972324848,-0.1205359737518973,-0.0894926201293129,0.07812805579902236,0.2568395748739352,-0.01012834244073434,-0.05075606213570863,0.19005732030695016,-0.0649559577030027,-0.36804196541665907,0.025128393682807358
LTP Min_ma_0.9_3,"min(LTP)-moving_avg(LTP,10D)",0.9,3,0.34517217300631925,0.35926800301018186,0.13043415046250195,0.05922090149798205,0.2714685819301489,-0.354760671967614,-0.5716787617559508,-0.2825443234317478,0.2680529321866575,0.4555158142133759,0.051221019538887455
LTP Area_ma_0.9_3,"mean(LTP)-moving_avg(LTP,10D)",0.9,3,0.1413094437436523,0.16617629651737592,0.04395065527476636,0.17044159380044074,0.4103904732237541,-0.30988328359469147,-0.6463333599906484,0.023385365384900703,0.3150879718487699,0.2831831063443391,0.09638006382359382
LTP Max_mnvu_0.9_3,(max(LTP)-mean(LTP))/var(LTP),0.9,3,0.25643877046613395,0.35044866576328815,0.007539511906223309,0.030602404844010642,-0.1861910766700576,-0.12999406765419608,-0.15329279963616643,-0.15537962832886063,0.47203286998183014,0.740864502278294,0.03315451807659908
LTP Min_mnvu_0.9_3,(min(LTP)-mean(LTP))/var(LTP),0.9,3,-0.2646240191389027,2.2215382909335987e-16,-0.23435848450312702,0.05529572276535535,0.14805861396390405,-0.013824689118525987,0.16976515824560942,-0.20189091572477322,-0.6217732055076707,-0.8156635377181888,-0.19902054456225662
LTP Area_n0_1_0.9_3,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.9,3,-0.14794310611295367,0.004024979581285918,-0.10329037091520712,-0.07221543170164128,0.19956478758848517,0.19995236451926315,0.10468502548200032,0.4725453926408856,0.5442082893009526,0.6120324554428643,0.20652448866579548
LTP diff_R_Neta_Avg_0.9_3,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.9,3,0.09206287610635501,0.08011266034902094,0.1270568877347101,0.06250727999383275,0.028327106975010806,0.8313583831779717,0.9685709805642992,0.7108211980482451,0.7177784800746514,0.8263181798757823,0.44380385106493225
LTP diff_1h_0.9_3,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.9,3,0.12473074772738468,0.06575482274194927,0.13122014424880696,0.05662527901687075,0.08047756143229266,0.8308917870659885,0.9583135160283339,0.7720039988271779,0.6922525598205521,0.8498176881292892,0.46384054265035257
LTP diff_min_0.9_3,min(LTP(x)-LTP(x-1min)),0.9,3,0.14979484093442885,0.18228040691483915,0.04633192837681295,-0.03684319863877427,-0.06750317313255609,-0.14391591634196968,-0.3609098140749262,-0.33340555933224264,-0.41468825008535176,-0.37795247514843455,-0.13389461126238963
LTP diff_R_Neta_Avg_norm_0.9_3,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.9,3,-0.23507099325907055,8.309047123229232e-17,0.05167035187489061,0.16506876299061243,0.2078451037650117,0.4560951515511465,0.7641744336904013,0.6652389621475321,0.5699807210447576,0.721630308412725,0.34359287959124174
LTP diff_1h_norm_0.9_3,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.9,3,-0.3115227885343117,-0.45669144617006374,-0.17994857508125578,0.15552181864157585,0.3015448919371509,0.660336775367616,0.8392526753926324,0.7518040442234366,0.7356690159821464,0.783672957971003,0.3431559396177945
LTP diff_min_norm_0.9_3,min((LTP(x)-LTP(x-1min))/var(LTP)),0.9,3,-0.1789195867761727,-0.2347440464729595,0.014379261682761445,0.031078083045050515,0.10081964061149952,-0.012460776064603224,0.06975785890020705,-0.195222706718842,-0.5310593962843206,-0.8279970053108392,-0.1376749833712
LTP Max_0.9_4,max(LTP),0.9,4,-0.12086914259169106,-0.2023384533877668,-0.10901029793281765,0.05092040344413243,0.17652770794751377,0.22128363093277212,0.1997148403444497,0.6586113693108657,0.5188996299114655,0.5999631870895348,0.2391707708622266
LTP Min_0.9_4,min(LTP),0.9,4,0.2102127670832348,0.1544654755509929,0.05506775116491443,0.08090834885685907,0.04145447169813923,0.14614531600353386,-0.07589830869802068,0.7533449310247696,0.6030622760142289,0.8330188120147366,0.318632580822318
LTP Area_0.9_4,mean(LTP),0.9,4,0.09353343838469455,0.0531662341382698,-0.06194396683654934,0.069762496816048,0.08278618905624538,0.1947034567658524,0.08257125788414768,0.7152917746878735,0.6937790747585081,0.8660977879955397,0.3068885240450622
LTP Max_n0_0.9_4,max(LTP)-LTP(00:00),0.9,4,-0.23697201406989696,-0.21287517114902332,-0.12242100161003767,0.015945016110606253,0.13392324347948134,-0.4269812656097355,-0.6973058758452861,-0.35403202060770345,-0.5347713313203636,-0.7828134934220566,-0.26588949866876904
LTP Min_n0_0.9_4,min(LTP)-LTP(00:00),0.9,4,0.2813568146173627,0.20961978910521595,0.12569403012706537,0.02712362839618327,-0.24702545796536976,-0.6370911714376883,-0.8871617058585639,-0.7818260322170051,-0.8122067843020063,-0.8896370132135215,-0.35585892150025217
LTP Area_n0_0.9_4,mean(LTP)-LTP(00:00),0.9,4,-0.19877318140441036,-0.17005163579389945,-0.13152054895754292,0.016361269698572687,0.09230778955626034,-0.7135728858081647,-0.9156377516415669,-0.7148017584203874,-0.6117888246985616,-0.8083825984767027,-0.40462969442529595
