Estimador,Ecuación,Factor de olvido,Tamaño de ventana,Control_1_1 en validación,Control_1_1 en calibración,Control_2_1 en validación,Control_2_1 en calibración,RDI45_1_2 en validación,RDI45_2_1 en validación,RDI45_2_1 en calibración,RDI30_2_1 en validación,RDI30_3_2 en validación,RDI30_3_2 en calibración,Global en validación
LTP Min_n0_0.8_2,min(LTP)-LTP(00:00),0.8,2,0.30120856283354375,0.2924886906766314,0.10402757916852251,-0.009634378565025857,-0.3044363964895453,-0.7013284373855019,-0.904275423836448,-0.7685831888664896,-0.7792165679240791,-0.8360227093717785,-0.3710448359501669
LTP Area_n0_0.8_2,mean(LTP)-LTP(00:00),0.8,2,-0.15648805478731811,-0.09979496071968667,-0.10870212214255474,0.03281551799991214,0.013360832213801667,-0.7409299748574063,-0.9209954111628388,-0.7346206387177183,-0.6427578734496395,-0.8267161889108124,-0.41979727995630256
LTP Max_ma_0.8_2,"max(LTP)-moving_avg(LTP,10D)",0.8,2,-0.09410941997456884,-0.09478102054419525,-0.07599397784124548,0.09309849132753652,0.24268907737329665,-0.01982293849651312,-0.08708013099360945,0.18423444558696148,-0.08366679867140396,-0.4360441402107145,0.02094816575743064
LTP Min_ma_0.8_2,"min(LTP)-moving_avg(LTP,10D)",0.8,2,0.33259983283677563,0.3389456877146765,0.12814873272531227,0.05440538208818809,0.27726693637919136,-0.3711763474225758,-0.5944265596027812,-0.28433215891287555,0.24794126800603417,0.42273120355296256,0.04263798554118696
LTP Area_ma_0.8_2,"mean(LTP)-moving_avg(LTP,10D)",0.8,2,0.1283663269530319,0.1619955388196771,0.052605580849459106,0.17844994106361695,0.3990575594780078,-0.3369353624197242,-0.6597102671727572,0.026788739715063948,0.2845850455412833,0.2106456414601029,0.08298188465523135
LTP Max_mnvu_0.8_2,(max(LTP)-mean(LTP))/var(LTP),0.8,2,0.18456438954568924,0.23788856771475397,0.01320397712837014,0.05841736072777273,-0.1588739678880307,-0.13701020065161826,-0.16131085081918156,-0.17489187338444329,0.4687565950263973,0.7418245325969263,0.023186994533311526
LTP Min_mnvu_0.8_2,(min(LTP)-mean(LTP))/var(LTP),0.8,2,-0.30672771103915786,-0.3332224794036757,-0.20144275364841965,0.036842304232048574,0.11060369729699715,-0.0033979848694235693,0.196090871914617,-0.16524460906089644,-0.6155204556891142,-0.8212956186946085,-0.20312212306017874
LTP Area_n0_1_0.8_2,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,2,-0.18869101426225982,-0.02923227384531019,-0.11216772358176251,-0.08845924747193384,0.21956516169781634,0.19189875045090235,0.09981935572546939,0.4680407914076029,0.5189916034219335,0.5528338099127044,0.19485405191792338
LTP diff_R_Neta_Avg_0.8_2,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.8,2,0.08472480923103233,0.0886317133842457,0.13409006562856857,0.08895864225731623,0.10190737247396221,0.8301056995810678,0.9608308082199858,0.6948090675913023,0.6667863533304332,0.7610788327810385,0.4396944894631264
LTP diff_1h_0.8_2,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,2,0.12164786075310832,0.05822064491610673,0.12959753286119424,0.062060815120413566,0.1527032881144279,0.8375338896049642,0.9544884693665844,0.7803683802677519,0.6872306251176503,0.8298899242422376,0.47338316483607346
LTP diff_min_0.8_2,min(LTP(x)-LTP(x-1min)),0.8,2,0.12312649526936296,0.18028424239232185,0.018067693880650146,-0.06287618800126593,-0.0659881827584295,-0.1556772601152367,-0.3528070749402945,-0.35425212357033153,-0.39850312979335434,-0.37197474554202,-0.14538255382580165
LTP diff_R_Neta_Avg_norm_0.8_2,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,2,-0.16530184373070214,1.032463604680485e-16,0.06224375102584139,0.2176117624111926,0.20660660585806648,0.4157032142731433,0.7439220481158285,0.6438839022265421,0.4987445679802056,0.5928310294268522,0.31511962388393927
LTP diff_1h_norm_0.8_2,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,2,-0.21093135342332345,-0.31982002961009226,-0.12879163718758252,0.10791274886970224,0.28711032793808267,0.6040577115830723,0.8243992255793584,0.7394623799987908,0.6998091216262374,0.7398979382797232,0.34752619378671007
LTP diff_min_norm_0.8_2,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,2,-0.08250590902619201,-0.09296791025403138,0.0010334180246688066,0.006476433739589816,0.04361398661066843,0.00923415253198688,0.09925573462266131,-0.15968152379186154,-0.5139388654193958,-0.8007832161374301,-0.12450426181828908
LTP Max_0.8_3,max(LTP),0.8,3,-0.096612936649797,-0.18517301523344915,-0.09495575769656582,0.0736023483758765,0.18122608584929825,0.21332192752213824,0.18676822130594325,0.6602136353241871,0.5073153951384124,0.5706274844074428,0.24278348882255257
LTP Min_0.8_3,min(LTP),0.8,3,0.21504528765236913,0.15601475252986438,0.061169011860275006,0.09010504880937036,0.04948885957203158,0.12776291818744118,-0.11964249715463679,0.7435238841000047,0.616372087817327,0.8502551048509168,0.3188788342220841
LTP Area_0.8_3,mean(LTP),0.8,3,0.10005660602525616,0.05603775918742663,-0.05081553721644478,0.08594005373589556,0.09523064267042296,0.1813374495485985,0.056841816507860375,0.7132726242454106,0.6940415648599916,0.8655334661985693,0.3083308677080863
LTP Max_n0_0.8_3,max(LTP)-LTP(00:00),0.8,3,-0.21569955525961582,-0.1966408051845528,-0.1096575611685061,0.03435557788952526,0.10853577785354794,-0.43493692661266,-0.704797978792063,-0.3723810680226488,-0.5599649969742517,-0.797318551790782,-0.2736829068850861
LTP Min_n0_0.8_3,min(LTP)-LTP(00:00),0.8,3,0.29786053738365825,0.2372196565965196,0.1222478922882616,0.016699798892261097,-0.261932903105922,-0.6779337574071287,-0.8962562291512788,-0.7860008453686955,-0.8020695683801394,-0.8678745088123637,-0.3637094875008975
LTP Area_n0_0.8_3,mean(LTP)-LTP(00:00),0.8,3,-0.17424692888337256,-0.14582734749850967,-0.11815896308097383,0.025783097091759324,0.0713086243434376,-0.7337679695711717,-0.9214177016289474,-0.7441288199151707,-0.6402439197102641,-0.8257972609154992,-0.4154402285877197
LTP Max_ma_0.8_3,"max(LTP)-moving_avg(LTP,10D)",0.8,3,-0.10762573473222582,-0.11269304155698796,-0.08873237565723048,0.07832923310625303,0.2518757938163525,-0.01205079855922276,-0.062006856512234795,0.18880626600343622,-0.07468998662090796,-0.3906451010440919,0.02308821525293825
LTP Min_ma_0.8_3,"min(LTP)-moving_avg(LTP,10D)",0.8,3,0.3420099635567097,0.3544830066381532,0.13245358271203744,0.062478795844393795,0.2741560670895977,-0.3597642057376857,-0.5786009394278152,-0.28407371979707674,0.26395432893023846,0.44753171714838147,0.04954564281984466
LTP Area_ma_0.8_3,"mean(LTP)-moving_avg(LTP,10D)",0.8,3,0.14001942067859835,0.16718269570868302,0.04382921106680805,0.16754546842799695,0.40861901749165674,-0.31826488866801084,-0.6517697122701634,0.023518270996299315,0.3087145121598141,0.2639590767219296,0.09324872554054552
LTP Max_mnvu_0.8_3,(max(LTP)-mean(LTP))/var(LTP),0.8,3,0.24265318356705504,0.32705026739136234,0.014613548123068025,0.05087020311542168,-0.17298959079006726,-0.1293781467967101,-0.15642583528666423,-0.1524631303176416,0.47711771953824533,0.7467085882129596,0.03617532265150741
LTP Min_mnvu_0.8_3,(min(LTP)-mean(LTP))/var(LTP),0.8,3,-0.26130845034403427,2.819217023011667e-16,-0.2370569320991822,0.05036667365554376,0.13578508119323465,-0.015073686751598751,0.17918148845093435,-0.2043705918324075,-0.6241626335826683,-0.8202105100648293,-0.20203185515623184
LTP Area_n0_1_0.8_3,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,3,-0.15792860823400076,-0.007731962556760998,-0.11278000744371644,-0.08995794211663949,0.2053144905357494,0.19792551583731477,0.10284625491329766,0.4706618708500048,0.5413165031150682,0.5971633151422414,0.2032193636356912
LTP diff_R_Neta_Avg_0.8_3,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.8,3,0.08966171065616584,0.08938513927568956,0.12988361940535817,0.07083049031096547,0.05043902573887257,0.8338087655181843,0.966978714001839,0.7119752506093404,0.7113127109656008,0.8134741127683395,0.4462989010590809
LTP diff_1h_0.8_3,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,3,0.12423397670501571,0.06380221355089057,0.13330464880357043,0.06110716754379582,0.1020855120661479,0.8352060009904148,0.9578815928281232,0.7755519592024708,0.6943560227244282,0.8465767897291882,0.46897176791364814
LTP diff_min_0.8_3,min(LTP(x)-LTP(x-1min)),0.8,3,0.1427957216169315,0.17911262794997382,0.0390644530284543,-0.04592840075766632,-0.06291726171467302,-0.14694243135836593,-0.3609853225739799,-0.34181241276027713,-0.41225523312994233,-0.38027559346411777,-0.13682992392448992
LTP diff_R_Neta_Avg_norm_0.8_3,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,3,-0.25586608891993884,-2.7493727832808945e-17,0.05482839749382816,0.1762522884368676,0.20181539006425467,0.4531337895083795,0.7593197011836105,0.6640431145437756,0.5565413517321656,0.6954770370980629,0.3372150607590144
LTP diff_1h_norm_0.8_3,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,3,-0.287824404052295,-0.4298152748040114,-0.1726187617390275,0.1592540288063723,0.30041879234842594,0.6674739945824754,0.8369998841657907,0.7520352767707846,0.7307058605669734,0.7720349973275085,0.34831936655165335
LTP diff_min_norm_0.8_3,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,3,-0.16022616050871952,-0.20925953617648255,0.007569853735144341,0.020699145703288933,0.0805108913972538,-0.015048136796609227,0.07194291123822298,-0.1906777683351967,-0.5324085237996748,-0.8271935243318501,-0.1405313536892773
LTP Max_0.8_4,max(LTP),0.8,4,-0.10961873226957887,-0.1904842734698347,-0.1060356245557533,0.05709631140807977,0.17840661649262246,0.21821755783539742,0.1936422564224848,0.6594027900769539,0.5189531775897539,0.5947469021632735,0.24147634842535495
LTP Min_0.8_4,min(LTP),0.8,4,0.21263215057401827,0.15525342307060627,0.05837360888986063,0.08593014280895057,0.04803588750847223,0.13823053622451814,-0.09369724613175336,0.7505401949835615,0.6112633770037978,0.8411942959186746,0.31995754420675
LTP Area_0.8_4,mean(LTP),0.8,4,0.09750342378965184,0.05640050407860223,-0.05925277465885708,0.07393111548717705,0.08905021588209325,0.18908650337400493,0.07168991523053442,0.7152386196469773,0.6981849940905832,0.8673223506410717,0.30866465007300786
LTP Max_n0_0.8_4,max(LTP)-LTP(00:00),0.8,4,-0.22849784481255986,-0.20227100039798926,-0.12072655437447509,0.01898149538455693,0.11682506586552688,-0.4295763946443902,-0.7002140012235375,-0.36703434341766206,-0.5488341700620357,-0.792639282096857,-0.2722190658510038
LTP Min_n0_0.8_4,min(LTP)-LTP(00:00),0.8,4,0.28827754638227143,0.22720887415794916,0.12363637010785296,0.02084076871063537,-0.2650327921818819,-0.6487834147201857,-0.8921953804420931,-0.7914036281547585,-0.8129686155877832,-0.8831066433655079,-0.36138407155167246
LTP Area_n0_0.8_4,mean(LTP)-LTP(00:00),0.8,4,-0.19072392021259063,-0.15647726709590679,-0.13197585023052144,0.011733309669186384,0.07188664198524512,-0.7217120234362111,-0.917593760622067,-0.730139662196723,-0.6266911632564663,-0.818341362615286,-0.41311568785954733
LTP Max_ma_0.8_4,"max(LTP)-moving_avg(LTP,10D)",0.8,4,-0.11359537944105187,-0.11073367554660063,-0.10335596723615433,0.0558373749855427,0.2545445126006606,-0.002862960759846072,-0.054550853897023265,0.1931847086033808,-0.0645189568274182,-0.35658852534456903,0.023854483675434253
LTP Min_ma_0.8_4,"min(LTP)-moving_avg(LTP,10D)",0.8,4,0.3524208352824018,0.36393762860489715,0.13362552802592406,0.059487614364199144,0.2733615131161625,-0.3516861010783572,-0.5626783682513996,-0.285819743828977,0.2796390756732849,0.46513716238113834,0.055651899608341826
LTP Area_ma_0.8_4,"mean(LTP)-moving_avg(LTP,10D)",0.8,4,0.15226746965652713,0.17897478982318252,0.029531985821217098,0.1360094250093943,0.41287273846911027,-0.3004689675378977,-0.6423875977292215,0.026006221920066852,0.3356814050659932,0.3089652738494382,0.10373877536894316
LTP Max_mnvu_0.8_4,(max(LTP)-mean(LTP))/var(LTP),0.8,4,0.24033351709791637,0.3346064692430425,0.022556996605669115,0.059365655302667054,-0.18263326509952474,-0.12119625652685928,-0.14887046502199977,-0.1242970935981698,0.4784528196642242,0.7460310452080727,0.04432121822013782
LTP Min_mnvu_0.8_4,(min(LTP)-mean(LTP))/var(LTP),0.8,4,-0.16335016827672705,-2.6395253098667095e-16,0.017486745645011396,0.023852697047394133,0.14850940104523744,-0.025557228208090275,0.1511102952050781,-0.24694766631462733,-0.6291370927933558,-0.8187737899237109,-0.15891401576257128
LTP Area_n0_1_0.8_4,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,4,-0.1492152520337981,-0.009613922939065937,-0.10578536381123384,-0.07581134326866601,0.19556540620766172,0.20464200606191904,0.10507031246952896,0.47900684165661694,0.5618582733613331,0.6364448402001651,0.20989436310091553
LTP diff_R_Neta_Avg_0.8_4,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.8,4,0.10179421893090247,0.09700796043308767,0.13914954242847116,0.08321741302063279,0.03762447038170346,0.8373276233552782,0.9705707867443655,0.7261531960506981,0.7143914091967728,0.8233325733141242,0.4515460643941507
LTP diff_1h_0.8_4,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,4,0.12551139012379223,0.06641757187730835,0.14063102125888546,0.071015353586673,0.0903008991107285,0.8299286522189465,0.9591493824652262,0.7698252822713494,0.6903397751398603,0.850781342060621,0.46578533117247123
LTP diff_min_0.8_4,min(LTP(x)-LTP(x-1min)),0.8,4,0.14846005002807355,0.20358945500438624,0.05605078380759251,-0.02431190504767612,-0.06537819857469702,-0.14208062167690005,-0.35931007432352974,-0.33113736171976915,-0.4159404099169409,-0.37853710096908294,-0.13163799306132945
LTP diff_R_Neta_Avg_norm_0.8_4,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,4,-0.23182943680622808,-1.6749968859773532e-16,0.05939091340382919,0.18309880663030606,0.22684475549678557,0.49235865751164504,0.7718073204126494,0.6831749616825246,0.5734586356933397,0.7251534840476386,0.3587996908417643
LTP diff_1h_norm_0.8_4,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,4,-0.3376149074193645,-0.4341398656341081,0.05426475199444399,0.15665872467896125,0.3163003065044564,0.7372426090161103,0.8493677881499047,0.7580540440435256,0.7393708368282897,0.7816923809341566,0.394030139050811
LTP diff_min_norm_0.8_4,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,4,-0.1801025338482749,-0.2339480616900737,0.0022129180117124343,0.016554249769412544,0.10466007326337164,-0.030698380838744654,0.04477188241409519,-0.2222699367953495,-0.5329004208713017,-0.8429205652345959,-0.14979179760790065
LTP Max_0.8_5,max(LTP),0.8,5,-0.12080568492835414,-0.1873362555887339,-0.11102382347886408,0.05303554803341952,0.17622890195043386,0.22239341265435802,0.1988356133982457,0.657533703419849,0.5301450790982233,0.6184822396178596,0.24067408999440665
LTP Min_0.8_5,min(LTP),0.8,5,0.20979257865404402,0.15308936324633643,0.05712620758854724,0.08525815858164631,0.04464680732618682,0.14818342428992998,-0.07022971863827092,0.7534215633324514,0.607658225422011,0.8368655888846162,0.320403182292985
LTP Area_0.8_5,mean(LTP),0.8,5,0.09652773562167598,0.059975654047264265,-0.06282616072334112,0.07053476296115734,0.08644427352294569,0.19580558499211387,0.08409020240456382,0.7143551239339794,0.7005303665203505,0.8679440456347587,0.3088935080278998
LTP Max_n0_0.8_5,max(LTP)-LTP(00:00),0.8,5,-0.23411937375873643,-0.19754423464268892,-0.12588380605809943,0.014257085438367805,0.12899898722358422,-0.4254091738407577,-0.6972777820659128,-0.3612056199176142,-0.5474641596080502,-0.7920558016627378,-0.2697036311723861
LTP Min_n0_0.8_5,min(LTP)-LTP(00:00),0.8,5,0.3001961105601519,0.24166017854617483,0.12355749684670411,0.01733835038298839,-0.2694065278254484,-0.6375439833153768,-0.8852620185058108,-0.8059564948405599,-0.8213521769143837,-0.8921615083844645,-0.3611345248780412
LTP Area_n0_0.8_5,mean(LTP)-LTP(00:00),0.8,5,-0.19219911817109642,-0.14717281826365,-0.13935924318120282,0.00513453371782749,0.08146370453343528,-0.7125211927616572,-0.9149350833527867,-0.7265726571981873,-0.6254000240382582,-0.8182855760475265,-0.41077031459290475
LTP Max_ma_0.8_5,"max(LTP)-moving_avg(LTP,10D)",0.8,5,-0.11775940283824488,-0.1027392574357131,-0.10902868435948644,0.050198186618559765,0.25740797952692784,0.0059985386039766615,-0.04916539193615241,0.1955231417477757,-0.05450470732185418,-0.32570259167217536,0.02619077866455229
LTP Min_ma_0.8_5,"min(LTP)-moving_avg(LTP,10D)",0.8,5,0.3611020532199686,0.37329103504832495,0.13570335896150285,0.058844727396539925,0.2774202539050558,-0.3426796172367569,-0.5463219624550452,-0.2892434639427498,0.2925526675376329,0.48790087824252054,0.0609355202130764
LTP Area_ma_0.8_5,"mean(LTP)-moving_avg(LTP,10D)",0.8,5,0.1677838596166831,0.1989870026411066,0.026004567423089382,0.1272003875563519,0.42385860089358357,-0.28421362507831666,-0.6328498827482949,0.022211478372149377,0.3567908711109557,0.34774699721760016,0.11307903496980062
LTP Max_mnvu_0.8_5,(max(LTP)-mean(LTP))/var(LTP),0.8,5,0.2374046878636198,0.32236462897089363,0.025982339882966245,0.0538531667625189,-0.20022168176090188,-0.11046983869061273,-0.13513429001803642,-0.08765985097507503,0.4866014802576689,0.7512444630825671,0.052467822736689804
LTP Min_mnvu_0.8_5,(min(LTP)-mean(LTP))/var(LTP),0.8,5,-0.19546203388642955,-2.8048678022686946e-17,0.01540398655140683,0.024874971013740282,0.1623560615325498,-0.04112782854630077,0.11374157133748856,-0.2955201728929264,-0.6329273084464166,-0.8176034124622908,-0.1732846393385298
LTP Area_n0_1_0.8_5,(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),0.8,5,-0.1372771133134472,0.0003313099281802503,-0.10000540762960189,-0.07328893325813618,0.18723176760856552,0.2086377372030844,0.10661125604248238,0.48531722624369755,0.5713309621585257,0.6608382764229981,0.2146860996884343
LTP diff_R_Neta_Avg_0.8_5,LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),0.8,5,0.09585091346314953,0.08212020961340694,0.14431041396008362,0.0904776722324511,0.03603601592506507,0.8386264413985967,0.9711104061319107,0.7352526305510514,0.7210330983723455,0.832282749111796,0.45399650174497774
LTP diff_1h_0.8_5,LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),0.8,5,0.12764880091757208,0.06553950097925484,0.1432143670830519,0.07061781848948384,0.08588481530928463,0.8227899490666158,0.9583199387047048,0.7647692785398221,0.6856729784202601,0.8512184135255603,0.462982470334254
LTP diff_min_0.8_5,min(LTP(x)-LTP(x-1min)),0.8,5,0.17039557310962164,0.2175991778656718,0.06449392684516526,-0.013423800009303473,-0.07893541490172179,-0.1384069718251317,-0.3567624198450088,-0.3247640012468267,-0.41289788143167316,-0.3776259339865514,-0.1263723041425266
LTP diff_R_Neta_Avg_norm_0.8_5,(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),0.8,5,,-1.172665145051218e-16,0.06910887432064336,0.20062955068615085,0.2393810512033815,0.5199661441685829,0.7846865031477598,0.696539740224082,0.5863523039479803,0.7485779475307066,0.41363887495984464
LTP diff_1h_norm_0.8_5,(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),0.8,5,-0.3455973834063695,-0.4330380621406042,0.0543790423014532,0.1534737781215405,0.3357959084872899,0.762769411628289,0.8571917068937697,0.7646964883966361,0.741206414401919,0.7927230464829211,0.40009592772545366
LTP diff_min_norm_0.8_5,min((LTP(x)-LTP(x-1min))/var(LTP)),0.8,5,-0.1688933047107441,-0.21263639892864777,0.003892718071161891,0.022341204395084843,0.12097280915334711,-0.04787208906715574,-0.0042265264544810825,-0.24801889732376195,-0.5408837966265847,-0.8476863900162501,-0.15575811718573462
