,LTP_1,LTP_2,LTP_3,LTP_1_std,LTP_2_std,LTP_3_std,DIFF_1,DIFF_2,DIFF_3,DIFF_1_std,DIFF_2_std,DIFF_3_std
0.0,-0.7934332270888816,-0.3604276484740296,0.2138291139968727,0.4412967623813075,1.3323845373915204,0.6300057292747763,-0.0015574954674164065,-0.0018512761119973005,0.0029513243089131975,0.002612659904741283,0.0058332929187314905,0.002605398291996441
0.1,-0.7998262451330347,-0.37163966379743885,0.23085741291042505,0.4355350714115064,1.3183631544307455,0.6183561450380142,-0.0014746622561108904,-0.001853229396719473,0.002831790473711873,0.0026135454748563024,0.0057597856516313235,0.002566904933958
0.2,-0.8065153537131889,-0.38345244257119093,0.24858637678795245,0.4295840674741792,1.3039658776816196,0.6058272418720637,-0.0013883914341542615,-0.001854743523754513,0.002701442296863026,0.002614771596932603,0.005691206808615411,0.002530545820742313
0.30000000000000004,-0.8129742639108245,-0.39497405988526024,0.26545138603994817,0.42416192013481285,1.2928898294544415,0.5937196032570673,-0.0013085035748416382,-0.001854640165242217,0.0025734498054070442,0.0026125071557514005,0.005623713273861742,0.002501887898464099
0.4,-0.8192710786962918,-0.40648082788349466,0.2814541076211434,0.41918671231019,1.2826052758372446,0.5818025634158069,-0.001236146759589234,-0.0018538887608905985,0.0024472008562905962,0.0026039350079871595,0.005561133061930596,0.0024793596128201145
0.5,-0.8254144956264832,-0.4178492190486121,0.2965923069827088,0.4145911165253612,1.2724594216677922,0.5700211893453906,-0.001169233546984116,-0.0018518612872985257,0.002324369172895514,0.0025933349424988542,0.0055171172478881815,0.0024624038593030056
0.6000000000000001,-0.8314343850432256,-0.42903984000472667,0.3110977868927195,0.41029832538982625,1.2638998373935948,0.5584168312728091,-0.001106579506003078,-0.001846466645271827,0.002205981848925572,0.0025845003453213926,0.005477700471729619,0.002456653001216798
0.7000000000000001,-0.8372718848253254,-0.43995854646837396,0.3253225813097414,0.4064116661798817,1.256456260164011,0.5471542893663653,-0.0010485530178177941,-0.0018388260145818652,0.0020909097942688635,0.0025750734382757197,0.005444981573134034,0.0024715255285712593
0.8,-0.8428560468062719,-0.4505082713217594,0.3393066173189896,0.40297261682805746,1.250579196845609,0.5366823737740497,-0.000995588011830084,-0.001830456125108763,0.0019780556411675585,0.002563518704952931,0.005413096044809933,0.0024955765215052307
0.9,-0.8482571957341916,-0.46079495349839955,0.352844285083828,0.39969167127612104,1.2454049492199428,0.5263561568786275,-0.0009474851017016626,-0.0018219123454403686,0.0018685193448996881,0.002550791346514763,0.005378908044810337,0.002537120903411716
1.0,-0.8534682104898178,-0.47085057652735807,0.3658737905451042,0.39668676462973174,1.2404649082607406,0.5161467204626252,-0.0009039648736330305,-0.0018136494339799807,0.0017645761593460627,0.002537616341739331,0.005346278239432419,0.002585446415827668
1.1,-0.8584759560292455,-0.4807907040458877,0.3784248186694992,0.3941091149029102,1.2354799807349202,0.5056328599470803,-0.0008647035274248766,-0.0018045320406671747,0.00166677017070379,0.0025245999485897586,0.005316895815001851,0.0026380282379677377
1.2000000000000002,-0.8633202146281519,-0.4907048057646648,0.39029332209453593,0.39175254680756655,1.2302563733404228,0.4949708463979614,-0.0008291379315529998,-0.001793207046682987,0.0015761206102104328,0.0025122441951360326,0.00529859108018609,0.002694363571350929
1.3,-0.8680141177532941,-0.5004425769476952,0.4018349266903086,0.3895420092242353,1.2246679477462195,0.4845757114735695,-0.0007972030272476073,-0.0017802689223196267,0.0014919739241814657,0.0025018129346681007,0.005293909925543679,0.0027554891127448606
1.4000000000000001,-0.8725789865913334,-0.5100361783609927,0.41299618558736223,0.3874706518069679,1.21892903033027,0.4742042224830302,-0.0007685472956007488,-0.0017672626292821007,0.001413148918567488,0.002493852042362171,0.005293613040444255,0.0028200824570613937
