Fecha UTC,T_Amb_Avg,H_Relat_Avg,Rad_Glob_Avg,Rad_Par_Avg,R_Neta_Avg,VPD_Avg,Precipitaciones
2015-06-26 18:00,36.21,19.73,333.7,705.4,-47.34,5.233,0
2015-06-26 18:30,35.39,19.49,233,495.9,-76.83,4.828,0
2015-06-26 19:00,34.53,19.69,137.1,292.2,-77.58,4.625,0
2015-06-26 19:30,33.16,26.94,56.14,122.4,-77.76,4.402,0
2015-06-26 20:00,31.27,29.51,8.59,20.74,-78.59,3.713,0
2015-06-26 20:30,29.84,30.75,0.406,0.751,-77.26,3.216,0
2015-06-26 21:00,28.8,32.7,0,0,-75.39,2.913,0
2015-06-26 21:30,27.63,35.81,0,0,-71.75,2.665,0
2015-06-26 22:00,26.11,40.58,0,0.002,-62.93,2.375,0
2015-06-26 22:30,24.22,46.59,0.001,0.004,-62.44,2.013,0
2015-06-26 23:00,22.74,51.89,0.001,0.039,-56.49,1.616,0
2015-06-26 23:30,21.33,56.61,0.002,0.125,-55.8,1.332,0
2015-06-27 0:00,20.73,58.41,0.016,0.088,-54.04,1.101,0
2015-06-27 0:30,19.96,60.96,0.011,0.139,-54.43,1.017,0
2015-06-27 1:00,19.89,62.12,0.011,0.095,-55.97,0.911,0
2015-06-27 1:30,20.38,58.55,0.006,0.073,-53.9,0.879,0
2015-06-27 2:00,19.48,60.55,0.009,0.085,-54.47,0.992,0
2015-06-27 2:30,19.43,59.69,0.007,0.084,-56.48,0.893,0
2015-06-27 3:00,19.46,58.42,0.006,0.046,-57.08,0.909,0
2015-06-27 3:30,19.11,59.55,0.003,0.044,-60.93,0.94,0
2015-06-27 4:00,19.21,55.91,0,0.01,-64.26,0.895,0
2015-06-27 4:30,20.23,48.76,0.001,0.029,-66.93,0.982,0
2015-06-27 5:00,20.92,41.18,0.658,1.166,-54.31,1.216,0
2015-06-27 5:30,21.27,37.26,11.02,23.08,4.229,1.456,0
2015-06-27 6:00,21.84,36.6,64.27,108,79.32,1.587,0
2015-06-27 6:30,23.12,35.15,149,256.6,160,1.659,0
2015-06-27 7:00,24.65,32.81,245.2,433,241.4,1.836,0
2015-06-27 7:30,26.54,28.66,345.9,624.9,317.8,2.086,0
2015-06-27 8:00,28.59,26.29,448.3,824,384.9,2.476,0
2015-06-27 8:30,31.5,21.73,547.9,1020,451.1,2.889,0
2015-06-27 9:00,33.3,19.44,643.5,1210,504.1,3.622,0
2015-06-27 9:30,34.4,17.93,657,1389,550.9,4.123,0
2015-06-27 10:00,35.64,16.66,749.5,1552,582,4.465,0
2015-06-27 10:30,36.78,15.16,880,1692,601.5,4.857,0
2015-06-27 11:00,38.01,13.81,938,1813,621.6,5.262,0
2015-06-27 11:30,38.54,13.65,980,1903,614.8,5.717,0
2015-06-27 12:00,39.27,12.92,1007,1966,607.9,5.892,0
2015-06-27 12:30,39.75,12.55,1022,2004,592.7,6.181,0
2015-06-27 13:00,40.6,12.12,1019,2009,576.4,6.367,0
2015-06-27 13:30,40.87,12.01,1004,1989,516.1,6.695,0
2015-06-27 14:00,41.13,12.4,969,1929,463,6.801,0
2015-06-27 14:30,40.22,13.72,925,1855,415.2,6.868,0
2015-06-27 15:00,40.62,13.13,866,1745,365.9,6.442,0
2015-06-27 15:30,40.79,12.8,797.1,1614,299.6,6.623,0
2015-06-27 16:00,40.05,13.25,717.8,1465,229.3,6.709,0
2015-06-27 16:30,39.64,13.57,629.4,1294,155.8,6.416,0
2015-06-27 17:00,39.54,14.05,533.5,1104,83.9,6.254,0
2015-06-27 17:30,39.17,14.91,435.4,908,9.62,6.187,0
2015-06-27 18:00,38.53,15.08,332.7,697.7,-48.65,6.007,0
2015-06-27 18:30,37.74,15.9,232.6,489.1,-76.9,5.792,0
2015-06-27 19:00,36.39,17.8,138.3,289.6,-77.91,5.497,0
2015-06-27 19:30,34.77,20.22,57.28,120.5,-76.01,4.993,0
2015-06-27 20:00,32.44,22.83,8.93,20.45,-74.85,4.434,0
2015-06-27 20:30,30.74,23.95,0.407,0.74,-72.39,3.763,0
2015-06-27 21:00,28.9,27,0,0,-69.41,3.369,0
2015-06-27 21:30,27.15,30.5,0,0,-65.2,2.91,0
2015-06-27 22:00,25.58,34.49,0,0.004,-58.91,2.502,0
2015-06-27 22:30,24.23,40.06,0,0.028,-59.75,2.149,0
2015-06-27 23:00,22.7,48.05,0.003,0.096,-59.65,1.815,0
2015-06-27 23:30,22.32,48.6,0.004,0.193,-60.09,1.435,0
2015-06-28 0:00,22.71,45.79,0.005,0.185,-58.5,1.385,0
2015-06-28 0:30,21.79,46.67,0.006,0.171,-57.42,1.496,0
2015-06-28 1:00,22,43.82,0.002,0.226,-56.4,1.391,0
2015-06-28 1:30,21.16,47.36,0.004,0.068,-56.54,1.485,0
2015-06-28 2:00,20.77,47.58,0.005,0.045,-53.93,1.321,0
2015-06-28 2:30,20.65,47.72,0.004,0.053,-57.67,1.285,0
2015-06-28 3:00,20.87,46.31,0.004,0.048,-55.92,1.272,0
2015-06-28 3:30,20.21,47.46,0,0.049,-52.22,1.325,0
2015-06-28 4:00,19.19,52.09,0,0.05,-56.21,1.244,0
2015-06-28 4:30,18.88,49.31,0.001,0.035,-56.32,1.066,0
2015-06-28 5:00,19.23,45.2,0.599,1.075,-43.73,1.105,0
2015-06-28 5:30,19.1,46.13,10.9,22.54,10.39,1.221,0
2015-06-28 6:00,19.55,46.59,64.32,107.9,82.6,1.191,0
2015-06-28 6:30,21.02,44.95,149.2,256,158.8,1.214,0
2015-06-28 7:00,23.67,36.24,246.6,434.4,237.9,1.374,0
2015-06-28 7:30,26.59,28.74,350.2,631.5,315.3,1.873,0
2015-06-28 8:00,28.92,24.25,454.4,833,383.5,2.483,0
2015-06-28 8:30,30.85,20.89,555.7,1032,448.8,3.023,0
2015-06-28 9:00,33.34,17.37,651.9,1222,500.9,3.529,0
2015-06-28 9:30,34.49,15.8,681.6,1399,538.3,4.241,0
2015-06-28 10:00,36.06,14.42,801,1560,567.9,4.605,0
2015-06-28 10:30,37.53,13.25,889,1699,578.2,5.104,0
2015-06-28 11:00,38.25,12.69,945,1817,593,5.607,0
2015-06-28 11:30,38.7,12.26,987,1907,585.7,5.866,0
2015-06-28 12:00,39.03,12.1,1014,1970,580.8,6.039,0
2015-06-28 12:30,39.87,11.87,1023,1998,559.3,6.157,0
2015-06-28 13:00,40.31,12.88,1014,1993,533.1,6.457,0
2015-06-28 13:30,39.87,13.43,1001,1979,516,6.536,0
2015-06-28 14:00,41.22,11.86,977,1934,477.7,6.342,0
2015-06-28 14:30,42.05,10.92,938,1865,425.7,6.939,0
2015-06-28 15:00,41.43,11.01,882,1762,359.7,7.325,0
2015-06-28 15:30,40.99,12.36,809,1630,298.5,7.082,0
2015-06-28 16:00,40.14,16.5,727.9,1479,226.2,6.818,0
2015-06-28 16:30,38.57,20.03,635.9,1304,150.8,6.211,0
2015-06-28 17:00,37.98,21.19,537.1,1107,79.93,5.464,0
2015-06-28 17:30,37.03,22.61,433.5,902,13.24,5.217,0
2015-06-28 18:00,35.89,26.36,331.6,697,-39.92,4.867,0
2015-06-28 18:30,34.73,28.81,227.9,481,-65.21,4.351,0
2015-06-28 19:00,33.41,32.09,133,280.5,-67.61,3.944,0
2015-06-28 19:30,31.47,39.43,56.25,116.7,-71.94,3.499,0
2015-06-28 20:00,29.47,43.03,10.27,21.19,-72.05,2.8,0
2015-06-28 20:30,27.97,44.93,0.388,0.697,-70.85,2.346,0
2015-06-28 21:00,27.12,44.46,0,0,-69.01,2.078,0
2015-06-28 21:30,26.35,45.82,0,0.001,-67.53,1.995,0
2015-06-28 22:00,25.74,48.44,0,0.004,-66.13,1.86,0
2015-06-28 22:30,24.99,50.98,0.001,0.013,-65.28,1.707,0
2015-06-28 23:00,24.51,53.19,0.003,0.036,-64.54,1.552,0
2015-06-28 23:30,24.1,53.37,0.003,0.062,-63.89,1.439,0
2015-06-29 0:00,23.81,52.8,0.007,0.12,-61.85,1.399,0
2015-06-29 0:30,23.29,52.01,0.007,0.127,-61.01,1.392,0
2015-06-29 1:00,22.48,57.21,0.01,0.122,-62.35,1.372,0
2015-06-29 1:30,21.99,60.94,0.005,0.172,-60.3,1.165,0
2015-06-29 2:00,21.26,63.94,0.002,0.144,-59.69,1.032,0
2015-06-29 2:30,20.63,66.21,0.002,0.117,-59.49,0.912,0
2015-06-29 3:00,20.35,66.18,0.002,0.073,-58.46,0.821,0
2015-06-29 3:30,19.99,67.48,0,0.076,-59.39,0.808,0
2015-06-29 4:00,19.89,69.13,0.001,0.102,-61.81,0.76,0
2015-06-29 4:30,20.08,71.26,0.001,0.051,-64.23,0.717,0
2015-06-29 5:00,20.05,74.83,0.504,0.987,-55.91,0.675,0
2015-06-29 5:30,19.46,80.3,10.05,20.85,-10.65,0.59,0
2015-06-29 6:00,19.14,83.8,55.18,97.3,57.25,0.446,0
2015-06-29 6:30,19.64,84.3,132.6,231.1,140,0.358,0
2015-06-29 7:00,20.85,81.2,231.2,408.1,215.6,0.36,0
2015-06-29 7:30,22.24,73.34,330.9,596.9,291.6,0.465,0
2015-06-29 8:00,23.41,67.18,430.6,792.4,361.9,0.717,0
2015-06-29 8:30,24.77,61.82,531.2,989,424.5,0.946,0
2015-06-29 9:00,26.16,56.7,626,1176,478.3,1.194,0
2015-06-29 9:30,27.28,52.83,669,1359,526.5,1.471,0
2015-06-29 10:00,28.43,48.51,791.9,1533,553.1,1.711,0
2015-06-29 10:30,29.47,44.73,867,1670,573.5,1.996,0
2015-06-29 11:00,30.47,40.6,919,1786,589.9,2.277,0
2015-06-29 11:30,31.11,38.5,960,1878,591.8,2.59,0
2015-06-29 12:00,32.31,34.71,989,1946,579.8,2.782,0
2015-06-29 12:30,32.54,32.95,1004,1987,566.7,3.16,0
2015-06-29 13:00,33.27,31.19,1005,1999,542.8,3.289,0
2015-06-29 13:30,34.11,30.76,987,1971,512.4,3.513,0
2015-06-29 14:00,35.08,28.17,966,1932,476.3,3.709,0
2015-06-29 14:30,36.06,25.52,921,1853,423.3,4.058,0
2015-06-29 15:00,36.23,26,868,1754,367.3,4.442,0
2015-06-29 15:30,35.59,29.79,794.7,1620,312.8,4.455,0
2015-06-29 16:00,34.93,33.61,713.5,1468,240.4,4.085,0
2015-06-29 16:30,34.24,36.05,625,1295,160.7,3.719,0
2015-06-29 17:00,33.24,38.42,531.5,1109,91.1,3.448,0
2015-06-29 17:30,32.32,40.72,430.1,906,21.63,3.14,0
2015-06-29 18:00,31.59,43.81,331.1,702.8,-41.3,2.87,0
2015-06-29 18:30,30.44,45.91,232.6,497,-62.34,2.611,0
2015-06-29 19:00,29.45,49.16,138.3,296.3,-62.88,2.355,0
2015-06-29 19:30,28.16,52.97,57.69,123,-66.28,2.091,0
2015-06-29 20:00,26.56,58.25,9.63,21.27,-69.81,1.796,0
2015-06-29 20:30,25.5,60.77,0.392,0.748,-68.64,1.452,0
2015-06-29 21:00,24.61,63.58,0.001,0.006,-66.85,1.28,0
2015-06-29 21:30,23.88,65.67,0.002,0.025,-64.71,1.127,0
2015-06-29 22:00,23.23,69.83,0.004,0.045,-62.68,1.017,0
2015-06-29 22:30,22.57,73.49,0.005,0.085,-61.63,0.86,0
2015-06-29 23:00,22.1,74.35,0.007,0.183,-62.06,0.726,0
2015-06-29 23:30,21.52,77.34,0.007,0.176,-61.54,0.682,0
2015-06-30 0:00,21,80,0.003,0.149,-62.63,0.582,0
2015-06-30 0:30,20.69,81.2,0.005,0.195,-62.74,0.497,0
2015-06-30 1:00,20.08,83,0.005,0.18,-61.91,0.459,0
2015-06-30 1:30,19.59,84.9,0.005,0.152,-63.94,0.399,0
2015-06-30 2:00,19.41,86.4,0.001,0.079,-63.72,0.343,0
2015-06-30 2:30,19.36,87.5,0.003,0.121,-61.44,0.307,0
2015-06-30 3:00,19.28,88.5,0,0.069,-60.81,0.28,0
2015-06-30 3:30,19.15,89.2,0,0.024,-62.78,0.257,0
2015-06-30 4:00,19,89.6,0,0.022,-62.41,0.239,0
2015-06-30 4:30,18.64,89.9,0,0.039,-59.9,0.228,0
2015-06-30 5:00,18.39,90.3,0.401,0.812,-51.51,0.216,0
2015-06-30 5:30,18.18,90.6,7.231,16.27,-19.83,0.205,0
2015-06-30 6:00,18.29,91,38.35,74.52,42.94,0.195,0
2015-06-30 6:30,19.28,91.2,108.9,188,129,0.189,0
2015-06-30 7:00,20.65,87.5,200.5,344.4,184.1,0.197,0
2015-06-30 7:30,21.93,80.7,294.4,510.7,153,0.305,0
2015-06-30 8:00,22.29,76.97,270.9,510,386.7,0.51,0
2015-06-30 8:30,23.49,71.57,573.7,1022,458.4,0.62,0
2015-06-30 9:00,24.52,66.61,678.1,1230,471.1,0.824,0
2015-06-30 9:30,24.93,64.45,655.4,1326,515,1.028,0
2015-06-30 10:00,25.74,60.97,785.4,1492,534.2,1.122,0
2015-06-30 10:30,26.51,57.59,847,1609,562.6,1.293,0
2015-06-30 11:00,27.17,54.6,907,1734,564.7,1.469,0
2015-06-30 11:30,27.61,53.98,939,1807,557,1.635,0
2015-06-30 12:00,27.77,54.36,940,1828,577.7,1.7,0
2015-06-30 12:30,28.1,52.88,1000,1949,564.8,1.702,0
2015-06-30 13:00,28.5,51.12,997,1954,539.5,1.792,0
2015-06-30 13:30,29.13,48.32,986,1940,506.6,1.903,0
2015-06-30 14:00,29.26,47,964,1900,471.5,2.086,0
2015-06-30 14:30,29.42,46.01,919,1822,423.3,2.155,0
2015-06-30 15:00,29.22,46.75,866,1724,370.9,2.216,0
2015-06-30 15:30,29.08,46.64,800,1602,315.4,2.16,0
2015-06-30 16:00,28.75,46.36,724.2,1459,243.4,2.147,0
2015-06-30 16:30,28.63,46.52,639,1295,167.2,2.118,0
2015-06-30 17:00,28.28,48,544,1111,93.6,2.097,0
2015-06-30 17:30,27.6,49.05,443.8,915,22.78,1.998,0
2015-06-30 18:00,27.47,47.45,340.6,708.5,-37.51,1.881,0
2015-06-30 18:30,26.88,49.32,236.8,497.6,-65.87,1.925,0
2015-06-30 19:00,25.95,53,142.4,300.8,-69.81,1.794,0
2015-06-30 19:30,24.81,58.77,58.97,126,-73.09,1.576,0
2015-06-30 20:00,23.59,64.59,9.33,20.9,-73.1,1.293,0
2015-06-30 20:30,22.74,67.74,0.299,0.689,-70.69,1.031,0
2015-06-30 21:00,22.02,70.84,0.006,0.156,-69.04,0.892,0
2015-06-30 21:30,21.36,74.22,0.005,0.137,-67.13,0.772,0
2015-06-30 22:00,20.73,77.93,0.006,0.175,-66.39,0.655,0
2015-06-30 22:30,20.21,80.9,0.005,0.217,-66.33,0.54,0
2015-06-30 23:00,19.75,83.1,0.002,0.195,-68.59,0.452,0
2015-06-30 23:30,19.3,85,0.003,0.175,-68.7,0.389,0
2015-07-01 0:00,18.98,86.6,0.001,0.075,-58.76,0.335,0
2015-07-01 0:30,18.76,87.8,0,0.029,-17.26,0.293,0
2015-07-01 1:00,19.17,87.7,0.001,0.062,-15.85,0.265,0
2015-07-01 1:30,19.37,86.1,0.001,0.048,-17.42,0.273,0
2015-07-01 2:00,19.46,84.4,0.002,0.082,-26.07,0.313,0
2015-07-01 2:30,19.41,83,0.004,0.108,-29.82,0.352,0
2015-07-01 3:00,19.33,82.7,0.003,0.101,-66.3,0.384,0
2015-07-01 3:30,18.88,83.1,0,0.09,-58.44,0.389,0
2015-07-01 4:00,18.24,85,0.001,0.056,-68.57,0.368,0
2015-07-01 4:30,17.38,86,0,0.023,-65.67,0.315,0
2015-07-01 5:00,16.31,87,0.388,0.772,-56.44,0.279,0
2015-07-01 5:30,15.79,88.2,7.655,17.03,-7.272,0.241,0
2015-07-01 6:00,16.28,89.6,30.4,62.07,20.94,0.212,0
2015-07-01 6:30,17.35,90.1,56.39,113.4,61.1,0.193,0
2015-07-01 7:00,18.32,89.7,97.4,193.7,115.6,0.195,0
2015-07-01 7:30,19.26,87.1,191.5,364.4,297.4,0.216,0
2015-07-01 8:00,21.17,79.62,433.6,767.7,382.6,0.288,0
2015-07-01 8:30,22.28,71.23,552,986,437.9,0.517,0
2015-07-01 9:00,23.53,66.97,632.4,1152,489.2,0.773,0
2015-07-01 9:30,24.56,62.41,696.9,1324,528,0.963,0
2015-07-01 10:00,25.6,59.1,790.6,1485,551.2,1.16,0
2015-07-01 10:30,26.48,55.23,862,1623,556.8,1.344,0
2015-07-01 11:00,26.74,54.95,910,1731,565.4,1.548,0
2015-07-01 11:30,26.62,57.24,951,1828,569.1,1.582,0
2015-07-01 12:00,27.04,50.59,980,1897,568.2,1.491,0
2015-07-01 12:30,27.74,47.72,998,1943,557.8,1.765,0
2015-07-01 13:00,28.68,43.97,1003,1963,535.2,1.949,0
2015-07-01 13:30,29.12,41.79,991,1948,505.8,2.203,0
2015-07-01 14:00,29.85,35.37,972,1915,466,2.35,0
2015-07-01 14:30,30.14,34.9,934,1850,410,2.719,0
2015-07-01 15:00,30.42,31.72,865,1726,373.3,2.785,0
2015-07-01 15:30,30.23,37.84,824,1657,302.8,2.969,0
2015-07-01 16:00,29.66,40.33,735.8,1495,158,2.674,0
2015-07-01 16:30,28.5,41.72,497.1,1033,100.1,2.483,0
2015-07-01 17:00,27.69,42.5,394.9,824,77.04,2.268,0
2015-07-01 17:30,27.25,42.83,320.5,657,83.8,2.135,0
2015-07-01 18:00,26.89,48.57,362.9,728.3,31.96,2.068,0
2015-07-01 18:30,26.31,55.15,244.7,495.6,-14.47,1.823,0
2015-07-01 19:00,24.53,62.59,161.6,318.8,-35.5,1.54,0
2015-07-01 19:30,23.24,67.51,45.6,86.8,-52.82,1.153,0
2015-07-01 20:00,22.44,72,6.631,13.22,-54.04,0.926,0
2015-07-01 20:30,21.89,74.15,0.264,0.437,-49.57,0.761,0
2015-07-01 21:00,21.66,72.74,0.007,0.14,-45.83,0.678,0
2015-07-01 21:30,21.42,74.01,0.006,0.104,-45.43,0.706,0
2015-07-01 22:00,21.34,73.45,0.006,0.151,-42.82,0.663,0
2015-07-01 22:30,21.19,73.87,0.01,0.152,-41.98,0.674,0
2015-07-01 23:00,21.16,72.4,0.01,0.175,-40.61,0.657,0
2015-07-01 23:30,21.03,74.01,0.003,0.15,-39.02,0.693,0
2015-07-02 0:00,20.83,76.18,0.004,0.136,-37.53,0.647,0
2015-07-02 0:30,20.67,77.19,0.001,0.106,-36.63,0.586,0
2015-07-02 1:00,20.6,77.9,0.004,0.136,-39.09,0.556,0
2015-07-02 1:30,20.48,78.7,0.003,0.127,-39.53,0.536,0
2015-07-02 2:00,20.32,79.62,0.002,0.086,-46.91,0.513,0
2015-07-02 2:30,20.24,80.2,0.001,0.087,-48.77,0.486,0
2015-07-02 3:00,20.11,81.2,0.003,0.084,-48.46,0.469,0
2015-07-02 3:30,19.97,82.2,0.001,0.081,-48.13,0.443,0
2015-07-02 4:00,19.77,83.1,0.001,0.098,-54.02,0.415,0
2015-07-02 4:30,19.52,83.5,0,0.035,-54.25,0.389,0
2015-07-02 5:00,18.54,83.9,0.26,0.635,-46,0.374,0
2015-07-02 5:30,17.95,86.2,7.999,17.59,2.704,0.343,0
2015-07-02 6:00,18.15,87.9,52.53,95.5,62.28,0.285,0
2015-07-02 6:30,19.45,87,123.2,220.7,157.6,0.252,0
2015-07-02 7:00,21.3,80.6,239.9,414.4,239.4,0.294,0
2015-07-02 7:30,23.02,71.75,342.7,600.7,303.1,0.494,0
2015-07-02 8:00,24.12,66.81,423.6,759.3,387.9,0.796,0
2015-07-02 8:30,24.87,62.97,533.1,969,449.1,0.997,0
2015-07-02 9:00,25.91,58.03,624.1,1152,507.2,1.164,0
2015-07-02 9:30,27.06,53.76,710.3,1328,556.9,1.403,0
2015-07-02 10:00,27.75,49.73,790.9,1494,591.3,1.655,0
2015-07-02 10:30,28.66,45.58,860,1637,606.4,1.873,0
2015-07-02 11:00,30.03,40.02,920,1763,617.4,2.138,0
2015-07-02 11:30,30.94,34.71,964,1859,621,2.55,0
2015-07-02 12:00,31.03,32.81,991,1924,605.6,2.924,0
2015-07-02 12:30,31.54,31.23,1004,1962,584.5,3.024,0
2015-07-02 13:00,32.17,29.64,1003,1972,570.6,3.187,0
2015-07-02 13:30,32.91,28.59,987,1953,525,3.379,0
2015-07-02 14:00,33.33,28.52,958,1904,472.7,3.574,0
2015-07-02 14:30,33.22,32.58,907,1812,434.5,3.663,0
2015-07-02 15:00,33.2,31.47,865,1736,378.6,3.435,0
2015-07-02 15:30,33.17,27.74,805,1621,320,3.487,0
2015-07-02 16:00,33.55,25.58,727.9,1476,251.3,3.67,0
2015-07-02 16:30,33.29,29.58,639,1311,171.1,3.861,0
2015-07-02 17:00,32.72,30.38,542.9,1128,97.9,3.6,0
2015-07-02 17:30,32.41,30.56,441.7,929,22.27,3.448,0
2015-07-02 18:00,32.17,28.33,340.1,721.1,-39.5,3.378,0
2015-07-02 18:30,31.33,28.92,239.1,512.2,-65.7,3.44,0
2015-07-02 19:00,30.08,30.78,147.8,314.7,-66.2,3.256,0
2015-07-02 19:30,28.75,34.13,64.6,141.6,-67.24,2.952,0
2015-07-02 20:00,27.17,39.91,10.44,22.79,-68.29,2.602,0
2015-07-02 20:30,25.68,45.83,0.308,0.635,-66.62,2.165,0
2015-07-02 21:00,24.77,45.99,0,0.005,-66.04,1.788,0
2015-07-02 21:30,24.05,49.17,0.002,0.014,-64.6,1.687,0
2015-07-02 22:00,22.81,55.35,0.003,0.048,-62.04,1.523,0
2015-07-02 22:30,21.83,58.37,0.007,0.083,-62.47,1.24,0
2015-07-02 23:00,21.38,58.17,0.007,0.128,-62.53,1.089,0
2015-07-02 23:30,21.07,58.59,0.01,0.172,-62.43,1.065,0
2015-07-03 0:00,21.12,57.68,0.007,0.178,-61.82,1.034,0
2015-07-03 0:30,21.09,58.35,0.009,0.17,-61.37,1.06,0
2015-07-03 1:00,20.82,59.68,0.006,0.185,-62.17,1.041,0
2015-07-03 1:30,20.57,59.69,0.009,0.206,-61,0.991,0
2015-07-03 2:00,20.28,59.71,0.007,0.19,-58.42,0.976,0
2015-07-03 2:30,19.84,60.73,0.003,0.197,-54.97,0.958,0
2015-07-03 3:00,18.77,64.95,0.003,0.106,-52.03,0.909,0
2015-07-03 3:30,17.77,69.29,0.001,0.071,-53.45,0.759,0
2015-07-03 4:00,17.04,72.22,0.001,0.022,-57.31,0.625,0
2015-07-03 4:30,16.95,69.79,0.001,0.023,-55.81,0.539,0
2015-07-03 5:00,16.53,68.06,0.299,0.663,-47.77,0.583,0
2015-07-03 5:30,16.09,69.26,7.695,16.98,-9.78,0.6,0
2015-07-03 6:00,16.4,70.59,46.9,86,57.82,0.562,0
2015-07-03 6:30,18.45,64.76,123.6,217.5,139.1,0.548,0
2015-07-03 7:00,20.76,55.24,219.2,386.1,219.7,0.751,0
2015-07-03 7:30,22.61,49.93,321,572.1,294.8,1.099,0
2015-07-03 8:00,24.83,46.34,423.5,765.4,362.6,1.377,0
2015-07-03 8:30,26.22,44.05,521.2,954,424.9,1.685,0
2015-07-03 9:00,27.94,36.99,620.3,1147,471.5,1.907,0
2015-07-03 9:30,28.29,33.23,641.3,1324,517.8,2.373,0
2015-07-03 10:00,29.41,32.22,739.1,1484,549.6,2.567,0
2015-07-03 10:30,30.68,30.26,852,1621,571.4,2.783,0
2015-07-03 11:00,31.49,28.78,908,1738,580.9,3.077,0
2015-07-03 11:30,32.39,26.61,946,1824,578.8,3.291,0
2015-07-03 12:00,32.87,26.94,970,1887,576.9,3.568,0
2015-07-03 12:30,33.09,28.81,981,1922,557.6,3.65,0
2015-07-03 13:00,33.46,28.36,981,1934,542.9,3.6,0
2015-07-03 13:30,34.35,26.23,970,1920,505.7,3.699,0
2015-07-03 14:00,34.52,25.49,944,1879,462.5,4.003,0
2015-07-03 14:30,34.42,27.92,905,1814,415.9,4.081,0
2015-07-03 15:00,34.16,31.53,846,1710,366.2,3.926,0
2015-07-03 15:30,34.44,30.97,778.9,1585,309.7,3.676,0
2015-07-03 16:00,34.8,30.33,697,1430,243.1,3.764,0
2015-07-03 16:30,34.82,30.88,608.6,1260,172.4,3.875,0
2015-07-03 17:00,34.92,29.3,517.4,1081,97.3,3.848,0
2015-07-03 17:30,33.47,35.87,416.3,881,30.48,3.96,0
2015-07-03 18:00,32.65,37.92,316.2,675.9,-23.47,3.315,0
2015-07-03 18:30,31.67,37,217.5,467.3,-49.48,3.064,0
2015-07-03 19:00,31,32.67,132.1,284.3,-56.46,2.941,0
2015-07-03 19:30,30.13,33.45,55.71,118.8,-59.88,3.025,0
2015-07-03 20:00,29.07,33.85,10.05,20.83,-61.94,2.846,0
2015-07-03 20:30,27.96,38.01,0.335,0.633,-59.55,2.661,0
2015-07-03 21:00,26.94,44.02,0,0,-56.87,2.338,0
2015-07-03 21:30,25.65,47.64,0,0,-55.63,1.989,0
2015-07-03 22:00,24.69,49.34,0,0,-54.87,1.724,0
2015-07-03 22:30,23.88,51.23,0.001,0.007,-53.27,1.575,0
2015-07-03 23:00,23.05,53.69,0.003,0.041,-53.44,1.445,0
2015-07-03 23:30,22.53,56.37,0.004,0.078,-52.98,1.305,0
2015-07-04 0:00,22.34,56.24,0.006,0.105,-53.79,1.191,0
2015-07-04 0:30,22.23,54.76,0.009,0.1,-53.38,1.181,0
2015-07-04 1:00,22.16,53.39,0.009,0.112,-52.82,1.212,0
2015-07-04 1:30,22.64,45.53,0.011,0.151,-53.44,1.245,0
2015-07-04 2:00,22.76,42.02,0.008,0.179,-52.66,1.497,0
2015-07-04 2:30,22.23,43.17,0.007,0.168,-52.58,1.605,0
2015-07-04 3:00,21.15,48.3,0.01,0.148,-49.09,1.524,0
2015-07-04 3:30,19.68,55.09,0.004,0.171,-47.19,1.298,0
2015-07-04 4:00,18.71,59.85,0,0.113,-48.12,1.03,0
2015-07-04 4:30,18.27,61.47,0.001,0.1,-43.41,0.866,0
2015-07-04 5:00,17.89,65.55,0.297,0.594,-42.06,0.808,0
2015-07-04 5:30,17.57,68.67,6.066,14.21,-18.65,0.706,0
2015-07-04 6:00,17.52,69.47,38.08,73.04,23.67,0.629,0
2015-07-04 6:30,18.91,68.42,92.3,173.5,86.4,0.611,0
2015-07-04 7:00,21.47,56.21,169.1,309.2,139.7,0.694,0
2015-07-04 7:30,23.56,49.64,237.4,436.4,233.7,1.124,0
2015-07-04 8:00,24.95,43.05,361.9,664,342.1,1.466,0
2015-07-04 8:30,26.98,37.2,500.2,918,412,1.8,0
2015-07-04 9:00,28.1,33.16,601.6,1102,466.4,2.241,0
2015-07-04 9:30,28.91,30.17,685,1292,503.6,2.542,0
2015-07-04 10:00,29.89,27.82,762.1,1449,532.2,2.784,0
2015-07-04 10:30,30.74,26.02,833,1589,552.5,3.044,0
2015-07-04 11:00,32.3,22.65,889,1705,569.8,3.276,0
2015-07-04 11:30,32.84,23.91,928,1795,574.6,3.743,0
2015-07-04 12:00,33.63,24.1,957,1865,563.9,3.793,0
2015-07-04 12:30,33.59,25.8,969,1902,555.6,3.955,0
2015-07-04 13:00,34.09,24.09,971,1915,539.5,3.858,0
2015-07-04 13:30,35.15,22.92,961,1903,473.3,4.059,0
2015-07-04 14:00,35.65,23.29,886,1767,456.9,4.372,0
2015-07-04 14:30,35.87,23.14,870,1740,425,4.472,0
2015-07-04 15:00,37,22.4,851,1707,365.7,4.535,0
2015-07-04 15:30,36.79,22.75,775.7,1567,308.5,4.874,0
2015-07-04 16:00,36.28,23.92,698,1421,243.7,4.796,0
2015-07-04 16:30,36.27,24.86,608.3,1250,160.7,4.592,0
2015-07-04 17:00,35.94,26.45,511.7,1062,86.9,4.534,0
2015-07-04 17:30,35.65,26.69,413.2,866,27.51,4.355,0
2015-07-04 18:00,35.6,25.61,308.8,654,-22.16,4.274,0
