Classifier, Accuracy
LDA, 0.6303631196522087
Nearest Neighbors, 0.6583029903498315
Linear SVM, 0.687900817251161
RBF SVM, 0.33968292400600486
Gaussian Process, 0.6662266582838937
Decision Tree, 0.6244797151883531
Random Forest, 0.6019576413071451
Neural Net, 0.6676265318225574
AdaBoost, 0.6559578305714571
Naive Bayes, 0.5981873118473079
QDA, 0.4080339226313126
