,40Z0MTrain20140,80Z0MTrain20140,120Z0MTrain20140,40Z4MTrain20140,80Z4MTrain20140,120Z4MTrain20140,40Z8MTrain20140,80Z8MTrain20140,120Z8MTrain20140
CNN,0.663332952461232,0.6891574208253566,0.5942014446227929,0.5465641231252313,0.625024716774839,0.479658607458616,0.40450396084178664,0.5108656595678492,0.4881583556725084
LDA,0.6244853950373506,0.6074247766196529,0.6096159315378976,0.44182865704497076,0.6449638559217857,0.3613292003008661,0.5297418063463782,0.4086738546582939,0.36001430779118354
Nearest Neighbors,0.6549113457465708,0.6543074810122714,0.6543074810122714,0.567341893604861,0.6617439802822286,0.6295905921398034,0.5144050618130332,0.5751495151064823,0.5991275520141291
Linear SVM,0.697867304387966,0.7036370035719873,0.7004351691824752,0.49694410006308337,0.7163511472004532,0.6349934453507832,0.4813341026037512,0.4897939390704988,0.5461775493457438
Random Forest,0.7188861703287405,0.7198530324033211,0.7150248228260527,0.5110358546610306,0.7262389404548663,0.6552022168580834,0.5039396885606547,0.5292485541684512,0.5982265728307281
BEST,0.7188861703287405,0.7198530324033211,0.7150248228260527,0.567341893604861,0.7262389404548663,0.6552022168580834,0.5297418063463782,0.5751495151064823,0.5991275520141291
