Dataset,QDA accuracy,Dissim accuracy
iris,0.9866666666666667,0.9733333333333333
digits,0.9563154798677769,0.11212535632418388
wine,0.9626984126984127,0.8301587301587302
breast_cancer,0.9538842626752397,0.8360651417729524
covtype,0.5039627933459344,0.4060286272204122
