Classifier, Accuracy
LDA, 0.6254306209476396
Nearest Neighbors, 0.594895917708309
Linear SVM, 0.6044558720927585
RBF SVM, 0.3333333333333333
Gaussian Process, 0.3333333333333333
Decision Tree, 0.6076873449900163
Random Forest, 0.40905242041497275
Neural Net, 0.6119733082785808
AdaBoost, 0.6187372886917037
Naive Bayes, 0.44661123522728996
QDA, 0.48131195407872546
