Fecha,TDV Control (µm) P1,TDV Control (µm) P12,TDV 45RDI-PB (µm) P6,TDV 45RDI-PB (µm) P8,TDV 45RDI-CC (µm) P3,TDV 45RDI-CC (µm) P5
2015-08-03 03:14:30.655,-88.29999999999995,59.700000000000045,42219.135077025465,-88.29999999999995,-1482,-1537.7000000000003
2015-08-03 03:29:30.650,-84.40000000000009,65.5,42219.145493634256,-84.40000000000009,-1482.6999999999998,-1538.3000000000002
2015-08-03 03:44:30.645,-79.09999999999991,68.09999999999991,42219.155910243055,-79.09999999999991,-1487.5,-1541.7000000000003
2015-08-03 03:59:30.640,-70.79999999999995,71.29999999999995,42219.16632685185,-70.79999999999995,-1483.9,-1544.3000000000002
2015-08-03 04:14:30.635,-66.90000000000009,80.89999999999986,42219.176743460645,-66.90000000000009,-1488.1999999999998,-1549.6
2015-08-03 04:29:30.630,-62.200000000000045,89.20000000000005,42219.18716006944,-62.200000000000045,-1487.5,-1554.8000000000002
2015-08-03 04:44:30.625,-56.40000000000009,95.59999999999991,42219.19757667824,-56.40000000000009,-1490,-1552.2000000000003
2015-08-03 04:59:30.620,-48.59999999999991,99.5,42219.20799328704,-48.59999999999991,-1491.1,-1556.2000000000003
2015-08-03 05:14:30.615,-46.09999999999991,106.59999999999991,42219.21840989583,-46.09999999999991,-1489.2999999999997,-1555.6
2015-08-03 05:29:30.610,-40.299999999999955,113.70000000000005,42219.22882650463,-40.299999999999955,-1491.1,-1554.8000000000002
2015-08-03 05:44:30.605,-32.5,119.5,42219.23924311343,-32.5,-1489.2999999999997,-1556.2000000000003
2015-08-03 05:59:30.600,-36.40000000000009,122,42219.24965972222,-36.40000000000009,-1491.1,-1556.2000000000003
2015-08-03 06:14:30.595,-30.5,122,42219.26007633102,-30.5,-1492.4,-1559.5
2015-08-03 06:29:30.590,-26.59999999999991,131,42219.27049293982,-26.59999999999991,-1490,-1555.6
2015-08-03 06:44:30.585,-29.90000000000009,126.39999999999986,42219.28090954861,-29.90000000000009,-1493.6,-1553.6
2015-08-03 06:59:30.580,-32.5,126.39999999999986,42219.29132615741,-32.5,-1497.7999999999997,-1549.6
2015-08-03 07:14:30.575,-37.700000000000045,118.70000000000005,42219.301742766205,-37.700000000000045,-1498.4,-1553.6
2015-08-03 07:29:30.570,-40.299999999999955,119.5,42219.312159375,-40.299999999999955,-1504.6,-1550.8000000000002
2015-08-03 07:44:30.565,-50.59999999999991,113.70000000000005,42219.322575983795,-50.59999999999991,-1506.9,-1544.9
2015-08-03 07:59:30.560,-57.799999999999955,102.70000000000005,42219.332992592594,-57.799999999999955,-1513,-1548.9
2015-08-03 08:14:30.555,-66.09999999999991,97.5,42219.34340920139,-66.09999999999991,-1516.6,-1546.9
2015-08-03 08:29:30.550,-80.5,88.59999999999991,42219.35382581018,-80.5,-1525.6999999999998,-1551.6
2015-08-03 08:44:30.545,-87.5,85.39999999999986,42219.36424241898,-87.5,-1532.4,-1556.8000000000002
2015-08-03 08:59:30.540,-107.70000000000005,71.29999999999995,42219.37465902778,-107.70000000000005,-1546.9,-1556.8000000000002
