,Fecha,estado real,estado estimado,error,probabilidad estado 1,probabilidad estado 2,probabilidad estado 3
LTP Control_1,2015-05-10,1.0,1.0,0.0,0.8943325655495666,0.10486729103642602,0.0008001434140072865
LTP Control_1,2015-05-11,1.0,1.0,0.0,0.8074253424167135,0.18931998432240857,0.003254673260877914
LTP Control_1,2015-05-12,1.0,2.0,-1.0,0.13107143576705724,0.6003985407101693,0.2685300235227735
LTP Control_1,2015-05-13,1.0,1.0,0.0,0.9000428721241959,0.09932770023883002,0.0006294276369741635
LTP Control_1,2015-05-14,1.0,1.0,0.0,0.9194592621021137,0.08015472001306222,0.000386017884823935
LTP Control_1,2015-05-15,1.0,1.0,0.0,0.9144587777231064,0.08505569147499313,0.000485530801900455
LTP Control_1,2015-05-16,1.0,1.0,0.0,0.9050803783021415,0.09435831339808368,0.000561308299774858
LTP Control_1,2015-05-17,1.0,1.0,0.0,0.9150419824233756,0.08450742150131246,0.00045059607531178133
LTP Control_1,2015-05-18,1.0,1.0,0.0,0.9322881447240013,0.0674137328158565,0.0002981224601422783
LTP Control_1,2015-05-19,1.0,1.0,0.0,0.9196108710212783,0.08008054609103922,0.0003085828876823987
LTP Control_1,2015-05-20,1.0,1.0,0.0,0.8395900506759331,0.1588606013223905,0.0015493480016764295
LTP Control_1,2015-05-21,1.0,1.0,0.0,0.9004059968896744,0.09906811533401788,0.0005258877763078975
LTP Control_1,2015-05-22,1.0,1.0,0.0,0.8756203957369274,0.12342903881444593,0.0009505654486266901
LTP Control_1,2015-05-23,1.0,1.0,0.0,0.895795676443335,0.10360679443172802,0.0005975291249369295
LTP Control_1,2015-05-24,1.0,1.0,0.0,0.95499178115259,0.04491713355426429,9.108529314567334e-05
LTP Control_1,2015-05-25,1.0,1.0,0.0,0.91526828947298,0.08426541348580417,0.00046629704121602713
LTP Control_1,2015-05-26,1.0,1.0,0.0,0.9138169604150295,0.08575695732245167,0.0004260822625189083
LTP Control_1,2015-05-27,1.0,1.0,0.0,0.9192964140873354,0.08034366783372991,0.0003599180789346752
LTP Control_1,2015-05-28,1.0,1.0,0.0,0.9125176016710803,0.08704409187828373,0.0004383064506357926
