Fecha,DDA,Precipitación,ETo,Riego Control,Riego RDI45,Riego RDI30,Riego BOSCH,Estado Control_1,Estado Control_2,Estado Control_3,Estado RDI45_1,Estado RDI45_2,Estado RDI45_3,Estado RDI30_1,Estado RDI30_2,Estado RDI30_3,Estado BOSCH_1,Estado BOSCH_2,Estado BOSCH_3
2019-09-28,271,0.0,14.43,10.44,13.92,10.5,6.36,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0
2019-09-29,272,0.0,13.33,10.44,13.92,10.5,6.36,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
2019-09-30,273,0.0,11.66,10.44,11.31,10.5,6.87,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
2019-10-01,274,0.0,16.4,11.42,11.31,10.5,6.87,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
2019-10-02,275,0.0,14.72,11.42,11.31,10.5,6.87,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
2019-10-03,276,0.0,14.53,11.42,11.54,8.58,8.61,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
2019-10-04,277,0.0,13.91,11.42,11.54,8.58,8.61,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
2019-10-05,278,0.0,11.76,11.42,11.54,8.58,8.61,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
2019-10-06,279,0.0,11.91,11.42,11.54,8.58,8.61,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
2019-10-07,280,0.0,14.78,11.42,11.54,12.66,8.61,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0
2019-10-08,281,0.0,12.91,16.44,11.54,12.66,8.61,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0
2019-10-09,282,0.0,10.91,16.44,11.54,12.66,8.61,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0
2019-10-10,283,0.0,10.48,16.44,10.51,12.66,9.21,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0
2019-10-11,284,0.0,8.76,16.44,10.51,12.66,9.21,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
2019-10-12,285,0.0,13.69,16.44,10.51,12.66,9.21,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0
2019-10-13,286,0.0,10.7,16.44,10.51,12.66,9.21,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0
2019-10-14,287,0.0,10.38,16.44,10.51,12.66,9.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0
2019-10-15,288,0.0,7.61,14.83,10.51,12.66,9.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0
2019-10-16,289,0.0,9.85,14.83,13.32,12.17,11.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
2019-10-17,290,0.0,9.7,14.83,13.32,12.17,11.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
2019-10-18,291,0.0,8.17,14.83,13.32,12.17,11.31,,,,,,,,,,,,
2019-10-19,292,0.0,8.83,14.83,13.32,12.17,11.31,,,,,,,,,,,,
2019-10-20,293,0.0,7.73,14.83,13.32,12.17,11.31,,,,,,,,,,,,
2019-10-21,294,0.0,6.46,14.83,13.32,12.17,11.31,,,,,,,,,,,,
2019-10-22,295,0.0,7.67,14.83,13.32,12.17,11.31,,,,,,,,,,,,
