Fecha,DDA,Precipitación,ETo,Riego Control,Riego RDI45,Riego RDI30,Riego BOSCH,Estado Control_1,Estado Control_2,Estado Control_3,Estado RDI45_1,Estado RDI45_2,Estado RDI45_3,Estado RDI30_1,Estado RDI30_2,Estado RDI30_3,Estado BOSCH_1,Estado BOSCH_2,Estado BOSCH_3,Area LTP Control_1_1,Area LTP Control_1_2,Area LTP Control_2_1,Area LTP Control_2_2,Area LTP Control_3_1,Area LTP Control_3_2,Area LTP RDI45_1_1,Area LTP RDI45_1_2,Area LTP RDI45_2_1,Area LTP RDI45_2_2,Area LTP RDI45_3_1,Area LTP RDI45_3_2,Area LTP RDI30_1_1,Area LTP RDI30_1_2,Area LTP RDI30_2_1,Area LTP RDI30_2_2,Area LTP RDI30_3_1,Area LTP RDI30_3_2,Area LTP BOSCH_1_1,Area LTP BOSCH_1_2,Area LTP BOSCH_2_1,Area LTP BOSCH_2_2,Area LTP BOSCH_3_1,Area LTP BOSCH_3_2,Area norm LTP Control_1_1,Area norm LTP Control_1_2,Area norm LTP Control_2_1,Area norm LTP Control_2_2,Area norm LTP Control_3_1,Area norm LTP Control_3_2,Area norm LTP RDI45_1_1,Area norm LTP RDI45_1_2,Area norm LTP RDI45_2_1,Area norm LTP RDI45_2_2,Area norm LTP RDI45_3_1,Area norm LTP RDI45_3_2,Area norm LTP RDI30_1_1,Area norm LTP RDI30_1_2,Area norm LTP RDI30_2_1,Area norm LTP RDI30_2_2,Area norm LTP RDI30_3_1,Area norm LTP RDI30_3_2,Area norm LTP BOSCH_1_1,Area norm LTP BOSCH_1_2,Area norm LTP BOSCH_2_1,Area norm LTP BOSCH_2_2,Area norm LTP BOSCH_3_1,Area norm LTP BOSCH_3_2,Maximo diario LTP Control_1_1,Maximo diario LTP Control_1_2,Maximo diario LTP Control_2_1,Maximo diario LTP Control_2_2,Maximo diario LTP Control_3_1,Maximo diario LTP Control_3_2,Maximo diario LTP RDI45_1_1,Maximo diario LTP RDI45_1_2,Maximo diario LTP RDI45_2_1,Maximo diario LTP RDI45_2_2,Maximo diario LTP RDI45_3_1,Maximo diario LTP RDI45_3_2,Maximo diario LTP RDI30_1_1,Maximo diario LTP RDI30_1_2,Maximo diario LTP RDI30_2_1,Maximo diario LTP RDI30_2_2,Maximo diario LTP RDI30_3_1,Maximo diario LTP RDI30_3_2,Maximo diario LTP BOSCH_1_1,Maximo diario LTP BOSCH_1_2,Maximo diario LTP BOSCH_2_1,Maximo diario LTP BOSCH_2_2,Maximo diario LTP BOSCH_3_1,Maximo diario LTP BOSCH_3_2,Estado Area LTP Control_1_1,Estado Area LTP Control_1_2,Estado Area LTP Control_2_1,Estado Area LTP Control_2_2,Estado Area LTP Control_3_1,Estado Area LTP Control_3_2,Estado Area LTP RDI45_1_1,Estado Area LTP RDI45_1_2,Estado Area LTP RDI45_2_1,Estado Area LTP RDI45_2_2,Estado Area LTP RDI45_3_1,Estado Area LTP RDI45_3_2,Estado Area LTP RDI30_1_1,Estado Area LTP RDI30_1_2,Estado Area LTP RDI30_2_1,Estado Area LTP RDI30_2_2,Estado Area LTP RDI30_3_1,Estado Area LTP RDI30_3_2,Estado Area LTP BOSCH_1_1,Estado Area LTP BOSCH_1_2,Estado Area LTP BOSCH_2_1,Estado Area LTP BOSCH_2_2,Estado Area LTP BOSCH_3_1,Estado Area LTP BOSCH_3_2,Estado Area norm LTP Control_1_1,Estado Area norm LTP Control_1_2,Estado Area norm LTP Control_2_1,Estado Area norm LTP Control_2_2,Estado Area norm LTP Control_3_1,Estado Area norm LTP Control_3_2,Estado Area norm LTP RDI45_1_1,Estado Area norm LTP RDI45_1_2,Estado Area norm LTP RDI45_2_1,Estado Area norm LTP RDI45_2_2,Estado Area norm LTP RDI45_3_1,Estado Area norm LTP RDI45_3_2,Estado Area norm LTP RDI30_1_1,Estado Area norm LTP RDI30_1_2,Estado Area norm LTP RDI30_2_1,Estado Area norm LTP RDI30_2_2,Estado Area norm LTP RDI30_3_1,Estado Area norm LTP RDI30_3_2,Estado Area norm LTP BOSCH_1_1,Estado Area norm LTP BOSCH_1_2,Estado Area norm LTP BOSCH_2_1,Estado Area norm LTP BOSCH_2_2,Estado Area norm LTP BOSCH_3_1,Estado Area norm LTP BOSCH_3_2,Estado Maximo diario LTP Control_1_1,Estado Maximo diario LTP Control_1_2,Estado Maximo diario LTP Control_2_1,Estado Maximo diario LTP Control_2_2,Estado Maximo diario LTP Control_3_1,Estado Maximo diario LTP Control_3_2,Estado Maximo diario LTP RDI45_1_1,Estado Maximo diario LTP RDI45_1_2,Estado Maximo diario LTP RDI45_2_1,Estado Maximo diario LTP RDI45_2_2,Estado Maximo diario LTP RDI45_3_1,Estado Maximo diario LTP RDI45_3_2,Estado Maximo diario LTP RDI30_1_1,Estado Maximo diario LTP RDI30_1_2,Estado Maximo diario LTP RDI30_2_1,Estado Maximo diario LTP RDI30_2_2,Estado Maximo diario LTP RDI30_3_1,Estado Maximo diario LTP RDI30_3_2,Estado Maximo diario LTP BOSCH_1_1,Estado Maximo diario LTP BOSCH_1_2,Estado Maximo diario LTP BOSCH_2_1,Estado Maximo diario LTP BOSCH_2_2,Estado Maximo diario LTP BOSCH_3_1,Estado Maximo diario LTP BOSCH_3_2
2019-06-03,154,0.0,21.77,9.25,10.84,10.75,2.34,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,21.996741666666672,48.12955972222221,28.172576388888892,14.705472222222223,17.070065972222224,14.046229166666667,35.93886805555557,30.63313888888888,18.739031944444434,-9.820391666666652,30.306104166666664,13.921020833333333,15.666958333333337,16.35697361111111,35.050761111111115,43.406618055555555,-18.721479166666683,24.519611111111118,20.69023333333334,14.967645833333329,20.038729166666656,30.998777777777775,24.96138888888889,21.699963888888888,0.3849218084672011,0.4010395603958122,0.3933618596605542,0.36976294247478564,0.33411755670820564,0.34469274028629854,0.44286960019168903,0.3998582285457366,0.3725305543406711,-0.5288879613672256,0.4523299129353233,0.43584911813817573,0.3380871457344268,0.40010208921068213,0.4727900225411556,0.3946056186868686,-1.0834189332561737,0.5129625755462577,0.4247635666871964,0.3399419903096373,0.46257454216682037,0.4443632135575942,0.44367914839830946,0.4581724565873251,57.145999999999994,120.012,71.62,39.769999999999996,51.089999999999996,40.75,81.15,76.61,50.30199999999999,18.568000000000012,67.0,31.94,46.34,40.882000000000005,74.13600000000001,110.00000000000001,17.28,47.800000000000004,48.71000000000001,44.029999999999994,43.31999999999999,69.76,56.26,47.361999999999995,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
2019-06-04,155,0.0,21.97,37.54,35.1,35.63,2.34,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,10.254769444444449,27.13717361111111,15.369743055555553,6.898472222222221,8.075840277777775,8.932937500000005,9.970756944444446,3.0112291666666664,-1.3232347222222245,-7.197076388888888,12.846493055555555,7.209111111111106,8.57053472222222,8.650122222222219,-2.441395833333331,16.585333333333327,-4.330124999999981,6.594250000000002,11.942683333333335,11.645597222222221,9.330437499999988,23.08372222222222,19.70299999999999,11.420540277777775,0.25908967772724734,0.26759859590879703,0.3321033503793335,0.30865647526721346,0.2111330791575889,0.26971429649758466,0.18301683084516235,0.10256230131698456,-0.05012632480575137,-0.6487359283296262,0.2947119306160944,0.32068999604586773,0.3316770403336773,0.32348998587218475,-0.08412804387778537,0.1719221865173974,-0.3245970764617676,0.2040931600123801,0.34602431863398436,0.25753200402968207,0.30824041955731696,0.4033359348305532,0.42795395308427436,0.29860744333466965,39.58,101.41000000000001,46.28,22.35,38.25,33.120000000000005,54.480000000000004,29.36,26.397999999999996,11.094000000000023,43.59,22.479999999999997,25.839999999999996,26.74,29.019999999999996,96.47,13.340000000000003,32.31000000000001,34.513999999999996,45.21999999999999,30.27000000000001,57.232,46.03999999999999,38.245999999999995,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
2019-06-05,156,0.0,19.45,28.88,14.5,11.19,13.74,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.920236111111109,11.07245555555555,9.336416666666668,4.629983333333335,3.4762361111111098,2.6331597222222207,14.075770833333337,6.787645833333329,10.2798333333333,0.14630972222222738,10.549878472222225,2.4847708333333323,2.9564305555555563,2.626134722222222,13.250930555555556,10.037187500000005,-6.760944444444448,11.752583333333334,7.53550694444445,9.36848472222222,5.474312500000025,16.665222222222212,14.89189444444444,7.763937499999997,0.1529907942206958,0.14421015310700114,0.22917075765013917,0.22618384627910776,0.1520663215709147,0.12653338405681022,0.2652302776207525,0.24035573064211496,0.21756261022927634,0.0049792309495721295,0.23585688513798853,0.15462170711470638,0.1316895570403366,0.13247249405882877,0.28211476592624135,0.13547290457551633,-0.2005025042836432,0.27889376680904926,0.25613551816602464,0.29414394732251875,0.18784958136023697,0.31491349626270243,0.3500680405370108,0.22278156384505018,25.623999999999995,76.78000000000002,40.739999999999995,20.47,22.859999999999996,20.810000000000002,53.07000000000001,28.24000000000001,47.24999999999997,29.383999999999986,44.73,16.070000000000004,22.449999999999996,19.824,46.97,74.09,33.72,42.13999999999999,29.420000000000016,31.849999999999994,29.141999999999996,52.92,42.54,34.849999999999994,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
2019-06-06,157,0.0,19.48,28.88,14.5,11.19,13.74,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,11.000043055555558,27.45796805555557,15.778411111111105,7.152843055555557,6.439729166666666,7.892479166666664,19.24611111111112,6.345680555555553,25.578033333333337,9.795309722222228,13.125430555555557,6.682500000000001,7.825291666666665,8.10688888888889,19.688631944444445,20.612590277777777,-1.967048611111096,14.821826388888883,8.689694444444442,2.1361611111111216,12.185270833333334,18.416715277777776,11.299258333333334,19.664986111111105,0.26395457732772365,0.2453839036940389,0.3359252951056229,0.33733460929803605,0.2212205141417611,0.2814721528768426,0.3242269392033544,0.26276109960892563,0.35678662760961555,0.23523798564414572,0.28802788140345753,0.3189737470167065,0.3142687416331994,0.29728232082467504,0.3466918813953944,0.2389865539452496,-0.05987971418907447,0.3631910411391542,0.22879658884793164,0.18207987650111845,0.2908873438370334,0.3214647456410853,0.29353297483590524,0.343193474888501,41.67400000000001,111.89800000000001,46.96999999999999,21.204000000000004,29.11,28.039999999999996,59.36000000000001,24.15,71.69,41.64,45.56999999999999,20.95,24.9,27.270000000000003,56.78999999999999,86.25,32.849999999999994,40.81,37.97999999999999,11.732,41.890000000000015,57.29,38.49399999999999,57.3,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
2019-06-07,158,0.0,17.32,28.88,14.5,11.19,13.74,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,12.315825000000004,33.13794444444444,18.536644444444445,8.51304861111111,7.302090277777779,8.57304513888889,23.712444444444436,8.025576388888894,38.654072222222226,12.036072222222217,14.472468749999997,7.717188888888888,9.372666666666671,9.911645833333338,24.815650000000005,25.643730555555557,-5.894576388888908,18.521465277777782,14.076743055555568,2.066404166666665,19.703902777777785,25.086513888888895,17.243909722222227,29.456027777777784,0.3026744900466946,0.30147329370855575,0.34101042062703646,0.3501871086429909,0.2880508985316678,0.32436795833858834,0.3740723212564196,0.233437358606425,0.48665548952790233,0.3226310036514828,0.3041073492330321,0.3848972014408423,0.2887451222016843,0.3637301223241592,0.3442792730299668,0.31623789068387664,-0.17135396479328216,0.38764054578856805,0.35324323853338935,0.18633040276525387,0.39934946854028747,0.4109848277996215,0.3336024322349047,0.43768243354796105,40.69,109.91999999999999,54.35799999999999,24.310000000000002,25.35,26.430000000000003,63.38999999999999,34.38000000000001,79.428,37.306,47.589999999999996,20.05,32.459999999999994,27.25,72.08,81.09,34.400000000000006,47.78,39.85000000000001,11.089999999999996,49.34,61.04,51.690000000000005,67.30000000000001,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0
2019-06-08,159,0.0,20.1,28.88,14.5,11.19,13.74,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,21.47669583333333,52.31640972222223,26.524590277777776,11.379097222222224,12.929427083333335,14.383180555555555,30.43059027777777,9.572368055555557,40.04549861111107,16.69541249999999,19.167798611111117,12.984061111111107,15.012031944444448,16.87775694444445,27.841270833333333,37.073054166666665,-4.633624999999995,20.239444444444445,20.2145,4.102998611111111,19.777562499999988,28.373868055555555,17.811968055555557,31.612276388888894,0.3344550383613127,0.4018774752052714,0.41180857441046076,0.37017232342948025,0.2929186017973116,0.36691787131519277,0.38869064092192834,0.3695895002145002,0.4838048930932088,0.33066770647652993,0.3791849379052645,0.4473251950358681,0.41734867791060465,0.4145850391659162,0.4123777414067205,0.3183930861631655,-0.16472182723071438,0.396929681201107,0.41508213552361395,0.343404637689246,0.3964392739737008,0.4024662135539795,0.3938957995478894,0.4508953985007688,64.214,130.18,64.41,30.740000000000002,44.14,39.199999999999996,78.29,25.900000000000006,82.77199999999999,50.48999999999998,50.55,29.026,35.97,40.71,67.51400000000001,116.438,28.129999999999995,50.989999999999995,48.7,11.948,49.888000000000005,70.5,45.22,70.10999999999999,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0
2019-06-09,160,0.0,22.57,28.88,14.5,11.19,13.74,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,9.534958333333329,25.666486111111112,14.346451388888887,6.807965277777779,6.307800000000004,7.079680555555555,18.41723611111111,4.700194444444442,16.69094583333333,7.639872222222209,11.949555555555555,5.806751388888891,7.642325,8.104618055555555,23.191829166666672,23.348673611111106,-10.599298611111095,15.519215277777779,11.831833333333336,0.5728125000000048,14.237020833333332,18.95484722222222,12.336025,25.400223611111116,0.2800281448849729,0.2972722505340643,0.3000094393326827,0.308052727501257,0.23527788138754208,0.27250502523308523,0.32619971858149327,0.21403435539364488,0.3144488664908315,0.2116073626806507,0.2888738470133819,0.30756098458097936,0.33294088176352704,0.31123725251749446,0.35508205234201967,0.25694589645769894,-0.601549296884852,0.34571653548179504,0.32857076737943164,0.07205188679245342,0.37259934135915546,0.3313205247722814,0.28667096579289825,0.3989104439977246,34.050000000000004,86.34,47.82,22.099999999999998,26.810000000000002,25.980000000000004,56.459999999999994,21.96,53.079999999999984,36.103999999999985,41.366,18.880000000000003,22.954,26.04,65.314,90.87,17.620000000000005,44.89,36.010000000000005,7.950000000000003,38.21000000000001,57.21,43.032000000000004,63.67400000000001,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
2019-06-10,161,0.0,20.07,28.88,14.5,11.19,13.74,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,11.764520833333329,29.92986111111111,16.257484722222227,7.386368055555552,7.1975958333333345,8.808513888888893,20.69240972222223,5.809270833333329,22.149152777777772,8.716493055555546,13.07857083333333,7.05735277777778,8.571643055555551,9.385022222222226,23.593900000000005,25.119875,-9.128680555555547,17.331972222222227,13.223354166666667,1.3932152777777773,16.81412500000002,20.69184027777777,14.18643055555556,28.879205555555558,0.2619577117197357,0.27849503220537,0.3211037867316261,0.30123850145006326,0.21322419224236683,0.2839624077655994,0.3423061988787796,0.2596902473550885,0.33578655555892445,0.20266201012684362,0.30464874990294266,0.30495863701399095,0.32024370677559405,0.31346099606620653,0.3834535998699822,0.22137899885432277,-0.38895102494910727,0.36404058437769854,0.3164996210307962,0.1648775476660091,0.3358928642774386,0.36358882934067427,0.34225405441629825,0.40853311013659016,44.91,107.47,50.629999999999995,24.520000000000003,33.756,31.02,60.45,22.369999999999997,65.96199999999999,43.010000000000005,42.93000000000001,23.142000000000003,26.766000000000002,29.940000000000005,61.53,113.46999999999998,23.47,47.61,41.78,8.450000000000003,50.05799999999999,56.91,41.449999999999996,70.69,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
2019-06-11,162,0.0,18.97,13.16,11.45,6.74,16.51,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,11.554513888888884,31.24458750000001,16.872515277777776,7.596733333333335,7.2881125,9.030111111111115,21.169958333333334,5.770715277777775,30.34202083333335,9.44719722222223,12.40446875,6.872430555555557,8.219326388888888,9.467983333333336,22.483395833333333,26.432972222222215,-9.397604166666667,16.70479166666667,13.6387361111111,1.2314250000000015,19.0230277777778,21.417166666666674,14.57492222222222,28.789475000000003,0.2791619688062064,0.28620122286342414,0.32489631205764796,0.3089358817947676,0.21853410794602704,0.2858534698040872,0.34853405224453954,0.24175598147372332,0.41096029950879504,0.24449268173452965,0.3100497088082384,0.32679175252285103,0.316127938034188,0.30842345864008525,0.3708050901034623,0.23581918299778942,-0.46661391095663723,0.3405665987088006,0.33216600368025095,0.16618421052631607,0.37086263067372,0.36862593230063123,0.3353640640179987,0.38310367541385004,41.39,109.16999999999999,51.932,24.589999999999996,33.349999999999994,31.59,60.74000000000001,23.869999999999997,73.832,38.640000000000015,40.007999999999996,21.029999999999998,26.0,30.698,60.634,112.08999999999999,20.139999999999986,49.05,41.05999999999999,7.409999999999997,51.29400000000001,58.099999999999994,43.459999999999994,75.148,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
2019-06-12,163,0.0,18.57,13.16,11.45,6.74,16.51,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,16.704597222222226,41.978461111111116,21.392486111111108,10.07289583333333,10.30258888888889,12.259840277777776,24.661729166666664,7.454388888888893,31.708895833333344,13.50126111111112,16.213241666666665,10.034284722222218,11.756645833333334,13.217915277777777,26.437211111111104,33.221834722222226,-1.4442569444444189,18.37918055555556,16.44179861111111,2.4157902777777807,24.48666666666668,24.487493055555547,17.07523611111111,32.742025,0.3560988535967219,0.31407368890085974,0.37445275881517776,0.35626002098512166,0.301757040855512,0.36695122052612317,0.3892318365951178,0.3173430774324773,0.40279586180906657,0.29768622637719105,0.3323339004359174,0.39473976090567336,0.35315848102533287,0.3675522851281291,0.4040904119453274,0.3298107289012432,-0.04229156499105179,0.37825026868811606,0.3947610710951048,0.26292885043293207,0.4210948695901406,0.39713741575665823,0.3341271937834829,0.39672876529746753,46.910000000000004,133.65800000000002,57.13000000000001,28.274,34.141999999999996,33.410000000000004,63.36,23.490000000000002,78.72200000000001,45.353999999999985,48.786,25.42,33.290000000000006,35.961999999999996,65.424,100.73,34.150000000000006,48.59,41.64999999999999,9.188000000000002,58.150000000000006,61.66,51.104000000000006,82.53,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
2019-06-13,164,0.0,18.12,13.16,11.45,6.74,16.51,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,10.649812499999996,28.823849999999993,14.522868055555556,7.310297222222225,7.1821840277777795,7.6753194444444475,19.48050694444445,3.9466805555555595,39.66145694444444,9.606976388888896,11.02908333333334,6.104270833333334,5.90282638888889,8.408066666666667,23.986287499999996,27.17958194444444,-9.448909722222226,16.142666666666667,13.03588194444444,0.513506944444444,20.385916666666674,21.409,14.875927777777775,27.44979305555556,0.3033270435773282,0.2988475894245723,0.3103840148654746,0.31062705966780935,0.2350191108566027,0.26687480683047454,0.34848849632279877,0.19763047348801,0.46692398276994224,0.2401744097222224,0.28006813949551396,0.2832871186807748,0.26328396025374173,0.33546387913607834,0.37958992720367135,0.2634241984186982,-0.459577321119758,0.35245997088791853,0.36504850026447616,0.058619514205986774,0.42224351008008854,0.3635421973170318,0.3107957499953572,0.42506415583566476,35.11000000000001,96.44999999999999,46.78999999999999,23.534,30.560000000000002,28.759999999999998,55.9,19.97,84.94200000000001,40.0,39.38,21.548,22.42,25.063999999999997,63.190000000000005,103.17799999999998,20.560000000000002,45.8,35.709999999999994,8.759999999999998,48.28,58.88999999999999,47.864,64.578,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
2019-06-14,165,0.0,18.4,13.16,11.45,6.74,16.51,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.1261319444444453,8.875348611111121,8.349333333333337,4.60585138888889,2.482409722222222,2.8380381944444473,11.968041666666672,3.8718819444444534,8.879847222222224,6.85915555555556,6.968249999999998,1.99192013888889,3.0880374999999987,3.2423152777777773,21.1300736111111,16.08970833333333,-11.883652777777769,12.746673611111113,8.057890277777787,0.858137499999998,16.174465277777784,13.364923611111102,11.856700000000004,26.20272777777778,0.11708359342488558,0.13547668535705099,0.2387570298350969,0.2652223533852867,0.11392426444342461,0.13973600169593536,0.2684621280095709,0.24598995835098186,0.192412724208499,0.2033788636528364,0.23913006177076176,0.13615311954127748,0.16939317059791542,0.19581563460428658,0.353783504857367,0.17208244206773615,-0.7545176366843028,0.3231095972398254,0.27757114287901435,0.12675590841949758,0.3309692096946549,0.296932317509689,0.27400397485672034,0.36209617735030925,26.700000000000003,65.51199999999999,34.97,17.366000000000003,21.79,20.310000000000002,44.58,15.739999999999995,46.14999999999998,33.726,29.14,14.630000000000003,18.230000000000004,16.558,59.726,93.5,15.75,39.45,29.03,6.769999999999996,48.870000000000005,45.01,43.272000000000006,72.364,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0
