,Fecha,estado real,estado estimado,error,probabilidad estado 1,probabilidad estado 2,probabilidad estado 3
LTP Control-2L_1,2016-06-09,1.0,1.0,0.0,0.9414528617214859,0.0585167852294407,3.035304907328366e-05
LTP Control-2L_1,2016-06-10,1.0,1.0,0.0,0.9445409448063845,0.05542929287455626,2.976231905923207e-05
LTP Control-2L_1,2016-06-11,1.0,1.0,0.0,0.9026274562904872,0.09731024916690426,6.229454260852294e-05
LTP Control-2L_1,2016-06-12,1.0,1.0,0.0,0.9090128583555743,0.09088499910152002,0.00010214254290568132
LTP Control-2L_1,2016-06-13,1.0,1.0,0.0,0.8870253772810877,0.11289668315793581,7.793956097653748e-05
LTP Control-2L_1,2016-06-14,1.0,1.0,0.0,0.9298194886693613,0.07013213122805083,4.838010258789855e-05
LTP Control-2L_1,2016-06-15,1.0,1.0,0.0,0.9120997590321729,0.08785440594009175,4.5835027735426597e-05
LTP Control-2L_1,2016-06-16,1.0,1.0,0.0,0.8979769968838881,0.10195548776892382,6.751534718813621e-05
LTP Control-2L_1,2016-06-17,1.0,1.0,0.0,0.8687224310179892,0.13118288102913467,9.468795287618865e-05
LTP Control-2L_1,2016-06-18,1.0,1.0,0.0,0.8967578229428079,0.10314869076448303,9.348629270898074e-05
LTP Control-2L_1,2016-06-19,1.0,1.0,0.0,0.8889559205324549,0.1109318828921946,0.00011219657535063117
LTP Control-2L_1,2016-06-20,1.0,1.0,0.0,0.9080162815833465,0.09188393964620463,9.977877044903319e-05
LTP Control-2L_1,2016-06-21,1.0,1.0,0.0,0.9097890623075137,0.09015903491557976,5.1902776906566836e-05
LTP Control-2L_1,2016-06-22,1.0,1.0,0.0,0.9051517007036852,0.09475677615859243,9.152313772215433e-05
LTP Control-2L_1,2016-06-23,1.0,1.0,0.0,0.9015216654497937,0.0983698147041759,0.00010851984603044123
LTP Control-2L_1,2016-06-24,1.0,1.0,0.0,0.8912070124082954,0.10870264596109705,9.034163060762597e-05
LTP Control-2L_1,2016-06-25,1.0,1.0,0.0,0.8993798989302987,0.10053074831999723,8.935274970416624e-05
LTP Control-2L_1,2016-06-26,1.0,1.0,0.0,0.8880721244079712,0.11186143166731219,6.644392471644654e-05
