LTP Max,LTP Min,LTP Area,LTP Max_n0,LTP Min_n0,LTP Area_n0,LTP Max_ma,LTP Min_ma,LTP Area_ma,LTP Max_mnvu,LTP Min_mnvu,LTP Area_n0_1,LTP diff_R_Neta_Avg,LTP diff_1h,LTP diff_min,LTP diff_R_Neta_Avg_norm,LTP diff_1h_norm,LTP diff_min_norm
max(LTP),min(LTP),mean(LTP),max(LTP)-LTP(00:00),min(LTP)-LTP(00:00),mean(LTP)-LTP(00:00),"max(LTP)-moving_avg(LTP,10D)","min(LTP)-moving_avg(LTP,10D)","mean(LTP)-moving_avg(LTP,10D)",(max(LTP)-mean(LTP))/var(LTP),(min(LTP)-mean(LTP))/var(LTP),(mean(LTP)-min(LTP))/(max(LTP)-min(LTP)),LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)),LTP(sign_change(R_Neta_Avg)-LTP(sign_change(R_Neta_Avg)+1h),min(LTP(x)-LTP(x-1min)),(LTP(sign_change(R_Neta_Avg)-1min)-LTP(sign_change(R_Neta_Avg)))/var(LTP),(LTP(sign_change(R_Neta_Avg))-LTP(sign_change(R_Neta_Avg)+1h))/var(LTP),min((LTP(x)-LTP(x-1min))/var(LTP))
