,Fecha,estado real,estado estimado,error,probabilidad estado 1,probabilidad estado 2,probabilidad estado 3
LTP Control_1_1,2019-04-30,1.0,1.0,0.0,0.809084125249214,0.19083086417874526,8.501057204055803e-05
LTP Control_1_1,2019-05-01,1.0,1.0,0.0,0.7825509580426337,0.21731048383524804,0.00013855812211804213
LTP Control_1_1,2019-05-02,1.0,1.0,0.0,0.7414351344604371,0.25838489812327753,0.00017996741628532466
LTP Control_1_1,2019-05-03,1.0,1.0,0.0,0.6735159203900135,0.32569643715952523,0.0007876424504611431
LTP Control_1_1,2019-05-04,1.0,1.0,0.0,0.6024238544570597,0.3970808361289982,0.0004953094139421023
LTP Control_1_1,2019-05-05,1.0,1.0,0.0,0.7077073029423864,0.29209939383959976,0.00019330321801379677
LTP Control_1_1,2019-05-06,1.0,1.0,0.0,0.7576183015081198,0.24226489893734324,0.00011679955453708978
LTP Control_1_1,2019-05-07,2.0,1.0,1.0,0.7233054481911879,0.2764588284434524,0.0002357233653596407
LTP Control_1_1,2019-05-14,1.0,1.0,0.0,0.8106070327644708,0.18932808035797732,6.488687755185765e-05
LTP Control_1_1,2019-05-15,1.0,1.0,0.0,0.8068040758143887,0.19309910118285759,9.682300275374639e-05
LTP Control_1_1,2019-05-16,1.0,1.0,0.0,0.7650046569206912,0.23477724198390046,0.00021810109540839495
LTP Control_1_1,2019-05-17,1.0,1.0,0.0,0.7554106938104908,0.24448701222676647,0.0001022939627428569
LTP Control_1_1,2019-05-18,1.0,1.0,0.0,0.7825446243415143,0.21735551951031135,9.985614817422455e-05
LTP Control_1_1,2019-05-19,1.0,1.0,0.0,0.8085376894506047,0.19131989582333125,0.00014241472606392493
LTP Control_1_1,2019-05-20,1.0,1.0,0.0,0.5823885001127707,0.4168201417006836,0.0007913581865457087
LTP Control_1_1,2019-05-24,1.0,1.0,0.0,0.7252427961471543,0.2745165709170084,0.00024063293583731556
LTP Control_1_1,2019-05-25,1.0,1.0,0.0,0.7390841248020621,0.2607534538444518,0.0001624213534860927
LTP Control_1_1,2019-05-26,1.0,1.0,0.0,0.7997580863437549,0.2001361742532996,0.00010573940294557386
LTP Control_1_1,2019-05-27,1.0,1.0,0.0,0.7640595359051247,0.23575197018945102,0.00018849390542443283
LTP Control_1_1,2019-05-28,1.0,1.0,0.0,0.637124123686024,0.36233558314851344,0.0005402931654625236
LTP Control_1_1,2019-05-29,1.0,1.0,0.0,0.7823049228632016,0.2176200621539081,7.501498289020684e-05
LTP Control_1_1,2019-05-30,1.0,1.0,0.0,0.7556982173873188,0.24418036956394346,0.0001214130487378021
LTP Control_1_1,2019-05-31,1.0,1.0,0.0,0.7906241002764771,0.20928400584382098,9.189387970190737e-05
LTP Control_1_1,2019-06-01,1.0,1.0,0.0,0.796982244696665,0.20291363782885535,0.00010411747447968148
LTP Control_1_1,2019-06-02,1.0,1.0,0.0,0.8028629419840666,0.19702600900668188,0.00011104900925153462
LTP Control_1_1,2019-06-03,1.0,1.0,0.0,0.7563028083010023,0.24354869900957665,0.0001484926894209913
LTP Control_1_1,2019-06-04,1.0,1.0,0.0,0.6858257521751773,0.3136285859317636,0.0005456618930591261
LTP Control_1_1,2019-06-05,1.0,1.0,0.0,0.6988860478741749,0.3008404175341878,0.0002735345916373638
LTP Control_1_1,2019-06-06,1.0,1.0,0.0,0.5731205771977339,0.425756028907546,0.0011233938947201219
LTP Control_1_1,2019-06-07,1.0,1.0,0.0,0.7754228967605012,0.22451168841262614,6.541482687263524e-05
