TIMESTAMP,RECORD,Vzim_Avg,zim_Avg(1),zim_Avg(2),zim_Avg(3),zim_Avg(4),turgor_Avg(1),turgor_Avg(2),turgor_Avg(3),turgor_Avg(4)
2024-09-17 20:20:00,108386,4218.668,39.72412,76.36295,,,5.121019,69.97993,,
2024-09-17 20:25:00,108387,4218.102,39.67367,76.30236,,,5.032009,69.88159,,
2024-09-17 20:30:00,108388,4218.019,39.66367,76.2885,,,5.014321,69.85832,,
2024-09-17 20:35:00,108389,4217.995,39.64903,76.23107,,,4.98833,69.75659,,
2024-09-17 20:40:00,108390,4217.996,39.60358,76.1688,,,4.907508,69.64587,,
2024-09-17 20:45:00,108391,4217.971,39.5964,76.12409,,,4.894767,69.56678,,
2024-09-17 20:50:00,108392,4217.858,39.53182,76.05915,,,4.780067,69.45319,,
2024-09-17 20:55:00,108393,4217.745,39.53099,76.03138,,,4.77872,69.40566,,
2024-09-17 21:00:00,108394,4217.471,39.50277,75.99909,,,4.728853,69.35275,,
2024-09-17 21:05:00,108395,4217.034,39.51514,75.96521,,,4.751338,69.29967,,
2024-09-17 21:10:00,108396,4216.74,39.48013,75.93439,,,4.689388,69.2497,,
2024-09-17 21:15:00,108397,4216.649,39.4656,75.90426,,,4.663656,69.19758,,
2024-09-17 21:20:00,108398,4216.641,39.46756,75.90438,,,4.667146,69.19795,,
2024-09-17 21:25:00,108399,4216.629,39.46505,75.85682,,,4.662707,69.11354,,
2024-09-17 21:30:00,108400,4216.597,39.40242,75.79634,,,4.551342,69.00648,,
2024-09-17 21:35:00,108401,4216.391,39.40102,75.76462,,,4.549078,68.95342,,
2024-09-17 21:40:00,108402,4216.298,39.39496,75.7466,,,4.538385,68.92288,,
2024-09-17 21:45:00,108403,4215.92,39.33319,75.69217,,,4.428917,68.83224,,
2024-09-17 21:50:00,108404,4215.635,39.33154,75.61449,,,4.426268,68.69869,,
2024-09-17 21:55:00,108405,4215.384,39.28164,75.58609,,,4.337758,68.65228,,
2024-09-17 22:00:00,108406,4215.28,39.25998,75.51552,,,4.299324,68.5284,,
2024-09-17 22:05:00,108407,4215.28,39.25283,75.5002,,,4.286603,68.50114,,
2024-09-17 22:10:00,108408,4215.28,39.26884,75.55775,,,4.315083,68.60354,,
2024-09-17 22:15:00,108409,4215.28,39.26532,75.51814,,,4.308822,68.53306,,
2024-09-17 22:20:00,108410,4215.28,39.25499,75.46683,,,4.290442,68.44177,,
2024-09-17 22:25:00,108411,4215.28,39.19721,75.4246,,,4.187634,68.36664,,
2024-09-17 22:30:00,108412,4215.275,39.19653,75.36966,,,4.186428,68.26897,,
2024-09-17 22:35:00,108413,4215.169,39.13897,75.34786,,,4.084128,68.23191,,
2024-09-17 22:40:00,108414,4215.051,39.1753,75.30098,,,4.148877,68.15038,,
2024-09-17 22:45:00,108415,4215.169,39.19721,75.34423,,,4.187745,68.22544,,
2024-09-17 22:50:00,108416,4215.096,39.18267,75.33469,,,4.161962,68.20964,,
2024-09-17 22:55:00,108417,4214.786,39.14124,75.29394,,,4.088539,68.14214,,
2024-09-17 23:00:00,108418,4214.378,39.12909,75.24195,,,4.067317,68.05621,,
2024-09-17 23:05:00,108419,4214.172,39.12909,75.22674,,,4.067517,68.03246,,
2024-09-17 23:10:00,108420,4214.027,39.12887,75.21118,,,4.067253,68.00713,,
2024-09-17 23:15:00,108421,4213.923,39.06473,75.12162,,,3.953205,67.8494,,
2024-09-17 23:20:00,108422,4213.874,39.01047,75.03921,,,3.856675,67.70351,,
2024-09-17 23:25:00,108423,4213.733,38.99288,74.99937,,,3.825485,67.63486,,
2024-09-17 23:30:00,108424,4213.625,38.93272,74.92207,,,3.718497,67.499,,
2024-09-17 23:35:00,108425,4213.079,38.857,74.82568,,,3.584192,67.33617,,
2024-09-17 23:40:00,108426,4212.604,38.85666,74.77812,,,3.58399,67.25909,,
2024-09-17 23:45:00,108427,4212.563,38.85416,74.75077,,,3.579578,67.21104,,
2024-09-17 23:50:00,108428,4212.563,38.85666,74.80367,,,3.584025,67.30521,,
2024-09-17 23:55:00,108429,4212.563,38.85575,74.81865,,,3.582408,67.33189,,
2024-09-18 00:00:00,108430,4212.557,38.7839,74.72739,,,3.454485,67.1695,,
2024-09-18 00:05:00,108431,4212.502,38.72066,74.68243,,,3.341955,67.09035,,
2024-09-18 00:10:00,108432,4212.428,38.74746,74.68016,,,3.389712,67.08749,,
2024-09-18 00:15:00,108433,4212.418,38.78844,74.68243,,,3.462683,67.09168,,
2024-09-18 00:20:00,108434,4212.344,38.773,74.65632,,,3.435256,67.04638,,
2024-09-18 00:25:00,108435,4212.169,38.75779,74.61432,,,3.408314,66.97437,,
2024-09-18 00:30:00,108436,4212.009,38.75858,74.61681,,,3.409858,66.98137,,
2024-09-18 00:35:00,108437,4212.09,38.77584,74.65779,,,3.440516,67.05304,,
2024-09-18 00:40:00,108438,4211.75,38.78026,74.67551,,,3.448677,67.08999,,
2024-09-18 00:45:00,108439,4211.477,38.75949,74.61432,,,3.411908,66.98538,,
2024-09-18 00:50:00,108440,4211.386,38.76698,74.61455,,,3.425322,66.98723,,
2024-09-18 00:55:00,108441,4211.431,38.76996,74.61977,,,3.430585,66.9958,,
2024-09-18 01:00:00,108442,4211.211,38.72021,74.58898,,,3.342179,66.94448,,
2024-09-18 01:05:00,108443,4211.205,38.66192,74.54279,,,3.23836,66.86232,,
