Fecha UTC,T_Amb_Avg,H_Relat_Avg,Rad_Glob_Avg,Rad_Par_Avg,R_Neta_Avg,VPD_Avg
2019-04-17 0:00,12.75,74.74,0.151,0,-61.42,0.374
2019-04-17 0:30,12.52,77.47,0.092,0,-60.96,0.327
2019-04-17 1:00,11.99,79.37,0.053,0,-60.55,0.29
2019-04-17 1:30,11.53,82.5,0.03,0,-61.8,0.238
2019-04-17 2:00,11.86,80.7,0.009,0,-59.29,0.267
2019-04-17 2:30,11.15,80.3,0.007,0,-59.6,0.261
2019-04-17 3:00,10.05,82.8,0.003,0,-60.97,0.212
2019-04-17 3:30,9.46,84.2,0,0,-57.75,0.187
2019-04-17 4:00,9.42,83.5,0.001,0,-52.67,0.195
2019-04-17 4:30,10.04,75.52,0,0,-54.33,0.302
2019-04-17 5:00,10.58,71.09,0,0,-53.01,0.369
2019-04-17 5:30,10.46,74.95,0.095,0.087,-46.96,0.317
2019-04-17 6:00,10.66,79.75,4.458,7.646,-46.17,0.26
2019-04-17 6:30,10.9,79.75,37.7,67.34,-27.72,0.264
2019-04-17 7:00,11.63,76.68,108.6,192.1,13.08,0.32
2019-04-17 7:30,12.65,73.39,168.2,299.8,46.96,0.389
2019-04-17 8:00,13.71,71.36,235.2,425.9,88.1,0.45
2019-04-17 8:30,14.86,68.89,285.4,524.3,116.9,0.526
2019-04-17 9:00,16.26,62.48,353.7,643.9,158.3,0.695
2019-04-17 9:30,17.65,55.49,418.3,766.9,198.3,0.899
2019-04-17 10:00,18.54,54.28,404,745.4,192.7,0.976
2019-04-17 10:30,19.31,53.21,464.9,869,234.9,1.048
2019-04-17 11:00,19.92,52.62,487,907,247.5,1.102
2019-04-17 11:30,20.97,50.2,585,1109,313.1,1.239
2019-04-17 12:00,21.6,47.5,535.8,1010,279.5,1.354
2019-04-17 12:30,21.58,47.86,509.3,961,262.9,1.343
2019-04-17 13:00,21.68,45.81,608.6,1161,331.3,1.405
2019-04-17 13:30,21.52,46.75,498.3,936,254.8,1.366
2019-04-17 14:00,20.94,48.28,328.6,604.7,146.3,1.281
2019-04-17 14:30,20.63,48.22,329.5,611.2,147.1,1.258
2019-04-17 15:00,20.6,48.3,270.3,498,116.1,1.254
2019-04-17 15:30,20.32,49.78,229.6,422,90.9,1.197
2019-04-17 16:00,20.21,52.02,214.3,394.1,89.5,1.137
2019-04-17 16:30,17.36,60.98,58.89,107.7,14.47,0.78
2019-04-17 17:00,16.16,59.09,28.58,54.33,-3.344,0.751
2019-04-17 17:30,16.32,54,41.41,76.55,2.795,0.853
2019-04-17 18:00,16.16,54.86,26.68,48.05,-4.737,0.829
2019-04-17 18:30,15.94,58.43,18.56,32.2,-9.39,0.753
2019-04-17 19:00,15.85,59.68,3.795,6.426,-17.67,0.726
2019-04-17 19:30,15.72,61.22,0.451,0.557,-21.12,0.692
2019-04-17 20:00,15.48,62.74,0.331,0.022,-23.21,0.655
2019-04-17 20:30,15.39,61.53,0.331,0.012,-36.45,0.672
2019-04-17 21:00,15.37,61.58,0.33,0.007,-30.71,0.67
2019-04-17 21:30,15.39,61.62,0.332,0.01,-28.76,0.671
2019-04-17 22:00,14.97,64.99,0.33,0.005,-29.18,0.596
2019-04-17 22:30,14.54,69.25,0.331,0.006,-32.86,0.509
2019-04-17 23:00,14.14,72.7,0.329,0.01,-31.58,0.44
2019-04-17 23:30,13.86,74.95,0.317,0.004,-27.82,0.397
2019-04-18 0:00,13.73,75.83,0.308,0.003,-20.34,0.379
2019-04-18 0:30,13.91,75.71,0.317,0.005,-20.63,0.386
2019-04-18 1:00,13.86,75.41,0.321,0.007,-25.8,0.389
2019-04-18 1:30,13.66,76.12,0.31,0.001,-28.17,0.373
2019-04-18 2:00,13.51,77.09,0.299,0.002,-23.27,0.355
2019-04-18 2:30,13.48,78.05,0.298,0,-19.03,0.339
2019-04-18 3:00,13.44,77.15,0.266,0.001,-37.17,0.352
2019-04-18 3:30,13.03,78.14,0.216,0,-50.12,0.328
2019-04-18 4:00,12.1,80.8,0.194,0.001,-55.88,0.271
2019-04-18 4:30,11.31,83.8,0.121,0,-54.88,0.217
2019-04-18 5:00,11.1,84.8,0.075,0,-53.38,0.201
2019-04-18 5:30,11.12,86.1,0.174,0.115,-28.88,0.184
2019-04-18 6:00,11.59,86.4,0.719,1.51,-21.8,0.185
2019-04-18 6:30,11.44,87.9,5.042,9.98,-21.41,0.164
2019-04-18 7:00,11.55,88.5,39.15,69.41,-3.5,0.156
2019-04-18 7:30,11.77,87.9,55.87,98.3,-0.619,0.167
2019-04-18 8:00,11.84,87.9,106.9,195.8,37.45,0.168
2019-04-18 8:30,12.16,87.2,191.3,359.2,89.8,0.182
2019-04-18 9:00,12.95,82.2,366.3,683.8,212,0.267
2019-04-18 9:30,13.95,76,339.2,633.2,185.4,0.382
2019-04-18 10:00,14.18,74.27,450.8,883,239.6,0.416
2019-04-18 10:30,15.44,70.53,759.6,1439,458.9,0.517
2019-04-18 11:00,16.09,65.54,833,1583,519.8,0.63
2019-04-18 11:30,16.77,62.45,724.5,1383,444.8,0.717
2019-04-18 12:00,16.99,60.33,678.6,1318,411.1,0.768
2019-04-18 12:30,17.45,57.2,694.1,1359,417.4,0.853
2019-04-18 13:00,17.91,53.13,640.9,1246,388.9,0.962
2019-04-18 13:30,17.33,57.49,430.1,813,233.1,0.843
2019-04-18 14:00,16.35,58.55,264.1,497.1,115.7,0.77
2019-04-18 14:30,15.3,62.88,131.4,240.9,-40.91,0.647
2019-04-18 15:00,13.65,71.09,38.07,76.23,-68.57,0.454
2019-04-18 15:30,10.51,83.9,8.51,20.92,-36.66,0.205
2019-04-18 16:00,10.73,89,43.47,82.9,-2.219,0.142
2019-04-18 16:30,11.7,88.9,131.8,227.9,45.66,0.152
2019-04-18 17:00,12.46,88.9,211.9,365.4,96,0.16
2019-04-18 17:30,13.53,87.6,341.2,601.1,182.1,0.193
2019-04-18 18:00,14.51,82.3,209.7,368.7,84,0.293
2019-04-18 18:30,14.49,82.3,91.1,166.9,-4.091,0.292
2019-04-18 19:00,14.46,82.8,25.91,44.19,-42.38,0.283
2019-04-18 19:30,13.69,86.2,1.063,1.881,-64.66,0.216
2019-04-18 20:00,12.94,87.9,0.332,0.007,-67.6,0.181
2019-04-18 20:30,11.85,87.9,0.332,0,-70.46,0.167
2019-04-18 21:00,11.31,88.2,0.332,0,-69.43,0.158
2019-04-18 21:30,11.04,88.4,0.332,0,-64.68,0.152
2019-04-18 22:00,10.82,88.9,0.332,0,-65.29,0.144
2019-04-18 22:30,10.59,89.2,0.332,0,-60.96,0.138
2019-04-18 23:00,10.71,89.4,0.332,0,-30.94,0.137
2019-04-18 23:30,10.92,89.1,0.332,0,-26.56,0.143
2019-04-19 0:00,11.08,89,0.332,0,-25.89,0.145
2019-04-19 0:30,10.96,89.5,0.332,0,-27.41,0.138
2019-04-19 1:00,11.13,89.7,0.332,0,-26.54,0.136
2019-04-19 1:30,11.32,89.3,0.332,0,-18.33,0.143
2019-04-19 2:00,11.43,88.7,0.332,0,-25.87,0.152
2019-04-19 2:30,11.56,88.4,0.332,0,-30.92,0.158
2019-04-19 3:00,11.58,88.7,0.332,0,-29.48,0.154
2019-04-19 3:30,11.41,89.4,0.332,0,-32.96,0.143
2019-04-19 4:00,11.27,89.9,0.332,0,-31.99,0.135
2019-04-19 4:30,11.17,90.2,0.332,0,-29.32,0.131
2019-04-19 5:00,10.95,90.1,0.332,0,-47.46,0.129
2019-04-19 5:30,10.2,90.4,0.342,0.16,-54.18,0.12
2019-04-19 6:00,9.28,90.9,7.175,12.65,-50.21,0.106
2019-04-19 6:30,9.12,91.7,89,129.5,-0.091,0.096
2019-04-19 7:00,10.28,91.7,222.1,348.5,68.72,0.104
2019-04-19 7:30,11.49,89.9,226.9,398.8,84.7,0.136
2019-04-19 8:00,11.88,88.6,255.8,473.9,133.8,0.159
2019-04-19 8:30,13.11,84.4,432.1,813,224.4,0.236
2019-04-19 9:00,14.45,78.12,645.7,1216,371,0.36
2019-04-19 9:30,14.6,75.01,585.9,1116,337.6,0.416
2019-04-19 10:00,15.2,70.6,579.2,1116,337,0.508
2019-04-19 10:30,16.03,66.77,724.5,1312,447.8,0.606
2019-04-19 11:00,16.56,61.79,654.3,1224,396.9,0.72
2019-04-19 11:30,17.87,57.22,947,1706,608.2,0.876
2019-04-19 12:00,17.53,55.28,689.2,1321,418.4,0.896
2019-04-19 12:30,18.5,51.55,1049,2060,675.4,1.032
2019-04-19 13:00,19.36,48.76,1177,2296,749.5,1.152
2019-04-19 13:30,19.77,45.5,1008,1980,642.7,1.256
2019-04-19 14:00,19.73,44.01,914,1794,580.7,1.287
2019-04-19 14:30,19.9,43.6,527.7,1014,316.1,1.311
2019-04-19 15:00,19.46,44.02,308.2,573,163.9,1.266
2019-04-19 15:30,17.59,60.33,114.4,203,18.38,0.803
2019-04-19 16:00,14.26,83.1,105.4,182.6,-5.909,0.276
2019-04-19 16:30,14.21,82.4,168.9,339.3,16.51,0.286
2019-04-19 17:00,15.21,74.77,165.8,341.2,28.31,0.436
2019-04-19 17:30,15.23,74.16,140.5,281.8,41.13,0.447
2019-04-19 18:00,15.41,72.01,173.5,328.8,53.71,0.49
2019-04-19 18:30,14.97,71.56,61.19,104.5,-1.657,0.484
2019-04-19 19:00,14.76,75.25,7.719,11.04,-23.56,0.415
2019-04-19 19:30,13.72,74.72,0.454,0.445,-75.33,0.398
2019-04-19 20:00,12.54,81.9,0.314,0,-48.85,0.263
2019-04-19 20:30,12.29,86,0.304,0,-35.41,0.2
2019-04-19 21:00,12.52,85.5,0.307,0,-36,0.21
2019-04-19 21:30,12.89,84.5,0.319,0,-36.45,0.231
2019-04-19 22:00,12.63,85.8,0.305,0,-46.49,0.207
2019-04-19 22:30,12.03,87.9,0.319,0.002,-65.06,0.17
2019-04-19 23:00,11.39,89.2,0.308,0,-64.57,0.145
2019-04-19 23:30,10.82,89.8,0.28,0,-61.7,0.132
2019-04-20 0:00,10.49,90.3,0.256,0,-61.23,0.123
2019-04-20 0:30,10.38,90.2,0.28,0,-60.44,0.123
2019-04-20 1:00,10.18,90.2,0.254,0,-61.05,0.122
2019-04-20 1:30,9.92,90.7,0.238,0,-61.06,0.114
2019-04-20 2:00,9.7,90.8,0.091,0,-55.57,0.11
2019-04-20 2:30,9.45,91.1,0.139,0,-51.7,0.106
2019-04-20 3:00,9.46,91.4,0.173,0,-48.61,0.102
2019-04-20 3:30,9.46,91.3,0.204,0,-48.81,0.103
2019-04-20 4:00,9.32,91.5,0.207,0,-47.27,0.1
2019-04-20 4:30,9.47,91.7,0.202,0,-45.92,0.098
2019-04-20 5:00,9.62,91.5,0.212,0,-40.6,0.102
2019-04-20 5:30,9.75,91.4,0.28,0.063,-36.33,0.104
2019-04-20 6:00,9.71,91.1,2.594,4.4,-33.58,0.108
2019-04-20 6:30,9.79,91.1,20.89,34.57,-21.78,0.108
2019-04-20 7:00,10.11,91,66.29,110,6.89,0.112
2019-04-20 7:30,10.58,90.5,110.4,189.2,43.69,0.121
2019-04-20 8:00,11.08,89.2,106.7,184.2,47.17,0.142
2019-04-20 8:30,11.67,86.2,166.6,289.9,93.8,0.189
2019-04-20 9:00,12.26,81.9,162.6,283,85,0.258
2019-04-20 9:30,13.18,79.91,227.8,403.8,111.6,0.304
2019-04-20 10:00,14.02,75.91,325.3,570.5,177.8,0.386
2019-04-20 10:30,15.17,71.03,467.3,825,270.3,0.5
2019-04-20 11:00,15.74,67.99,478,894,271.6,0.572
2019-04-20 11:30,16.09,67.29,509.5,954,280.9,0.598
2019-04-20 12:00,16.62,65.23,574.6,1087,315.5,0.657
2019-04-20 12:30,17.23,62.29,654.1,1248,371.7,0.741
2019-04-20 13:00,17.93,61.13,740.8,1432,426.7,0.799
2019-04-20 13:30,18.53,59.35,662.9,1283,392.1,0.867
2019-04-20 14:00,17.96,61.46,155.9,289,71.1,0.793
2019-04-20 14:30,17.73,64.27,52.7,98.9,12.85,0.724
2019-04-20 15:00,18.09,61.52,86.5,161.7,33,0.799
2019-04-20 15:30,18.27,58.29,135.3,245.7,57.98,0.876
2019-04-20 16:00,19.77,50.16,411.6,805,214.9,1.15
2019-04-20 16:30,20.2,48.62,459.2,938,250.7,1.216
2019-04-20 17:00,19.63,49.55,236.4,477.8,111.5,1.153
2019-04-20 17:30,18.96,51.23,141.9,259.2,50.52,1.068
2019-04-20 18:00,18.82,51.19,108,191.2,30.78,1.06
2019-04-20 18:30,18.49,51.23,84.1,139.3,15.55,1.038
2019-04-20 19:00,18.02,53.11,32.11,47.43,-8.43,0.969
2019-04-20 19:30,17.42,55.84,0.842,1.115,-17.11,0.878
2019-04-20 20:00,16.99,56.79,0.332,0.04,-22.22,0.836
2019-04-20 20:30,16.46,59.25,0.332,0.017,-32.09,0.763
2019-04-20 21:00,15.74,60.62,0.33,0.005,-46.14,0.704
2019-04-20 21:30,15.44,61.82,0.331,0.006,-32.86,0.669
2019-04-20 22:00,15.63,60.18,0.326,0.002,-33.21,0.707
2019-04-20 22:30,15.21,61.81,0.324,0.001,-22.96,0.66
2019-04-20 23:00,14.23,67.68,0.311,0.001,-45.97,0.525
2019-04-20 23:30,13.46,71.96,0.313,0.001,-51.43,0.433
2019-04-21 0:00,13.36,71.14,0.282,0.001,-46.9,0.443
2019-04-21 0:30,12.82,76.92,0.235,0,-53.91,0.342
2019-04-21 1:00,12.54,80.7,0.21,0,-52.81,0.28
2019-04-21 1:30,12.26,77.57,0.232,0,-45.73,0.32
2019-04-21 2:00,11.64,78.08,0.216,0,-32.5,0.3
2019-04-21 2:30,12.01,76.48,0.196,0,-19.82,0.33
2019-04-21 3:00,12.7,72.31,0.218,0,-19.55,0.406
2019-04-21 3:30,12.5,73.29,0.149,0,-18.09,0.387
2019-04-21 4:00,12.46,73.57,0.214,0,-17.38,0.382
2019-04-21 4:30,12.76,71.36,0.217,0,-19.27,0.422
2019-04-21 5:00,12.56,73.97,0.191,0,-18.11,0.379
2019-04-21 5:30,12.58,74.73,0.273,0.093,-17.78,0.368
2019-04-21 6:00,12.43,76.37,1.657,3.594,-15.81,0.341
2019-04-21 6:30,12.35,78.07,21.5,39.35,-4.966,0.314
2019-04-21 7:00,12.87,75.71,70.7,135.8,14.19,0.361
2019-04-21 7:30,13.21,74.85,88.5,171.6,26.55,0.382
2019-04-21 8:00,13.56,72.09,119,243.6,29.67,0.433
2019-04-21 8:30,13.91,70.14,228.2,442.3,105.5,0.474
2019-04-21 9:00,14.67,66.22,381.6,737.1,202.2,0.564
2019-04-21 9:30,15.45,62.08,550.2,1058,296,0.666
2019-04-21 10:00,16.31,58.01,806,1546,465.5,0.778
2019-04-21 10:30,16.5,56.81,702.3,1362,406.7,0.811
2019-04-21 11:00,16.88,54.53,835,1642,497.2,0.874
2019-04-21 11:30,17.24,53.56,722.9,1438,422,0.914
2019-04-21 12:00,18.37,49.95,1054,2067,641.2,1.057
2019-04-21 12:30,18.24,49.28,731.1,1430,426.5,1.062
2019-04-21 13:00,18.14,48.94,446.9,855,250.1,1.063
2019-04-21 13:30,17.92,50.49,315.1,591.6,159.8,1.016
2019-04-21 14:00,18.42,48.78,504.2,980,290.5,1.086
2019-04-21 14:30,19.14,47.62,792.9,1601,483.5,1.161
2019-04-21 15:00,19.66,46.24,771.2,1552,466.9,1.23
2019-04-21 15:30,19.73,46.67,502.7,802,286.9,1.227
2019-04-21 16:00,19.28,47.75,281.4,540,139.7,1.168
2019-04-21 16:30,18.84,49.58,168.7,314,70.6,1.097
2019-04-21 17:00,18.37,52.71,130.7,242.9,48.59,0.999
2019-04-21 17:30,18.01,55.91,94.9,175.8,27.07,0.91
2019-04-21 18:00,17.87,55.04,50.01,89.6,-0.982,0.92
2019-04-21 18:30,17.71,52.55,40.29,72.91,-8.25,0.961
2019-04-21 19:00,16.95,58.2,12.62,22.31,-22.47,0.808
2019-04-21 19:30,16.29,61.98,1.205,1.605,-27.94,0.704
2019-04-21 20:00,16.01,64.37,0.332,0.027,-27.93,0.648
2019-04-21 20:30,15.67,65.13,0.332,0.004,-27.34,0.621
2019-04-21 21:00,15.21,68.11,0.328,0.001,-29.92,0.551
2019-04-21 21:30,14.6,71.39,0.328,0.001,-38.34,0.475
2019-04-21 22:00,14.09,72.29,0.325,0.001,-40.16,0.445
2019-04-21 22:30,14.05,69.94,0.314,0,-31.47,0.482
2019-04-21 23:00,14.26,67.93,0.303,0,-25.98,0.521
2019-04-21 23:30,14.09,72.27,0.286,0,-25.73,0.446
2019-04-22 0:00,13.9,75.81,0.3,0,-25.77,0.384
2019-04-22 0:30,13.48,80.4,0.306,0,-25.69,0.302
2019-04-22 1:00,13.15,80.9,0.308,0.001,-26.86,0.288
2019-04-22 1:30,13.01,81.2,0.321,0.001,-33.85,0.282
2019-04-22 2:00,12.94,81.3,0.303,0.001,-29.06,0.279
2019-04-22 2:30,12.95,79.82,0.265,0,-34.89,0.301
2019-04-22 3:00,12.99,78.77,0.209,0,-39.66,0.318
2019-04-22 3:30,12.92,76.5,0.243,0,-53.45,0.35
2019-04-22 4:00,12.32,79.48,0.166,0,-53.77,0.294
2019-04-22 4:30,11.59,82.1,0.1,0,-50.06,0.245
2019-04-22 5:00,11.19,83.6,0.055,0,-50.94,0.217
2019-04-22 5:30,11.29,83.7,0.263,0.31,-55,0.218
2019-04-22 6:00,10.66,85.3,4.797,11.42,-32.28,0.188
2019-04-22 6:30,10.55,87.3,46.23,90.1,-30.73,0.162
2019-04-22 7:00,11.92,85.2,158.7,278.4,32.52,0.208
2019-04-22 7:30,13.95,73.96,228.3,400.4,102.5,0.416
2019-04-22 8:00,15.18,65.92,301.5,561.2,141.4,0.588
2019-04-22 8:30,15.5,63.23,176.9,325.3,82.7,0.647
2019-04-22 9:00,15.74,62.49,241,461.8,118.4,0.671
2019-04-22 9:30,16.42,58.63,504.8,970,290.1,0.773
2019-04-22 10:00,17.7,52.66,796.3,1542,487.9,0.959
2019-04-22 10:30,18.42,50.32,866,1696,548.2,1.053
2019-04-22 11:00,19.28,47.91,922,1813,575.4,1.165
2019-04-22 11:30,19.99,45.92,958,1892,608.4,1.263
2019-04-22 12:00,20.62,44.56,986,1957,624.9,1.346
2019-04-22 12:30,21.71,43.26,1000,1987,628.7,1.473
2019-04-22 13:00,22.02,44.77,893,1766,550.5,1.462
2019-04-22 13:30,22.58,41.86,820,1628,505.5,1.592
2019-04-22 14:00,23.02,36.54,856,1705,511.1,1.786
2019-04-22 14:30,23.6,31.15,895,1791,538.7,2.006
2019-04-22 15:00,23.96,30.44,790.6,1584,460.5,2.07
2019-04-22 15:30,23.58,33.23,576.4,977,322.3,1.944
2019-04-22 16:00,22.81,36.68,398.3,816,199.4,1.76
2019-04-22 16:30,22.57,37.1,442.4,1002,247.1,1.722
2019-04-22 17:00,21.56,41.82,337.6,746.7,151.2,1.499
2019-04-22 17:30,20.66,43.54,240.3,497.1,70.94,1.375
2019-04-22 18:00,19.42,52.02,134.3,276,9.29,1.083
2019-04-22 18:30,18.28,59.93,52.8,107.1,-34.44,0.842
2019-04-22 19:00,17.15,66.84,17.41,33.45,-47.56,0.65
2019-04-22 19:30,16.19,74.77,0.932,1.884,-48.81,0.464
2019-04-22 20:00,15.93,76.35,0.332,0.046,-22.77,0.428
2019-04-22 20:30,15.72,75.44,0.332,0.021,-23.68,0.438
2019-04-22 21:00,15.63,74.8,0.332,0.019,-18.67,0.447
2019-04-22 21:30,15.59,73.4,0.332,0.013,-25.35,0.471
2019-04-22 22:00,15.54,73.95,0.33,0.004,-16.07,0.46
2019-04-22 22:30,15.55,73.46,0.33,0.005,-15.17,0.469
2019-04-22 23:00,15.48,73.78,0.331,0.007,-18.27,0.461
2019-04-22 23:30,15.22,74.77,0.331,0.004,-26.53,0.436
2019-04-23 0:00,15,76.11,0.33,0.006,-36.1,0.407
2019-04-23 0:30,15,76.63,0.328,0.003,-25.18,0.398
2019-04-23 1:00,15.12,74.4,0.324,0.001,-28.93,0.44
2019-04-23 1:30,14.94,74.71,0.313,0,-32.3,0.429
2019-04-23 2:00,14.79,75.24,0.319,0.001,-38.86,0.416
2019-04-23 2:30,14.19,82.6,0.3,0.001,-49.1,0.283
2019-04-23 3:00,13.76,86.6,0.324,0,-41.15,0.21
2019-04-23 3:30,13.87,86,0.3,0,-43.19,0.222
2019-04-23 4:00,13.4,87.7,0.32,0,-27.4,0.188
2019-04-23 4:30,11.82,90,0.331,0,-21.5,0.139
2019-04-23 5:00,11.13,90.8,0.332,0,-28.62,0.122
2019-04-23 5:30,10.83,90.7,0.332,0.132,-29.67,0.121
2019-04-23 6:00,10.58,90.1,2.328,4.091,-31.68,0.127
2019-04-23 6:30,10.48,89.6,14.93,25.09,-28.84,0.131
2019-04-23 7:00,10.47,89.7,42.67,75.37,-7.495,0.13
2019-04-23 7:30,10.67,89.7,91.9,174.3,-0.623,0.132
2019-04-23 8:00,11.08,88.5,299.4,538.9,123.6,0.153
2019-04-23 8:30,12.23,80.9,448.8,811,241.1,0.273
2019-04-23 9:00,13.04,69.5,614.4,1155,338.5,0.458
2019-04-23 9:30,13.76,61.95,805,1505,475.7,0.599
2019-04-23 10:00,14.19,55.42,837,1604,504,0.721
2019-04-23 10:30,14.53,54.92,828,1602,515.7,0.746
2019-04-23 11:00,14.85,52.23,683,1300,397.4,0.807
2019-04-23 11:30,12.91,68.64,700.5,1276,306.7,0.472
2019-04-23 12:00,15.1,54.34,791.7,1419,431.6,0.784
2019-04-23 12:30,13.58,64.7,395.3,745.2,206.5,0.549
2019-04-23 13:00,11.31,73.23,156.1,274.1,-13.97,0.36
2019-04-23 13:30,12.84,70.64,792.9,1459,370.7,0.44
2019-04-23 14:00,15.09,53.1,959,1833,591.3,0.805
2019-04-23 14:30,15.92,50.13,871,1737,548.7,0.902
2019-04-23 15:00,16.03,49.94,640.9,1254,383.1,0.912
2019-04-23 15:30,16.26,44.02,741.3,1125,437.8,1.035
2019-04-23 16:00,16.23,42.47,667.7,1334,380.9,1.061
2019-04-23 16:30,15.71,47.1,458.9,946,245.5,0.945
2019-04-23 17:00,15.26,49.77,374.1,856,209.3,0.871
2019-04-23 17:30,15.06,48.8,345.3,703.3,145.9,0.877
2019-04-23 18:00,14.08,58.27,170.6,328.2,56.28,0.67
2019-04-23 18:30,13.89,59.46,82.3,161.3,-1.319,0.644
2019-04-23 19:00,13.3,62.78,19.41,45.06,-59.77,0.568
2019-04-23 19:30,12.68,67.39,1.82,3.696,-63.95,0.478
2019-04-23 20:00,12.46,69.65,0.201,0.023,-73.52,0.438
2019-04-23 20:30,12.2,70.74,0.107,0,-76.3,0.416
2019-04-23 21:00,11.78,71.02,0.06,0,-74.24,0.4
2019-04-23 21:30,11.36,72.38,0.035,0,-73.93,0.371
2019-04-23 22:00,10.94,75.44,0.026,0,-72.09,0.321
2019-04-23 22:30,10.53,78.5,0.011,0,-71.87,0.273
2019-04-23 23:00,10.1,81,0.003,0,-72.34,0.235
2019-04-23 23:30,9.97,82.8,0.001,0,-70.74,0.211
2019-04-24 0:00,9.69,84,0.001,0,-69.49,0.192
2019-04-24 0:30,9.22,86.3,0,0,-65.47,0.16
2019-04-24 1:00,9.33,86.4,0,0,-52.66,0.16
2019-04-24 1:30,9.51,85.7,0.001,0,-53.07,0.17
2019-04-24 2:00,9.42,86.2,0.001,0,-38.19,0.162
2019-04-24 2:30,9.81,86.4,0.006,0,-35.8,0.164
2019-04-24 3:00,10.11,85.9,0.004,0,-53.78,0.174
2019-04-24 3:30,9.83,87.5,0.002,0,-51.24,0.152
2019-04-24 4:00,10.08,88.2,0,0,-36.65,0.146
2019-04-24 4:30,10.38,86.6,0.001,0,-29.06,0.168
2019-04-24 5:00,10.66,85.3,0.003,0,-48.04,0.189
2019-04-24 5:30,10.43,87.1,0.515,0.663,-59.4,0.163
2019-04-24 6:00,10.51,86.7,11.81,17.53,-51.18,0.169
2019-04-24 6:30,11.13,85.4,37.04,75.69,-47.07,0.193
2019-04-24 7:00,11.51,83.5,125.5,215.4,-3.56,0.224
2019-04-24 7:30,12.47,79.85,207.8,376.3,37.4,0.292
2019-04-24 8:00,13.8,75.16,276.9,516.7,60.65,0.392
2019-04-24 8:30,14.53,73.17,339.2,641.5,187.7,0.444
2019-04-24 9:00,15.22,72.41,334.9,634.4,199.3,0.477
2019-04-24 9:30,15.72,69.84,338.1,635.9,195.7,0.538
2019-04-24 10:00,15.92,65.98,311.5,586,173.8,0.615
2019-04-24 10:30,16.02,65.54,259.5,488.6,138.7,0.627
2019-04-24 11:00,14.42,79.07,243.2,445.4,27.59,0.346
2019-04-24 11:30,15.7,70.44,353,651.5,68.4,0.528
2019-04-24 12:00,15.09,75.84,168.7,314.7,10.06,0.418
2019-04-24 12:30,14.78,83.4,636.3,,306,0.283
2019-04-24 13:00,16.37,70.04,271.3,,66.6,0.56
2019-04-24 13:30,14.41,82.6,225.6,420,40.67,0.286
2019-04-24 14:00,15.07,78.21,210.1,379.6,-29.09,0.374
2019-04-24 14:30,15.18,77.26,228.6,416,-5.953,0.392
2019-04-24 15:00,15.19,78.71,204.6,365.9,-6.378,0.37
2019-04-24 15:30,15.83,75.37,146.2,269.6,-60.14,0.444
2019-04-24 16:00,15.98,74.81,162.7,299.8,-52.64,0.457
2019-04-24 16:30,15.5,80.1,127.6,235.8,-25.08,0.351
2019-04-24 17:00,15.1,83.5,74.04,135.9,-34.72,0.284
2019-04-24 17:30,15.52,80.7,95.9,175,-52.64,0.34
2019-04-24 18:00,15.63,81.3,63.1,114.5,-65.12,0.332
2019-04-24 18:30,15.44,82.8,32.94,60.91,-38.56,0.302
2019-04-24 19:00,15.46,83,4.595,10.62,-46.68,0.299
2019-04-24 19:30,15.55,81.7,0.801,1.406,-44.66,0.324
2019-04-24 20:00,15.06,86.2,0.331,0.004,-32.71,0.238
2019-04-24 20:30,15,88.5,0.332,0,-28.58,0.196
2019-04-24 21:00,14.9,89.9,0.332,0.001,-12,0.171
2019-04-24 21:30,15,90,0.332,0.001,-16.99,0.17
2019-04-24 22:00,15.06,89.9,0.332,0.001,-20.46,0.173
2019-04-24 22:30,15.08,89,0.332,0.001,-17.09,0.189
2019-04-24 23:00,14.97,88.1,0.332,0,-17.6,0.203
2019-04-24 23:30,14.99,89.6,0.332,0,-14.93,0.177
2019-04-25 0:00,14.89,90.2,0.332,0,-29.51,0.165
2019-04-25 0:30,14.72,89.6,0.332,0.001,-37.05,0.174
2019-04-25 1:00,14.66,89.3,0.332,0,-25.07,0.178
2019-04-25 1:30,14.81,88.8,0.332,0,-27.25,0.189
2019-04-25 2:00,14.88,88.6,0.332,0.002,-31.56,0.193
2019-04-25 2:30,14.68,89.2,0.332,0.001,-23.71,0.181
2019-04-25 3:00,14,91.2,0.332,0.002,-11.86,0.14
2019-04-25 3:30,13.95,91.9,0.332,0.001,-11.21,0.129
2019-04-25 4:00,13.87,92.2,0.332,0,-10.65,0.124
2019-04-25 4:30,13.89,92.4,0.332,0.001,-10.72,0.121
2019-04-25 5:00,13.85,92.4,0.332,0.001,-14.81,0.121
2019-04-25 5:30,13.69,92.4,0.35,0.281,-14.42,0.119
2019-04-25 6:00,13.6,92.4,4.99,8.17,-13.66,0.118
2019-04-25 6:30,13.53,92.3,29.67,50.01,-0.685,0.119
2019-04-25 7:00,13.57,92.1,69.39,119.2,17.66,0.123
2019-04-25 7:30,13.76,91.2,112.7,202.6,40.9,0.138
2019-04-25 8:00,14.09,88.4,151.9,280,66.12,0.186
2019-04-25 8:30,15.09,79.95,382.1,698.8,236.6,0.345
2019-04-25 9:00,15.84,69.16,427.2,788.3,272.2,0.555
2019-04-25 9:30,16.19,64.63,458.7,835,298.1,0.65
2019-04-25 10:00,16.48,64.41,477.1,860,292,0.667
