,Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Y
LTP Control_1_1,2014-05-29,-1.377420999727574,-1.173567086751044,-1.0956527064707122,-0.9490683631295304,-0.8189475424489546,-0.6718937579954768,-0.5746076017950025,-0.5606541679735129,-0.05211548434728136,0.20750770119456097,0.237025904931832,0.43675194133222894,0.4661975311287813,0.4970312312420397,0.5610783555313121,0.8779723060711744,1.0692519787705361,1.1469792730320276,1.1662397350641251,1.1779570659336907,1.198351002543285,1.2412700958137315,1.2867323549991208,1.298459497648628,1.3036384189255446,1.340253120016791,1.4104663191213593,1.437251710901441,1.451964494021487,1.4732017475818429,1.4749888297865277,0.0
LTP Control_1_1,2014-05-30,-1.2024362437887317,-1.2045182415544842,-1.2079995360138485,-0.9921242014373998,-0.6533091749061388,-0.5244235652306437,-0.5295987208047732,-0.6617493134449282,-0.21716300510649778,0.20597071204502856,0.26272193234575253,0.36192233786247835,0.24916497804406637,0.4305979660446438,0.39941526813779776,0.617766819967066,0.8529522966979095,0.9992706927433858,1.076376300230935,1.2808270760684097,1.1400129304029825,1.1636892132561598,1.2302923176020817,1.4522450239971079,1.3856676341902123,1.3513005696116496,1.3298083667939153,1.4165936646488577,1.3748423994121777,1.4814770366302936,1.2783785744874758,0.0
LTP Control_1_1,2014-05-31,-1.300305609917024,-1.115984413826955,-1.0947455068339746,-0.8294618496479736,-0.8116089735825726,-0.46761760184020273,-0.47711620545051164,-0.35871521670733697,0.20214906549929768,-0.0038628620266945484,0.2959660782246525,0.3566653836283114,0.7228211612759646,0.6513680661743453,0.6120264277176825,1.085064970277973,1.21451485528687,1.2128952210999746,1.2001153641385336,0.9076655446332098,1.24284996806762,1.2646641438809998,1.3355371874565387,1.2374623203807817,1.2001092558326278,1.1177553429137108,1.3572435697871286,1.360030414684025,1.27857709005495,1.518797342044339,1.4386414576400943,0.0
LTP Control_1_1,2014-06-01,-1.287511150952168,-1.1540975130045334,-1.3175104845503585,-0.9502741916320634,-0.6580088729513702,-0.6030076519228429,-0.6073237496798188,-0.56227637979224,-0.05519918435944139,0.06741174105814672,0.31677748734892225,0.507095449724852,0.4778166197635836,0.587104698823888,0.4722617609318243,0.9085579101317991,1.1506532002832792,1.2696611364062065,1.3154837336093748,1.0801486690851931,1.3316896512421947,1.2082730607752903,1.2723587207876943,1.4863314923318398,1.3551531304685145,1.2129387811975976,1.2603266021683575,1.2996533900682659,1.2711611987237834,1.5984646130074913,1.3098788894913416,0.0
LTP Control_1_1,2014-06-02,-1.2393188128551458,-1.2545179602321956,-1.2516423112014448,-1.064365129614124,-0.7066955899806759,-0.519225553288728,-0.543224904732681,-0.7206889132631203,-0.24410042712634675,0.26787073855858257,0.24540093641622965,0.39640481805289707,0.25040384216135253,0.501093913418106,0.43068530817796596,0.6693036874918351,0.9357319846465383,1.0780969204038042,1.1249459124683896,1.1893162691658734,1.151193352109313,1.2651901866639639,1.184526431282834,1.4558179607139072,1.3032382046175133,1.232591192062086,1.2373484146850153,1.4702698897941482,1.2561500541899024,1.4589475453224365,1.3949688455360336,0.0
LTP Control_1_1,2014-06-03,-1.1667101723959723,-1.2104122996495639,-1.5399670805932937,-0.9249219531708401,-0.31353921768974574,-0.6084316985499749,-0.6919408826741436,-0.4517395664159014,0.11889312472280807,0.25065768858146026,0.2567879093112826,0.6852805137429694,0.6629583622041192,0.6015755384635341,0.2775912676143139,1.0502594184889391,1.207497395064099,1.2328391177302915,1.194736005677634,1.0922610710805543,1.1815754287567826,1.3512901020607337,1.2181278698683091,1.547009217978497,1.2892558907065301,1.1836821273287559,1.2718052184334971,1.4303371272348078,1.255168917622354,1.4762605590469953,1.3171576725393583,0.0
LTP Control_1_1,2014-06-04,-1.4191523671650146,-1.093301817382108,-1.3149739533695546,-0.8938263133111191,-0.2440178209584225,-0.7866224168318064,-0.9321511468093895,-0.6197133172371351,-0.2799089782106534,0.2684842103114885,0.18118171382877976,1.0809760021717667,0.20633423942548462,0.42498921253923283,0.21134468981082674,0.6114329894183259,0.8648949800625425,1.1083508684655086,1.3044079801267114,1.1966871778910664,1.3731841031288186,1.424581534264815,1.4602162284269848,1.380905769898591,1.344268549252347,1.352897002061532,1.5213733790698496,1.4711291682837027,1.4917719543513748,1.4391895335800482,1.518255281250492,0.0
LTP Control_1_1,2014-06-05,-1.1927099955243887,-1.097055194228372,-1.1817906467414958,-0.8986533979882219,-0.23273066057294572,-0.858992885389661,-0.9099418204688088,-0.612550150893503,-0.19209443894769268,-0.09534088783252935,0.20611594476302267,0.9163891966948814,0.2715372164608257,0.38044433398257466,0.1331748199136798,0.6915542249033441,1.0154807027654533,1.2646114398158081,1.4543592568700758,0.7241110283439738,1.5349430787459815,1.2051821316647409,1.5944960718510184,1.2973197215230257,1.2046734069210372,1.001778601777398,1.5314678978048428,1.3916331138274018,1.339241956066678,1.475367453198797,1.342825767710486,0.0
LTP Control_1_1,2014-06-06,-1.416787071810815,-1.0580477919975253,-0.9710980275498043,-0.8023026022351913,-0.9584352352238058,-0.2973978834425488,-0.44232126432299884,-0.3383364728444464,0.22442408075541498,0.22546466851856234,0.27264247480127174,0.42835792890375635,0.772862195644862,1.0557165150837236,1.0071560856476487,1.1937404027510745,1.4407534739811456,1.4708868180539896,1.4025598047976533,0.8135372167934368,1.3230952727580134,1.3636831200004553,1.2725029290074046,0.9248403051470084,0.9268757536516942,0.9819237172189318,1.2227833845370224,1.420293349361018,1.131598273532694,1.4902372126911831,1.5089204245111962,0.0
LTP Control_1_1,2014-06-07,-1.4553201508176907,-0.9809034800043989,-1.3005043407103352,-0.8098288276297447,-0.6000126234667845,-0.4636480367949774,-0.589536532642893,-0.5698805446448053,-0.2652241319644631,0.29040360334609877,0.007973945133478693,0.550064160214014,0.14282387099518892,0.5971938818092765,0.4747757927764961,0.5669647165632876,0.8930719362295133,1.1618447411017339,1.3934488929770144,1.1534845164726995,1.5247088687191461,1.4107219735641856,1.5585039735502855,1.371123202780244,1.3382434684230362,1.3405549495319642,1.557103539587139,1.6097515188115987,1.4903669361480845,1.4099528637645657,1.5295597241397536,0.0
LTP Control_1_1,2014-06-08,-1.181864519755961,-1.0312566420839735,-1.2926782078674879,-0.9128325858031483,-0.21928909124333962,-0.6920308376120508,-0.861413257391879,-0.6845207364452793,-0.27843466089629704,0.27915921778685704,0.050254695963105396,0.8932791508533043,0.21073824958422238,0.47498014575360803,0.14382046451174935,0.6265051283213695,0.9497435698363752,1.1827089923200045,1.272944284332231,1.2239367128304344,1.301952095202531,1.3394535220116452,1.38208899613066,1.4508702690563813,1.3670693185527207,1.3781964216526859,1.4667489014911341,1.4825536928604073,1.4742637125695877,1.4805936759845004,1.3322555688830295,0.0
