id,date,pk,bk,ctend,bk1,T_Amb_Avg,H_Relat_Avg,R_Neta_Avg,VPD_Avg,Y
TDV 45RDI-PB2,2014-05-17,-2.0,0.5,0.0,0.0,20.24914236111111,48.51707638888889,155.17704861113404,1.4261239583333334,0.0
TDV 45RDI-CC1,2014-05-17,-2.0,0.5,-47.7,0.0,20.24914236111111,48.51707638888889,155.17704861113404,1.4261239583333334,1.0
TDV 45RDI-CC2,2014-05-17,-2.0,0.5,-70.0,0.0,20.24914236111111,48.51707638888889,155.17704861113404,1.4261239583333334,1.0
TDV Control1,2014-05-18,2.0,1.75,69.69999999999999,1.0,20.007083333333334,60.85052777777777,142.250125,1.1044385416666667,0.0
TDV Control2,2014-05-18,4.0,2.0,344.4,1.0,20.007083333333334,60.85052777777777,142.250125,1.1044385416666667,0.0
TDV 45RDI-PB1,2014-05-18,4.0,2.0,86.6,1.0,20.007083333333334,60.85052777777777,142.250125,1.1044385416666667,0.0
TDV 45RDI-PB2,2014-05-18,1.0,1.25,1.8999999999999986,1.0,20.007083333333334,60.85052777777777,142.250125,1.1044385416666667,0.0
TDV 45RDI-CC1,2014-05-18,-3.0,0.25,-64.80000000000001,0.0,20.007083333333334,60.85052777777777,142.250125,1.1044385416666667,1.0
TDV 45RDI-CC2,2014-05-18,-3.0,0.25,-184.0,0.0,20.007083333333334,60.85052777777777,142.250125,1.1044385416666667,1.0
TDV Control1,2014-05-19,-1.0,0.875,38.70000000000002,0.0,17.664381944444443,67.51897569444444,83.15903124999792,0.7420909722222223,1.0
TDV Control2,2014-05-19,-1.0,1.0,314.3,0.0,17.664381944444443,67.51897569444444,83.15903124999792,0.7420909722222223,1.0
TDV 45RDI-PB1,2014-05-19,-1.0,1.0,68.9,0.0,17.664381944444443,67.51897569444444,83.15903124999792,0.7420909722222223,1.0
TDV 45RDI-PB2,2014-05-19,-1.0,0.625,-24.800000000000004,0.0,17.664381944444443,67.51897569444444,83.15903124999792,0.7420909722222223,1.0
TDV 45RDI-CC1,2014-05-19,-4.0,0.125,-186.9,0.0,17.664381944444443,67.51897569444444,83.15903124999792,0.7420909722222223,1.0
TDV 45RDI-CC2,2014-05-19,-4.0,0.125,-368.0,0.0,17.664381944444443,67.51897569444444,83.15903124999792,0.7420909722222223,1.0
TDV Control1,2014-05-20,1.0,1.4375,160.79999999999998,1.0,17.933510416666667,57.97709722222223,97.79908680558056,0.9017711805555556,0.0
TDV Control2,2014-05-20,1.0,1.5,138.2,1.0,17.933510416666667,57.97709722222223,97.79908680558056,0.9017711805555556,0.0
TDV 45RDI-PB1,2014-05-20,1.0,1.5,70.9,1.0,17.933510416666667,57.97709722222223,97.79908680558056,0.9017711805555556,0.0
TDV 45RDI-PB2,2014-05-20,1.0,1.3125,85.8,1.0,17.933510416666667,57.97709722222223,97.79908680558056,0.9017711805555556,0.0
TDV 45RDI-CC1,2014-05-20,-5.0,0.0625,-202.2,0.0,17.933510416666667,57.97709722222223,97.79908680558056,0.9017711805555556,1.0
TDV 45RDI-CC2,2014-05-20,-5.0,0.0625,-432.0,0.0,17.933510416666667,57.97709722222223,97.79908680558056,0.9017711805555556,1.0
TDV Control1,2014-05-21,2.0,1.71875,50.30000000000001,1.0,15.658378472222221,81.66453819444445,90.46161805553473,0.3754857638888888,0.0
TDV Control2,2014-05-21,2.0,1.75,74.10000000000002,1.0,15.658378472222221,81.66453819444445,90.46161805553473,0.3754857638888888,0.0
TDV 45RDI-PB1,2014-05-21,2.0,1.75,86.6,1.0,15.658378472222221,81.66453819444445,90.46161805553473,0.3754857638888888,0.0
TDV 45RDI-PB2,2014-05-21,2.0,1.65625,150.70000000000002,1.0,15.658378472222221,81.66453819444445,90.46161805553473,0.3754857638888888,0.0
TDV 45RDI-CC1,2014-05-21,1.0,1.03125,91.6,1.0,15.658378472222221,81.66453819444445,90.46161805553473,0.3754857638888888,0.0
TDV 45RDI-CC2,2014-05-21,1.0,1.03125,84.0,1.0,15.658378472222221,81.66453819444445,90.46161805553473,0.3754857638888888,0.0
TDV Control1,2014-05-22,-1.0,0.859375,42.60000000000002,0.0,16.16989930555764,67.32534722222222,158.91959722219931,0.7235013888888889,1.0
TDV Control2,2014-05-22,3.0,1.875,76.10000000000002,1.0,16.16989930555764,67.32534722222222,158.91959722219931,0.7235013888888889,0.0
TDV 45RDI-PB1,2014-05-22,-1.0,0.875,78.69999999999999,0.0,16.16989930555764,67.32534722222222,158.91959722219931,0.7235013888888889,1.0
TDV 45RDI-PB2,2014-05-22,-1.0,0.828125,150.70000000000002,0.0,16.16989930555764,67.32534722222222,158.91959722219931,0.7235013888888889,1.0
TDV 45RDI-CC1,2014-05-22,2.0,1.515625,26.69999999999999,1.0,16.16989930555764,67.32534722222222,158.91959722219931,0.7235013888888889,0.0
TDV 45RDI-CC2,2014-05-22,2.0,1.515625,144.0,1.0,16.16989930555764,67.32534722222222,158.91959722219931,0.7235013888888889,0.0
TDV Control1,2014-05-23,1.0,1.4296875,21.30000000000001,1.0,16.804440972222224,70.37600694444444,126.54261805557638,0.6920503472222223,0.0
TDV Control2,2014-05-23,4.0,1.9375,122.20000000000005,1.0,16.804440972222224,70.37600694444444,126.54261805557638,0.6920503472222223,0.0
TDV 45RDI-PB1,2014-05-23,1.0,1.4375,5.900000000000006,1.0,16.804440972222224,70.37600694444444,126.54261805557638,0.6920503472222223,0.0
TDV 45RDI-PB2,2014-05-23,-2.0,0.4140625,-17.200000000000017,0.0,16.804440972222224,70.37600694444444,126.54261805557638,0.6920503472222223,1.0
TDV 45RDI-CC1,2014-05-23,-1.0,0.7578125,13.300000000000011,0.0,16.804440972222224,70.37600694444444,126.54261805557638,0.6920503472222223,1.0
TDV 45RDI-CC2,2014-05-23,-1.0,0.7578125,128.0,0.0,16.804440972222224,70.37600694444444,126.54261805557638,0.6920503472222223,1.0
TDV Control1,2014-05-24,-1.0,0.71484375,-34.900000000000034,0.0,17.90273611111111,59.387156250000004,166.27305555555765,1.0203961805555555,1.0
TDV Control2,2014-05-24,-1.0,0.96875,108.10000000000002,0.0,17.90273611111111,59.387156250000004,166.27305555555765,1.0203961805555555,1.0
TDV 45RDI-PB1,2014-05-24,-1.0,0.71875,-68.9,0.0,17.90273611111111,59.387156250000004,166.27305555555765,1.0203961805555555,1.0
TDV 45RDI-PB2,2014-05-24,-3.0,0.20703125,-125.9,0.0,17.90273611111111,59.387156250000004,166.27305555555765,1.0203961805555555,1.0
TDV 45RDI-CC1,2014-05-24,-2.0,0.37890625,-104.9,0.0,17.90273611111111,59.387156250000004,166.27305555555765,1.0203961805555555,1.0
TDV 45RDI-CC2,2014-05-24,-2.0,0.37890625,-176.0,0.0,17.90273611111111,59.387156250000004,166.27305555555765,1.0203961805555555,1.0
TDV Control1,2014-05-25,1.0,1.357421875,38.69999999999999,1.0,17.154038194444443,61.67822569444445,159.75458680555764,0.8828965277777778,0.0
TDV Control2,2014-05-25,1.0,1.484375,24.100000000000023,1.0,17.154038194444443,61.67822569444445,159.75458680555764,0.8828965277777778,0.0
