,,pk,bk,ctend,bk1,Y
TDV Control2,2014-07-08,1.0,1.4998769452631384,76.09999999999991,1.0,0.0
TDV 45RDI-PB1,2014-07-08,-6.0,0.03036535045398292,-618.0,0.0,2.0
TDV 45RDI-PB2,2014-07-08,-6.0,0.030365348591436914,-879.2,0.0,2.0
TDV 45RDI-CC1,2014-07-08,-5.0,0.054732204212552316,-1075.7,0.0,2.0
TDV 45RDI-CC2,2014-07-08,-5.0,0.057005781477538986,-842.0,0.0,1.0
TDV Control1,2014-07-09,1.0,1.2163695725530306,-46.5,1.0,0.0
TDV Control2,2014-07-09,2.0,1.7499384726315692,46.09999999999991,1.0,0.0
TDV 45RDI-PB1,2014-07-09,-7.0,0.01518267522699146,-694.8000000000001,0.0,2.0
TDV 45RDI-PB2,2014-07-09,-7.0,0.015182674295718457,-986.0,0.0,2.0
TDV 45RDI-CC1,2014-07-09,-6.0,0.027366102106276158,-1268.3,0.0,2.0
TDV 45RDI-CC2,2014-07-09,-6.0,0.028502890738769493,-1140.0,0.0,2.0
TDV Control1,2014-07-10,2.0,1.6081847862765153,79.40000000000009,1.0,0.0
TDV Control2,2014-07-10,3.0,1.8749692363157846,98.09999999999991,1.0,0.0
TDV 45RDI-PB1,2014-07-10,1.0,1.0075913376134957,-391.6,1.0,1.0
TDV 45RDI-PB2,2014-07-10,1.0,1.0075913371478593,-423.4,1.0,1.0
TDV 45RDI-CC1,2014-07-10,1.0,1.013683051053138,-574.1,1.0,1.0
TDV 45RDI-CC2,2014-07-10,1.0,1.0142514453693847,-536.0,1.0,1.0
TDV Control1,2014-07-11,3.0,1.8040923931382578,102.70000000000005,1.0,0.0
TDV Control2,2014-07-11,4.0,1.9374846181578924,122.19999999999982,1.0,0.0
TDV 45RDI-PB1,2014-07-11,-1.0,0.5037956688067479,-210.60000000000002,0.0,2.0
TDV 45RDI-PB2,2014-07-11,-1.0,0.5037956685739297,-297.50000000000006,0.0,1.0
TDV 45RDI-CC1,2014-07-11,-1.0,0.506841525526569,-467.29999999999995,0.0,2.0
TDV 45RDI-CC2,2014-07-11,-1.0,0.5071257226846924,-380.0,0.0,1.0
TDV Control1,2014-07-12,4.0,1.9020461965691289,155.0,1.0,0.0
TDV Control2,2014-07-12,5.0,1.9687423090789462,160.19999999999982,1.0,0.0
TDV 45RDI-PB1,2014-07-12,-2.0,0.25189783440337393,-135.89999999999998,0.0,2.0
TDV 45RDI-PB2,2014-07-12,-2.0,0.25189783428696483,-215.5,0.0,2.0
TDV 45RDI-CC1,2014-07-12,-2.0,0.2534207627632845,-316.6,0.0,2.0
TDV 45RDI-CC2,2014-07-12,-2.0,0.2535628613423462,-418.0,0.0,2.0
TDV Control1,2014-07-13,5.0,1.9510230982845644,216.9000000000001,1.0,0.0
TDV Control2,2014-07-13,6.0,1.984371154539473,212.29999999999973,1.0,0.0
TDV 45RDI-PB1,2014-07-13,-3.0,0.12594891720168697,-222.5,0.0,2.0
TDV 45RDI-PB2,2014-07-13,-3.0,0.12594891714348241,-343.29999999999995,0.0,2.0
TDV 45RDI-CC1,2014-07-13,-3.0,0.12671038138164226,-480.6,0.0,2.0
TDV 45RDI-CC2,2014-07-13,-3.0,0.1267814306711731,-672.0,0.0,2.0
TDV Control1,2014-07-14,-1.0,0.9755115491422822,110.40000000000009,0.0,1.0
TDV Control2,2014-07-14,-1.0,0.9921855772697366,188.19999999999982,0.0,1.0
TDV 45RDI-PB1,2014-07-14,-4.0,0.06297445860084348,-316.9,0.0,2.0
TDV 45RDI-PB2,2014-07-14,-4.0,0.06297445857174121,-482.5,0.0,2.0
TDV 45RDI-CC1,2014-07-14,-4.0,0.06335519069082113,-669.4,0.0,2.0
TDV 45RDI-CC2,2014-07-14,-4.0,0.06339071533558654,-902.0,0.0,2.0
TDV Control1,2014-07-15,1.0,1.4877557745711412,40.700000000000045,1.0,0.0
TDV Control2,2014-07-15,1.0,1.4960927886348683,66.09999999999991,1.0,0.0
TDV 45RDI-PB1,2014-07-15,1.0,1.0314872293004218,-108.29999999999995,1.0,1.0
TDV 45RDI-PB2,2014-07-15,1.0,1.0314872292858706,-104.89999999999998,1.0,1.0
TDV 45RDI-CC1,2014-07-15,1.0,1.0316775953454105,-47.700000000000045,1.0,1.0
TDV 45RDI-CC2,2014-07-15,1.0,1.0316953576677932,-116.0,1.0,1.0
TDV Control1,2014-07-16,-1.0,0.7438778872855706,-23.299999999999955,0.0,1.0
TDV Control2,2014-07-16,2.0,1.7480463943174342,8.0,1.0,0.0
TDV 45RDI-PB1,2014-07-16,-1.0,0.5157436146502109,-157.5000000000001,0.0,2.0
TDV 45RDI-PB2,2014-07-16,-1.0,0.5157436146429353,-267.0,0.0,2.0
TDV 45RDI-CC1,2014-07-16,-1.0,0.5158387976727052,-358.4999999999999,0.0,2.0
TDV 45RDI-CC2,2014-07-16,-1.0,0.5158476788338966,-260.0,0.0,2.0
TDV Control1,2014-07-17,1.0,1.3719389436427853,58.09999999999991,1.0,0.0
TDV Control2,2014-07-17,3.0,1.8740231971587171,38.100000000000364,1.0,0.0
TDV 45RDI-PB1,2014-07-17,-2.0,0.25787180732510545,-159.39999999999986,0.0,2.0
TDV 45RDI-PB2,2014-07-17,-2.0,0.25787180732146764,-186.89999999999998,0.0,2.0
TDV 45RDI-CC1,2014-07-17,-2.0,0.2579193988363526,-349.0,0.0,2.0
TDV 45RDI-CC2,2014-07-17,-2.0,0.2579238394169483,-498.0,0.0,2.0
TDV Control1,2014-07-18,2.0,1.6859694718213927,185.9000000000001,1.0,0.0
TDV Control2,2014-07-18,4.0,1.9370115985793586,126.20000000000027,1.0,0.0
TDV 45RDI-PB1,2014-07-18,1.0,1.1289359036625528,84.70000000000005,1.0,1.0
TDV 45RDI-PB2,2014-07-18,1.0,1.1289359036607338,301.30000000000007,1.0,1.0
TDV 45RDI-CC1,2014-07-18,1.0,1.1289596994181763,459.5999999999999,1.0,1.0
TDV 45RDI-CC2,2014-07-18,1.0,1.1289619197084741,350.0,1.0,1.0
TDV Control1,2014-07-19,3.0,1.8429847359106963,319.5999999999999,1.0,0.0
TDV Control2,2014-07-19,5.0,1.9685057992896793,230.30000000000018,1.0,0.0
TDV 45RDI-PB1,2014-07-19,-1.0,0.5644679518312764,-173.20000000000005,0.0,2.0
TDV 45RDI-PB2,2014-07-19,-1.0,0.5644679518303669,-263.20000000000005,0.0,2.0
TDV 45RDI-CC1,2014-07-19,-1.0,0.5644798497090882,-402.4000000000001,0.0,2.0
TDV 45RDI-CC2,2014-07-19,-1.0,0.5644809598542371,-156.0,0.0,2.0
TDV Control1,2014-07-20,-1.0,0.9214923679553482,278.9000000000001,0.0,1.0
TDV Control2,2014-07-20,-1.0,0.9842528996448396,198.30000000000018,0.0,1.0
TDV 45RDI-PB1,2014-07-20,-2.0,0.2822339759156382,-116.19999999999982,0.0,2.0
TDV 45RDI-PB2,2014-07-20,-2.0,0.28223397591518345,-186.9000000000001,0.0,2.0
TDV 45RDI-CC1,2014-07-20,-2.0,0.2822399248545441,-318.5,0.0,2.0
TDV 45RDI-CC2,2014-07-20,-2.0,0.28224047992711854,-482.0,0.0,2.0
TDV Control1,2014-07-21,-2.0,0.4607461839776741,-73.59999999999991,0.0,1.0
TDV Control2,2014-07-21,-2.0,0.4921264498224198,0.0,0.0,1.0
TDV 45RDI-PB1,2014-07-21,-3.0,0.1411169879578191,-175.19999999999982,0.0,2.0
TDV 45RDI-PB2,2014-07-21,-3.0,0.14111698795759173,-316.5999999999999,0.0,2.0
TDV 45RDI-CC1,2014-07-21,-3.0,0.14111996242727204,-535.8999999999999,0.0,2.0
TDV 45RDI-CC2,2014-07-21,-3.0,0.14112023996355927,-802.0,0.0,2.0
TDV Control1,2014-07-22,1.0,1.2303730919888372,-71.59999999999991,1.0,0.0
TDV Control2,2014-07-22,1.0,1.24606322491121,26.0,1.0,0.0
TDV 45RDI-PB1,2014-07-22,1.0,1.0705584939789095,102.30000000000007,1.0,1.0
TDV 45RDI-PB2,2014-07-22,1.0,1.0705584939787958,177.39999999999998,1.0,1.0
TDV 45RDI-CC1,2014-07-22,1.0,1.070559981213636,112.5,1.0,1.0
TDV 45RDI-CC2,2014-07-22,1.0,1.0705601199817796,16.0,1.0,1.0
TDV Control1,2014-07-23,2.0,1.6151865459944186,104.5,1.0,0.0
TDV Control2,2014-07-23,2.0,1.623031612455605,52.09999999999991,1.0,0.0
TDV 45RDI-PB1,2014-07-23,-1.0,0.5352792469894547,-192.89999999999998,0.0,2.0
TDV 45RDI-PB2,2014-07-23,-1.0,0.5352792469893979,-274.6,0.0,2.0
TDV 45RDI-CC1,2014-07-23,-1.0,0.535279990606818,-406.1999999999998,0.0,2.0
TDV 45RDI-CC2,2014-07-23,-1.0,0.5352800599908898,-332.0,0.0,2.0
TDV Control1,2014-07-24,3.0,1.8075932729972093,199.39999999999964,1.0,0.0
TDV Control2,2014-07-24,3.0,1.8115158062278025,106.09999999999991,1.0,0.0
TDV 45RDI-PB1,2014-07-24,-2.0,0.26763962349472736,-122.0,0.0,2.0
TDV 45RDI-PB2,2014-07-24,-2.0,0.26763962349469894,-160.20000000000005,0.0,2.0
TDV 45RDI-CC1,2014-07-24,-2.0,0.267639995303409,-286.10000000000014,0.0,2.0
TDV 45RDI-CC2,2014-07-24,-2.0,0.2676400299954449,-416.0,0.0,2.0
TDV Control1,2014-07-25,-1.0,0.9037966364986046,199.39999999999964,0.0,1.0
TDV Control2,2014-07-25,-1.0,0.9057579031139013,94.09999999999991,0.0,1.0
TDV 45RDI-PB1,2014-07-25,1.0,1.1338198117473637,57.09999999999991,1.0,1.0
TDV 45RDI-PB2,2014-07-25,1.0,1.1338198117473495,375.70000000000005,1.0,1.0
TDV 45RDI-CC1,2014-07-25,1.0,1.1338199976517045,436.6999999999998,1.0,1.0
TDV 45RDI-CC2,2014-07-25,1.0,1.1338200149977224,448.0,1.0,1.0
TDV Control1,2014-07-26,1.0,1.4518983182493024,131.70000000000027,1.0,0.0
TDV Control2,2014-07-26,1.0,1.4528789515569507,78.09999999999991,1.0,0.0
TDV 45RDI-PB1,2014-07-26,-1.0,0.5669099058736818,-129.89999999999986,0.0,2.0
TDV 45RDI-PB2,2014-07-26,-1.0,0.5669099058736747,-293.70000000000005,0.0,2.0
TDV 45RDI-CC1,2014-07-26,-1.0,0.5669099988258522,-413.79999999999995,0.0,2.0
TDV 45RDI-CC2,2014-07-26,-1.0,0.5669100074988612,-280.0,0.0,2.0
TDV Control1,2014-07-27,2.0,1.7259491591246512,19.40000000000009,1.0,0.0
TDV Control2,2014-07-27,2.0,1.7264394757784753,8.0,1.0,0.0
TDV 45RDI-PB1,2014-07-27,-2.0,0.2834549529368409,-63.0,0.0,2.0
TDV 45RDI-PB2,2014-07-27,-2.0,0.28345495293683737,-177.39999999999986,0.0,2.0
TDV 45RDI-CC1,2014-07-27,-2.0,0.2834549994129261,-276.5999999999999,0.0,2.0
TDV 45RDI-CC2,2014-07-27,-2.0,0.2834550037494306,-390.0,0.0,2.0
TDV Control1,2014-07-28,3.0,1.8629745795623256,100.69999999999982,1.0,0.0
TDV Control2,2014-07-28,3.0,1.8632197378892377,76.10000000000036,1.0,0.0
TDV 45RDI-PB1,2014-07-28,-3.0,0.14172747646842046,-141.70000000000005,0.0,2.0
TDV 45RDI-PB2,2014-07-28,-3.0,0.14172747646841868,-307.0999999999999,0.0,2.0
TDV 45RDI-CC1,2014-07-28,-3.0,0.14172749970646306,-484.39999999999986,0.0,2.0
TDV 45RDI-CC2,2014-07-28,-3.0,0.1417275018747153,-718.0,0.0,2.0
TDV Control1,2014-07-29,4.0,1.9314872897811628,203.29999999999973,1.0,0.0
TDV Control2,2014-07-29,4.0,1.9316098689446188,118.10000000000036,1.0,0.0
TDV 45RDI-PB1,2014-07-29,1.0,1.0708637382342103,173.20000000000005,1.0,1.0
TDV 45RDI-PB2,2014-07-29,1.0,1.0708637382342094,413.80000000000007,1.0,1.0
TDV 45RDI-CC1,2014-07-29,1.0,1.0708637498532316,484.4000000000001,1.0,1.0
TDV 45RDI-CC2,2014-07-29,1.0,1.0708637509373578,320.0,1.0,1.0
TDV Control1,2014-07-30,-1.0,0.9657436448905814,189.79999999999973,0.0,1.0
TDV Control2,2014-07-30,5.0,1.9658049344723094,178.20000000000027,1.0,0.0
TDV 45RDI-PB1,2014-07-30,-1.0,0.5354318691171052,-135.80000000000018,0.0,2.0
TDV 45RDI-PB2,2014-07-30,-1.0,0.5354318691171047,-310.80000000000007,0.0,2.0
TDV 45RDI-CC1,2014-07-30,-1.0,0.5354318749266158,-251.70000000000005,0.0,2.0
TDV 45RDI-CC2,2014-07-30,-1.0,0.5354318754686789,-126.0,0.0,1.0
TDV Control1,2014-07-31,1.0,1.4828718224452908,92.90000000000009,1.0,0.0
TDV Control2,2014-07-31,6.0,1.9829024672361548,238.30000000000018,1.0,0.0
TDV 45RDI-PB1,2014-07-31,-2.0,0.2677159345585526,-82.69999999999982,0.0,2.0
TDV 45RDI-PB2,2014-07-31,-2.0,0.26771593455855236,-175.5,0.0,2.0
TDV 45RDI-CC1,2014-07-31,-2.0,0.2677159374633079,-331.9000000000001,0.0,2.0
TDV 45RDI-CC2,2014-07-31,-2.0,0.26771593773433944,-352.0,0.0,1.0
TDV Control1,2014-08-01,2.0,1.7414359112226454,71.70000000000027,1.0,0.0
TDV Control2,2014-08-01,7.0,1.9914512336180774,268.3000000000002,1.0,0.0
TDV 45RDI-PB1,2014-08-01,1.0,1.1338579672792763,263.70000000000005,1.0,1.0
TDV 45RDI-PB2,2014-08-01,1.0,1.1338579672792761,532.1,1.0,1.0
TDV 45RDI-CC1,2014-08-01,1.0,1.133857968731654,625.5,1.0,1.0
TDV 45RDI-CC2,2014-08-01,1.0,1.1338579688671697,516.0,1.0,0.0
TDV Control1,2014-08-02,3.0,1.8707179556113227,83.30000000000018,1.0,0.0
TDV Control2,2014-08-02,8.0,1.9957256168090387,302.4000000000001,1.0,0.0
TDV 45RDI-PB1,2014-08-02,-1.0,0.5669289836396382,-210.5999999999999,0.0,2.0
TDV 45RDI-PB2,2014-08-02,-1.0,0.5669289836396381,-364.29999999999995,0.0,2.0
TDV 45RDI-CC1,2014-08-02,-1.0,0.566928984365827,-432.9,0.0,2.0
TDV 45RDI-CC2,2014-08-02,-1.0,0.5669289844335849,-204.0,0.0,1.0
TDV Control1,2014-08-03,-1.0,0.9353589778056614,44.59999999999991,0.0,1.0
TDV Control2,2014-08-03,9.0,1.9978628084045194,366.4000000000001,1.0,0.0
TDV 45RDI-PB1,2014-08-03,-2.0,0.2834644918198191,-110.20000000000005,0.0,2.0
TDV 45RDI-PB2,2014-08-03,-2.0,0.28346449181981903,-293.70000000000005,0.0,2.0
TDV 45RDI-CC1,2014-08-03,-2.0,0.2834644921829135,-402.4,0.0,2.0
TDV 45RDI-CC2,2014-08-03,-2.0,0.28346449221679243,-480.0,0.0,1.0
TDV Control1,2014-08-04,1.0,1.4676794889028306,3.800000000000182,1.0,1.0
TDV Control2,2014-08-04,10.0,1.9989314042022597,472.9000000000001,1.0,0.0
TDV 45RDI-PB1,2014-08-04,-3.0,0.14173224590990954,-220.4000000000001,0.0,2.0
TDV 45RDI-PB2,2014-08-04,-3.0,0.14173224590990952,-503.5000000000001,0.0,2.0
TDV 45RDI-CC1,2014-08-04,-3.0,0.14173224609145674,-717.1,0.0,2.0
TDV 45RDI-CC2,2014-08-04,-3.0,0.14173224610839621,-914.0,0.0,2.0
TDV Control1,2014-08-05,-1.0,0.7338397444514153,-11.599999999999909,0.0,1.0
TDV Control2,2014-08-05,11.0,1.99946570210113,480.9000000000001,1.0,0.0
TDV 45RDI-PB1,2014-08-05,1.0,1.0708661229549548,-31.40000000000009,1.0,1.0
TDV 45RDI-PB2,2014-08-05,1.0,1.0708661229549548,-45.80000000000007,1.0,1.0
TDV 45RDI-CC1,2014-08-05,1.0,1.0708661230457284,-114.39999999999998,1.0,1.0
TDV 45RDI-CC2,2014-08-05,1.0,1.070866123054198,-128.0,1.0,1.0
TDV Control1,2014-08-06,1.0,1.3669198722257077,21.299999999999727,1.0,0.0
TDV Control2,2014-08-06,12.0,1.999732851050565,483.0,1.0,0.0
TDV 45RDI-PB1,2014-08-06,-1.0,0.5354330614774774,-120.09999999999991,0.0,2.0
TDV 45RDI-PB2,2014-08-06,-1.0,0.5354330614774774,-291.79999999999995,0.0,2.0
TDV 45RDI-CC1,2014-08-06,-1.0,0.5354330615228642,-341.4000000000001,0.0,2.0
TDV 45RDI-CC2,2014-08-06,-1.0,0.535433061527099,-282.0,0.0,2.0
TDV Control1,2014-08-07,2.0,1.683459936112854,9.700000000000273,1.0,0.0
TDV Control2,2014-08-07,13.0,1.9998664255252825,485.0,1.0,0.0
TDV 45RDI-PB1,2014-08-07,-2.0,0.2677165307387387,-90.60000000000014,0.0,2.0
TDV 45RDI-PB2,2014-08-07,-2.0,0.2677165307387387,-207.9000000000001,0.0,2.0
TDV 45RDI-CC1,2014-08-07,-2.0,0.2677165307614321,-314.70000000000005,0.0,2.0
TDV 45RDI-CC2,2014-08-07,-2.0,0.2677165307635495,-448.0,0.0,2.0
TDV Control1,2014-08-08,-1.0,0.841729968056427,2.0,0.0,1.0
TDV Control2,2014-08-08,-1.0,0.9999332127626412,476.9000000000001,0.0,1.0
TDV 45RDI-PB1,2014-08-08,1.0,1.1338582653693694,80.70000000000005,1.0,1.0
TDV 45RDI-PB2,2014-08-08,1.0,1.1338582653693694,166.0,1.0,1.0
TDV 45RDI-CC1,2014-08-08,1.0,1.133858265380716,221.20000000000005,1.0,1.0
TDV 45RDI-CC2,2014-08-08,1.0,1.1338582653817748,196.0,1.0,1.0
TDV Control1,2014-08-09,1.0,1.4208649840282135,9.600000000000364,1.0,0.0
TDV Control2,2014-08-09,1.0,1.4999666063813206,8.099999999999909,1.0,0.0
TDV 45RDI-PB1,2014-08-09,-1.0,0.5669291326846847,-157.5,0.0,2.0
TDV 45RDI-PB2,2014-08-09,-1.0,0.5669291326846847,-289.9000000000001,0.0,2.0
TDV 45RDI-CC1,2014-08-09,-1.0,0.566929132690358,-356.5999999999999,0.0,2.0
TDV 45RDI-CC2,2014-08-09,-1.0,0.5669291326908874,-368.0,0.0,2.0
TDV Control1,2014-08-10,2.0,1.7104324920141067,67.79999999999973,1.0,0.0
TDV Control2,2014-08-10,2.0,1.7499833031906604,40.0,1.0,0.0
TDV 45RDI-PB1,2014-08-10,-2.0,0.28346456634234235,-76.70000000000005,0.0,2.0
TDV 45RDI-PB2,2014-08-10,-2.0,0.28346456634234235,-181.19999999999982,0.0,2.0
TDV 45RDI-CC1,2014-08-10,-2.0,0.283464566345179,-293.8000000000002,0.0,2.0
TDV 45RDI-CC2,2014-08-10,-2.0,0.2834645663454437,-384.0,0.0,2.0
TDV Control1,2014-08-11,3.0,1.8552162460070534,106.5,1.0,0.0
TDV Control2,2014-08-11,3.0,1.8749916515953302,56.0,1.0,0.0
TDV 45RDI-PB1,2014-08-11,-3.0,0.14173228317117118,-139.70000000000005,0.0,2.0
TDV 45RDI-PB2,2014-08-11,-3.0,0.14173228317117118,-452.0,0.0,2.0
TDV 45RDI-CC1,2014-08-11,-3.0,0.1417322831725895,-461.5999999999999,0.0,2.0
TDV 45RDI-CC2,2014-08-11,-3.0,0.14173228317272185,-680.0,0.0,2.0
TDV Control1,2014-08-12,-1.0,0.9276081230035267,-42.600000000000364,0.0,1.0
TDV Control2,2014-08-12,-1.0,0.9374958257976651,8.0,0.0,1.0
TDV 45RDI-PB1,2014-08-12,1.0,1.0708661415855856,-15.700000000000045,1.0,2.0
TDV 45RDI-PB2,2014-08-12,1.0,1.0708661415855856,-139.29999999999995,1.0,1.0
TDV 45RDI-CC1,2014-08-12,1.0,1.0708661415862948,-9.600000000000136,1.0,1.0
TDV 45RDI-CC2,2014-08-12,1.0,1.070866141586361,-48.0,1.0,1.0
TDV Control1,2014-08-13,-2.0,0.46380406150176334,-23.199999999999818,0.0,1.0
TDV Control2,2014-08-13,-2.0,0.46874791289883255,-68.09999999999991,0.0,1.0
TDV 45RDI-PB1,2014-08-13,-1.0,0.5354330707927928,-74.79999999999995,0.0,2.0
TDV 45RDI-PB2,2014-08-13,-1.0,0.5354330707927928,-154.39999999999986,0.0,2.0
TDV 45RDI-CC1,2014-08-13,-1.0,0.5354330707931474,-204.0999999999999,0.0,2.0
TDV 45RDI-CC2,2014-08-13,-1.0,0.5354330707931805,-236.0,0.0,2.0
TDV Control1,2014-08-14,-3.0,0.23190203075088167,-89.0,0.0,1.0
TDV Control2,2014-08-14,-3.0,0.23437395644941628,-102.19999999999982,0.0,1.0
TDV 45RDI-PB1,2014-08-14,-2.0,0.2677165353963964,-66.90000000000009,0.0,2.0
TDV 45RDI-PB2,2014-08-14,-2.0,0.2677165353963964,-135.5,0.0,2.0
TDV 45RDI-CC1,2014-08-14,-2.0,0.2677165353965737,-228.79999999999995,0.0,2.0
TDV 45RDI-CC2,2014-08-14,-2.0,0.26771653539659024,-394.0,0.0,2.0
TDV Control1,2014-08-15,-4.0,0.11595101537544084,-154.89999999999964,0.0,1.0
TDV Control2,2014-08-15,-4.0,0.11718697822470814,-122.19999999999982,0.0,1.0
TDV 45RDI-PB1,2014-08-15,1.0,1.1338582676981983,92.5,1.0,1.0
TDV 45RDI-PB2,2014-08-15,1.0,1.1338582676981983,139.19999999999982,1.0,1.0
TDV 45RDI-CC1,2014-08-15,1.0,1.133858267698287,221.29999999999995,1.0,1.0
TDV 45RDI-CC2,2014-08-15,1.0,1.1338582676982951,218.0,1.0,1.0
TDV Control1,2014-08-16,1.0,1.0579755076877204,-114.19999999999982,1.0,0.0
TDV Control2,2014-08-16,-5.0,0.05859348911235407,-150.19999999999982,0.0,1.0
TDV 45RDI-PB1,2014-08-16,-1.0,0.5669291338490992,-122.0,0.0,2.0
TDV 45RDI-PB2,2014-08-16,-1.0,0.5669291338490992,-171.69999999999982,0.0,2.0
TDV 45RDI-CC1,2014-08-16,-1.0,0.5669291338491435,-276.5999999999999,0.0,2.0
TDV 45RDI-CC2,2014-08-16,-1.0,0.5669291338491476,-302.0,0.0,2.0
TDV Control1,2014-08-17,-1.0,0.5289877538438602,-89.09999999999991,0.0,1.0
TDV Control2,2014-08-17,-6.0,0.029296744556177035,-180.29999999999973,0.0,1.0
TDV 45RDI-PB1,2014-08-17,-2.0,0.2834645669245496,-53.200000000000045,0.0,2.0
TDV 45RDI-PB2,2014-08-17,-2.0,0.2834645669245496,-139.20000000000005,0.0,2.0
TDV 45RDI-CC1,2014-08-17,-2.0,0.2834645669245717,-234.5,0.0,2.0
TDV 45RDI-CC2,2014-08-17,-2.0,0.2834645669245738,-410.0,0.0,2.0
TDV Control1,2014-08-18,1.0,1.26449387692193,73.59999999999991,1.0,0.0
TDV Control2,2014-08-18,1.0,1.0146483722780886,-130.19999999999982,1.0,0.0
TDV 45RDI-PB1,2014-08-18,-3.0,0.1417322834622748,-100.40000000000009,0.0,2.0
TDV 45RDI-PB2,2014-08-18,-3.0,0.1417322834622748,-196.4000000000001,0.0,2.0
TDV 45RDI-CC1,2014-08-18,-3.0,0.14173228346228586,-370.0,0.0,2.0
TDV 45RDI-CC2,2014-08-18,-3.0,0.1417322834622869,-646.0,0.0,2.0
TDV Control1,2014-08-19,2.0,1.632246938460965,112.30000000000018,1.0,0.0
TDV Control2,2014-08-19,2.0,1.5073241861390443,40.09999999999991,1.0,0.0
TDV 45RDI-PB1,2014-08-19,1.0,1.0708661417311374,94.39999999999986,1.0,1.0
TDV 45RDI-PB2,2014-08-19,1.0,1.0708661417311374,146.89999999999986,1.0,1.0
TDV 45RDI-CC1,2014-08-19,1.0,1.070866141731143,238.39999999999986,1.0,1.0
TDV 45RDI-CC2,2014-08-19,1.0,1.0708661417311434,16.0,1.0,1.0
TDV Control1,2014-08-20,-1.0,0.8161234692304825,17.40000000000009,0.0,1.0
TDV Control2,2014-08-20,-1.0,0.7536620930695221,20.0,0.0,1.0
TDV 45RDI-PB1,2014-08-20,-1.0,0.5354330708655687,-120.0,0.0,2.0
TDV 45RDI-PB2,2014-08-20,-1.0,0.5354330708655687,-192.5999999999999,0.0,2.0
TDV 45RDI-CC1,2014-08-20,-1.0,0.5354330708655715,-232.5999999999999,0.0,2.0
TDV 45RDI-CC2,2014-08-20,-1.0,0.5354330708655717,-82.0,0.0,2.0
TDV Control1,2014-08-21,-2.0,0.40806173461524126,-69.70000000000027,0.0,1.0
TDV Control2,2014-08-21,-2.0,0.37683104653476107,-10.0,0.0,1.0
TDV 45RDI-PB1,2014-08-21,-2.0,0.26771653543278434,-57.09999999999991,0.0,2.0
TDV 45RDI-PB2,2014-08-21,-2.0,0.26771653543278434,-108.70000000000005,0.0,2.0
TDV 45RDI-CC1,2014-08-21,-2.0,0.26771653543278573,-225.10000000000014,0.0,2.0
TDV 45RDI-CC2,2014-08-21,-2.0,0.26771653543278584,-340.0,0.0,2.0
TDV Control1,2014-08-22,1.0,1.2040308673076205,-38.70000000000027,1.0,0.0
TDV Control2,2014-08-22,1.0,1.1884155232673805,6.0,1.0,0.0
TDV 45RDI-PB1,2014-08-22,1.0,1.1338582677163922,200.70000000000005,1.0,1.0
TDV 45RDI-PB2,2014-08-22,1.0,1.1338582677163922,223.0999999999999,1.0,1.0
TDV 45RDI-CC1,2014-08-22,1.0,1.1338582677163929,383.29999999999995,1.0,1.0
TDV 45RDI-CC2,2014-08-22,1.0,1.1338582677163929,326.0,1.0,1.0
TDV Control1,2014-08-23,-1.0,0.6020154336538103,-79.39999999999964,0.0,1.0
TDV Control2,2014-08-23,-1.0,0.5942077616336903,-46.0,0.0,1.0
TDV 45RDI-PB1,2014-08-23,-1.0,0.5669291338581961,-165.29999999999995,0.0,2.0
TDV 45RDI-PB2,2014-08-23,-1.0,0.5669291338581961,-221.20000000000005,0.0,2.0
TDV 45RDI-CC1,2014-08-23,-1.0,0.5669291338581964,-326.0999999999999,0.0,2.0
TDV 45RDI-CC2,2014-08-23,-1.0,0.5669291338581964,-296.0,0.0,2.0
TDV Control1,2014-08-24,1.0,1.3010077168269052,17.399999999999636,1.0,0.0
TDV Control2,2014-08-24,1.0,1.2971038808168451,10.0,1.0,0.0
TDV 45RDI-PB1,2014-08-24,-2.0,0.28346456692909805,-70.90000000000009,0.0,2.0
TDV 45RDI-PB2,2014-08-24,-2.0,0.28346456692909805,-116.39999999999986,0.0,2.0
TDV 45RDI-CC1,2014-08-24,-2.0,0.2834645669290982,-248.0,0.0,2.0
TDV 45RDI-CC2,2014-08-24,-2.0,0.2834645669290982,-354.0,0.0,2.0
TDV Control1,2014-08-25,-1.0,0.6505038584134526,-94.89999999999964,0.0,1.0
TDV Control2,2014-08-25,-1.0,0.6485519404084226,-26.0,0.0,1.0
TDV 45RDI-PB1,2014-08-25,-3.0,0.14173228346454902,-129.9000000000001,0.0,2.0
TDV 45RDI-PB2,2014-08-25,-3.0,0.14173228346454902,-185.0,0.0,2.0
TDV 45RDI-CC1,2014-08-25,-3.0,0.1417322834645491,-404.3000000000002,0.0,2.0
TDV 45RDI-CC2,2014-08-25,-3.0,0.1417322834645491,-624.0,0.0,2.0
TDV Control1,2014-08-26,-2.0,0.3252519292067263,-19.300000000000182,0.0,1.0
TDV Control2,2014-08-26,-2.0,0.3242759702042113,-24.09999999999991,0.0,1.0
TDV 45RDI-PB1,2014-08-26,1.0,1.0708661417322745,202.70000000000005,1.0,0.0
TDV 45RDI-PB2,2014-08-26,1.0,1.0708661417322745,171.60000000000014,1.0,1.0
TDV 45RDI-CC1,2014-08-26,1.0,1.0708661417322745,206.0,1.0,1.0
TDV 45RDI-CC2,2014-08-26,1.0,1.0708661417322745,138.0,1.0,1.0
