Sensor,Fecha,slope1,slope2,max1,pmax1,rat1,max2,pmax2,rat2,Y
LTP Control_2_1,2019-06-26,3.2341500187602237,-4.8577183246048286,14.783333333333333,9.200000000000001,2.4502409706181396,2.8,1.3166666666666664,1.024978840098859,1.0
LTP Control_2_1,2019-06-27,-6.161496046632907,-6.025691380599329,14.766666666666667,9.216666666666667,2.8614483929046948,8.3,0.4499999999999993,1.025029681349443,1.0
LTP Control_2_1,2019-06-28,6.905414423292194,-6.340656400530865,14.716666666666667,9.266666666666667,2.9420117213734795,0.0,4.816666666666666,1.2771167299051827,1.0
LTP Control_2_1,2019-06-29,6.406364661302842,-5.884865502537389,14.633333333333333,9.350000000000001,2.951327949236888,0.6833333333333333,2.216666666666667,1.042609913189583,1.0
LTP Control_2_1,2019-06-30,3.6755415432019696,-4.56200752414461,15.65,7.533333333333333,2.298323974289907,0.0,2.25,1.1044492850689025,1.0
LTP Control_2_1,2019-07-01,-6.168254781754022,-5.40148953629927,14.716666666666667,9.266666666666667,3.0011439267886852,0.6666666666666666,1.9,1.1257155007236552,1.0
LTP Control_2_1,2019-07-02,4.682498783471149,-5.0536008867745235,14.616666666666667,9.0,2.998184651895932,0.0,2.5833333333333335,1.0974053205592644,1.0
LTP Control_2_1,2019-07-03,-6.80143817131074,-4.6241733421970945,14.933333333333334,7.533333333333331,2.95941653450086,1.9,0.8999999999999999,1.043491879797863,1.0
LTP Control_2_1,2019-07-04,5.312920060311135,-4.909508253662864,14.283333333333333,9.700000000000001,3.0513621402058977,3.3333333333333335,1.9666666666666663,1.2115238104469366,1.0
LTP Control_2_1,2019-07-05,6.681168880648861,-6.8930235979414345,14.766666666666667,8.333333333333334,3.4107611604208454,2.5833333333333335,2.3833333333333333,1.1387280094105343,1.0
LTP Control_2_1,2019-07-06,6.210192644807165,-5.099142589381618,15.666666666666666,6.183333333333335,2.615233606097718,13.583333333333334,0.6166666666666654,1.0566070720196978,1.0
LTP Control_2_1,2019-07-13,-8.415090289726459,-4.618956650164461,14.916666666666666,6.333333333333334,2.6069820729347084,3.966666666666667,0.9666666666666668,1.0239402288231365,1.0
LTP Control_2_1,2019-07-14,4.986650454885681,-5.210265989583079,15.033333333333333,7.299999999999999,2.7768094683510176,0.2833333333333333,3.166666666666667,1.0473781448471546,1.0
LTP Control_2_1,2019-07-15,5.403005593287885,-5.8843389015453464,14.85,7.049999999999999,2.716573291259173,0.0,1.55,1.0344524878235126,1.0
